@relation data

@attribute id string
@attribute 28908 numeric
@attribute 712 numeric
@attribute 713 numeric
@attribute 714 numeric
@attribute 715 numeric
@attribute 716 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.0238109802,-0.0976442384,-0.0454081683,-0.0437934828,-0.0096250619,-0.1304290168,BRCA
GSM480985,0.1577928896,-0.1023476910,-0.0550792462,-0.0452966946,0.2675418221,-0.0097899473,BRCA
GSM480986,0.0915992342,-0.1265779347,-0.1176824370,-0.0083324027,0.1801931898,-0.0196407202,BRCA
GSM480987,-0.0757004709,-0.0858780350,-0.1398636673,-0.0035615952,0.9259599148,0.4495162415,BRCA
GSM480988,-0.0740411404,-0.0923690686,-0.1411193696,-0.0169312344,-0.0165618559,-0.0962182085,BRCA
GSM480989,-0.0660845452,-0.0385395422,-0.0505662713,0.0030125228,0.1080318262,-0.1303395995,BRCA
GSM480990,-0.0646462349,-0.0441175239,-0.0738812136,-0.0577879403,0.0655208114,-0.1133310158,Control
GSM480991,-0.1185876710,0.0022260549,-0.1031896050,0.0007301160,0.0182633484,-0.0696551127,Control
GSM480992,-0.0789544420,-0.0332857417,-0.1084414386,-0.0160611587,0.1280271867,-0.0878744121,Control
GSM480993,0.0211376818,-0.0914440821,-0.0934126654,0.0128239214,0.0810368140,-0.0080362258,Control
GSM480994,0.0166727521,-0.0695319573,-0.0243514164,-0.0041404413,-0.0017055122,-0.1609327155,Control
GSM480995,-0.1210965572,-0.1165959984,-0.1804392560,-0.0455238126,0.3164906410,0.1318016644,Control
GSM480996,-0.0777150113,-0.0488401812,-0.1347266026,-0.0830673996,-0.0679848423,-0.1213390225,BRCA
GSM480997,-0.0644029400,-0.1050203113,-0.1737984419,0.0000907866,2.1175034446,1.4330083868,BRCA
GSM480998,0.0544841358,-0.0491665858,-0.0953768608,0.0096269913,0.1630607330,-0.1509858055,BRCA
GSM480999,0.0665859462,-0.0933173441,-0.1111856518,-0.0412021738,0.1000005870,-0.0626626334,BRCA
GSM481000,0.0056907344,-0.0924650849,-0.0616485874,0.0667657336,0.1048971914,-0.0599124128,BRCA
GSM481001,-0.0583027307,-0.1028043923,-0.1592310944,0.0075245379,-0.0681416833,-0.0803589649,BRCA
