@relation data

@attribute id string
@attribute 28908 numeric
@attribute 712 numeric
@attribute 713 numeric
@attribute 714 numeric
@attribute 715 numeric
@attribute 716 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0621530627,-0.0989793460,-0.1360977886,0.0233612703,1.5942692161,0.9417632793,BRCA
GSM481003,-0.1107390683,-0.0371813529,-0.1429027843,-0.1128650076,1.0156821228,0.4289885856,BRCA
GSM481004,-0.0660460498,-0.1108125282,-0.0814708638,-0.0583282519,1.4902625348,0.8113424554,BRCA
GSM481005,-0.1214637549,-0.0554622218,-0.1383994270,-0.0621204238,1.0606660578,0.7501620996,BRCA
GSM481006,-0.0760292428,-0.1095530791,-0.1477345804,-0.0351368830,1.5260582236,0.9559017735,BRCA
GSM481007,-0.0384780558,-0.0479881281,-0.0970773859,0.0026085648,1.6000863114,0.8462615836,BRCA
GSM481008,-0.0462991340,-0.1437051381,-0.1406099637,0.0183143989,1.1871084158,0.4199250252,Control
GSM481009,-0.2352709796,-0.1552172712,-0.1205459856,-0.0480901508,1.5579085880,1.0337664189,Control
GSM481010,-0.0816584906,-0.0223536321,-0.0678413932,-0.1093509761,1.6248332858,0.9075434480,Control
GSM481011,-0.1074837479,-0.0626981794,-0.1235076798,-0.0040261240,1.1064426047,0.4898777892,Control
GSM481012,-0.0701990879,-0.1073731173,-0.1022760968,-0.0262335761,2.1386116677,1.5998129388,Control
GSM481013,-0.0645501427,-0.0884477381,-0.1092496166,0.0572280639,0.9464135698,0.1380783975,Control
GSM481014,0.0041782156,-0.0086607496,-0.1004869788,0.0882471744,1.3207031223,0.7749217929,BRCA
GSM481015,-0.0633642992,-0.0418476999,-0.1019570472,0.0022143560,1.9797634548,0.7285958132,BRCA
GSM481016,-0.0931715084,-0.1096212614,-0.0976361703,-0.0463645573,0.6749596314,0.4187520884,BRCA
GSM481017,0.0039732914,-0.0557354724,-0.1605514398,0.0438291912,1.7694347900,1.4765912417,BRCA
GSM481018,-0.1147311141,-0.1131945007,-0.1378587750,-0.0640907292,3.0893374813,1.1304865545,BRCA
GSM481019,-0.0539761229,-0.0808740789,-0.1219740172,0.0543195096,1.1915105930,0.5123870190,BRCA
