@relation data

@attribute 10140 numeric
@attribute 10200 numeric
@attribute 10438 numeric
@attribute 10766 numeric
@attribute 10950 numeric
@attribute 11044 numeric
@attribute 11157 numeric
@attribute 11340 numeric
@attribute 118460 numeric
@attribute 140886 numeric
@attribute 1656 numeric
@attribute 167227 numeric
@attribute 170506 numeric
@attribute 196513 numeric
@attribute 2023 numeric
@attribute 2026 numeric
@attribute 2027 numeric
@attribute 219988 numeric
@attribute 22803 numeric
@attribute 22894 numeric
@attribute 23016 numeric
@attribute 23019 numeric
@attribute 23404 numeric
@attribute 23517 numeric
@attribute 23644 numeric
@attribute 23658 numeric
@attribute 246175 numeric
@attribute 255967 numeric
@attribute 25804 numeric
@attribute 25904 numeric
@attribute 26986 numeric
@attribute 27257 numeric
@attribute 27258 numeric
@attribute 28960 numeric
@attribute 29883 numeric
@attribute 3313 numeric
@attribute 3329 numeric
@attribute 340529 numeric
@attribute 4848 numeric
@attribute 4849 numeric
@attribute 4850 numeric
@attribute 5042 numeric
@attribute 5073 numeric
@attribute 51010 numeric
@attribute 51013 numeric
@attribute 51690 numeric
@attribute 51691 numeric
@attribute 5393 numeric
@attribute 5394 numeric
@attribute 54464 numeric
@attribute 54512 numeric
@attribute 54766 numeric
@attribute 55802 numeric
@attribute 56915 numeric
@attribute 57472 numeric
@attribute 57819 numeric
@attribute 645974 numeric
@attribute 6499 numeric
@attribute 694 numeric
@attribute 7832 numeric
@attribute 80153 numeric
@attribute 80349 numeric
@attribute 84186 numeric
@attribute 87178 numeric
@attribute 8761 numeric
@attribute 9125 numeric
@attribute 9337 numeric
@attribute 9652 numeric
@attribute 9924 numeric
@attribute Class {Control,BRCA}

@data
12.18956987,6.60526143,5.32734924,9.169236755,8.9659599595,10.0672196,5.629364816,9.16185061,10.88402951,6.26114165567,6.60526143,10.00443156,8.7525971555,7.505932848,13.80581744,8.622089465,7.0297312535,10.46847669,7.904233081,7.150613302,10.67558245,8.17393936433,8.730097421,9.463954014,11.15374536,8.738046965,6.3052870505,10.44906122,11.10294695,9.395936323,10.9912300055,12.12504541,11.104946715,8.845396841,8.62782940467,11.20027965,8.878158015,4.997982479,11.61281105,8.847324498,8.10850160333,5.2511340125,9.333972157,9.3964724475,9.21572325633,11.51777531,8.624595461,8.5237490225,9.936811765,8.1770271295,8.888919105,5.101619875,10.13612637,9.499477756,9.721138129,11.61175117,5.2794211715,10.08057144,13.14374197,13.08801473,8.629266563,11.56532836,10.66711623,10.6733343865,11.611359465,8.673575084,8.2661933585,9.351425774,9.089663079,Control
11.20322733,6.62585904,4.983012097,8.2681339,9.0904248805,9.783317959,5.558429323,9.556142521,10.97255645,5.928874487,7.673664405,10.42590328,8.1926531775,7.818472134,13.91614961,9.599439206,6.95254361,10.34544991,7.6415879,6.397294391,10.29885335,8.08857312267,8.829802894,9.347987324,11.63779329,8.5241310705,6.334993928,10.94153205,10.95031916,9.441502737,11.6021332365,11.78244144,10.858463785,8.343586732,8.76065427,11.10547497,8.80035986775,5.385785842,11.83004583,8.70989467,7.69941221333,7.054091398,9.39316579,9.017341508,9.07599283067,11.28124924,8.515543267,8.263866421,10.1733700463,8.1641534335,8.93949189,5.254944744,10.24628965,9.572667604,9.660905593,12.09022832,5.3964208525,10.53666518,13.23377623,11.0799649,9.100229416,11.43680016,11.23083122,11.263371418,11.51172395,8.032047277,8.159184903,10.05890196,9.730092696,BRCA
12.39041358,6.845932592,5.4999962655,8.272211173,8.896310805,9.856387058,5.841225451,9.718764513,11.12605123,5.62007706467,6.912892703,10.37846858,8.9328938295,8.272875996,14.36769016,8.809576125,7.4917674455,10.5503671,7.695347798,7.182049468,10.64577575,8.41299090967,9.471198195,9.736512338,11.6005403,8.863269607,6.680709448,10.88922276,11.50810934,10.00575124,12.0063066285,11.74966846,11.21174503,8.973504462,8.814665404,11.65252471,9.088125406,4.795989381,11.64198185,9.269828638,8.02464244,5.6344003205,9.691861758,9.3096040465,9.19225168267,12.10791023,8.722244962,8.319063923,10.3841210717,7.8789423795,9.85347375,6.296416681,9.802633943,10.76621026,9.989394899,12.23798527,5.012497479,10.70541664,13.19318117,11.95847307,8.929717871,11.7626666,11.17394584,10.7250661535,12.12506547,8.05224351,8.0483604055,9.644505763,9.546885359,BRCA
10.92535436,6.753287377,5.006154267,8.251862414,8.211349769,9.644000959,5.637937129,9.74314345,11.25904309,5.037189104,7.554859571,10.71783515,7.9427397865,8.137146296,14.42653276,9.001310457,7.5775286035,10.35359929,6.878101604,5.337364334,10.37529501,8.17156181367,9.274011827,9.198384339,11.59733576,8.7045782935,6.8978044935,10.83708803,11.56532836,9.90387474,12.00629626,11.7240492,11.01264222,8.964023935,8.25021640633,11.48278541,8.60479399275,5.397812585,11.46435444,9.033919273,7.233467416,4.7446070775,9.717509837,8.6354339505,8.59764018,11.9611296,8.275485668,8.3417853335,9.85401120867,7.6043194765,9.440817855,5.006535067,10.1125311,10.38738762,9.311567328,12.69546762,5.5876613385,11.22892405,13.44910353,10.01714982,9.498550629,11.08223906,11.35175104,10.859026472,11.394681955,7.615171883,7.6664230865,9.404673855,9.993795036,Control
10.83409988,7.587498371,5.341697563,8.336429709,9.208505894,9.509661764,6.064156003,9.148667949,11.02982919,5.707770743,7.069640749,10.52858624,8.609177054,7.649365992,14.29545473,8.518260836,7.17264948,10.52119828,7.716501543,6.769378768,10.7805646,8.09007390567,9.313904007,9.737019606,11.07836451,8.8770737435,6.1638040755,10.35054176,11.49848788,9.595864053,12.39124224,11.69692854,11.46584281,8.383867477,9.15648449967,11.30358544,9.0447527455,5.200272115,11.86752597,9.461004162,7.821906853,6.026545699,9.729417293,9.1065730375,9.04716275133,11.65291678,8.08727868,8.5207154845,10.22376101,7.822196642,9.529880045,5.380600673,10.42517423,9.859721566,9.844219734,12.10354363,5.064982833,9.91920268,13.17297049,10.56898715,8.783359349,11.3300599,11.07588374,11.002585266,12.1385056,7.864822408,8.4220974925,10.27801993,9.195508242,BRCA
11.51045032,7.52700996,5.6809458145,8.241972577,9.699729515,10.1942401,4.980495207,8.788074828,11.20858205,5.71107648667,6.951317139,10.02197973,8.702362204,6.753287377,14.66897057,8.960350342,7.0959895645,10.87277127,8.0154542345,6.915822999,9.902390614,8.427219493,8.623022863,9.789085739,11.99463462,8.1571852935,6.2947986645,10.74423703,10.3081004,9.435868748,12.125769055,11.4486069,10.1380347195,7.925926933,9.18278568,12.21857089,9.497139958,4.968564562,11.68740205,8.626659179,7.72017798967,5.2254820515,9.169875611,8.509595701,8.298850344,10.18581735,8.745490404,8.395360102,10.6729284667,8.657560078,8.351735565,5.287261033,9.772677934,8.762034093,9.986276218,11.23824666,5.519708742,10.25166618,13.00320258,10.78457782,8.852499177,11.33417845,10.63612184,10.990779129,12.204183885,8.480952861,8.642622326,10.20019398,9.707713345,BRCA
11.74892461,7.161134718,5.546238998,7.620295212,8.4763806135,9.191911205,6.049582442,8.559712748,11.90041411,5.89168560767,9.431466851,9.858878951,7.6731628765,7.531773518,13.98232431,8.386661295,7.369407483,9.603728853,7.3508459365,5.48205062,9.840471544,8.11287023467,9.314600874,8.672673836,11.7626666,8.913758485,6.8866805215,9.880571175,10.96190926,9.226485123,12.074281625,11.7416567,10.26955115,7.306884509,8.360816764,10.82924727,8.76656036375,5.422410676,11.46972335,8.470924335,7.47748722267,4.394128048,10.14073429,7.8945909455,8.12661367233,11.35036618,8.152856641,7.983161365,9.83688933833,8.113247436,8.659693702,5.575925867,10.1525514,9.213761077,9.511985405,12.60734656,5.725767403,10.99939073,12.94056784,8.998534812,9.289062759,10.0757536,11.47254884,11.161406059,10.567586025,7.65082042,7.196247524,10.7617509,10.08514084,BRCA
12.14106624,7.55758073,5.685079934,8.515395426,8.9728875355,9.686317169,5.96947934,9.742208842,11.08223906,5.79542948467,6.32224872,10.1630147,8.570590823,7.490171226,13.83906107,8.567633975,6.629421509,10.45388564,7.474890718,6.830962365,10.54623399,7.76922956233,8.787413792,9.613780776,11.23595455,8.655846687,6.5530205095,10.63715491,11.19221592,9.529880045,11.5678588975,12.12850358,11.55287232,8.792042831,8.703420692,11.3179031,9.10688767225,5.163308771,11.53683014,8.513886585,7.69969304333,5.181009304,9.106458987,9.5297858855,9.13944372733,11.94781234,8.831846471,8.136243983,10.2042343273,8.190916576,8.906380396,5.571078532,9.705624234,9.859884596,9.457976471,12.22616388,5.3636775435,9.969494854,13.70221547,12.51214052,8.450779398,11.86027624,10.73426953,10.312602083,11.580740355,8.712854643,8.498362229,9.230429477,9.397268784,Control
11.6449965,8.527478106,5.32033938,8.264326623,8.798350903,9.869532589,5.499217061,9.88281158,11.04675588,5.729697179,6.501722262,10.50407936,8.7323982015,7.919907807,14.46406102,8.524131399,7.624277507,10.33656266,7.6152470645,7.085953388,10.7805646,7.972601695,9.378252108,9.81104193,11.41646783,9.0837551905,6.1064895355,10.50280226,11.58695951,9.59619028,12.282941865,11.79042803,11.47924692,9.088152945,9.34469247967,12.11709445,9.4119868745,5.54798282,11.78917304,8.92251091,7.57687731567,5.5441124715,9.755547386,9.1850141185,8.98695789233,12.14165544,8.850976841,8.962551071,10.3865675787,7.955508384,9.547357825,5.215495384,9.841195224,10.63715491,9.715962473,12.31194418,5.4350278075,9.94254424,13.01560762,11.74892461,8.815135987,11.69454954,11.12925744,10.7741084285,11.866985815,8.619835842,8.831398246,9.842350785,9.204596284,BRCA
11.79117929,6.983110824,5.255580083,8.405844685,8.6430901035,9.818031326,6.362956922,9.595864053,10.61845,5.82707699667,7.592944939,10.37757418,8.178400058,7.671861458,13.91975024,8.940578709,7.5993496495,9.989515532,8.0490926795,6.746114963,10.26730203,7.99981928367,8.914057031,9.169775417,11.5968724,8.9886134345,6.5493841555,10.55708099,11.67556248,9.426946689,11.7534184995,11.91354778,11.24621696,8.50735971,8.70877598767,11.44994835,8.876164833,4.993460669,11.59799678,8.921038401,7.38131578833,5.467474128,9.677755367,8.706715757,8.97231527533,11.93178472,8.434003819,8.4248014285,10.05328676,7.6923491835,9.651433455,5.267920811,9.991437211,9.758490207,9.844918005,12.16730219,5.160402629,10.4516596,13.47944813,10.49549809,8.894060699,11.46146424,10.78813533,11.0449424705,11.344543655,7.861042112,8.285916844,10.2712474,9.695411499,BRCA
10.325896,7.084917648,5.49441311,8.668956873,9.0205671425,10.10317669,6.056481245,9.681765982,10.45025788,5.66449832767,6.289839651,10.14489117,8.740781255,8.088074166,14.16199356,9.347167964,8.054317228,10.03551433,7.782115641,5.732683853,10.70804518,7.59179827,9.05331578,9.753910816,11.86693899,9.194060441,6.020444994,9.973884282,11.28265136,9.804252501,11.6297132135,11.76334944,11.1705545,9.36566691,8.08240053067,11.71363365,8.92888667775,5.123305363,11.1471733,9.067058596,7.504251693,5.0000665,9.740565494,9.2984299915,9.01980185467,11.83915468,8.562873108,8.64142945,10.497923948,7.275663899,9.553725818,5.349976695,9.443296418,9.940402111,9.161296382,12.10010062,5.940299781,10.66779926,12.5439804,11.95442182,9.240362708,11.70152102,10.42712454,10.6616380135,11.578368635,8.04829767,8.617434041,9.259184861,9.552823312,BRCA
11.00318779,8.127570249,5.322851538,8.090352132,9.022831455,9.825460147,5.543891185,9.444942981,10.9162977,5.81429641567,6.595597365,10.38657417,8.651662495,7.475006074,14.07822256,8.531830892,7.127591822,10.34583797,7.7367749505,6.886279205,10.4715739,8.19820945333,9.023671978,9.540516092,11.2211885,8.875620703,6.347699926,10.5815916,11.25294051,9.249848912,11.641617918,12.01615373,11.56247895,8.228435273,9.01419790233,11.68974045,9.09710020625,5.336650487,11.61973409,8.832511198,7.59729671967,5.185872878,9.580758442,9.408574547,9.05907805,11.59917377,8.913054791,8.5761738155,10.0566535197,8.254268123,8.574954038,5.194176951,9.6293207,9.706263374,9.442912986,11.94030819,5.35786645,9.94538572,13.2433667,11.38561723,8.308590598,11.83915468,10.73828676,10.7566201215,11.695638555,8.572009618,8.619489501,9.693539718,9.396541167,Control
12.12695617,7.260334165,5.2610378645,8.633831795,8.87259393,9.782269769,6.030066347,9.668548697,10.90870806,5.85680443167,6.452822423,9.484234383,8.617852765,7.15957148,13.92451704,8.766463584,7.525066413,10.41695085,7.435242736,6.78149455,10.50042393,7.86280776567,8.830516098,9.492424613,11.27871096,8.9592916965,6.454843066,10.70365297,11.18114933,9.179760538,11.266543636,11.97597342,11.282103985,8.672311411,8.61454612433,11.55326703,8.92446506275,5.380687246,11.31140223,8.969948469,7.667420615,5.013461109,9.598164712,9.402647243,9.02922948167,11.41291396,8.426129627,8.434052511,10.1015811863,7.9888511715,9.00719629,5.188253784,10.04397092,9.474639407,9.62228117,11.68152186,5.3921094825,10.08672709,13.33171827,12.67768778,8.699521377,11.50889917,10.36260717,10.6413424385,11.66689529,8.51524757,8.344397818,9.79181046,9.288163079,Control
10.83822324,6.299991555,5.326366923,8.500384929,7.9655241365,9.714503602,5.115003321,9.619303471,10.65531183,5.74658956733,5.781891609,9.959306897,8.051848235,7.966103265,14.35403309,10.08069134,8.427364945,10.88836296,7.8667836215,6.89948117,10.69048718,7.67266758067,8.893575423,8.099428195,11.81753744,8.1282657085,6.545564029,11.10864878,11.36386113,9.824513745,10.2053931195,11.61377578,11.259062085,8.977681421,8.395377966,11.88081762,9.0348962535,5.481404906,11.5054743,9.504898977,7.91257476667,4.718790793,9.082016694,8.4640851075,9.04826556733,11.72159494,8.490450922,7.8558008835,9.67223377267,7.85361066,9.280156639,5.309259193,10.09627409,9.62228117,10.16928652,12.09842044,5.606543603,10.83158062,12.74542124,11.72826504,9.137978063,11.99572839,10.1046155,10.2349088775,11.742295275,8.343475697,6.945359483,9.323494555,10.26227726,BRCA
12.14962259,6.372608812,5.493514028,8.263446592,8.19491456,9.870981558,5.292055848,9.361450983,10.18212774,5.85120390633,6.835169711,10.99741964,8.327158431,8.135762024,14.49088818,8.334453331,7.9228118275,10.71219619,8.0686574075,6.721820783,10.21644308,7.95463132733,8.818255517,8.723713093,12.01436934,7.264096159,6.505294601,11.42322901,10.94581345,9.797224244,10.3790157535,11.64430934,10.426390775,9.055378109,8.65632757267,11.75195417,8.88343571825,5.174337751,11.45279735,8.35358919,7.460551862,5.317449516,9.933941823,8.3018784315,8.64745800733,11.18554156,8.319504051,7.5854580495,9.71467146667,7.5566280765,8.343364653,5.307438771,9.696742033,9.214514093,10.36385855,11.48188533,5.5814397285,10.65603847,12.74633592,10.87994333,9.064730052,11.64562254,10.85352421,10.362219591,12.29822262,8.576390928,7.258446479,10.47860813,10.21478693,BRCA
11.9729763,6.983908868,5.7699536635,8.390557125,8.142636641,9.694854572,5.193979903,10.01285535,10.56955686,5.68017962,6.075164235,10.22614155,8.1733104,8.223423907,14.41536846,9.898586698,7.7424971865,11.01586123,7.899139403,6.889172721,11.03657221,7.768457758,9.234303192,8.385755785,11.58870072,8.081798243,6.6212076995,11.23522461,11.60957135,9.752473112,10.27975169,11.78664344,11.34893977,9.206941772,8.68923989833,11.54053263,8.755386523,5.571078532,11.44536424,9.232481563,7.95196244133,5.0040779895,9.519735078,8.881357871,9.31067608067,12.05932765,8.68353955,8.145215612,9.694294008,7.6310950145,9.60410892,5.15826759,10.14380446,10.29747263,9.875242947,12.23703672,5.6682050805,10.72053523,12.65381248,11.858053,9.000254369,12.15122597,10.45470056,9.9918046725,11.96106931,8.247976304,6.7530845945,9.216067465,9.737214011,BRCA
11.1356742,6.43650803,5.2631635805,8.293128034,8.2415857835,9.507299682,5.045717348,9.765178804,11.0443909,5.38284228333,6.168276607,10.34787632,8.2224289375,8.172928895,14.08845827,9.80247643,8.1993781325,11.03470976,7.925155733,6.875476373,11.084503,7.86092202233,9.370077688,7.715620789,11.50067275,8.054315355,6.429667458,11.21515091,11.72339443,9.755664213,10.0762471735,11.88601099,11.563577495,9.416486753,8.33297810767,11.85473021,8.577619258,5.547674422,11.63297943,9.654904998,7.928883986,5.5615476575,9.307081884,8.420762742,9.19786197633,11.80861644,8.410399542,7.915082254,9.57828435933,7.7228024185,9.565097853,4.903051831,10.35966203,9.973884282,10.30716697,12.14165544,5.6587200005,10.65863127,12.87483063,13.60139652,9.039509335,12.15911615,10.37493653,10.0649096075,11.48537546,8.357575234,6.6960692115,9.174913904,9.821678779,BRCA
10.7377039,6.815899195,5.717811908,8.378144319,8.050861403,9.758864923,5.35439155,9.923045577,10.93984568,5.82996512633,6.187060658,10.29787953,8.2579798105,8.07304514,14.75649535,8.545892254,8.099684686,10.9484368,8.165359702,6.850596689,11.2184514,7.814967476,9.194671376,8.17437786,11.34861214,8.406988321,6.390686075,11.0826449,11.92203438,9.728992348,10.606262274,12.01783851,11.83439895,10.0483987,8.673316827,12.00937212,9.09766918875,5.559500416,11.42963442,9.072803288,7.764128406,4.698060075,9.225400943,8.703431697,9.28113467333,12.28299001,8.178442174,8.093709583,9.22025104933,7.5659996025,9.796177999,5.488491912,10.07372021,10.50202152,10.24482795,12.33120955,5.400961582,10.66694764,12.98742218,11.60505131,9.07757757,12.06834846,10.56293906,9.8446169085,12.03870085,8.662028433,6.8506119685,9.511985405,9.458448204,BRCA
