@relation data

@attribute 3672 numeric
@attribute 57556 numeric
@attribute 5361 numeric
@attribute 9723 numeric
@attribute 5362 numeric
@attribute 5365 numeric
@attribute 91584 numeric
@attribute 3688 numeric
@attribute 7305 numeric
@attribute 9037 numeric
@attribute 54209 numeric
@attribute 80031 numeric
@attribute 64218 numeric
@attribute 23129 numeric
@attribute 8482 numeric
@attribute 10154 numeric
@attribute Class {Control,BRCA}

@data
9.101017795,11.41099996,9.04464761,9.099551364,6.442740861,6.633943811,6.139557107,9.30169669467,11.29220962,9.162423509,5.745513828,5.75975444625,8.421119265,4.850263431,5.841477075,6.385953509,Control
7.86511636,12.2658041,8.83564079,9.637901055,6.107327595,7.356520472,5.372787809,8.828078384,11.09923621,9.526636716,5.244897759,6.1629884095,9.815455799,5.617218576,5.817246707,7.424294645,BRCA
7.148936963,11.45934851,8.737501821,9.5873066815,6.18913825,6.997860083,5.469732364,8.9042892375,11.52544754,9.674898929,6.338161975,5.65230199775,9.765493774,5.579701547,4.929330911,7.007282765,BRCA
6.516492413,11.79991713,9.085698921,9.4768175825,6.323194968,7.365974887,5.30196368,8.75186424133,11.0196222,9.798739548,6.931745467,6.068514654,10.44034522,5.490579154,5.499695432,5.945918559,Control
7.441058314,12.1857598,8.562730038,9.586679861,6.119673262,7.328901803,5.846249617,9.13491446,11.24231983,10.10240918,6.951433713,5.806674374,10.09389985,5.140381174,5.692518737,6.895366625,BRCA
7.98845907,12.52742331,8.703316278,9.411400738,5.969767112,6.940786709,5.79064906,9.489530799,11.07544591,9.634021946,6.974962666,5.76529995575,9.024046137,5.298302041,6.037388399,7.477052175,BRCA
7.580354917,12.17821986,9.879085849,8.887638431,5.66903474,6.919939268,4.713162871,9.251714595,10.62899024,11.12692078,6.70162226,6.3142661035,9.861095099,5.705709271,5.087262599,7.064260775,BRCA
7.865827785,11.13481472,8.616430414,8.453447196,5.982771878,5.719191142,5.083438106,9.23773095817,11.58443655,9.033919273,5.651777341,5.497658751,8.892012333,5.741879005,5.826809832,6.779460418,Control
7.418993406,12.045241,8.298281562,8.9142685115,6.127793825,6.858046676,5.281894103,9.05065703483,11.09196277,10.06825468,6.721034659,5.4263053685,9.814767147,5.652351146,5.531234258,6.239937982,BRCA
7.512564929,11.35243538,8.601288997,9.5339003175,5.956644051,6.73809606,5.883749862,9.06946628383,10.67589996,9.563330297,6.38884014,5.62946385875,9.625618044,5.349269063,5.748737112,6.488045472,BRCA
7.438794191,11.6604752,8.597718431,9.0523413935,6.499212576,6.657000843,5.123305363,8.5429645305,11.8267889,9.173128136,6.02259599,5.54583843125,9.048814559,5.615895347,5.911818141,6.68096118,BRCA
8.342898175,11.60957135,8.173503659,9.078874203,6.227669487,6.767493005,5.201056716,9.18007328783,11.53735445,8.724992221,6.20506561,5.873860219,9.151968584,6.16053263,5.515077886,6.559725532,Control
9.099519506,11.50616141,8.509419853,9.071599382,6.097300677,6.837126844,6.47151722,9.52376826383,11.27819405,9.144799144,6.236497999,5.81097074875,8.372148022,5.87922253,5.788040457,6.204772251,Control
7.626842693,10.89048111,9.877656504,9.10731274,6.114268757,7.628447591,5.481404906,9.15082053767,10.80905688,6.723971888,6.152087694,5.61525527275,10.8654068,5.988861462,5.521530756,5.797150007,BRCA
9.408383416,11.35093105,9.92487229,7.948089583,6.086301455,7.709568292,6.2085325,9.44121959,11.08706186,7.942780038,5.906235974,5.949814809,10.01141636,6.803844148,5.693076567,6.883746426,BRCA
8.035817876,11.19062121,9.507616831,8.6844460275,6.342701959,7.224631509,5.482696044,8.933464829,11.2754336,7.834172564,6.036014907,6.14809953975,10.17781228,6.337626919,5.719191142,5.96947934,BRCA
7.332867062,10.84714372,9.619138373,9.3359712325,6.142827586,7.573838635,5.769514729,9.05192720867,10.54285319,7.147258675,5.955365844,5.65466198875,10.7221503,5.759829109,5.354567863,5.878303093,BRCA
8.062681816,10.86030351,9.258413586,8.276441511,6.29655434,6.813015157,5.388026974,9.04214245483,11.38382052,7.486073007,6.185178351,5.67349212375,10.89735788,6.176079003,5.585121225,5.743764871,BRCA
7.660960561,10.60252748,9.151613494,8.8648183145,6.351695128,7.374520326,5.238988625,9.0875921835,11.26946293,6.916181402,6.28540742,5.58482289125,10.52477214,6.169930636,5.467777725,5.701002294,BRCA
8.462247785,11.82274022,9.136145956,9.348274147,6.018707189,6.482691508,5.167730486,8.1006439875,11.81615379,7.57557919,5.279110251,6.246078781,10.35655132,6.627136678,6.049201232,6.427778475,BRCA
