@relation data

@attribute id string
@attribute 10892 numeric
@attribute 1147 numeric
@attribute 1445 numeric
@attribute 23118 numeric
@attribute 2533 numeric
@attribute 27040 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3551 numeric
@attribute 3635 numeric
@attribute 3702 numeric
@attribute 3932 numeric
@attribute 3937 numeric
@attribute 4690 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 50852 numeric
@attribute 51466 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 55740 numeric
@attribute 55824 numeric
@attribute 5588 numeric
@attribute 5728 numeric
@attribute 5788 numeric
@attribute 5970 numeric
@attribute 6885 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 7334 numeric
@attribute 7408 numeric
@attribute 7454 numeric
@attribute 7535 numeric
@attribute 84433 numeric
@attribute 8767 numeric
@attribute 8915 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 920 numeric
@attribute 9402 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.2292825110,0.2841429040,2.4266945176,0.1697420499,-0.0608243866,-0.0426860156,0.2617410254,0.1389303861,-0.0531827862,-0.1349871809,0.2063854276,0.2531676890,0.0626172163,-0.1128758780,-0.1084095063,-0.1696438819,0.2679063242,-0.1193558042,-0.0924954481,-0.0762471060,-0.1219987183,0.3878209061,0.0372776528,0.8098630121,0.4033383753,1.3998379606,-0.1431104810,0.1679163765,0.6485961018,0.3417825494,-0.1444193100,0.0027666772,1.1555331424,0.8370002049,0.7920626903,-0.0260783473,-0.0339868274,0.1344134227,-0.1722219885,1.2157194917,0.2768544875,-0.1522403283,-0.1100632684,1.3893902952,0.0289360628,0.0081226462,-0.1957494331,0.0879778451,0.6162338108,0.5377018423,-0.0656518902,-0.2278303034,-0.0177773779,0.0158559754,-0.1001903431,-0.0504851340,BRCA
GSM481003,0.1452357401,0.2877502063,2.9481822583,0.1789068290,-0.0426283840,-0.1185903573,0.2029333366,0.1683829038,0.0041664632,-0.0688427752,0.0259170895,0.6661955884,-0.0168290509,0.1680997744,-0.1357929089,0.0581979249,0.4162924297,-0.0801793431,-0.0612388236,-0.0751021558,-0.0909487080,0.2858860052,0.0608519517,1.4016762564,0.5633794381,1.8544124930,-0.0433329571,0.1497072326,0.6032710826,0.1791957579,-0.1042557524,0.0220997693,1.4443705760,0.9900261754,1.1266197614,0.3093744525,0.0360388891,0.0819050467,-0.1138911428,1.5458108518,0.2633005434,-0.1029037122,-0.1581543141,1.3348496882,0.4301923150,-0.0235366961,-0.1579814833,0.2714031846,0.7397027474,0.5554000006,-0.0770565563,-0.1819517889,-0.0574515264,-0.1029128321,-0.0606260283,0.0228203201,BRCA
GSM481004,0.1557933774,0.3929689074,2.7074588272,0.1745311046,-0.0254576355,-0.0561155036,0.2018681579,0.0636798603,-0.0000845569,-0.1151951628,0.2566797595,0.2243358721,-0.0365873504,0.0933492766,-0.1005801593,-0.1419382361,0.4565757285,-0.0795753457,-0.0623129027,-0.0586939262,-0.1239090867,0.2737133683,0.1890115326,1.3433312625,0.4561246896,1.7169649695,-0.0697759952,0.1967198617,0.6172203298,0.1934292825,-0.0326631340,0.0015714503,1.2018412555,1.0766678804,0.7899170568,0.0661186053,-0.0419302782,0.1194911064,-0.1673319362,1.4715695732,0.2940910289,-0.1013266374,-0.1351322933,1.2795978242,0.2901734749,-0.0393887593,-0.1886380698,0.2158707039,1.0226274510,0.4440401822,-0.0345862663,-0.0889438873,-0.1026754117,-0.1231937660,-0.0573946973,-0.1080211434,BRCA
GSM481005,0.3356080522,0.7559128657,2.5740633573,0.3455587844,-0.0742614497,0.0511551089,0.6031133681,0.2108817556,-0.0114979355,-0.0705358872,-0.0677172207,0.8184409532,-0.0462793793,-0.1067173420,-0.1371304145,-0.1191317194,0.3903404364,-0.0870296289,-0.0642276508,-0.0613186934,-0.1313626404,0.4507309079,0.0661443981,0.7793831442,0.5092585007,1.7067998852,-0.1156273049,0.1721459754,0.8054027840,0.2936143763,-0.0949890131,0.3289049813,0.9524374414,0.8211322722,1.1941875398,0.5107476815,-0.0755055607,0.1420803729,-0.1606572991,1.2129281088,0.6410530742,-0.1664229727,-0.0999191949,1.6344984227,0.3535624693,-0.0089982061,-0.1697499079,0.1710501472,0.5842907192,0.6679200560,0.0022492817,-0.1447939863,-0.0165831194,-0.1059599490,-0.0384553807,-0.1176848594,BRCA
GSM481006,0.1962778227,0.5505344721,2.6257786286,0.2942350855,-0.0886192819,-0.0700243346,0.4825668019,0.0737393404,0.0283940911,-0.0372671469,0.1826657505,0.3771197924,-0.0371877997,-0.0958439518,-0.0759507445,-0.0455616355,0.2354427614,-0.1502535146,-0.0236254930,-0.1271773895,-0.0823589096,0.4491882131,0.1223146532,1.0869957842,0.5787126888,1.7934826566,-0.1304856846,0.1390250520,1.0976617766,0.2433270854,-0.0674328190,0.2390861619,1.1112498336,0.9354205676,1.0969844034,0.4417971851,-0.0672901499,0.1587185629,-0.1013667325,1.3122026393,0.5432311448,-0.1145218472,-0.0809348578,1.5415081055,0.7631579092,-0.0469949022,-0.1878603472,0.1520524368,0.7860515617,0.6600953752,-0.0095844398,-0.1266725116,-0.0899901250,-0.0725723411,-0.0865613314,0.0222671061,BRCA
GSM481007,0.2361548715,0.2756707471,2.9017767838,0.1864653531,-0.0734589856,-0.1201103809,0.2947780871,0.0867929932,0.0340240244,-0.0151853888,0.5064731878,0.5332031575,-0.0577180198,0.1407612562,-0.0705216141,-0.0176842651,0.2572633833,-0.1095179278,-0.0277256637,-0.1056098652,-0.0899394873,0.2655233111,0.0016019143,1.3999506757,0.4080061787,1.4387447677,-0.0520875151,0.1283824992,0.8467260383,0.1014056848,-0.0381952070,0.1471414633,1.4279245571,1.0210435065,0.4812433449,0.0551849683,-0.0740866984,0.0631843703,-0.1007321801,1.4910032429,0.3382505102,-0.0870538556,-0.1104458293,1.3637316713,0.4821233730,-0.0475543798,-0.1766618981,0.2106971290,0.4491444476,0.5075207963,-0.0307395773,-0.1174677125,-0.0112537179,-0.0235219490,-0.1007549883,0.0081094608,BRCA
GSM481008,0.2298881953,0.9329660580,3.3749025796,0.2346924801,-0.0794697636,0.0971006761,0.1060264790,0.0674133619,-0.0094582608,-0.0904161369,0.4952089607,0.6854993951,-0.0684947377,-0.1306113124,-0.1340358588,-0.1062880354,0.3088421996,-0.0895309923,-0.0745725829,-0.1128407006,-0.0956952133,0.3394867690,0.2086261566,1.2762110606,0.4095634027,1.3603685686,-0.0811162951,0.2139929692,0.6941363809,0.1758980179,-0.0852505426,0.0879067641,1.1462765579,0.8990125299,0.5544638191,0.2130931944,-0.0904428245,0.1297484952,-0.1283997776,1.3571830794,0.3780345452,-0.1443500521,-0.0714811774,1.0472421944,0.3188313121,-0.0600692714,-0.1844459682,0.2046559461,1.4473513996,0.5698375510,-0.0317761449,-0.1770474609,-0.0888971100,-0.0611829106,-0.0427051691,-0.0244351471,Control
GSM481009,0.1166496219,0.4141671401,2.5855629524,0.1587574715,-0.0971973879,-0.0204325118,0.2899453865,0.0951095528,-0.0167183488,-0.0995618049,0.1146979373,0.0094790388,-0.0653287124,-0.1491544191,-0.1188073308,-0.1019401512,0.1725846681,-0.0994991177,-0.0873023413,-0.0767853803,-0.1288826439,0.3375501747,0.0623427681,0.6739098801,0.0829424338,1.0164196166,-0.2150256666,0.0765794798,0.5816204784,0.2437746771,-0.0950082633,0.1336468826,0.6547553167,0.4572595951,0.5223361789,0.2046763554,-0.0895921919,0.0174211498,-0.0928309777,0.9630623995,0.2541130532,-0.1487374656,-0.0886993240,1.1976301020,0.1316067713,-0.0863543264,-0.2642275951,-0.0395453013,0.4072276253,0.6280128602,0.0485846690,-0.2456428629,-0.0362032268,-0.1263983154,-0.0360599128,-0.1218112791,Control
GSM481010,0.5424241116,0.8322192047,2.5666434356,0.2935420768,-0.0844990294,0.0140155649,0.2368586194,0.1300376100,0.0475679800,0.0214899665,0.5221772490,0.5275679684,-0.0191521292,-0.0294654327,0.0576899002,-0.0129843161,0.3174347172,-0.0830957172,-0.0874981452,-0.0627768678,-0.1041526239,0.4686533031,0.1809599443,1.1876550054,0.5802971647,1.7903627032,-0.1211605718,0.1345859531,0.6870637622,0.2892597577,0.0721562371,0.1319778106,1.1194783820,0.7915824455,1.6262836189,0.3811069275,-0.0383458782,0.1197620314,-0.1117582013,1.2152642781,0.5448883692,-0.1136882913,-0.1319057523,1.8945843847,0.1463151797,-0.0255729896,-0.1132535086,0.1602419908,1.1813988317,0.6182664710,-0.0380152711,-0.0665421138,-0.0303304419,-0.0213031029,-0.0627427894,-0.0188573286,Control
GSM481011,0.1223588546,0.2562781054,2.9154372248,0.1356315169,0.0095812731,-0.0296590279,0.5747642778,0.0721080420,-0.0076342911,-0.0709248130,0.8291512293,0.5837395656,0.0152344646,-0.1269030198,-0.0791338222,-0.0215034489,0.2600992171,-0.0850995498,-0.0886412912,-0.1187003686,-0.1268820861,0.2062822425,0.0443784665,1.0963865406,0.2936353860,1.1011350507,-0.1413591092,0.2015310033,0.9310768999,0.2223992294,-0.1192103243,0.0018939260,1.3710955015,0.8280705125,0.6961292517,-0.0104879599,-0.0510652071,0.1251327870,-0.1524609731,1.4994342731,0.1588936072,-0.0834182592,-0.1061520659,1.4495262178,0.8838909699,0.0030414629,-0.1617816474,0.1473947284,0.4136765280,0.3199764860,-0.0931687449,-0.1829459285,-0.0012088869,-0.0795513421,-0.0819519429,-0.0404147952,Control
