@relation data

@attribute 348158 numeric
@attribute 54490 numeric
@attribute 10249 numeric
@attribute 1312 numeric
@attribute 191 numeric
@attribute 6820 numeric
@attribute 6822 numeric
@attribute 27233 numeric
@attribute 7358 numeric
@attribute 2950 numeric
@attribute 116285 numeric
@attribute 6783 numeric
@attribute 9446 numeric
@attribute 445329 numeric
@attribute 221357 numeric
@attribute 4258 numeric
@attribute 4257 numeric
@attribute 4259 numeric
@attribute 2940 numeric
@attribute 23169 numeric
@attribute 2944 numeric
@attribute 4548 numeric
@attribute 10720 numeric
@attribute 2941 numeric
@attribute 7172 numeric
@attribute 2948 numeric
@attribute 9 numeric
@attribute 4837 numeric
@attribute 54657 numeric
@attribute 25830 numeric
@attribute 54658 numeric
@attribute 2949 numeric
@attribute 54659 numeric
@attribute 54576 numeric
@attribute 2938 numeric
@attribute 54577 numeric
@attribute 2939 numeric
@attribute 54578 numeric
@attribute 2937 numeric
@attribute 2729 numeric
@attribute 54579 numeric
@attribute 27284 numeric
@attribute 10941 numeric
@attribute 2730 numeric
@attribute 6819 numeric
@attribute 54600 numeric
@attribute 6818 numeric
@attribute 6817 numeric
@attribute 10 numeric
@attribute 119391 numeric
@attribute 27430 numeric
@attribute 6799 numeric
@attribute 7360 numeric
@attribute 4143 numeric
@attribute 7365 numeric
@attribute 4144 numeric
@attribute 7364 numeric
@attribute 7363 numeric
@attribute 7367 numeric
@attribute 7366 numeric
@attribute Class {Control,BRCA}

@data
5.596804155,5.745513828,8.222687919,10.199895182,11.20395376,7.39423259233,4.498041621,6.482328491,10.31612343,13.08977243,5.316518,5.468103682,11.64633578,8.55400719933,5.45451419,12.17707698,9.78285419275,13.42453443,5.3347520975,5.641987591,12.0912253167,7.735964025,6.6481657865,9.077737775,9.208795915,7.6295674565,6.01355275933,12.08226725,4.917445181,4.645456687,4.845504173,9.735649574,5.73309076,5.316518,6.927822575,5.692518737,6.1592179755,5.34774693033,9.501827795,6.782884272,5.533260613,5.069542407,5.564691589,9.160400096,6.2491733745,5.048771569,7.36902425767,7.761315719,5.040904755,10.49633479,8.56564794533,6.57051373067,9.2403386986,4.899189228,5.057462456,12.80309841,7.321999924,6.04208923,5.67688054775,4.938324343,Control
4.7980387455,6.918449222,7.32113315567,9.9770209485,11.2444532,7.080219934,4.647773112,6.25432535,9.963792397,13.2092074,5.25928308,5.335400404,12.028683275,8.255737209,5.558429323,12.37838706,8.6339230885,12.52393564,5.066356174,4.998208198,10.2974941907,7.662759375,7.937870279,8.852077767,9.452334495,6.671253388,5.56362304467,9.996865754,5.442455259,5.19572876,4.95444207,8.375627172,5.773212576,5.34066129,8.383669981,5.789606185,6.9126077685,4.89087691633,9.596921694,6.6712236715,4.569042829,4.893618555,5.301232095,9.1741527205,5.242577926,5.420053896,7.27219891,8.01730706425,5.40668228,11.10893295,8.03048838,6.346233907,8.5570668926,4.833916319,5.346080415,12.96419289,9.04325120967,4.716563977,5.59827444375,5.1072423805,BRCA
5.4271258205,5.001702332,5.11323318267,10.598358996,12.62301161,7.235542349,5.266984428,5.403788568,9.672182718,13.47574423,4.443012817,5.823119603,12.058587635,7.98791965567,4.642441245,12.04001406,8.358401749,12.43921023,5.530313046,5.543349912,8.631588622,7.57205807,5.9412922905,9.579429616,9.467045646,7.0252126395,5.812739593,10.47035412,5.664561948,4.834946498,5.301049141,7.679728371,5.568952692,5.275017526,8.2249849025,4.689178439,6.900797901,5.20032288667,9.912028972,6.631431695,5.629656239,5.10686257,5.932280461,8.869600657,5.141600171,5.535750687,6.80139266567,7.76401764125,5.042218873,11.68503795,8.229932063,6.31160857567,8.1375869088,5.343595475,4.428384769,13.06098469,7.92662426633,4.95623024,6.06882033,5.8333037745,BRCA
5.0858834915,5.460424154,6.345366548,9.758461361,11.85143099,7.10305779833,5.093191733,5.182703468,10.4210605,13.34505663,4.577813708,5.402254249,11.92464838,8.05259039833,5.21345543,12.28429355,7.8486026845,11.79013272,5.1857278885,4.628224624,8.52781993467,7.837046205,6.1921094465,9.931240244,9.689378285,6.894582447,5.668606374,9.785085055,4.832651143,5.185653058,5.464840793,7.752098143,5.490579154,5.693773551,8.828760558,4.681187829,6.855415235,5.147294809,9.811543731,6.7332348835,4.851263383,4.962562035,5.062004299,8.5508763985,4.817295469,5.62000808,6.96062749167,8.0871423745,5.171138007,11.93257475,7.633855302,6.15933275767,7.9965682378,5.402254249,4.978894894,13.26600764,7.682566087,4.8851370905,6.086641113,4.908600668,Control
5.3450424455,5.185877691,6.35141382867,10.292968008,12.03603115,7.49678391567,5.170937787,6.036399617,10.08386525,13.18452521,5.185877691,5.524354632,11.929301075,8.06139164967,5.069542407,12.21857089,8.63665399675,12.64987931,5.480714815,4.923875634,11.32558223,7.715191761,5.8896958225,9.799609925,9.367917655,7.180038406,5.690988062,10.51367853,5.409060987,4.9680202805,4.708756286,8.056110832,5.902080364,4.694341356,8.9384931055,4.980952113,7.473587174,4.743827314,10.07615793,6.969733459,6.02414858,5.224591417,5.518229233,9.2555753585,5.7914633605,4.854508448,7.13136447667,7.7930791,4.841735742,11.28752498,8.12603863833,6.20647360333,9.0660444806,5.241660263,5.671725924,12.14617574,6.35246380333,5.519435083,5.3441354815,5.2005104115,BRCA
5.2244335065,10.67589996,6.51969094633,9.973521814,12.00461736,7.102286024,5.167128322,6.68159377,11.03013967,12.73839215,4.721662605,5.268482349,11.81827797,7.86967123767,5.727111263,11.09393927,8.476851787,11.90369558,4.9726665165,5.646098738,10.4094111123,8.17040222,10.6100650295,9.038233906,9.571942743,6.6814181635,5.88016416333,11.06552403,5.186075849,5.155076683,4.63288196,7.254795087,5.591867317,5.67695229,8.2619037955,4.774802056,7.0151197195,5.01757128133,9.881236778,7.1624517795,5.688048317,5.305798424,5.79064906,8.7285952245,5.8938609465,5.291135005,6.92461777967,7.64131427575,5.51191964,10.03681963,8.15278744733,6.14109141167,8.716050116,5.298302041,6.729624567,13.88385421,10.0165137127,5.5416179735,5.24320125275,5.3544884755,BRCA
4.6990226585,9.510754836,5.625774271,9.369944756,10.23110449,7.35432209967,4.993460669,6.452575359,11.19460776,13.41082367,5.434554214,5.744303238,12.21670608,7.352526977,5.23363046,11.64066985,7.04778603,11.08816233,5.16820929,4.371290795,8.85789537233,7.919401353,10.034899063,9.670745253,10.1365686,5.839433147,5.28149094933,10.11448127,4.547045185,5.476261189,5.229406468,8.211512518,5.197326058,5.51191964,6.9215225655,5.129706745,5.3408463765,5.09458734533,9.64277427,6.3601228645,4.276931831,4.817637677,5.98687237,8.5652738135,4.4402173155,5.057462456,7.18674540633,7.678685539,5.384059522,11.81116605,8.25348076967,6.36554223567,8.259227047,4.877144537,5.391983545,12.9168993,9.33237919567,5.387177849,5.4831119085,5.1462816115,BRCA
5.247034119,5.167931151,7.10942781667,10.7434536345,11.99956504,7.32141161633,5.238893118,6.761953818,10.27454155,13.62077142,4.823508981,5.585722157,12.158665655,8.68347414867,4.840729162,12.29684318,8.96544391575,13.27273406,5.832054464,5.881671501,8.74667273033,7.387675143,5.402536842,9.500762785,9.505712886,7.141308336,6.31143885267,11.73344556,4.840729162,5.4817885845,4.867045482,8.469785393,5.384232247,5.167931151,7.898534063,5.536217098,6.780299108,5.15894364167,9.575204119,6.749388218,4.937828406,4.607083101,5.341462114,8.586264101,5.5726279985,4.348143714,7.117289081,7.77221540475,5.193979903,10.8955187,8.767201181,6.57682243167,8.6703653428,5.069327579,5.265109838,12.36549278,6.291945442,5.5091785575,6.5300702935,6.692204361,Control
5.4915185285,8.923536316,5.68718558633,10.5473334345,12.58929307,7.47034702767,5.30196368,5.963249407,9.99487707,13.26600764,4.738243253,5.596496342,12.11638337,8.64551980267,5.192205263,12.29328779,8.5929189175,12.51214052,5.524897771,5.181511332,8.47914895033,7.969258616,9.5456637855,9.934575887,9.54390236,6.8431552575,5.92515507033,10.61935136,5.298485344,5.60990917,5.011910695,7.3361743,5.766072507,4.749683847,8.5468693335,4.347200447,7.59287534,5.13439949667,10.20705738,6.6782896425,5.582188094,4.549200114,5.0188247,8.8761193325,5.143397438,5.221694654,7.302592862,7.601365321,5.126612849,11.95350544,8.420246819,6.71209357033,8.08941919,5.706952669,5.836814906,12.94483837,9.392384844,5.2415956165,5.400347364,5.208036869,BRCA
5.465992028,6.730983353,7.95116876867,10.1931478575,11.41676865,7.61152564367,4.963487128,6.184285874,9.804115337,13.57024711,4.256224861,5.476390801,12.00064267,8.40881755533,4.219774039,12.32501877,9.1299908475,12.87483063,5.187134224,4.704059729,8.74734237167,7.339050789,7.292380092,9.837833335,9.312021348,7.2051021795,6.076831094,9.995340046,4.73770262,5.602928487,4.958159726,7.254464427,4.981865493,4.656520763,5.846367781,4.799361019,5.6989439535,4.71463742167,9.902729762,7.0761650825,5.557663769,4.656520763,5.2209212,8.825644981,4.8195338345,4.790265497,7.253013729,7.9731510195,5.616189503,11.76197512,7.969398109,7.041175849,8.993405749,5.233822166,5.888750097,12.8619748,8.53381039433,5.5971585195,6.45814549825,6.387905425,BRCA
5.622625106,7.725027274,7.78558914033,10.152498349,12.04611629,7.50228760633,4.823254203,5.903768142,10.14962047,13.62353635,5.061140288,5.970630084,12.43177729,8.71537194633,5.019714421,12.21756405,8.554241278,12.64987931,5.0935153415,5.087262599,8.93341183067,7.655282277,8.0997323895,9.540709807,9.283748834,7.1441526065,5.59756765567,11.52169626,4.399365004,5.0127916305,4.924350826,10.15511583,5.868150426,5.259471408,9.4211311925,5.099517451,7.8501522565,4.61709260833,10.4760984,6.8454253565,5.312711681,4.998433881,5.56971228,8.197391032,5.1600765315,5.099517451,7.53720145267,7.9559975965,4.766345274,10.45834538,7.435577446,7.086838185,8.3681031852,4.920306699,5.71081418,12.89557628,8.639412074,5.729465955,5.7598949785,5.5690297595,BRCA
5.0349986905,13.34055118,7.354506926,10.3382031205,12.0948349,7.062655843,5.401230463,7.191826946,10.26892824,13.1958974,9.400164915,5.2278674,12.03202581,8.41862105633,5.440463287,12.3793121,9.53869735775,13.14121392,5.306510833,5.566214857,13.31148609,7.691134781,13.45875072,9.77045376,9.185390311,6.890284772,5.98111396533,10.95004389,4.915773338,5.6258638325,4.461934912,9.71662277,5.425938643,5.527642182,11.04031466,5.229790979,9.3380437685,4.99146069233,9.74314345,6.5598228625,5.531078267,5.325000691,5.236886004,9.043899682,5.0781787605,5.028139516,7.02358832333,7.85371247775,6.230458223,10.5875059,8.396383724,6.95888902467,8.7738329156,4.776382186,9.701844069,12.54827894,11.7220646317,5.7741947575,5.67693137575,5.3504690505,Control
5.4122825725,5.914690831,8.84128175267,10.34488444,11.66204091,7.13481121533,4.575400801,6.073504957,9.814991395,13.17478142,5.178626261,5.766072507,11.805235185,8.566932673,5.561411108,12.55220564,9.71525398875,13.57316849,5.4429858425,5.414314209,11.148023343,7.707102194,6.606693953,9.322345697,9.14344771,7.4122593155,6.240619254,11.57740772,5.321757891,5.1957510885,4.827579315,7.905584252,5.795397636,5.242898987,7.375927778,5.32446073,6.6511875605,4.887923041,9.81640816,6.784283047,5.59052062,5.40889121,5.15826759,9.178034609,5.264970674,5.164817697,6.976932941,7.70837711775,5.193979903,10.69507843,8.435451114,6.480751101,8.9908265678,5.127851204,5.043313058,12.7295762,7.44836663133,5.5181136965,5.75778513,5.655860989,Control
5.5183334945,5.731598207,6.028539116,10.510039684,11.95582434,7.792488139,4.458724733,6.469727786,8.39528898,13.87701905,4.80453284,5.250403832,11.711186175,9.204187112,5.38371401,12.24439068,8.6868891385,12.77666852,5.0027742635,5.797150007,9.08872412967,7.348000261,6.6699357665,9.190022869,9.71662277,8.065067082,6.11869875933,10.65416187,5.401230463,5.6852649325,4.854508448,7.422235366,5.815070224,4.202081312,6.952408206,5.078643187,6.1839304485,4.93610003867,10.37652187,5.9192511745,5.206341637,5.237842121,5.18190882,8.954417523,5.1202581855,5.196047562,7.48594332,7.65146644325,5.115003321,11.2250027,8.229076594,7.01550425067,7.9825833316,5.945567469,4.847259412,13.48535138,7.00704151733,5.5523504485,5.35621693575,5.323490159,BRCA
5.25584329,7.702901859,6.401665964,9.906874891,12.2764444,6.95653344,4.966374225,6.116037843,9.422275648,12.90439101,5.064162066,6.263556184,11.32324757,8.55305233133,5.292055848,10.86455782,8.4222869235,11.65676462,5.164364996,5.541492575,10.9540334177,8.270506896,9.0691229195,9.465179215,9.752130192,7.508861332,6.11353796633,10.11198692,5.179522246,5.156449848,4.917683858,8.826549381,5.456979618,5.149758548,7.2017065665,5.109163334,6.2078153655,5.20830034733,10.15177801,6.0334570045,5.064162066,4.765152047,5.760760691,8.511970819,5.3273617815,5.083225336,6.96931573333,7.449749694,4.657664267,10.86645813,8.121411749,6.44551372833,8.115957583,5.603041174,5.44808429,13.96294256,9.01621344367,5.384625629,6.2902303295,6.1461996255,BRCA
5.3281305065,11.65369613,6.07391941733,10.673181142,12.09712198,7.865568211,5.21345543,6.311798825,7.693297243,13.97885659,5.51460459,5.719191142,12.148596505,9.03355868167,5.262105418,12.05629403,8.7021110485,13.12174076,5.203367226,5.634165776,12.27795235,7.264445239,11.32870583,9.471198195,9.988805779,7.9977257805,6.13728807533,9.910485759,4.959899085,5.0663358715,5.178327476,8.876134064,5.217435519,4.713162871,9.9186790705,4.742021934,7.8564122475,5.09290961133,10.26648823,5.925670067,5.619861398,4.746865786,5.573807162,8.8938752125,5.697137268,4.618426738,7.35390966233,7.50932805175,5.039150733,11.71081731,8.186573871,6.834109617,8.0820814208,5.689726348,6.332936692,13.50983997,10.7580498313,5.256080676,6.0592160015,5.533068037,BRCA
5.47763193,7.10972914,5.76085148667,10.3810840935,12.11092378,7.81995743933,5.272033689,6.044290968,8.181973558,13.87385551,5.094670216,5.666764579,11.95794082,9.04650824133,5.376612718,12.29943565,8.56828339025,12.96626215,5.286669608,5.897247233,12.56468497,7.428885907,10.0298261845,9.288924383,10.14519696,8.804282437,6.99759945233,10.43232295,5.677234257,5.3949497095,4.898705674,8.423285204,5.559423936,5.027254978,9.4866760665,5.088323162,7.891617685,5.14548719033,10.31119801,6.0254061685,5.895551805,5.10140977,5.86196234,9.120186085,5.6295357165,4.894103816,7.429589798,7.62432826375,5.704879743,11.966264,8.42118265567,6.88892877167,7.8307857686,4.847509986,5.179920282,13.50983997,9.43377691133,5.555276293,6.04835388725,6.105862067,BRCA
5.151126549,6.421480524,7.23297749433,10.658958812,12.77497238,7.62520270833,4.969831133,6.266557588,8.863273433,14.0020375,5.277437357,5.238415487,12.114997805,8.37943734467,4.772164642,12.06924173,9.17750764125,13.18452521,5.277770955,5.544432256,8.82443668867,7.777684566,7.8302061435,9.73802516,9.894560542,7.761065212,5.705763801,9.725349694,4.492329381,5.5391614205,4.673294659,7.952247829,5.636777762,5.36790503,7.3754379615,5.070616072,6.176785881,4.78111573167,10.18025763,5.700225077,5.687348561,4.903774919,5.547365958,8.915371342,4.9727600325,4.91887665,7.018227367,7.24740079825,5.051166787,11.57408981,8.11624885333,6.51962538067,8.0855683992,5.941582463,5.541027867,13.57945564,7.891347881,5.0699161965,5.605852588,5.095472868,BRCA
5.4268790035,6.667328462,6.11165679167,10.6134680925,12.77884208,8.06640516067,5.460587974,6.484142663,9.261419819,13.37131522,5.19062597,5.671018204,12.07005952,9.20984599367,5.022602231,12.16189092,8.8265500415,12.71572616,5.2931603285,5.450890591,9.061409656,7.549401807,8.6318400445,9.190776032,9.901357605,8.0459612595,6.76224953633,9.551857774,5.31307462,5.4927428835,4.558695017,9.417926928,5.975682485,5.003390009,6.7867493365,5.041123858,6.005551113,4.899158506,10.8441842,5.655287657,5.440131024,4.667062321,5.818908863,9.38420538,5.618557643,5.379907907,7.45664258033,7.551923558,4.927198693,11.02017803,8.68860983767,7.42520616533,7.8614995356,5.648042042,5.404129306,13.11183912,8.42737447133,5.380945835,5.66121578,6.0923372425,BRCA
5.058242847,5.167730486,6.812680244,11.1827494435,11.61046905,7.67737799,4.671880991,5.781235931,7.968668413,14.3269231,5.113545539,5.64689077,9.742974219,9.61214131467,4.71233763,12.3239471,9.40309214425,13.32947056,4.8887886855,5.814429456,9.73265062,8.733965327,5.236568653,7.877009719,10.66865259,8.2118301915,5.84167830667,8.028722636,4.616223203,5.741312808,5.26763996,9.426794725,4.379943219,5.19062597,8.1115180165,5.870494956,7.685487121,4.78205714967,10.37287897,6.16932523,5.301415026,5.255700175,5.870494956,10.077762157,5.0197579355,4.415681682,8.25389984667,7.46087186925,4.726302606,12.31595909,6.73755613567,6.718773334,8.1496813676,5.388199225,5.015037253,13.12486126,5.502132457,5.675354702,5.23868839375,4.99195193,BRCA
