@relation data

@attribute 8881 numeric
@attribute 8317 numeric
@attribute 8318 numeric
@attribute 9861 numeric
@attribute 64682 numeric
@attribute 10926 numeric
@attribute 4193 numeric
@attribute 64326 numeric
@attribute 472 numeric
@attribute 545 numeric
@attribute 51434 numeric
@attribute 51433 numeric
@attribute 84126 numeric
@attribute 84515 numeric
@attribute 5699 numeric
@attribute 5698 numeric
@attribute 23594 numeric
@attribute 4173 numeric
@attribute 4172 numeric
@attribute 8379 numeric
@attribute 4175 numeric
@attribute 4174 numeric
@attribute 4176 numeric
@attribute 1111 numeric
@attribute 10213 numeric
@attribute 4171 numeric
@attribute 996 numeric
@attribute 7321 numeric
@attribute 55388 numeric
@attribute 995 numeric
@attribute 7324 numeric
@attribute 993 numeric
@attribute 990 numeric
@attribute 5810 numeric
@attribute 9184 numeric
@attribute 991 numeric
@attribute 891 numeric
@attribute 898 numeric
@attribute 23595 numeric
@attribute 63967 numeric
@attribute 5682 numeric
@attribute 5686 numeric
@attribute 5685 numeric
@attribute 5684 numeric
@attribute 5683 numeric
@attribute 983 numeric
@attribute 10393 numeric
@attribute 9491 numeric
@attribute 5984 numeric
@attribute 10197 numeric
@attribute 5985 numeric
@attribute 6117 numeric
@attribute 6119 numeric
@attribute 701 numeric
@attribute 6118 numeric
@attribute 51529 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5706 numeric
@attribute 5884 numeric
@attribute 5707 numeric
@attribute 5883 numeric
@attribute 5691 numeric
@attribute 5704 numeric
@attribute 5690 numeric
@attribute 5705 numeric
@attribute 5693 numeric
@attribute 5702 numeric
@attribute 5983 numeric
@attribute 5692 numeric
@attribute 5982 numeric
@attribute 5695 numeric
@attribute 5700 numeric
@attribute 7314 numeric
@attribute 5694 numeric
@attribute 5701 numeric
@attribute 5696 numeric
@attribute 5687 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 29882 numeric
@attribute 29945 numeric
@attribute 4085 numeric
@attribute 5717 numeric
@attribute 5718 numeric
@attribute 11200 numeric
@attribute 5719 numeric
@attribute 8697 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 1026 numeric
@attribute 5713 numeric
@attribute 5714 numeric
@attribute 3364 numeric
@attribute 5715 numeric
@attribute 5716 numeric
@attribute 11065 numeric
@attribute 1017 numeric
@attribute 7465 numeric
@attribute 5720 numeric
@attribute 246184 numeric
@attribute 5721 numeric
@attribute 7157 numeric
@attribute 4998 numeric
@attribute 4999 numeric
@attribute 5000 numeric
@attribute 9134 numeric
@attribute 9133 numeric
@attribute 144715 numeric
@attribute 5001 numeric
@attribute Class {Control,BRCA}

@data
11.5864322767,5.510179653,6.299304767,10.66538909,7.6853955185,5.334864322,5.4774530015,8.911967117,7.15912118675,5.382345047,7.891633541,11.62074231,8.769331998,8.00728757867,12.26010515,7.8586641855,9.9652661335,8.5947996215,10.884339601,7.2955967915,10.54158093,9.155963663,7.993275958,6.612872643,9.389707223,8.086681778,6.396138612,4.932168974,6.161646774,6.05282587733,10.0092425685,5.7113333935,4.932168974,5.3469382865,8.34512935675,7.553861805,5.331285345,5.7706733955,8.595435709,5.081735071,8.68690091133,11.45443311,10.773474255,9.0509661315,8.849890707,5.5594032075,9.513027356,8.2518409835,8.8069355085,9.5130720155,7.105454747,10.83471386,10.66108355,5.876585242,11.61752958,7.3510422728,10.88129775,8.320869495,8.2415367635,6.86823465375,10.75119697,8.306085763,12.5173582,9.52802259133,12.00076422,10.76621026,11.63501532,11.29749826,6.65416022267,12.3793121,6.4996565905,12.69883927,13.19976669,14.001314075,12.8865864,11.75625619,8.79769619475,12.01088989,6.854560258,13.16916718,6.6515261255,10.89969322,5.731890172,7.502913581,7.6478096268,6.32033029133,7.1263324395,10.18559438,9.99408498,9.139564862,11.459753229,11.29559693,11.16207045,5.285583164,8.474680533,9.08037601133,5.946718082,9.26596478,10.19591385,9.3046709605,11.33438519,10.57043948,8.333402628,5.790192895,8.8794769,6.798021749,5.353672182,6.31084507,5.014814152,6.47162143767,Control
11.6338743833,5.853378958,5.648473532,10.285160686,7.2170541915,6.001414528,5.63969746625,9.11655921633,7.09089637525,5.67954943775,6.84856387,12.19704319,9.0086259175,8.600459581,12.49390804,8.003615916,10.6067005385,9.53925189,10.9670802135,6.989731445,10.45125262,9.501827795,9.089962561,6.363920643,8.918073954,8.805543271,6.157756819,5.03365563,5.2412686305,5.53860894767,9.6892558675,5.580948299,4.948847562,6.057865228,8.52281951225,8.329169717,5.309804873,5.8681879535,8.901380658,5.205755379,8.564460088,11.70800194,10.448362625,8.663920189,8.687945234,5.1000844475,8.972521155,8.6470158575,8.3511951665,9.4460828095,7.5130075585,10.800436875,10.48441034,6.192939416,11.88379655,7.3426400302,10.53048708,8.224437221,7.999641059,6.50363252975,10.11183374,9.270109064,12.82483353,8.66293534567,11.8759414,11.05745385,11.39179686,11.41436827,6.803627506,12.13981521,6.4959528655,12.80741335,13.22888561,13.81882705,12.81758135,11.4706641,8.9447929715,12.096668015,6.785227259,13.26600764,6.7379607485,11.39527989,5.9049096225,7.829676956,7.6935621724,6.25695428167,7.061510218,10.26616024,9.75457026633,8.317719126,8.288611166,11.49325267,10.64810838,4.9467448445,7.798165773,8.49440965167,6.04174069825,8.958604237,10.02692145,9.371998932,11.40859261,10.25218676,8.508984299,5.868397398,9.341663989,6.6596432,5.877209297,6.183690582,4.822489599,6.35138548033,BRCA
11.5702330533,5.877014897,7.716204063,10.525857853,7.912831347,5.194176951,5.8602843415,9.076053647,7.165383526,5.3269021,7.808660365,12.09904539,9.195711943,8.39000280033,12.68497545,7.9306158695,10.261247663,10.065924884,11.361670225,7.6048188125,11.09109172,10.31119801,9.42760480833,7.245317684,8.923536316,10.14873431,5.844744204,5.717135739,5.928972672,6.16595704,9.963199446,6.1523191905,5.447257868,5.9256980425,8.49307755725,9.925235871,5.932280461,6.213232041,8.838747853,5.813403636,8.90620358967,11.79340834,10.50004144,8.7410247875,9.15137249,6.018363896,9.108133102,8.6963432705,9.396101263,10.021838884,7.613135391,11.330452225,10.72737618,6.209848712,12.02968073,7.224976819,10.68183161,8.504323566,8.1305872305,6.489983089,9.852580664,9.15024304,12.78740681,9.13019918967,12.08449626,10.82365605,11.56454026,11.41436827,7.26523884267,12.29328779,7.0004963375,13.11183912,13.26600764,13.884698385,12.81545941,11.44340995,9.05267110725,12.02999728,6.345720697,13.02126635,6.869178129,11.3989816,6.23860798,7.058590127,7.6312576694,6.585177168,7.367369481,10.57151592,10.049331671,8.895644291,8.320702773,11.34727825,10.9447818,5.2009568805,8.203655262,8.73865177933,6.74908509625,9.1433668585,9.985543523,9.657715067,11.2089234,10.74375964,9.660905593,6.760291233,9.113990271,7.16277178,5.7851863155,7.982781325,5.492342928,6.817579064,BRCA
11.5606470833,6.090118375,8.225232898,9.7075407315,7.4581159765,5.818781073,5.5016593965,9.22604407833,6.962212015,4.95432611925,5.73024,12.48456748,9.635857198,8.72557625633,12.81400365,7.136446259,10.6087782065,9.7613002345,10.974153029,6.9519284775,10.85352421,10.38957787,10.2614579577,6.97286817,9.204339515,10.15416657,6.551443438,5.249456007,5.8136325105,6.33171556533,9.0746207545,5.697363916,5.182703468,6.0154991735,8.57871707575,10.17005684,6.555360353,5.99736739975,8.994142056,5.460424154,8.06062747867,12.05836733,10.45335816,8.2768542615,9.228182036,6.0392399955,8.316825834,8.687436261,8.859174667,9.9727633615,7.7690752125,11.057611095,10.83441597,6.244559471,12.38193096,7.4878570166,10.97310559,8.773914859,7.5951142215,6.37243574525,10.1206141,9.641623301,12.79764436,6.501491522,11.77387079,11.3345919,11.41998139,11.84795592,6.47039307033,12.28120423,6.4544177505,12.80568549,13.52332736,13.10949585,13.13613647,11.21903252,8.8475481605,11.55921065,5.846751073,13.30543127,6.6715156405,11.32897515,5.556737863,7.779327238,7.8421414368,5.902611751,7.3093172695,10.65722043,9.861676143,8.699078855,8.2000896335,11.25835125,10.95004389,5.243458663,7.961624956,7.931835366,7.33950241175,7.7178678995,9.827049342,9.7106639285,11.41853536,10.40029272,8.338826757,5.972354482,9.441502737,6.651773306,5.83079519,9.036723879,5.36300567,6.714916353,Control
11.5806475867,7.431708874,6.134329409,10.5959512115,7.543913831,5.07693448,5.80954885825,9.10345924067,7.2431584955,5.394762578,7.219219655,12.22983432,8.5645113055,8.393809981,12.58797677,8.101565847,10.471142841,9.919961329,10.972083198,7.321199922,10.66574031,9.989394899,8.69428477733,6.59529898,9.125523977,9.39316579,6.249545485,4.615340623,5.484010067,5.87454446767,10.1134177805,5.9046360085,5.455665247,6.0411561995,8.3869920265,9.350851427,6.520190915,6.29992863125,9.287309018,5.415666779,8.484101233,11.70232867,10.78654813,9.400933638,9.234303192,6.028693113,9.237891778,8.7242702675,8.74540583,9.670002224,7.403741513,10.93374845,10.45090222,5.828587949,11.96009799,7.161221794,10.89071479,8.821105186,8.129256569,6.4759127875,9.671351374,7.99421358,12.83066776,8.92179205133,11.8407859,11.59208337,11.45657274,11.30008097,7.072920173,12.07828769,7.0312218105,13.06098469,13.05669872,13.92393915,12.99332148,11.83572685,9.56101011525,12.108842315,6.117700885,13.09561052,6.6164296375,10.88402951,6.4243852295,8.209881145,7.9014979902,6.41017141933,7.0417430505,10.28274128,9.89827133933,8.485629214,7.875076566,11.22756798,10.76553912,5.263091458,7.495377629,8.806992301,6.54666819075,9.123941273,9.868004973,9.527273459,11.07799751,10.51648826,9.701150974,5.712603517,9.666615087,6.921011149,5.8087825485,7.335214194,5.256266489,6.839917773,BRCA
12.1339918167,6.626224195,6.828996845,10.848082905,7.8529284555,5.409400483,5.889292139,9.270363986,7.08122523275,5.5992247945,8.677068719,12.44988381,9.118774604,8.15974847467,11.77234975,7.2109038415,10.338767298,9.3913479745,11.3658813,7.38043418,10.61958751,9.829620128,8.713813284,7.01111856,8.95814749,9.344385311,5.767794645,5.499695432,5.580582579,6.046122072,9.996990863,6.113079114,5.342529189,6.239618323,8.6810634895,8.530563498,6.429495141,5.7160804985,9.318577337,5.427783188,8.26577764633,11.41892796,10.42774834,8.8631824515,9.000521984,6.0648074825,8.639323636,8.4071374385,9.358156732,9.9087425115,7.0064152045,11.641461875,9.132050545,5.612213331,11.54965727,6.776792448,11.24345683,8.70989467,8.3982787515,6.70665159975,9.965402326,8.949243917,12.17902899,9.583846924,11.19443078,10.94250372,10.96486087,11.24631027,7.68158217733,11.73846187,7.138537016,12.48456748,13.24583793,13.72048402,12.26689494,11.8734596,8.584152548,12.005052055,6.573651447,12.5801856,7.342223526,11.46972335,6.2497596215,7.178518271,7.7061769544,6.614291049,6.9303711535,10.50260587,9.731642715,8.698601474,10.112371314,11.64123906,10.52858624,5.2823824395,7.914237304,8.989253179,6.3652003555,9.3759597995,11.87540007,9.187016555,10.65984455,9.789085739,8.868576523,6.146803484,9.241638294,6.784605811,5.840659366,7.468056067,5.241850906,6.41271170433,BRCA
11.5145750067,5.95855924,7.527244602,8.8728375605,7.163018361,5.361953639,5.78129302475,9.25945486167,6.392001616,5.20754562,6.019930513,12.4173608,9.9603041795,8.69044413033,12.88210333,6.83554656,11.251370817,9.8864762635,10.2529778765,6.887304365,11.31896656,9.718905756,10.761045422,6.009555025,8.944917819,8.860746456,6.731933742,5.178725843,5.98214856,6.046563588,9.4235422705,5.5721428055,4.998433881,5.7746841205,8.32276245325,10.62301752,7.168173481,6.32124444525,8.337779235,4.993460669,7.627110972,11.62934992,10.644018325,7.3785163565,9.48265729,5.427401159,8.078179001,8.4601267675,7.4871109445,9.738500574,7.0904318015,10.3458464955,10.38702135,5.955365844,12.52245777,7.6351415802,10.65680049,7.511675823,7.4298346275,5.71414323325,9.622015717,9.309829381,13.1007987,6.90693820733,11.15733448,11.56978693,10.89071479,11.96287081,6.54805513767,11.31322333,6.220650197,12.56435203,13.63630348,13.157660585,13.20290364,11.13455645,8.5786057585,11.7354617665,5.765011707,13.15586736,6.3666374985,11.09109172,5.182332781,8.323506447,7.875467798,6.19429139567,6.686317724,10.71047093,8.73350074767,8.039907589,7.8281740715,10.82348291,10.5206165,5.4473853525,7.950470054,7.89073473833,7.3058340285,7.9728052855,9.557684409,9.300249878,11.9938814,9.808852038,8.315445233,5.301415026,9.669098149,5.968327676,5.8821083545,7.52958892,5.486079796,6.868407698,BRCA
11.6136895433,5.6227922,6.264072495,10.79613101,7.6369717535,5.64530627,5.3501390665,8.84709218133,7.21389689,5.31897246825,8.520992932,11.89117053,8.8015375415,7.79524891633,12.21574693,8.2246126895,10.1636613075,8.483937859,10.8098750475,7.4074661925,10.45750942,9.461746027,8.35263474667,6.619123639,9.321866737,8.42352683,6.353195907,5.07383228,5.608752813,6.03208651933,10.53697429,5.5654738825,5.346169084,5.7038607615,8.2724292895,8.015193578,5.149148835,5.7012189585,8.482577193,5.54798282,8.898296117,11.64258438,10.769831575,9.1253842295,9.291090747,5.6375433755,9.549015053,8.620017522,9.1247667975,9.2760823915,7.5927585855,11.06229666,10.88785292,5.738505243,11.90810746,7.4572438276,10.69844447,8.336351598,8.211239684,6.76617859225,10.03091577,8.144098803,12.69358176,9.79916599967,12.15122597,11.0497977,11.82808501,11.45279735,6.93605146533,12.50318977,6.9810465865,13.11366653,13.00161496,14.498215135,13.09426251,11.70725139,8.783384793,12.028265245,6.573196985,13.21631242,6.652433483,11.09993968,6.191610237,7.77748732,7.6144880158,6.727954003,7.234214257,10.24516082,9.853346974,9.248106134,9.436657679,11.40859261,11.11113911,5.4528603235,7.468178286,9.42022077033,6.26826666075,9.321425499,9.923803275,9.5777333365,11.6188926,10.40712464,8.92056956,5.120093989,8.795261354,6.659429135,5.6699833785,6.802002929,5.675118156,6.90348309733,Control
11.79353655,6.783656769,7.900868506,10.937703845,7.3916087785,5.157459364,5.591806779,9.08132747167,7.14878397875,5.76377410275,8.017366771,12.38250455,9.2716444285,8.29143898133,12.7295762,8.2093419145,10.517727571,9.9714342365,11.446472425,7.519656072,11.10430408,10.12722736,9.039656623,7.851094879,9.43457148,10.16944939,5.835425946,5.247558487,5.9714513915,6.367015667,10.4854444445,6.648397732,5.620154746,5.764225341,8.8031293145,9.716982805,6.342257494,6.42728370275,9.139008401,5.39361462,8.88636976267,11.79600727,11.171571995,9.5892770755,9.326081763,6.505547144,9.367327993,9.0434887545,9.70168359,9.7701113155,7.7796863265,11.49735519,10.77226531,6.034089818,11.92126273,7.1618852434,10.77621939,8.72948575,8.18494516,6.37213784275,9.475936612,8.742495656,12.70613234,9.37684093033,12.05268701,11.46641824,12.04345466,11.52775569,7.65912161233,12.32769025,7.2222320135,13.2409799,13.12983363,14.242274775,12.64414927,11.69149721,9.38378296975,12.202062635,6.4876838,13.25798962,7.1812092455,10.99477083,6.7445377525,7.904907218,7.5683183254,6.65923442633,7.654837992,10.48357425,10.185042339,8.543090924,8.6840196725,11.32669367,10.87349431,5.724482943,7.617451165,8.972024704,6.96663888775,9.1526830635,9.902390614,9.713952053,11.1161313,11.33112984,9.680166591,6.614640376,8.989182391,6.944217536,5.731781437,8.70009385,5.708746799,6.783116074,BRCA
11.7083151733,5.564234295,5.634020526,10.2426533225,7.704876591,5.619861398,5.8421495495,8.98324299033,6.89333590125,5.13981355375,6.594851287,12.06681079,9.4482531,8.821606451,12.50251243,7.317170943,10.3375133275,9.5799737185,10.736889649,7.2045916485,10.32795428,9.648331121,8.80992016633,6.438214347,9.153799716,8.675799285,5.850006293,4.73770262,5.6783599625,5.60768941067,9.894298353,5.7118445555,5.096358059,5.863681383,8.333393374,8.42512265,5.2209212,5.859119673,8.823646775,5.312893162,8.19283079433,11.47931054,10.75364457,8.8337158815,9.010990369,5.4053195205,8.797467904,8.7916525815,8.509561114,9.6858681675,7.4371940695,10.656153568,10.47860813,5.828143626,12.52742331,7.2458581842,10.99939073,8.330638085,8.0296321255,6.50923855525,10.32115896,9.068832764,12.93429355,8.551578614,12.03287579,11.10029786,11.70928645,11.5798723,6.42676862133,12.25199131,6.8236640905,13.04382794,13.33363132,13.80215118,12.97797754,11.50843622,8.625664425,11.91235316,5.980660139,13.283571,6.861446222,11.18792748,5.57811289,8.023866778,7.5810767716,6.430398513,7.3863176745,10.05646198,9.840100938,8.590662948,8.5305745065,11.35860878,11.21306793,5.329006813,8.383500319,8.73795495033,5.7988888795,8.766958367,9.707877238,9.4034636305,11.81218745,10.61404749,7.766597025,5.431298057,8.984704068,6.773670433,5.3856671345,6.438214347,5.630093262,6.49954063167,BRCA
