@relation data

@attribute id string
@attribute 10157 numeric
@attribute 10919 numeric
@attribute 1892 numeric
@attribute 1962 numeric
@attribute 217 numeric
@attribute 219 numeric
@attribute 223 numeric
@attribute 224 numeric
@attribute 23067 numeric
@attribute 23127 numeric
@attribute 2639 numeric
@attribute 29072 numeric
@attribute 3030 numeric
@attribute 3033 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 4297 numeric
@attribute 4967 numeric
@attribute 51111 numeric
@attribute 51166 numeric
@attribute 51268 numeric
@attribute 5351 numeric
@attribute 5352 numeric
@attribute 54904 numeric
@attribute 55753 numeric
@attribute 55870 numeric
@attribute 55904 numeric
@attribute 58508 numeric
@attribute 6419 numeric
@attribute 64324 numeric
@attribute 6839 numeric
@attribute 7468 numeric
@attribute 79709 numeric
@attribute 79723 numeric
@attribute 79813 numeric
@attribute 8085 numeric
@attribute 80854 numeric
@attribute 83852 numeric
@attribute 8424 numeric
@attribute 84444 numeric
@attribute 84787 numeric
@attribute 9739 numeric
@attribute 9757 numeric
@attribute 9869 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.0799553868,0.1441646699,2.2600692511,0.2319927768,-0.0491912957,0.1755788683,1.8984102209,0.8929987569,2.4167272896,-0.1467433645,0.3881415674,0.7005230555,1.2315420509,1.5338132382,0.4213651722,1.8854160043,0.3065215663,0.2622251409,0.4092554047,0.1688240256,-0.0896305150,0.9252993413,1.9641616975,0.8157930893,-0.0798941034,0.4319017764,1.4232279100,0.5968511679,0.0391064311,0.5227335907,0.3723633248,0.4686804077,0.5996442687,0.5033788283,0.3003059979,1.8497964212,2.2918120756,0.2654317826,0.5742486086,0.0467157788,-0.0577856488,0.9820523524,-0.0211494149,0.5138119085,BRCA
GSM480985,0.1913857667,0.2126585084,2.3151015044,0.3564170730,0.0875286907,0.1119160410,2.1269488334,0.8534813434,2.1313893199,-0.0263977991,0.1251170614,0.6494967150,1.2862912884,1.7647145290,0.3191318561,1.2370085783,0.4493951170,0.1338758798,0.4654467914,0.0451596690,-0.0542369966,1.1929768871,2.1435767798,0.8664644328,-0.1729749991,0.5317686811,1.6803554570,0.7430268642,0.0027799041,0.4048592643,0.0302126668,0.3391211463,0.6028815076,0.1486528403,0.2706683702,1.7580760619,2.0456314617,0.3452915720,2.0429821676,0.0253731716,-0.0521826272,0.7480773216,0.0003774482,0.4895929303,BRCA
GSM480986,0.0251934214,0.1731310887,2.7609708010,0.3244871081,-0.1099596126,0.2063474548,2.3948222002,1.1061738514,2.4617948680,-0.0415510030,0.3923966186,0.5158356092,1.4991035972,1.5006480814,0.3186037661,1.7790332767,0.2895740736,0.1323605027,0.3402894581,-0.0105832153,-0.1380954890,1.1782104920,2.2017954202,0.7105177012,-0.0252127238,0.4330361240,1.3328984181,0.5340444474,0.0506587582,0.5100449870,0.1727254141,0.3170133963,0.8222120027,0.3355529096,0.2834960078,1.9058363619,2.2484667037,0.2292365442,1.3470399643,0.1690786916,-0.0836364312,0.9285930991,0.0144782739,0.5065435601,BRCA
GSM480987,0.2826262296,0.1635672676,2.3466795684,0.0446926562,1.7816735108,0.3015840252,2.2666113508,0.7192438530,2.4533322751,0.7827423439,0.1117063735,0.3792114992,1.7670080577,1.2740856781,0.3119321840,0.9624700149,0.1528198815,0.0432605860,0.2030541219,0.2616733965,-0.0093349061,1.1539389457,2.4755159406,0.6232807446,-0.0393160466,0.2370023949,1.0143288612,0.3086453309,0.0123826428,0.4765726730,0.1022098526,0.2820906655,0.9512447214,0.3608861559,0.1306786695,2.0199855648,2.5159543886,0.1090603683,-0.0691807040,0.0425611392,-0.0751429120,0.8652789946,0.0358397381,0.4165746416,BRCA
GSM480988,0.0520365555,0.2267788883,3.0373000502,0.2300866962,-0.0056832970,0.1369016643,2.2369184494,0.9066358447,2.2893365026,-0.0595507380,0.2448917334,0.5435042869,1.3588856331,1.7804687992,0.2166146619,1.6212292048,0.1583734106,0.0916726670,0.3233573512,0.0373638601,-0.0988830669,1.2082247983,1.8677526675,0.6769364086,-0.0540803896,0.3934464719,1.3377199520,0.4614640845,0.0212348586,0.4369478684,0.3777751020,0.5009167980,0.5465109306,0.2699530719,0.2116379314,1.8356557042,2.1945024861,0.2779486219,1.0134679872,0.0900971936,-0.0467771287,0.5686265671,0.0350384664,0.5855224041,BRCA
GSM480989,0.0169897502,0.1768400131,2.9604410530,0.0391898241,-0.0242702600,0.2410951006,1.9671972129,0.6953486627,2.6396923364,-0.0855976614,0.3403578726,0.3235884084,1.4247240936,1.9561418145,0.1508772254,1.9305272236,0.2412317326,0.1002534647,0.1494521988,-0.1406370429,0.0280793544,1.2793384724,1.6678086835,0.4483479414,0.0224207047,0.2493041264,0.8881144062,0.3835994153,-0.0180249222,0.3477692004,0.4191251123,0.2910924731,0.9059416207,0.1569300043,0.1755520563,2.0815909212,1.5316059654,0.0197213021,0.6924787066,0.0595535833,-0.1154647270,0.9536111987,-0.0479838549,0.2789517538,BRCA
GSM480990,0.1399558039,0.2181623228,2.5652331860,0.1098247522,-0.0668057338,0.1896004626,1.8043094478,0.6985147433,2.9782147110,-0.0545060224,0.2328669661,0.3304122334,1.1515127782,0.9287004626,0.1760831968,1.1692135798,0.2455017860,0.1378118531,0.1413919482,0.0290742809,-0.1148983071,0.9239043587,2.0877413504,0.4828521974,0.0675375485,0.2110740917,1.0943578560,0.3623259310,-0.0107227251,0.3065788491,0.2916757844,0.3023739083,0.8878773161,0.2023867235,0.2789459421,2.4019495987,1.8546624119,0.0417698393,0.2241633647,0.1697173441,-0.0977927366,1.1912328769,0.1046901222,0.2086681740,Control
GSM480991,0.0427340731,0.1973247226,2.7478961944,0.1742357694,-0.0233735611,0.2089695791,2.3212478954,0.8245137883,2.6457436680,-0.0469284159,0.3418866218,0.4164758871,1.4915880433,1.3856509253,0.2123512204,1.3281945321,0.1576896462,0.1600393232,0.2697687195,-0.2311117117,-0.0399395440,1.1906803086,1.8333277931,0.5692741183,0.0325930250,0.2265080937,1.1007532992,0.3790488253,0.0021773778,0.3653627545,0.1079204126,0.1304454422,0.8142866715,0.0963307391,0.3296664242,2.0271311591,2.0629181067,0.1880138320,1.2666543258,0.0703856663,-0.1195472323,0.8892971659,-0.0058086374,0.3094560659,Control
GSM480992,0.0307916984,0.2160088249,3.0652388335,0.1297640129,-0.0362600798,0.1794442621,1.9536824093,0.5097402134,3.1093095244,0.0954368306,0.5328579168,0.4453024275,1.0771964263,0.9734940641,0.1466532203,1.1854114103,0.4143873003,0.1645530730,0.2159972731,-0.1823771259,-0.0382033990,1.5717883572,1.4824875216,0.5429653901,0.0547115059,0.3099392224,1.1950910850,0.5190831144,0.0028307031,0.4782110932,0.3931342308,0.3130339334,0.9541005210,-0.0232526706,0.3129651967,2.4569284871,1.6962267888,0.1168101185,0.4266415604,0.1286514638,-0.1100979838,1.2951012645,0.1574534776,0.2288783828,Control
GSM480993,0.1070122059,0.2112797772,3.0423105659,0.1581504344,-0.0292226803,0.3845479185,2.2813484934,0.8032673724,2.5768072903,0.1011467855,0.4452653203,0.4312606486,1.5596950650,1.7184223135,0.2750413289,1.8513873287,0.2273386371,0.1343106881,0.2716585397,-0.0695527356,-0.0860286834,1.2755336446,1.8088888527,0.6231244724,-0.0349932925,0.2225961284,1.2017269200,0.4382279327,0.0448890805,0.5485658903,0.4789907801,0.4718257804,0.8585984337,0.2462461090,0.2160379665,1.9945490774,2.1001344258,0.0475369577,1.0688346492,0.2128169171,-0.1364680902,0.9350463375,0.1186722752,0.5288669515,Control
