@relation data

@attribute id string
@attribute 10672 numeric
@attribute 10842 numeric
@attribute 1392 numeric
@attribute 1394 numeric
@attribute 23236 numeric
@attribute 26279 numeric
@attribute 2767 numeric
@attribute 2768 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2775 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2781 numeric
@attribute 2890 numeric
@attribute 2891 numeric
@attribute 2892 numeric
@attribute 2895 numeric
@attribute 2911 numeric
@attribute 2915 numeric
@attribute 2977 numeric
@attribute 2982 numeric
@attribute 2983 numeric
@attribute 30814 numeric
@attribute 3265 numeric
@attribute 3479 numeric
@attribute 3480 numeric
@attribute 369 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3845 numeric
@attribute 4067 numeric
@attribute 4842 numeric
@attribute 4893 numeric
@attribute 50487 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5592 numeric
@attribute 5593 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 5894 numeric
@attribute 6261 numeric
@attribute 64600 numeric
@attribute 673 numeric
@attribute 773 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 84647 numeric
@attribute 8681 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.3078825950,-0.0818937525,-0.1657158316,-0.0596967974,0.2858521625,-0.1405790460,1.2075416012,1.1264565870,0.6288589894,0.7379945731,0.9289300937,-0.0401020524,0.4478188096,1.6287773193,0.5915327258,-0.0393430959,-0.0842877695,0.0220461126,-0.1266059841,-0.1346873305,-0.1228358736,-0.0511525680,0.0176184705,-0.0862920353,-0.1904537968,0.8212452234,-0.0070168312,0.2267118200,0.6620092707,0.2178563230,-0.0355535233,0.0663673716,0.1314761901,0.3161357614,-0.1915679172,0.8848718814,0.2648592970,0.0724902563,0.3919864135,-0.0567561424,0.1942306542,-0.0931709614,1.4761069679,-0.1197500205,1.2238418325,0.1263470764,0.8568766135,0.4705754342,0.2608651281,-0.0981862237,-0.0750473595,0.0623256834,-0.0322883700,0.3768321643,1.1201675758,0.1390805759,0.3860900013,0.0166753955,-0.2286017106,0.1777965052,0.0273020777,0.8918800157,0.0096668727,-0.0773267898,-0.0101853435,BRCA
GSM481003,0.3042140120,-0.1405217765,-0.1331763597,-0.1345108745,0.1101227322,-0.1302135657,1.3259332918,1.0654752979,0.8103868588,0.8040623380,0.7902084636,-0.0551309586,0.2624370770,1.5822581693,1.8134839310,-0.0783416078,-0.0567179674,-0.0052098139,-0.1378223123,-0.1340244913,-0.0714186487,0.2219457638,-0.0404212353,-0.0673431211,-0.1219833474,0.9474795161,0.0254755334,0.1801413333,0.6213931068,0.0514344826,-0.0627746906,0.4280975269,0.0738842817,0.1219394536,-0.1437845464,0.9542065300,0.2367261773,-0.0359319534,0.0715840599,-0.0835485794,0.2958115291,-0.1266500411,1.5995909609,0.2789530126,1.1675652556,0.2871639269,1.1742187960,0.4250247162,0.2829620648,-0.0518483993,-0.0337643415,-0.1044076527,-0.0137430199,0.4223379152,1.1333078442,0.1453346393,0.2815908568,-0.0505495833,-0.1516569339,0.0848102706,0.0255917369,1.1356858278,0.0912243185,-0.1046172373,-0.0306176476,BRCA
GSM481004,0.2188233004,-0.1118512160,-0.1305765224,-0.0695228789,0.4210706907,-0.1334671667,1.0587875816,1.3451529716,0.8890818098,0.7018607473,0.7554294536,-0.0439653979,0.3193705141,1.6611578276,1.5547465569,-0.0436245997,-0.0221125116,0.0213758113,-0.1292792014,-0.1507515820,-0.1198508735,0.0221150278,-0.0892495096,0.0280927142,-0.1383980732,0.8814408686,-0.0085871777,0.2059222442,0.7447423427,-0.0097076942,-0.0462495909,0.4999212028,0.0657351969,0.3341139361,-0.1105701636,0.9630198516,0.4841016842,0.0367292284,0.3503516176,-0.0147714728,0.9263242449,-0.1195634382,1.5031896006,-0.0322893260,1.2944579630,0.2545938927,0.9518654371,0.4821984337,0.4684481415,-0.1085750333,-0.0723416345,0.0641468233,-0.0177453890,0.5495924441,1.3982536542,0.0639251527,0.4157156661,0.0015084218,-0.0981588746,0.1890694758,0.1102480373,0.9571160324,0.0167640063,-0.0605252561,0.0138251425,BRCA
GSM481005,0.3931052007,-0.0324895126,-0.1632510282,-0.0737005674,0.2068608563,-0.0750139249,1.3188462358,1.1008223001,0.9670564680,0.7327531320,1.0908687503,-0.0375340859,0.5904648845,1.4807582746,1.3066700381,-0.0572476977,-0.0917996070,0.3089259130,-0.1563429417,-0.1478101717,-0.1098621430,-0.0521354110,-0.1114226980,-0.0608466002,-0.1711450809,0.8521304950,0.0353970129,0.2587755207,0.7021117498,0.1994229225,0.0021436654,0.1212341356,0.1621117626,0.1698534251,-0.1608383148,0.8978069759,0.2413362460,-0.0366886569,0.2416097289,0.0360093063,1.5309084753,-0.0819878108,1.3645848670,0.4609039199,1.2343815744,0.2552120638,0.9505772538,0.4357714798,0.3166812967,-0.0871069950,-0.0307554886,0.1660683019,0.0050506409,0.4403047296,1.3712493853,0.0764267961,0.3888399490,-0.0057684174,-0.1681138359,0.1629802437,0.0384590172,1.0282304035,0.1013291268,-0.0551051659,0.0939124124,BRCA
GSM481006,0.3647062411,-0.0666276720,-0.0856870075,-0.1206369126,0.1912894818,-0.0912184608,1.4356097507,1.0268023914,1.2209734655,0.8024770168,1.0996662435,-0.0243946056,0.6643883944,1.3146320589,2.2930196375,-0.1580378624,-0.0737027144,0.0908339184,-0.0489422154,-0.1016780490,-0.1076248988,-0.0051186491,-0.1194243936,-0.0507255028,-0.1978774663,0.8876503406,0.2205455596,0.2402696524,0.7695110285,0.1351932498,0.0168171378,0.2181934865,0.1676137317,0.3630817666,-0.2062268536,0.6079864987,0.1678630912,-0.0627304080,0.3202906285,0.0852915491,0.5399629881,-0.1256054163,1.5441306196,-0.0461319976,1.1296645254,0.1889084794,1.1646123734,0.2836388661,0.2588561041,-0.1044239603,-0.0489088737,0.0525229232,-0.0588462629,0.3909603753,0.9865753614,0.1169393467,0.3354175018,0.0265425251,-0.0775579248,0.2528915434,0.0539594061,0.9375375463,-0.0030618567,-0.0416173076,0.0167937154,BRCA
GSM481007,0.2262629088,-0.1298311455,-0.0767209250,-0.0667302715,0.1294501655,-0.1956158172,1.2181181839,0.8993316328,1.1343356063,0.6969900434,0.6895177521,-0.0594928700,0.3499374598,1.4150039667,1.7801179065,-0.0592211258,-0.0584074570,0.0205965252,-0.1750240160,-0.1345450675,-0.0669705756,0.2922805172,-0.0344689960,-0.0633341424,-0.1225340637,1.1560421735,0.0681594072,0.1352442852,0.9390580363,0.0550178691,-0.0743076288,0.3613447715,0.1433539864,0.3024995799,-0.0890015231,0.8448888773,0.3013776672,0.2451748582,0.1465554425,0.2361062177,-0.1124364039,-0.0836514095,1.4868055220,0.1430614591,0.9218534496,0.3395991211,1.3182984778,0.4223469801,0.2214731303,-0.0580448157,-0.0014222495,-0.0551179460,-0.0363925422,0.2606000659,1.0516917631,0.1837086821,0.2957258879,-0.0709839264,-0.0877751080,0.2699643974,-0.0918270944,1.2202413425,0.0449932087,-0.0696049801,0.0332880970,BRCA
GSM481008,0.4971662349,-0.0533693721,-0.0822623748,-0.1224440389,0.1979250253,-0.1066421580,1.2615825528,1.0273638856,0.9561627172,0.6497903308,0.9398854532,0.0040104141,0.3171693577,1.5773606507,1.0488316780,-0.0120961942,-0.1242721472,0.0731695570,-0.1090285937,-0.1645861934,-0.0688178298,-0.0826042266,-0.1180612289,-0.0402738111,-0.1632898217,1.2938889639,-0.0105432316,0.2740164896,0.8205010526,0.0515839298,-0.0320775752,0.3614642392,0.1743810166,0.2535372900,-0.2150531223,0.9191996994,0.3109411343,0.0617635319,-0.0294756517,0.3041578594,-0.1651714859,-0.1060613890,1.6687167920,0.0366716310,1.4909315973,0.1817884789,1.0114390291,0.3689072896,0.2738108856,-0.1056714096,-0.1196029719,-0.0263851241,-0.0677637299,0.4047704326,1.0726860836,0.1199409844,0.3589827556,-0.0303771235,-0.1806219434,0.1605632000,0.0356817876,0.9744661360,0.0442506512,-0.0548871543,0.1876541325,Control
GSM481009,0.3613355075,-0.0617078504,-0.2427144567,-0.1059785067,0.2812716372,-0.0463956869,1.1639748752,0.7763315288,0.7515524406,0.5076287837,0.8664243184,-0.0821720857,0.4197121219,1.4264966791,0.3137319647,-0.0763729922,-0.1016495514,0.0160136828,-0.2173389482,-0.1281526867,-0.1757924709,-0.2047622660,-0.0905693376,-0.0074307531,-0.2374210076,0.5253295350,0.4388621020,0.1506341084,0.6588328657,0.2000191124,-0.0548121327,0.1931102983,0.1793832846,0.1738289398,-0.2666216254,0.7767756040,0.0616922838,-0.0636470687,0.4092911698,0.1206036070,0.4025874838,-0.1955891928,1.2002787294,-0.0985022541,1.1786218321,-0.0321731063,0.3147968069,0.2215378080,0.3586061170,-0.1066654161,-0.1903911113,-0.0122796115,-0.0543400881,0.2795271149,0.7096309500,-0.0310865428,0.2270372226,-0.1740266306,-0.1908542063,-0.0320870272,-0.1560574059,0.8410133314,-0.0454398805,-0.0924899587,-0.0391394026,Control
GSM481010,0.4966195384,-0.1242874916,-0.0958868481,-0.0837810375,0.3067598991,-0.1037507219,1.0892066083,0.9157001711,1.4438292494,0.7358219301,1.3039561975,-0.0533458203,0.6331500416,1.4701154121,1.8188148475,-0.0958565252,-0.0837579101,0.2160007836,-0.1343274706,-0.1165893532,-0.1083839479,0.1371474533,-0.1078750222,-0.0432735477,-0.1049189998,0.9039840400,0.1285491438,0.1246120071,0.5558823925,0.4681226672,0.0048748811,0.1122889133,0.1744263203,0.5541188944,-0.1399874936,1.2621549368,0.0982108879,0.1075761976,0.0486381737,-0.0151800391,0.0399373054,-0.0872663059,1.3031095667,0.0225883950,1.5060444668,0.3624949638,0.9558448684,0.5940305018,0.3844459151,-0.1128206664,-0.0485023446,0.0549084409,-0.1084680818,0.5158594621,1.1154199801,0.1620686616,0.3965836786,-0.0156223359,-0.0974640826,0.2509317977,-0.0104726480,1.1378867638,0.0982792469,-0.0359266409,0.1038080066,Control
GSM481011,0.2134416000,-0.0951519951,-0.1397329687,-0.1132595020,0.1974606326,-0.1059520594,1.4613334589,1.1087472470,0.7541625414,0.7795279973,0.7538124666,-0.0865289202,0.2530173084,1.5207398576,0.9762527951,-0.0165605314,-0.0813863640,0.0430135539,-0.0783589423,-0.1048085642,-0.0811517472,-0.0155844089,-0.0143226478,-0.0408191452,-0.2251044646,1.1300241724,-0.0327065625,0.1413541586,0.8748071725,0.0141741859,-0.1155827556,0.0571182206,0.1905613793,0.1055537684,-0.1628566781,0.7011700384,0.2946575154,-0.0610166781,0.0602992324,-0.0271469704,0.1297885573,-0.0478217234,1.4140396192,-0.0093488651,1.1535155438,0.2241602815,1.2443000358,0.3850660645,0.2189997299,-0.0728182171,-0.0513703098,0.0195050911,0.0255633646,0.3978262835,1.5733309313,0.2404869166,0.2711141126,-0.0238917121,-0.1592199401,0.2114646371,-0.0060670441,1.3700665053,0.0436406151,-0.0414344758,-0.0462587857,Control
