@relation data

@attribute 55437 numeric
@attribute 7249 numeric
@attribute 6794 numeric
@attribute 2475 numeric
@attribute 5565 numeric
@attribute 5564 numeric
@attribute 5563 numeric
@attribute 1975 numeric
@attribute 5562 numeric
@attribute 1977 numeric
@attribute 1978 numeric
@attribute 51422 numeric
@attribute 92335 numeric
@attribute 6009 numeric
@attribute 53632 numeric
@attribute 57521 numeric
@attribute 208 numeric
@attribute 29904 numeric
@attribute 5494 numeric
@attribute 6198 numeric
@attribute 64223 numeric
@attribute 1981 numeric
@attribute 5571 numeric
@attribute 7248 numeric
@attribute 51719 numeric
@attribute 81617 numeric
@attribute 6194 numeric
@attribute Class {Control,BRCA}

@data
10.32771013,7.102536626,6.705843592,10.40794251,8.596218763,10.08992748,4.980952113,13.591191,9.6271145295,5.3832028615,6.891088384,7.64611005,7.75867805367,11.39766944,5.182504847,6.2950853,7.466690585,11.56243576,7.3800710295,10.80480483,8.366847964,8.34459771725,10.084193648,7.68702726675,11.89018267,7.991620492,14.28777857,Control
9.671125768,7.8100749315,7.312431759,10.37262599,8.632069254,9.883140084,4.833916319,13.51771248,9.9140920795,5.478418359,6.950471695,7.78951872733,8.020697573,11.0078229,5.402083668,5.722746919,6.43012268,11.53336151,6.8257140825,10.83272413,8.842626225,8.3610623935,9.5416181315,8.008767961,11.50810934,7.766407053,14.277329135,BRCA
9.65934534,7.3984048785,7.090380087,10.44466839,8.471818588,10.14535302,4.402621796,13.78998546,9.566117134,5.231526198,7.435172523,7.717289563,7.99283881167,11.33795649,5.16953547,6.201345317,6.416760061,11.51908594,6.8211475155,10.9243451,9.630577078,8.390530265,9.9835099365,7.89762192425,11.87223249,7.69267271933,14.525874365,BRCA
10.26174268,7.6503556025,7.452573043,10.39039231,8.590101509,10.28239959,5.446761787,12.77497238,9.7521116675,5.0419966805,7.499688706,7.35253753667,8.122596546,10.44278832,4.95653443,6.118843116,5.863140121,11.32101501,6.423331369,11.19937192,10.00278026,8.382971217,9.3324219335,7.22646478075,10.70852807,7.38239760833,14.01633132,Control
10.48162315,7.4082400825,5.874496526,9.62228117,8.426475613,10.06457475,5.133924369,13.67421216,9.378542152,5.609549966,7.662759375,7.88745877033,7.78059228367,11.47602735,5.312711681,6.324725674,6.860966288,11.36922669,6.99556640625,10.47933595,9.484878832,8.19236132175,9.8517271485,7.77948640775,11.76992885,7.88389956333,14.629290115,BRCA
9.570406539,7.2581526215,7.581447523,10.04182378,8.232662106,9.875534783,5.186075849,13.99263349,10.1343921865,5.428588795,6.493499734,8.682705693,7.85973253267,11.41291396,5.601110562,7.180831933,7.477052175,11.36276316,7.490754736,11.22643043,8.90097329,8.41952105375,9.698559825,7.8254115435,12.34109771,8.467873936,14.408070605,BRCA
9.818822257,7.399969872,7.014135225,9.710815526,7.44226163,9.962643412,5.391983545,12.001308,9.746930711,5.593019755,6.682577247,8.026211755,7.63476432167,10.22441209,5.622938584,5.754494213,6.742953157,11.42649031,6.7124372675,11.68974045,9.95563942,8.41313930575,8.827384863,7.0136583735,9.803614982,7.43853783967,13.397046395,BRCA
10.05396698,7.055090386,6.202570157,9.922785491,8.483464254,10.10583032,5.190033289,13.63630348,9.831690885,5.2934412195,6.606446392,7.93129970567,7.70088144833,11.68597092,5.002490161,5.830554026,6.689303092,10.96976983,7.31544061425,10.38915837,9.017533022,8.26782455825,10.092337449,7.39410609925,11.72922572,8.48743530233,14.48710829,Control
9.773436423,7.327968466,6.99407371,10.26710886,8.390557125,10.19124467,4.817381859,13.77286407,9.676526932,5.6159439165,7.327824597,7.84812807267,7.69821001467,11.55993163,5.425183376,5.904009092,6.500527718,11.39549546,6.80479554875,10.83540327,9.695411499,8.44736918625,9.9168075855,7.73151595125,11.72288448,7.48094979267,14.506684105,BRCA
9.787507202,7.271314855,7.232999148,9.976514407,8.965922146,9.977545082,5.368603583,13.33778081,9.813055769,5.59106726,6.268944869,7.86377913433,7.74355832733,10.97540039,4.710134856,5.935466377,6.827314517,11.07134187,6.5128311225,10.84783275,9.099374852,8.355856072,9.689212392,7.874571879,11.62416272,7.89587939567,14.439438795,BRCA
9.710479778,7.5150055545,7.776533581,10.36865954,8.645614417,9.958339241,5.14385383,13.67421216,9.497007081,5.6362406355,7.601327189,7.18064892933,8.46961349833,10.80572395,4.888513434,5.770968585,5.479142629,10.77455876,6.05982317025,10.51995589,9.467392148,8.61824620425,10.115223719,7.782313495,11.79042803,7.23658378233,14.576325285,BRCA
10.28274128,7.0080930265,7.020344194,9.964760013,8.646217683,9.953964008,5.275017526,13.60139652,9.6887289995,4.9107340725,6.67299497,7.998957331,7.97221161867,11.48988071,5.191909277,6.194762393,6.97372929,11.04774441,7.141201734,10.94695398,8.49777314,8.126741237,9.808880693,7.83297538875,12.02694363,7.82499511933,14.25599975,Control
10.80480483,7.1460675305,7.237977421,10.29122283,8.231642555,9.948801991,5.263044971,13.62077142,9.823832831,5.521543841,6.979857081,8.05180494067,7.97485260333,11.31960737,5.32446073,5.870864797,7.400262798,11.05586894,7.2561729365,10.51147622,8.822380524,8.09491549125,9.917648454,7.80621293675,11.78825759,8.07721299967,14.413640505,Control
9.700548577,7.550712611,7.26964363,11.20290453,8.389826114,10.60435889,5.139972076,13.59555882,9.931363831,5.296964961,6.928136739,7.903697422,8.444059081,11.51908594,5.241850906,5.802329755,6.998819226,11.47190394,7.2253107355,10.31178269,9.353169505,8.5641207665,9.757834043,7.59638411825,12.10010062,7.732074878,13.95530667,BRCA
10.42763004,7.16160132,7.467791224,11.0078229,8.008150036,10.51810261,4.858492381,13.91975024,10.302850045,5.107609878,6.685803961,7.42184551367,8.27402094633,11.76197512,5.342706958,5.989145395,6.457877938,11.50429776,7.01962737925,10.97955044,9.276311202,8.65826985425,9.854883019,7.92036271475,12.43530962,7.19766327067,14.16842824,BRCA
10.00609851,7.4861186035,7.657892063,10.76808942,8.619102198,10.60049397,4.695733745,13.80581744,9.872683438,5.2643122405,7.355551793,7.726489395,8.205931789,11.58695951,5.102250005,5.985962156,6.272541727,11.7240492,6.92261746825,10.24904266,9.223954101,8.2623949255,9.921195836,7.7012155005,12.00289948,7.898108693,14.05339857,BRCA
10.73701092,7.34171602,7.766050346,10.72173602,7.896318968,10.4984955,5.272033689,13.83906107,9.744406916,4.7722227,7.137660093,7.57545454367,8.518646532,11.26252082,5.428620839,6.18913825,7.39763426,11.49398064,7.2947847085,10.35443153,9.397546894,8.31187329725,9.7498872995,7.98706931475,12.13138765,7.950395831,13.91533815,BRCA
10.35090635,7.2558065975,7.51710071,10.52528127,8.131935554,10.33465909,5.4095702,13.94334633,9.706149146,5.5008898215,7.761021136,7.534000256,8.058566633,11.41529827,4.850263431,5.735529792,6.554209422,11.4075202,6.99127913,10.70897201,9.328529711,8.358305307,9.908543862,7.23429106825,11.91235432,7.507311824,13.943996395,BRCA
10.43012873,7.6189136335,8.143537712,10.75721104,7.750842834,10.67767365,5.252865266,14.02134875,9.577511154,5.5432517045,7.431583526,7.81716739833,8.54069253933,11.34154956,5.196441066,5.908699592,7.681310676,11.46692035,7.50323180475,10.08429722,9.589014912,8.26751803975,10.0830347715,7.578121022,11.78664344,7.71508568667,13.599646315,BRCA
10.46800313,7.146158321,7.293842046,7.276057213,5.935702091,10.48176693,4.085614282,13.74850791,7.68134271,5.0158799165,7.975462708,7.16584306967,8.31919331333,10.09874638,5.356153716,5.666764579,5.687628504,6.966133735,7.18955600975,10.88129775,10.2392289,8.31909203125,9.4812362635,7.37965143875,9.100426551,8.79332774067,11.871924085,BRCA
