@relation data

@attribute id string
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3845 numeric
@attribute 4893 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 5894 numeric
@attribute 6654 numeric
@attribute 7529 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.6516626943,0.4345339728,1.3452941188,1.0380567778,0.4153290968,1.3243965731,0.5276523813,0.4586358647,0.0778244350,0.6409841057,0.1797246685,2.8649117788,BRCA
GSM480985,1.2256539837,0.3325850749,1.1583383579,0.5481084954,0.4587173745,0.8611773475,0.4521202200,0.5649788797,0.0538346215,0.6127393824,0.2011654340,2.6496851841,BRCA
GSM480986,0.4262836435,0.3517915079,1.5127595663,0.9493732134,0.4106089262,1.3830056341,0.5276161861,0.5706250406,0.0844743560,0.4839221177,0.0952468054,3.0484460116,BRCA
GSM480987,0.0239258781,0.1587947994,1.4599798470,0.6616964770,0.2296363310,1.3380605279,0.4570317386,0.5260457562,0.0511663564,0.3882937707,0.0700896732,2.8611823956,BRCA
GSM480988,0.3245137288,0.1726689534,1.6300611323,0.4589619954,0.2562269165,1.0662603861,0.4923907940,0.4829891018,-0.0383270433,0.4704262694,0.0896705153,2.7963664452,BRCA
GSM480989,0.6720767098,0.2135165615,1.6843677122,1.1103506463,0.2400973081,1.2916537300,0.4168803811,0.8519349658,0.0375365682,0.4437155496,-0.0037837656,2.9099976381,BRCA
GSM480990,0.0702140510,0.2635990058,1.6475978081,1.1067612915,0.3191353141,0.9421872181,0.4040678319,0.5468216389,0.1245269666,0.3387474729,0.0120991491,3.0515313069,Control
GSM480991,0.8736306505,0.2092083807,1.5652074934,0.9763167946,0.3643042232,1.1985398679,0.5071865046,0.6482640730,0.0588836264,0.3654298311,0.0441448208,2.9438177745,Control
GSM480992,0.1679068491,0.2100246319,1.5792976092,1.1827308424,0.2580534183,0.6252961718,0.4130200728,0.9082788116,0.1346057261,0.3105769333,0.0183351703,3.0823179564,Control
GSM480993,0.4212769849,0.2942363708,1.5582134934,0.9945207685,0.2800151646,1.2895348594,0.4741801064,0.7940912880,0.0415849929,0.3602931440,0.0562111053,2.9598939657,Control
GSM480994,0.5657964832,0.1903169752,1.5295505913,0.9641585409,0.2953049885,0.9060508684,0.4017414163,0.8330526240,0.0713199491,0.2916244940,0.0193436113,3.1602119763,Control
GSM480995,1.1379546598,0.5217593632,1.6341215260,1.0583383925,0.2975316332,1.5320054069,0.5249027839,0.4630933479,0.0880067439,0.4126590016,0.1126998567,2.7772637924,Control
GSM480996,0.1915650606,0.4382426251,1.6202940312,1.5339100845,0.2895835004,1.3746537194,0.5563891964,0.5709639528,0.1171138221,0.4680346772,0.0632607096,3.0095430215,BRCA
GSM480997,0.3133909763,0.2648860105,1.6077907556,1.0607690384,0.1841689373,1.0977530071,0.4731658620,1.1649881211,0.1700248201,0.3204180677,0.0117709752,2.7525665045,BRCA
GSM480998,0.4491573981,0.2039249242,1.8111653313,1.3928146588,0.4192330719,1.1526072656,0.5020119320,0.7742886320,0.0915210075,0.4395502677,0.1207393635,3.0515260857,BRCA
GSM480999,0.6780377738,0.4440171438,1.3847289206,0.6999813840,0.4575761644,1.1977361813,0.5291442982,0.5399878732,0.0392929259,0.5582407979,0.2268848883,2.9135858059,BRCA
GSM481000,1.1900375411,0.2628517869,1.4343370085,0.8529196009,0.4377806521,1.1548922360,0.5257301268,0.5414116234,0.0170446189,0.6487222089,0.1196501524,2.8570286354,BRCA
GSM481001,0.9539825245,0.6662413150,1.4455331878,0.8871232791,0.4022886162,1.2991686985,0.5172970049,0.4539386201,0.0661582048,0.3988278703,0.1188062851,3.1390496413,BRCA
