@relation data

@attribute id string
@attribute 10053 numeric
@attribute 1173 numeric
@attribute 1174 numeric
@attribute 1175 numeric
@attribute 130340 numeric
@attribute 160 numeric
@attribute 161 numeric
@attribute 162 numeric
@attribute 163 numeric
@attribute 164 numeric
@attribute 3105 numeric
@attribute 375 numeric
@attribute 3932 numeric
@attribute 51606 numeric
@attribute 55690 numeric
@attribute 567 numeric
@attribute 8905 numeric
@attribute 8907 numeric
@attribute 920 numeric
@attribute 926 numeric
@attribute 940 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,6.388969257,11.2613104,9.30100447133,12.243005895,4.949548063,6.55015525567,8.768731126,8.592222961,10.066436801,9.8003749615,13.37563667,9.435961159,5.69019779725,8.0493835815,8.787544391,13.51420146,10.928763925,11.19411678,7.587142037,5.546288211,6.411176756,Control
GSM427159,6.59182572,10.94792585,8.733876752,12.07866152,4.845755052,6.33747983233,8.850844048,9.2814931165,9.799591711,10.226900679,13.47671849,9.02931504067,5.74326863275,7.751518458,9.407990591,13.40255741,10.61215264,10.74445149,7.564704211,5.33270027975,5.313618859,BRCA
GSM427160,6.497696684,11.162174555,9.78889699433,12.3965886,4.565547983,6.42725820467,8.769293322,9.089230266,10.195515158,10.179820315,13.104967985,8.92200073633,5.8326297955,7.7668571805,9.303164917,13.14132294,9.8452116845,10.24052337,7.27775495,6.05847101475,6.037388399,BRCA
GSM427162,7.270204498,11.27700269,8.61758522733,12.07110544,4.851263383,6.79699623533,8.891161787,9.5572930835,9.818157181,9.084737844,13.09890984,9.036098299,6.064440107,7.9660870325,9.586554187,13.028609155,9.9373209245,10.86373739,7.757275197,5.40892901975,5.706538322,Control
GSM427163,6.539008037,11.397832345,9.68873284933,12.28154315,4.961867826,7.262440087,8.282904386,9.0996435285,9.7827240025,10.30333782,13.79174456,9.30135474967,5.91669616975,8.271959177,9.678679853,13.555153355,10.08567151,10.11530417,7.922110302,5.6253656705,5.593959684,BRCA
GSM427164,6.69797923,11.12104221,8.76846916333,11.928151635,4.963718308,6.667704523,8.762399584,9.013759983,9.9980316435,10.508658115,13.645184875,9.44563937567,5.66966000725,8.42511122,8.104744359,13.60911878,10.554185905,10.63888864,7.239410274,5.40351558975,6.062214149,BRCA
GSM427165,6.361071425,11.202937405,8.418201138,12.367794435,5.072332275,6.39423566067,8.058737407,8.6343563875,9.5811370385,9.6073954125,12.91617066,8.593332009,5.862304229,7.6763489385,9.527448232,12.305927545,10.266256292,11.25022455,7.114005486,5.13661079325,6.314112464,BRCA
GSM427166,6.08693831,11.388759195,9.77823477233,12.456368675,4.783733416,6.734569732,8.695994791,8.5778568495,9.7220428385,9.845217114,13.284951405,9.138314752,5.88068915225,8.2414775895,8.362887493,13.75047901,10.932619925,10.76123148,7.840024324,5.53000073225,5.651777341,Control
GSM427167,6.640032041,11.31699387,10.213135914,12.5301635,4.435721265,6.84260002933,8.773379189,9.076509823,10.274861495,10.3013856,14.251632585,9.39829013367,5.81485113325,8.4099228125,8.723440065,13.530944225,9.8712755735,10.31926034,7.470071357,5.65565885325,5.802975918,BRCA
GSM427169,6.95239509,11.225414225,9.401956753,12.278551005,4.476070854,6.688774195,9.0923747,8.909532721,10.43837603,10.10400826,13.036925645,8.762425327,6.225327925,8.0991276115,9.42321632,13.272265755,9.9908152835,10.6279946,6.98547517,5.500899641,5.909779853,BRCA
GSM427170,6.316422399,11.92263071,9.26705535167,12.64530423,4.756771821,6.86276355833,10.25415499,9.257837879,10.58430262,9.5168692105,13.99568036,9.06733291667,5.790786971,7.8660149395,9.070551089,13.518945185,10.33356066,11.16338255,7.572626574,5.80278982125,6.661853347,BRCA
GSM427171,6.431878337,11.128931665,9.69184985067,12.60422171,4.472233581,6.71727477633,8.237462291,8.9872279575,9.755693129,10.19841748,13.610250215,9.15885341667,5.852877388,8.6339683625,8.800771414,13.557786165,10.89679642,10.74490974,8.062317545,5.49613054325,6.267072826,Control
GSM427172,6.63379854,11.33856239,9.28684863667,12.232026325,4.84450022,6.46909773,8.860746456,8.753653774,9.932349272,10.024973187,13.593208165,9.02863103533,5.8050524925,8.1405981925,8.733134941,13.670150835,10.68847001,11.24631027,7.324655646,5.296929424,5.612950486,Control
GSM427178,7.373781141,11.5430778,9.33566540233,12.295427595,4.537176254,7.27423223467,9.196639699,8.6211251185,9.892658644,10.391341055,13.781224835,9.44034213133,5.77734798875,7.9498758835,9.511051455,12.81564983,9.9893415805,10.29486801,7.340030607,5.90477998125,5.532169853,BRCA
GSM427181,7.092337284,11.404659965,9.00847069033,11.998817005,5.133205159,6.75646800033,9.011787117,8.8722285685,10.24021594,10.328791413,13.433996985,9.602992126,5.62585714825,8.23277633,8.660897184,13.30181616,10.547288835,10.9316131,7.504284952,5.789491762,6.086301455,BRCA
GSM427182,7.36527506,11.477235945,9.42551392833,12.48822538,5.13566953,6.66660139867,8.779753104,8.6234186075,9.7839005965,9.9920795695,13.626376885,9.52585421467,5.6869878525,8.14022945,8.972320105,12.56634018,10.004387079,10.35399067,7.060753003,5.631564046,5.476714818,BRCA
GSM427183,7.666474566,11.64898438,9.53980030333,12.57559811,4.246268135,7.03721285533,8.796575955,8.4299409675,10.1155569995,10.2517578225,13.695659585,9.454326801,5.8591069415,8.496289159,9.491818594,12.144835935,9.535486731,10.18746996,7.078260574,5.3692760385,5.331822758,BRCA
GSM427187,7.234963788,11.679222855,9.72918895967,12.93325679,4.969831133,7.03850006433,8.467861387,8.78501656,10.015151113,9.982431016,13.715587005,9.73109120033,5.8570988385,7.9477070375,9.122000391,12.588316835,9.9858277755,10.50080233,7.628739198,5.21904962825,6.282074289,BRCA
GSM427189,7.661780101,11.832561885,9.978300195,13.038551,5.22439848,7.691036477,8.989622364,8.794173399,10.2426173285,10.259069865,13.47010462,9.70770383567,5.677996665,8.656037124,9.987875473,12.15051721,9.725842908,9.995463717,7.524289246,5.78586773725,5.672857555,BRCA
GSM427193,6.989880165,11.897134165,9.693328964,11.51611697,5.222467693,6.77316165767,8.608754849,9.109970228,10.40685262,9.9030958315,11.559473305,10.165604926,5.6576825155,8.4670382595,9.001704532,10.699221435,8.875494207,12.15241487,7.818200484,5.51724706675,5.762422735,BRCA
