@relation data

@attribute 682 numeric
@attribute 56301 numeric
@attribute 5478 numeric
@attribute 23657 numeric
@attribute 3897 numeric
@attribute 23539 numeric
@attribute 9123 numeric
@attribute 6520 numeric
@attribute 3675 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 4099 numeric
@attribute 481 numeric
@attribute 11136 numeric
@attribute 6566 numeric
@attribute 23759 numeric
@attribute 23428 numeric
@attribute 8140 numeric
@attribute 3655 numeric
@attribute 4312 numeric
@attribute 857 numeric
@attribute 3688 numeric
@attribute 6693 numeric
@attribute 9056 numeric
@attribute 9057 numeric
@attribute Class {Control,BRCA}

@data
8.8793823445,11.44759484,7.340653781,5.468103682,6.1933182115,5.468103682,8.761053454,9.160287724,8.1217165825,8.881298397,8.1654550638,5.395419826,11.0075662667,7.110929882,5.431465218,5.59953846533,6.60059810433,8.325497867,6.43230933033,5.564691589,13.206076235,9.30169669467,6.459892344,9.470273049,7.9841253975,Control
8.771832078,10.19564323,6.648325671,4.948847562,6.35214759,6.060593939,9.024558716,9.20400973767,7.940840191,8.993477034,7.6774776296,5.9854380675,11.0786587633,6.754958049,5.272407006,5.92315269333,6.36561548567,8.538694442,6.371338954,5.101199635,12.113213965,8.828078384,6.68177874667,9.175650046,8.024133975,BRCA
8.768137349,7.329933371,7.649240232,4.584732512,6.0643577435,6.431335148,8.784374029,9.84281731133,7.980807774,8.935534242,7.590935683,6.5929681715,11.3381346567,7.364837496,4.544584798,5.79473177367,6.60124077833,9.659657526,6.561221976,5.507645012,10.5864353725,8.9042892375,6.77600019633,9.388921983,6.725819356,BRCA
8.831628272,9.826322502,6.934991518,4.482788153,6.5914705675,6.086407617,9.184485567,8.76121365867,8.3145459475,9.524248408,7.1937672274,5.6049829815,9.415136053,7.009719816,4.53376448,5.437532102,6.65095194133,8.869671817,6.18410994633,5.139460541,10.9511039505,8.75186424133,6.89828157633,9.091145182,7.015392628,Control
9.050818791,9.697098373,7.31944887,4.911705061,6.275924,5.989826604,8.869887692,9.51717962767,7.9312840775,8.886703411,7.6579137982,5.6865494335,11.0671163433,6.868733444,4.44414752,5.93814949667,6.72271790267,9.002154772,7.03425695367,5.607338636,12.094032035,9.13491446,6.30521607467,8.762549077,6.634522856,BRCA
8.9573893605,9.061101886,7.950324238,4.985513237,6.085013037,6.154570678,10.14832758,10.3886318853,8.363719193,8.792953849,8.0926699198,5.5780756935,12.1145166367,7.016922821,5.476714818,6.068461391,6.509119171,10.40145051,7.21289602867,5.476714818,13.169679585,9.489530799,6.25933008967,10.02441981,7.7016899055,BRCA
8.345918811,6.440500143,6.757593772,5.10140977,6.051283158,6.843296507,9.721262049,8.66957255133,8.00994217,8.710342497,7.77673562,5.3003586355,8.83242227333,6.899511381,5.072332275,5.20562717533,7.158489434,9.182345388,7.19476401833,4.981180512,9.2216698995,9.251714595,7.25085123867,8.688058921,7.1628441385,BRCA
8.8300470005,8.93734522,7.417897071,4.440622372,6.248142195,5.725748823,9.066352354,9.34830377267,8.2637160875,8.934251932,8.060705661,5.737923147,11.6829085233,7.570446091,5.325720324,6.20886654667,6.34760938233,9.053437973,6.328962603,5.252108349,12.42221496,9.23773095817,6.24643194667,9.716982805,6.747602003,Control
9.017325795,7.914237304,7.944069439,5.706952669,6.184122169,5.229983196,8.895212575,9.88719094933,8.446684304,9.169130251,7.891337482,5.60076847,11.8796742633,7.191752936,5.262293378,6.02339317333,6.691921469,8.764623762,6.958562315,5.192205263,11.441748505,9.05065703483,6.29080341467,9.158850196,6.537469927,BRCA
8.4637879505,11.50955249,7.103736613,5.320314304,6.308911843,5.841099622,8.593410849,9.31708568633,8.061784113,8.786074471,7.6172088754,5.012436912,11.8340178433,7.51975639,5.557663769,5.93082713433,7.17848648167,8.276684068,6.30607312233,5.159075364,11.881986655,9.06946628383,7.078510385,8.932222966,7.327479922,BRCA
