@relation data

@attribute 682 numeric
@attribute 56301 numeric
@attribute 5478 numeric
@attribute 23657 numeric
@attribute 3897 numeric
@attribute 23539 numeric
@attribute 9123 numeric
@attribute 6520 numeric
@attribute 3675 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 4099 numeric
@attribute 481 numeric
@attribute 11136 numeric
@attribute 6566 numeric
@attribute 23759 numeric
@attribute 23428 numeric
@attribute 8140 numeric
@attribute 3655 numeric
@attribute 4312 numeric
@attribute 857 numeric
@attribute 3688 numeric
@attribute 6693 numeric
@attribute 9056 numeric
@attribute 9057 numeric
@attribute Class {Control,BRCA}

@data
8.646084224,10.0322459,6.961915926,5.47558044,6.3427468675,6.494260087,9.328193084,9.40553512433,7.868672706,9.282845833,7.6843879584,6.1934264185,10.45793763,7.045216672,4.998433881,6.22588212733,6.39369571567,8.444746903,6.641325096,5.263890047,12.15689855,8.5429645305,6.358223409,9.978374813,7.6315003355,BRCA
8.5068042415,10.24961752,7.502913581,4.752897783,6.207828883,6.277060108,9.65740828,9.42659936033,7.9624000735,9.088311981,7.9574093308,5.5038057255,11.30856091,7.184778974,4.906182599,5.71658539333,6.685153967,8.993844956,6.535519258,5.398154738,12.90706253,9.18007328783,6.37980156367,9.600285146,7.7815947565,Control
8.7903553315,11.89604864,7.155352377,4.993460669,6.370942988,5.741339733,8.755572891,9.403063414,8.309212196,9.278752093,7.9878450618,5.410484449,11.2772303167,7.002874423,5.434304001,5.98385966867,6.28995542333,8.941327257,6.95978501467,5.364232071,13.418552165,9.52376826383,6.31079098033,9.551728025,8.3704806725,Control
9.3386841175,8.493956619,7.155352377,5.346435058,6.3606686485,5.363706598,8.8976497,9.74108570167,8.8558219455,8.714658623,7.0894307086,5.308239648,11.218616671,8.19268873,5.18190882,6.25014137433,7.42768159,9.000916275,5.75840882033,5.125166757,12.50149699,9.15082053767,6.29069405367,8.943482666,7.9133540005,BRCA
8.120754252,8.711822784,7.355331548,4.931696351,6.1163863015,5.857863615,9.229906989,9.495319738,8.093597058,8.357740164,7.322166587,5.2967899485,11.3597607767,7.538811912,5.431214469,6.019787356,7.21593225733,9.402623661,6.10844654733,5.213747029,11.97200604,9.44121959,6.128178989,9.685318716,7.7607571165,BRCA
8.443895584,8.360837347,6.980656926,4.921497326,6.39331208,6.762884029,8.750104935,9.16414089967,8.728623836,8.891541557,6.8611236482,5.4917354465,11.5555045387,7.994835846,4.505933891,5.96540611933,6.80069783333,9.141852409,5.87139509267,5.240515881,11.872194975,8.933464829,6.207583212,9.409189966,7.3728810515,BRCA
9.052454298,8.136838795,7.170228349,4.726575091,5.9631549035,6.240701309,8.439977457,9.31203840033,8.708228537,9.02738156,6.865177778,5.6594284955,11.30625711,8.140089864,5.049425205,6.24230014333,7.28859329433,8.887343342,5.71221607367,5.169936271,11.745184475,9.05192720867,6.26908873767,8.881298397,7.0673076805,BRCA
8.676331448,9.8765404,7.479903767,4.991874681,6.4514895885,6.425220624,8.723440065,9.08980029933,8.327804747,9.151613494,7.0036304332,5.6993145695,10.474957662,7.827931929,5.268482349,5.880766121,6.836217708,9.371407008,5.95639658467,5.413637447,11.47644482,9.04214245483,6.05842915633,9.222662775,7.4279176285,BRCA
9.4879812905,7.752282163,7.362866814,5.006535067,6.3043655465,6.001020373,8.83564079,9.58636200533,8.70490029,8.902843217,7.003788491,5.8366360965,10.95210528,7.991976868,4.951647528,6.41198782867,6.956308681,8.99655902,5.837794173,5.044843524,11.388876995,9.0875921835,6.052489268,9.362930698,7.551753055,BRCA
8.727807799,10.76873043,6.454756297,4.686239521,6.6686461845,6.482691508,8.942068084,8.54979281767,8.062562651,9.845502253,6.7185464612,6.799070248,9.95170859933,8.580985033,5.279110251,5.78278015367,6.535497801,9.616503414,5.634729943,5.244707519,11.856782875,8.1006439875,6.03313954767,9.187711542,7.356566039,BRCA
