@relation data

@attribute 50855 numeric
@attribute 6655 numeric
@attribute 2810 numeric
@attribute 5063 numeric
@attribute 6464 numeric
@attribute 5163 numeric
@attribute 7249 numeric
@attribute 3479 numeric
@attribute 6517 numeric
@attribute 5062 numeric
@attribute 57580 numeric
@attribute 10298 numeric
@attribute 3484 numeric
@attribute 10488 numeric
@attribute 572 numeric
@attribute 2151 numeric
@attribute 3636 numeric
@attribute 2066 numeric
@attribute 5747 numeric
@attribute 1385 numeric
@attribute 23368 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 6198 numeric
@attribute 10000 numeric
@attribute 7248 numeric
@attribute 2885 numeric
@attribute 9586 numeric
@attribute 56924 numeric
@attribute 4609 numeric
@attribute 6654 numeric
@attribute 6195 numeric
@attribute 10971 numeric
@attribute 2932 numeric
@attribute 1029 numeric
@attribute 2931 numeric
@attribute 1027 numeric
@attribute 9221 numeric
@attribute 1647 numeric
@attribute 4233 numeric
@attribute 57144 numeric
@attribute 5728 numeric
@attribute 7529 numeric
@attribute 598 numeric
@attribute 1017 numeric
@attribute 10682 numeric
@attribute 5058 numeric
@attribute 8660 numeric
@attribute 5290 numeric
@attribute 5293 numeric
@attribute 2549 numeric
@attribute 3429 numeric
@attribute 7534 numeric
@attribute 3667 numeric
@attribute 7533 numeric
@attribute 5770 numeric
@attribute 7532 numeric
@attribute 56288 numeric
@attribute 7531 numeric
@attribute 8471 numeric
@attribute 998 numeric
@attribute Class {Control,BRCA}

@data
6.8014918265,7.867620258,8.516429993,6.572931815,9.15105029633,7.374389909,7.102536626,7.6246849295,5.689167221,8.225782395,7.464221286,6.78184004567,8.1194355205,6.490735075,7.546352606,5.7820869215,11.24851188,6.95704725,9.55016911,10.707890538,10.66888523,9.746089281,7.466690585,7.65857270567,6.52702968625,10.80480483,6.02664600925,7.68702726675,9.4954151895,6.7355365388,7.228436626,11.83974258,8.001564595,6.75911088,13.50065522,10.00381342,6.348705253,6.656643396,9.994983337,8.296619294,10.62754363,5.899182429,6.06101575,10.48283344,11.115513174,9.8313225965,9.26596478,8.69026092,9.037678125,12.08367055,6.685313404,8.467616885,6.11877664633,13.46017433,10.0952864045,10.10813927,13.24583793,11.09785784,9.3985942475,5.994133479,7.09786273433,6.521683367,7.16387589625,Control
6.737760397,7.609956448,8.608616259,5.989031828,8.42779587067,6.82117167,7.8100749315,6.947135646,5.667687262,8.658878356,7.664111461,6.96341635667,5.526443797,6.524350224,7.48196166867,5.9553677195,11.64681981,7.043905282,9.45642471,11.4528809893,10.98935922,9.68028616833,6.43012268,7.51923145167,6.64235424625,10.83272413,5.94776533325,8.008767961,9.5539178325,6.2571731356,7.918686056,10.569760214,7.481398095,6.746992115,13.29267684,10.79867858,5.79053164567,6.263509238,9.7467670155,8.283599024,9.28877759,6.1044474,5.9152182985,10.32512022,10.8888014215,9.2628993675,8.958604237,8.707705204,9.447476465,11.11317258,7.098719371,8.699078855,5.87580800833,12.86518429,9.889935938,10.01141636,13.03973478,10.92233559,8.4722738185,5.919108385,6.614172522,6.213741562,7.17118701125,BRCA
7.290014311,7.575257723,9.055378109,6.451215749,8.45925672733,6.742616386,7.3984048785,5.9026635435,5.690704299,7.83784169,6.699055749,7.053848853,6.1137081595,6.786534696,7.496409352,5.460683325,11.729846,6.961134568,8.9981409465,10.8440250817,11.22308177,9.69256516467,6.416760061,7.197314467,6.2422901355,10.9243451,5.52044016575,7.89762192425,9.480270588,6.4740992638,8.388922588,11.54593261,7.228580927,7.136685014,13.56248158,10.42204403,5.34429371167,7.147411327,9.760065891,8.583911209,10.689909005,6.482691508,6.471963415,10.4297627,11.252028628,9.6706944665,9.1433668585,8.992018573,9.822754492,11.22600587,6.212526175,9.063247518,5.489172308,11.35066867,9.9154335515,9.532322378,12.90606669,10.94914844,8.230995629,6.234487549,6.83129561633,6.053334703,7.03238297825,BRCA
7.9321150915,6.838009842,9.574508914,6.212477538,7.73867912133,7.875812501,7.6503556025,6.5710894325,5.801553978,7.70770520067,8.649598507,7.29161173667,5.7058474765,6.976424143,7.166098701,5.22672559,11.81694975,8.068094548,9.0133211855,11.337274206,11.51613105,9.98949733167,5.863140121,6.97936211167,6.33404855075,11.19937192,5.58777326775,7.22646478075,9.432546201,5.9052108054,7.666368043,10.2570662725,6.648325671,7.5978930125,13.18898907,11.11828268,5.62556244233,6.947903173,9.344181055,7.968553223,8.5101240955,5.838328613,5.970444851,10.18190731,9.6891460585,8.999297312,7.7178678995,8.396884223,10.03852848,10.31178269,5.584068992,8.649598507,5.427851752,11.89968368,9.348023424,9.129946971,12.89668817,10.74552751,8.3727076055,6.708398067,6.28271338533,6.175580113,6.55593589375,Control
6.559059008,7.652900753,9.045569331,6.54048116,8.10318445333,7.242581369,7.4082400825,7.739494752,5.981630781,8.07563913267,7.356190313,7.17942935133,5.388810209,6.189286535,7.33013335533,5.762619543,11.05745385,6.876182709,9.0250253645,11.0490871027,11.09139921,9.506100771,6.860966288,7.28840672033,6.76922237325,10.47933595,5.87271996825,7.77948640775,9.66718229,5.8986169228,7.235083497,11.50644256,7.634958261,7.021079646,13.29757193,10.40311354,5.72645123933,6.836369559,10.049946495,8.544134814,8.93817669,5.978202066,6.436155389,10.27256013,11.277560598,9.819947042,9.123941273,9.961088297,9.507874464,11.49594259,7.405441727,8.565760069,5.95688781033,12.29785924,10.0235137525,9.959676393,12.87894279,11.08348284,9.100624738,6.114372881,6.57751783767,5.828587949,6.99171327025,BRCA
6.9946221675,8.522033306,8.739562185,6.491536971,8.70127661067,6.583726382,7.2581526215,7.375850429,5.889480387,8.35808952433,7.322516605,7.13014571033,5.849630117,6.499332184,6.96976629,6.0651547395,11.4706641,6.800838843,9.420287121,10.8002004453,10.66999253,9.688092646,7.477052175,7.361977291,7.19245125,11.22643043,6.0241266485,7.8254115435,9.9164802245,6.1394132438,7.486435083,12.17961768,8.19601328,7.5246001185,14.10257573,9.953578497,5.244334811,6.770634576,9.5007422985,10.00764092,10.2133474445,6.638801971,6.593782925,10.16250498,10.678516145,9.444171974,9.3759597995,8.443897851,9.3312535,11.69149721,7.460253403,8.146264608,6.364237361,11.14152621,10.8386970845,10.00182726,13.51771248,11.71457622,9.290985796,6.246603446,6.67180329633,6.216799806,7.00999639125,BRCA
6.700055644,6.760091594,10.03996125,6.952074702,8.36198243367,8.139859715,7.399969872,10.349737175,6.082580853,8.02893851733,8.485800258,7.12335323067,5.913357003,6.998198677,6.54175895867,7.3808563405,11.5568558,8.039907589,8.8796586,11.1354255073,11.69149721,10.0480993307,6.742953157,7.46619594767,6.5621458705,11.68974045,5.88751933675,7.0136583735,9.167523377,6.2350466806,6.609404545,10.2032142635,7.292025067,6.923040761,12.51339458,12.02630394,5.81224373133,6.72267478,9.015559992,7.802615113,10.24418129,6.272028439,6.309891817,10.31455241,10.2755669945,9.718924317,7.9728052855,8.127763684,9.354305108,9.882139059,6.662423158,8.302457433,5.846801913,12.51214052,9.2605399885,8.873183485,12.11865571,10.92879244,8.2565850245,5.682019293,6.349076575,6.662423158,7.10702874775,BRCA
7.0758149195,7.907583411,8.630450181,5.447753778,8.53051419067,7.255408968,7.055090386,7.733044401,5.931807875,7.68379282967,7.364684318,6.600449015,8.0264688,6.418279038,7.84441516067,6.4700891925,10.87563823,7.407227659,9.585335464,10.258386433,10.33398861,9.436876068,6.689303092,7.49696018667,6.575528975,10.38915837,5.55851851825,7.39410609925,9.1611827995,6.8237722894,6.453069445,11.820520445,7.787382059,6.824884907,13.71343219,9.584981814,6.476135957,7.289814009,10.6232973005,8.832795987,11.003760265,5.651777341,6.192045554,10.71573921,11.313560577,9.632114784,9.321425499,9.172571974,8.901176988,11.73537632,6.020263967,8.452633655,6.14872126967,13.21954598,10.193168701,10.47490271,13.15586736,10.68230579,8.636048659,6.007201809,7.28095493367,6.220915761,7.09973287325,Control
7.145255335,7.65031782,8.752398314,6.517673816,8.16926655967,7.076765168,7.327968466,7.2965384015,5.950124992,7.77701585767,8.178554217,7.157131823,8.335359875,7.109990256,7.80894971567,6.184315282,11.06986277,6.640032041,9.2675642675,10.6759547673,11.15889068,9.58057105933,6.500527718,6.894570391,6.443440984,10.83540327,5.650041658,7.73151595125,9.3657406255,6.1964141492,7.520699455,12.140966635,6.878728789,7.242305488,13.52549699,9.460251675,5.35894690833,6.70684521,10.059640231,9.050175926,9.09608678,5.995038554,6.4383506835,10.36365325,10.898757498,9.7227322955,9.1526830635,9.50346856,9.625618044,11.64430934,7.205282841,8.407417683,5.98389700833,12.30040269,9.9899662245,9.964760013,13.13820464,10.78374334,8.93960735,6.440873838,6.842406496,6.095613938,7.18183415025,BRCA
6.9288984445,6.965931792,9.030143702,6.373044025,8.39504068233,6.954839344,7.271314855,6.6155769395,6.047566334,7.95022355167,8.683407961,7.26601424567,6.1869628445,6.732544377,7.79374473733,5.342023225,11.41782366,7.229566594,8.984597332,11.1110274023,11.04825205,9.75364579767,6.827314517,6.81342298733,6.26822091,10.84783275,5.56331123875,7.874571879,9.70078824,5.7908224398,8.381198053,9.975804059,7.4960371,6.8978346455,13.21182067,11.10846093,5.788030138,6.408334517,9.9202580165,7.99361935,8.880544262,5.819036642,6.3266587065,9.653830832,10.8706706855,9.564546958,8.766958367,9.140300084,9.599773923,11.1050886,7.606018576,8.72987657,5.85947821333,12.65578567,9.7911964135,10.08180334,12.77284039,11.13901746,9.2874717905,6.536368163,6.90458015633,6.088741207,7.09000222,BRCA
