@relation data

@attribute id string
@attribute 10154 numeric
@attribute 1020 numeric
@attribute 10298 numeric
@attribute 10371 numeric
@attribute 10500 numeric
@attribute 10501 numeric
@attribute 10505 numeric
@attribute 10507 numeric
@attribute 10509 numeric
@attribute 10512 numeric
@attribute 1072 numeric
@attribute 10725 numeric
@attribute 1073 numeric
@attribute 11261 numeric
@attribute 1630 numeric
@attribute 1808 numeric
@attribute 1942 numeric
@attribute 1943 numeric
@attribute 1944 numeric
@attribute 1945 numeric
@attribute 1946 numeric
@attribute 1947 numeric
@attribute 1948 numeric
@attribute 1949 numeric
@attribute 1969 numeric
@attribute 2041 numeric
@attribute 2042 numeric
@attribute 2043 numeric
@attribute 2044 numeric
@attribute 2045 numeric
@attribute 2046 numeric
@attribute 2047 numeric
@attribute 2048 numeric
@attribute 2049 numeric
@attribute 2050 numeric
@attribute 2051 numeric
@attribute 219699 numeric
@attribute 223117 numeric
@attribute 2242 numeric
@attribute 22854 numeric
@attribute 22885 numeric
@attribute 23365 numeric
@attribute 23380 numeric
@attribute 23654 numeric
@attribute 25 numeric
@attribute 2534 numeric
@attribute 25791 numeric
@attribute 27289 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 285220 numeric
@attribute 2932 numeric
@attribute 29984 numeric
@attribute 3265 numeric
@attribute 3688 numeric
@attribute 3845 numeric
@attribute 387 numeric
@attribute 3897 numeric
@attribute 3983 numeric
@attribute 3984 numeric
@attribute 3985 numeric
@attribute 4233 numeric
@attribute 4690 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4775 numeric
@attribute 4776 numeric
@attribute 4893 numeric
@attribute 4917 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5063 numeric
@attribute 5361 numeric
@attribute 5362 numeric
@attribute 5364 numeric
@attribute 5365 numeric
@attribute 54437 numeric
@attribute 54910 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 55558 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 56896 numeric
@attribute 56920 numeric
@attribute 56924 numeric
@attribute 57144 numeric
@attribute 5747 numeric
@attribute 57522 numeric
@attribute 57556 numeric
@attribute 57689 numeric
@attribute 57715 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 5921 numeric
@attribute 59277 numeric
@attribute 5998 numeric
@attribute 6091 numeric
@attribute 6092 numeric
@attribute 6093 numeric
@attribute 6387 numeric
@attribute 63928 numeric
@attribute 6405 numeric
@attribute 64218 numeric
@attribute 64221 numeric
@attribute 6585 numeric
@attribute 6586 numeric
@attribute 7852 numeric
@attribute 7869 numeric
@attribute 80031 numeric
@attribute 8440 numeric
@attribute 84448 numeric
@attribute 8482 numeric
@attribute 8633 numeric
@attribute 8829 numeric
@attribute 90249 numeric
@attribute 9037 numeric
@attribute 9353 numeric
@attribute 9423 numeric
@attribute 9475 numeric
@attribute 9723 numeric
@attribute 9901 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1027459840,0.2786905493,0.8276971420,-0.1042195209,0.0457987859,-0.1296062965,0.6513622081,-0.1061308651,0.2104095370,0.5194656899,2.9240636030,0.4660254572,1.9202601744,0.8611027989,-0.1603299076,1.7664283834,-0.2935244925,-0.0957558787,0.2830578404,0.1781540577,-0.1335592228,0.2536191090,-0.1438792197,-0.1110008204,1.4278652517,-0.1198439854,-0.2238575143,0.0581067202,-0.1797230213,-0.1018165759,-0.0842121892,-0.1106604398,0.2627328906,0.1046258338,1.0505651941,0.0318497712,2.2258483359,-0.0830495282,-0.1307375439,-0.1273058230,0.3363171933,0.1206888382,1.0201594162,1.1626527628,2.0763668117,0.4023514937,-0.1230325037,-0.1220240985,0.6288589894,0.7379945731,0.9289300937,-0.1920431633,0.8950817100,1.0756498818,0.8212452234,0.1496797397,0.1314761901,2.3560742060,0.0100887044,0.8455885169,1.9845301462,0.4683625614,-0.0160443468,0.3878209061,0.0886515304,0.0434628459,0.0288073119,0.0472211881,0.8848718814,-0.1688570017,0.4033383753,1.3998379606,-0.2075630972,0.7215389059,-0.0353893515,-0.0119277913,0.1471702065,-0.0677422611,0.4581755305,0.6486776985,1.4788247029,1.0400522820,0.1612316305,0.1240366653,0.3768321643,1.1201675758,-0.0731963629,-0.0250297581,-0.0465546501,-0.0592862589,0.3568962877,0.0744925754,-0.0714246031,-0.0359446676,0.3602501211,3.2701125443,0.7911284625,-0.1825565849,0.1579244040,0.2647137811,0.0996300434,0.4844465967,-0.0548308435,-0.0235738736,0.1447568081,-0.1447931698,0.1030383317,-0.0880841269,0.0137480984,-0.0974076614,0.0896531029,-0.0637808484,0.1693629736,-0.0606451370,0.3089302084,-0.0151671020,0.2594797029,-0.0510731503,0.0981263947,-0.2577949523,0.2336516834,0.1561419878,-0.0968603696,-0.1834590614,-0.0923607242,-0.0044051602,0.2411862325,BRCA
GSM481003,-0.0990282975,0.6233459933,1.1253490030,-0.1415402086,0.1096010259,-0.1236622463,0.9707379024,0.4664202762,0.5304200963,0.2006560741,3.2567019463,0.2285291182,1.7621332830,0.8260841547,-0.1113722584,1.5910229065,-0.0281744594,-0.0777975332,0.2715972621,0.8905586850,0.0897866831,0.4642687481,0.2157393777,0.0230667237,1.9392229021,-0.1001480385,-0.1508430620,0.0438425784,-0.1396210179,-0.0983691438,-0.0758433409,-0.0341460558,0.8584753257,0.0550731793,1.3047334854,0.6846950231,1.1097375529,-0.1349981270,-0.0795263258,-0.0186744318,0.4816481142,0.0953503352,1.1923801803,1.2659724123,2.0323438495,0.4055141435,-0.0147724892,-0.1173945274,0.8103868588,0.8040623380,0.7902084636,-0.1582041606,0.9718543944,1.2251409801,0.9474795161,0.1592926320,0.0738842817,2.2548772812,1.9680034484,1.9389411210,2.1258344038,0.7010283081,0.1392996103,0.2858860052,0.1072291716,-0.0071023582,0.0284779953,0.1099821702,0.9542065300,-0.0993199979,0.5633794381,1.8544124930,0.1058954411,0.8427018692,-0.0002985852,0.0467146010,0.0528823906,-0.1026103661,0.4442750906,0.5260021543,1.4940092098,0.8106030215,0.1265427291,0.2762705119,0.4223379152,1.1333078442,-0.0845732945,-0.0940386539,0.3781885714,-0.0721497796,0.1244303655,-0.0135800610,-0.0251438192,-0.0336883410,0.4784251889,3.4451596026,1.8047334209,-0.0432929028,0.1682114578,0.4223323818,0.1441946081,0.5139417367,-0.0843789781,-0.0279678789,0.1366010751,-0.1587073663,0.5334327495,-0.1156079771,0.3516429029,-0.0790162293,0.1174998847,1.0023184966,0.2098618343,-0.0493126638,0.2811997700,-0.0009240492,0.3012968381,-0.0559807316,0.0392268739,-0.1032752495,0.1081421331,0.0838791267,0.0804253819,-0.1093169571,-0.1098583953,-0.0365102059,0.1941480732,BRCA
GSM481004,-0.0751204168,0.3929387330,1.1147533317,-0.1168769887,0.0602499910,-0.1534694688,1.1871479593,0.1403206229,0.7537450773,0.5117823450,2.6661450467,0.4258645362,1.8414296848,0.8845133396,-0.0648882628,1.6912293196,-0.2140433364,-0.0362431197,0.3013231854,0.5178359942,-0.0347397893,0.1507249994,-0.0731903485,-0.0045430821,1.2226317861,-0.1230294565,-0.0686198965,0.2265205208,-0.1417680676,-0.0445074274,-0.0951743762,-0.0728190320,0.5064544733,0.1261987433,1.1261425572,0.1585371719,1.3069355210,-0.0761102351,0.0260726637,-0.0906020116,0.6328769304,0.1328991915,1.1318192096,1.6127551696,2.0528732984,0.6183126943,-0.0742796901,-0.1136766663,0.8890818098,0.7018607473,0.7554294536,-0.1460360517,1.3618418052,1.3437041140,0.8814408686,0.1403264253,0.0657351969,2.2044553339,0.8025180521,1.4027575469,1.9992494911,0.3995618889,0.1799735930,0.2737133683,0.2462961586,0.0134470427,0.0473546795,0.3676690033,0.9630198516,-0.0967682070,0.4561246896,1.7169649695,-0.1194602421,1.1573048654,-0.0410843682,-0.0390422694,0.2489550766,-0.0566697878,0.4884924983,0.5568734760,1.5397735213,1.2435202534,0.1383806468,0.3342473523,0.5495924441,1.3982536542,-0.0901031689,-0.0819676130,-0.0053526709,-0.1071991661,0.2292358492,0.0114761360,-0.0379855483,-0.0233462184,0.3915495896,3.1503309594,1.8457994221,0.0235277364,0.0579749180,0.5378183509,0.1718402348,0.5060759561,-0.1335335108,-0.0400819974,0.1836534304,-0.0972555234,-0.0120710188,-0.1252912408,0.1080549803,-0.1195839892,0.2676395408,-0.0376341218,0.1247757039,0.0954696989,0.1958457994,-0.0093115410,0.2860911708,0.0001023135,0.1266244621,-0.2258790523,0.1906331673,0.3433930438,-0.0918575573,-0.1202374537,-0.0717261270,-0.0048373979,0.2163254187,BRCA
GSM481005,-0.1024286931,0.2476674517,0.9063413034,-0.0931565668,-0.0556996146,-0.1268520397,0.7733925183,-0.0182791220,0.1884243513,0.8074732752,2.9343244237,0.7245277575,2.1725314021,0.8255034942,-0.1113700276,1.7341387771,-0.2276517855,-0.1189554722,0.3228561679,0.1507422649,0.0291556284,0.2076294821,0.1153802368,-0.0309236049,1.1516115279,-0.1265534226,-0.1033078878,0.2024274179,-0.0355196468,-0.0624721975,-0.0647453139,0.0478569919,0.2134509836,0.1696715939,1.0198631366,0.2531662706,1.2945286593,-0.0754945609,-0.0705238303,-0.1416876384,0.5042648314,0.1197699101,0.8774514512,0.8865413383,2.0808352083,0.4258142904,-0.1369087202,-0.0971951540,0.9670564680,0.7327531320,1.0908687503,-0.1685591355,0.9572651076,0.9643799623,0.8521304950,0.2270940179,0.1621117626,2.3612720490,0.6637284379,1.5171358022,1.7450739777,0.5186531490,0.1209496400,0.4507309079,0.1025759120,-0.0190676901,0.1093474198,0.3299111068,0.8978069759,-0.0985508566,0.5092585007,1.7067998852,0.1787671845,0.7953907969,-0.0256413639,-0.0651208485,0.0315995204,-0.1126036080,0.3557419005,0.8398691173,1.6021617843,1.1356134855,0.3057993211,0.3430747683,0.4403047296,1.3712493853,-0.0717456923,-0.0384637276,-0.0377524438,-0.0588336760,0.2669062797,0.1697341890,-0.0889385425,-0.0376343260,0.5154932984,3.0240586301,0.9297815149,-0.0208791407,0.3371186671,0.6250722644,0.1153218785,0.4223670001,0.1486022554,-0.0235281201,0.1100066579,-0.1152613652,0.1320861854,-0.1530887533,0.2346324288,-0.1015634209,0.2177391846,0.1893260697,0.0772258186,-0.0477679923,0.2778034230,-0.0035655159,0.6517645764,-0.0653702883,0.1238025158,-0.2465429492,0.1306066445,0.2167669539,-0.0827951770,-0.0457425530,0.0901044437,-0.0193651397,0.1866518880,BRCA
GSM481006,-0.1170010541,0.6161047570,0.6073877504,-0.0829039985,-0.1757471500,-0.1544338082,0.7370332316,0.7122767861,0.1993168567,0.4628937006,3.0438792707,0.5373223195,2.1764198994,0.8436095273,-0.0834847684,1.6840504054,-0.0127762201,-0.0595378115,0.2499528729,0.5106033681,-0.0140254028,0.6419685184,0.1872269978,-0.0098393137,1.9690492004,-0.0921598959,-0.0968176105,0.1012934635,-0.1342415742,-0.1129173825,-0.1036319241,-0.0876785014,0.5170728783,0.0856339762,1.2007114801,0.2334639544,1.4328790130,-0.0386748787,-0.0007260690,-0.1163104677,0.3256161553,0.1205287743,0.9625575279,0.8767540082,2.3677308262,0.4241999837,-0.1160696300,-0.0918733421,1.2209734655,0.8024770168,1.0996662435,-0.1505189449,1.0202108809,1.1702892774,0.8876503406,0.1351042711,0.1676137317,2.5397693236,0.7707452903,1.8987138404,1.9840122383,0.5730661669,0.0792207283,0.4491882131,0.1656357026,0.0079189933,0.0428417770,0.1709810107,0.6079864987,-0.0814338020,0.5787126888,1.7934826566,0.0293747667,0.9144721996,-0.0180313235,0.0123068739,0.0417312080,-0.0777947846,0.8545868289,0.6594483865,1.5006651944,1.0245994510,0.3482065284,0.1087948374,0.3909603753,0.9865753614,-0.0696328950,-0.0717044417,0.1408993934,-0.0511582738,0.2529420034,0.1789698408,-0.0387839421,-0.0820991354,0.3060740968,3.3005572359,1.1112692641,-0.0495605654,0.1895260366,0.2512829194,0.0902999510,0.6002167076,-0.0799695962,0.0318450583,0.5855148732,-0.1569815902,0.3127827816,-0.0709724811,0.4377417433,-0.0836054187,0.0309315456,0.1489313872,0.4469552326,-0.0379932632,0.2075771438,0.0440344975,0.1770339977,-0.0708279015,0.0751072931,-0.0499405679,0.0775121015,0.0903161133,-0.0320606784,-0.1468752514,-0.0557838670,-0.0847796116,0.1984657517,BRCA
GSM481007,-0.0681197878,0.8504661563,0.8128373353,-0.0443841540,0.0479288598,-0.0276547391,0.7369760966,0.8117420419,0.3555521167,0.3581380257,3.0593108733,0.5563892530,1.8431463682,0.8502483182,-0.0666149764,1.6777482155,0.1754388055,-0.0309466531,0.3492431707,0.6680187974,0.1924214821,0.5435093583,0.1209124916,0.1936553517,2.4416497350,-0.0337395656,-0.1340614253,0.0204356421,-0.1135637345,-0.0672928124,-0.0234628734,-0.0750455146,0.4945416311,0.0400260521,1.1162765934,1.2614969630,1.2551410597,-0.0476871279,0.0391998751,0.1113070330,0.4473286039,0.0571031523,0.5710306652,1.2318510364,1.7807312609,0.3561066310,-0.0839940188,-0.0756499130,1.1343356063,0.6969900434,0.6895177521,-0.1209710816,0.5586554259,1.6851754514,1.1560421735,0.2527581179,0.1433539864,1.9990592401,1.0668325206,1.5471365750,1.8459368755,0.5209065433,0.3142764187,0.2655233111,0.1427702047,-0.0179671429,0.0187811776,0.1696192184,0.8448888773,-0.1208419609,0.4080061787,1.4387447677,0.0480180450,0.8198763744,-0.0597360710,0.1894758041,-0.0077595236,-0.0616510490,0.7593881349,0.4920493394,1.1625167250,1.0916134130,0.2404658702,0.0796935410,0.2606000659,1.0516917631,-0.0691061566,-0.0843547026,0.3359596031,-0.0591788655,0.1849544916,-0.1075234941,0.0697293393,-0.0852918410,0.3577731927,3.0947886640,1.6025384089,-0.0361170458,0.1509567570,0.2620117914,0.2146377211,0.3367088031,-0.0947143893,0.0398056174,0.1142013461,-0.0530207068,0.7654459007,-0.0663206353,0.6030297060,-0.0596687751,0.0463534710,0.1119793297,0.9054277678,0.0694089836,0.3039160742,0.3146399383,0.1265986347,-0.0363442886,-0.0022949152,0.1178380032,0.0050892559,0.0976002392,0.0533200561,-0.1416027276,0.1243066653,-0.0449651944,0.2322261396,BRCA
GSM481008,-0.0098793640,0.4127539547,1.3750984623,-0.0224217224,-0.0423901425,-0.0903864912,0.7929643069,0.1116682797,0.7993349523,0.1853458739,2.8749696417,0.4762398614,1.4496295703,0.7475578486,-0.0790590467,1.5016744975,-0.1551837244,-0.1112976563,0.3634734072,0.7669439909,0.0853896548,0.1390538260,0.0204639588,0.1070251537,1.5903248974,-0.0876446089,-0.0573376152,0.1412842146,-0.0965250873,-0.0563886214,-0.0501915556,-0.0537893806,0.6236502800,0.0815402461,1.3858556287,0.2984625344,0.8457265391,-0.0998214474,-0.0484523770,-0.0567084911,1.4958826867,0.1181333933,0.7120074366,1.0659106500,1.9073203204,0.5704126423,0.1130976237,-0.1301521488,0.9561627172,0.6497903308,0.9398854532,-0.1818319851,1.0892350491,0.9975902137,1.2938889639,0.1197325149,0.1743810166,1.7342027903,0.1107529538,0.3816957120,2.0911838240,0.3248266624,0.2588366775,0.3394867690,0.0974889337,0.0118374048,-0.0084585631,0.1422189982,0.9191996994,-0.1107860612,0.4095634027,1.3603685686,0.0553188919,0.8191373819,-0.0353482088,-0.0406771432,0.0153986725,-0.0645458187,0.6713345879,0.7504032691,1.5366616944,0.8087446459,0.2826632336,0.1148563849,0.4047704326,1.0726860836,-0.1342649291,-0.0336846683,0.0569283839,-0.0117023872,0.2445528730,0.1214026098,-0.0287162610,-0.0233629413,0.5298670203,3.2627433132,1.8644267959,0.0181689856,0.4550492956,0.0516928262,0.2522511818,0.8101971281,-0.0983015175,0.0280642769,0.0158586249,-0.1261704511,0.6207192605,-0.1524466259,0.6805781120,-0.1181482901,-0.1113749073,0.1877782039,-0.0703722250,-0.0291121135,0.3226523512,0.0155597685,0.8263245128,-0.0784075907,0.2660243091,-0.1247422320,0.0889258089,0.0656264974,0.0761027901,-0.1292381197,-0.0178931890,-0.0333633602,0.1960819449,Control
GSM481009,-0.0822495985,0.0189430303,0.3823645677,-0.1660696620,-0.4333855547,-0.4267742054,0.3742463921,-0.2162244571,0.0368138684,0.7168723207,2.7444512847,0.4853571055,1.9187721224,0.6688206773,-0.1199824221,2.0426399345,-0.3219334826,-0.1956358649,0.0698734151,0.2152533109,-0.1153823807,-0.1875285529,-0.1109997770,-0.0649858912,0.9203831088,-0.1010817853,-0.1177604511,0.4324794536,-0.0950542489,-0.0922673069,-0.2552118099,-0.1211189647,0.2531449715,0.0843993227,0.7234830949,0.0738161099,2.0642122821,-0.0735957712,-0.3141100821,-0.1200911869,0.2822373111,0.0994998306,0.4853728315,0.4019285176,1.8072166741,0.1867759509,0.0131859442,-0.3239396271,0.7515524406,0.5076287837,0.8664243184,-0.1427469302,0.4939206066,0.8015639985,0.5253295350,0.0098238778,0.1793832846,2.2850365361,0.1556326580,1.3793132669,1.3773835668,0.3521814934,0.0263716091,0.3375501747,-0.0915473821,0.0488742741,-0.0390010705,-0.0762975945,0.7767756040,-0.4480248688,0.0829424338,1.0164196166,-0.0773522686,0.3923449246,-0.0839018668,-0.0888901464,-0.0430837720,0.0094149050,0.2410919489,0.6549914120,1.4563478480,0.4472229415,0.1498070048,-0.0406827099,0.2795271149,0.7096309500,-0.1103657665,0.0131939296,-0.0407355876,-0.0921382968,0.1822121439,-0.0428069517,-0.1467012674,-0.0616443729,0.0480462133,3.2104844170,0.7943820304,-0.1872259752,0.1961167315,0.2996716876,0.0337484209,0.7150616149,-0.1174115800,-0.0420569494,0.6369201190,-0.1344264271,-0.0601739197,-0.1315207788,-0.0556940845,-0.2038122380,-0.0175700152,-0.0693295442,0.0595078930,0.0693866880,0.0780274038,-0.0161631294,-0.2131320404,-0.0663771219,0.0163961687,-0.1563308227,0.0559779193,0.1411604585,-0.3159842336,-0.0908145631,-0.1336806130,-0.0747395321,0.2414110834,Control
GSM481010,-0.0816177267,0.0911745777,0.8913619245,-0.0663999150,-0.0702224676,-0.0999913426,0.8927414877,0.4574844667,0.6562775238,0.2869065494,2.7238900263,0.5114652895,2.0285506893,0.7652878618,-0.1139572105,1.6514118255,-0.1296319041,-0.0435190523,0.4058540020,0.4197675737,0.0499530585,0.0887628867,0.1902087000,0.0912534592,1.3131860140,-0.0901181004,0.0750303211,0.3460945811,-0.0518564109,-0.0909183406,-0.0498569953,0.0152978014,0.3988981935,0.0695318832,1.0796602391,0.3018288850,1.6130617522,-0.1295546922,0.0043767417,-0.0720504315,0.0494556692,0.1779702014,0.9368031445,1.0883951167,2.1198156030,0.7505683312,0.0054352671,-0.0333553651,1.4438292494,0.7358219301,1.3039561975,-0.1395365248,0.9262991083,1.1795738489,0.9039840400,0.0508783250,0.1744263203,2.1533832948,0.9326328587,1.5590340595,1.7883099443,0.4416490737,0.2723468990,0.4686533031,0.1015663457,-0.0298674571,0.0293902383,0.1907716952,1.2621549368,-0.0627992319,0.5802971647,1.7903627032,0.0307533367,0.6323827756,-0.0240263004,0.0488821064,0.0879180451,-0.0956826993,0.2493201811,0.7335124992,1.3844987064,1.0618852462,0.3126156600,0.1396836939,0.5158594621,1.1154199801,-0.0569741847,-0.0473284818,0.0070077871,-0.0368277670,0.2743944092,0.0944063394,-0.0153207681,-0.0133973390,0.4984807280,3.1837559010,1.3407380601,0.0244037201,0.2553614844,0.2836219558,0.0569778317,0.6490976008,-0.1000829660,-0.0273664836,0.0438426573,-0.1212306364,0.2304859681,-0.1092037312,0.2496919222,-0.0827887622,0.0866242949,0.2797157550,0.0688018109,0.0662829365,0.2844973728,-0.0172942215,0.2199290378,-0.0604476001,0.0593727959,-0.0170780464,0.4052600395,0.3025543428,-0.1052250676,-0.1366913221,-0.1083011041,-0.0291481853,0.2052486207,Control
GSM481011,-0.0661399035,0.6174847923,1.3098342415,-0.0465913061,-0.0237164086,-0.1457420744,0.8017977408,0.0795663566,0.1325511463,0.0991628382,3.1665536563,0.3962399713,2.1551537740,0.7990937517,-0.0644452816,1.6601854177,-0.1708816299,-0.1186787992,0.2399667063,0.3461898849,-0.0051485885,0.2551715294,-0.1608976000,-0.0830631811,1.5195181705,-0.0728151484,-0.1526432690,0.0946595171,-0.0448416474,-0.0450221243,-0.0562566109,-0.0967931516,0.3663352276,0.2361317282,1.1804583224,0.2514484644,1.9939366025,-0.0651936141,-0.0175769353,-0.0616759029,0.2427307459,0.0948011485,0.4674448802,1.3264181812,2.0290059297,0.2638565085,0.0223361996,-0.0505804251,0.7541625414,0.7795279973,0.7538124666,-0.1508709835,0.8232649406,1.5371240134,1.1300241724,0.1527878153,0.1905613793,2.2447497329,0.1880361112,0.6026381656,2.0048142726,0.4506041334,0.0881457550,0.2062822425,0.1526722096,0.0004197034,0.0062426176,0.2919988107,0.7011700384,-0.1601019026,0.2936353860,1.1011350507,-0.1137642160,0.9594391184,-0.0520229513,-0.1028779052,0.0393796369,-0.0855868804,0.5230543225,0.4358141350,1.4936494496,0.7789269015,0.1755088156,0.3898262986,0.3978262835,1.5733309313,-0.0820199731,-0.1092007516,0.0127240843,-0.0550816169,0.1690626889,0.0099024671,-0.0764176501,-0.0847388682,0.6689257554,3.1741475263,1.5971835990,-0.0108052118,0.1100335099,0.3164856242,0.1581185048,0.3198041812,-0.0612045668,-0.0538524333,0.0868355817,-0.0789207903,0.0923704648,-0.0692112373,0.1338738643,-0.1155999200,0.0889543026,-0.0887169300,0.0015337391,0.0432516553,0.2406132767,0.0360796492,0.2623180048,-0.0091391769,0.0520912715,-0.1741705696,-0.0061365610,0.1553518362,-0.0300684803,-0.1477645581,-0.1052896763,-0.0297064796,0.2254770854,Control
