@relation data

@attribute id string
@attribute 10084 numeric
@attribute 10189 numeric
@attribute 10262 numeric
@attribute 10285 numeric
@attribute 10286 numeric
@attribute 10291 numeric
@attribute 10450 numeric
@attribute 10523 numeric
@attribute 10569 numeric
@attribute 10594 numeric
@attribute 10713 numeric
@attribute 10772 numeric
@attribute 10907 numeric
@attribute 10915 numeric
@attribute 10929 numeric
@attribute 10946 numeric
@attribute 10992 numeric
@attribute 11017 numeric
@attribute 11157 numeric
@attribute 11325 numeric
@attribute 11338 numeric
@attribute 144983 numeric
@attribute 151903 numeric
@attribute 153527 numeric
@attribute 1655 numeric
@attribute 1659 numeric
@attribute 1665 numeric
@attribute 220988 numeric
@attribute 22827 numeric
@attribute 22916 numeric
@attribute 22938 numeric
@attribute 22985 numeric
@attribute 23020 numeric
@attribute 23350 numeric
@attribute 23450 numeric
@attribute 23451 numeric
@attribute 23658 numeric
@attribute 24148 numeric
@attribute 25766 numeric
@attribute 25804 numeric
@attribute 25949 numeric
@attribute 26121 numeric
@attribute 27316 numeric
@attribute 27339 numeric
@attribute 29896 numeric
@attribute 3183 numeric
@attribute 3192 numeric
@attribute 3303 numeric
@attribute 3304 numeric
@attribute 3305 numeric
@attribute 3306 numeric
@attribute 3310 numeric
@attribute 4116 numeric
@attribute 4670 numeric
@attribute 4686 numeric
@attribute 4809 numeric
@attribute 5093 numeric
@attribute 51340 numeric
@attribute 51362 numeric
@attribute 51503 numeric
@attribute 51639 numeric
@attribute 51645 numeric
@attribute 51690 numeric
@attribute 51691 numeric
@attribute 5356 numeric
@attribute 55110 numeric
@attribute 55119 numeric
@attribute 55660 numeric
@attribute 55696 numeric
@attribute 56259 numeric
@attribute 56949 numeric
@attribute 57187 numeric
@attribute 57461 numeric
@attribute 57819 numeric
@attribute 58517 numeric
@attribute 6426 numeric
@attribute 6427 numeric
@attribute 6428 numeric
@attribute 6429 numeric
@attribute 6430 numeric
@attribute 6431 numeric
@attribute 6432 numeric
@attribute 6434 numeric
@attribute 6625 numeric
@attribute 6626 numeric
@attribute 6627 numeric
@attribute 6628 numeric
@attribute 6629 numeric
@attribute 6631 numeric
@attribute 6632 numeric
@attribute 6633 numeric
@attribute 6634 numeric
@attribute 6635 numeric
@attribute 6636 numeric
@attribute 7307 numeric
@attribute 7919 numeric
@attribute 8175 numeric
@attribute 83443 numeric
@attribute 8449 numeric
@attribute 84950 numeric
@attribute 84991 numeric
@attribute 8559 numeric
@attribute 8683 numeric
@attribute 8896 numeric
@attribute 9092 numeric
@attribute 9128 numeric
@attribute 9129 numeric
@attribute 9343 numeric
@attribute 9410 numeric
@attribute 9416 numeric
@attribute 9716 numeric
@attribute 9775 numeric
@attribute 9785 numeric
@attribute 9879 numeric
@attribute 988 numeric
@attribute 9939 numeric
@attribute 9984 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.4809370580,-0.0691053609,0.6812406975,2.6257956757,0.8778983057,1.3145493838,0.4796007086,0.5828883963,0.8583556711,1.5370460087,1.1758247614,0.5832415212,0.7179108809,0.1715557353,0.6431441010,1.0788013766,0.8996421234,2.2082836497,0.5082770268,0.6185103386,0.3695851408,-0.0926136256,0.7919449323,2.3991881607,1.9782232097,0.4796634456,1.2556994331,1.2128105338,1.6059240301,1.0373011971,1.4719242889,0.4511992056,0.2508779140,0.4601738207,1.1145044631,0.9134596374,0.5993933891,0.5203709216,-0.0929586040,1.5865191511,0.2835106713,0.0723815743,-0.2152540897,0.6735710236,0.4085465222,0.5402695769,0.1946003966,3.3360325097,1.4604665521,0.0961254319,1.6467683423,-0.0080917718,0.7007056799,0.1792816613,0.1068485583,1.5019825913,1.1800293096,0.0386025302,0.3468626249,1.3317252264,0.2578765642,1.0552729963,0.6944043354,1.1730612771,0.5900266744,-0.0801712465,0.3849400750,0.4266354842,0.6844127481,0.5797835053,0.2262357297,0.4172606748,0.3930719710,1.5301123789,0.7102734716,1.4784801758,2.3190807279,0.9733185612,0.3865316956,1.3416862993,1.6944788505,0.6963510195,0.4967756789,0.1363105714,0.6439608933,0.2939758274,1.4249695241,0.5814577107,1.2472528517,0.7477365098,2.8068137967,1.6357283543,-0.0988621140,1.2563734850,0.2084289877,1.4257024934,1.2948149188,1.9437130466,0.8822571785,0.8684544880,0.5833238837,0.3132641031,2.5678223967,2.5008344918,0.9362136757,0.8654036391,0.8227125704,0.6597255095,0.8884539434,0.5050956703,0.0668430202,1.7656439800,0.2502273962,0.2695263766,0.1206794141,0.0680761012,0.1932365732,BRCA
GSM481003,0.6729377885,-0.0253182346,1.1974988753,2.7769962152,1.0639145970,1.7888243255,0.4946587424,0.6801871807,0.9258328925,1.7089923751,0.9790913461,0.5014648296,0.8550674641,0.1279026333,0.7412272679,0.8330984370,0.9430420277,1.9448524712,0.4541206048,0.5174159859,0.4528488815,-0.0017638742,1.0854394901,2.2055778503,1.5592387022,0.2633160481,0.8316635840,0.9999125113,1.7978137269,1.0096748571,1.3110014270,0.3920354634,0.3360758343,0.1615076396,1.2242020966,0.5927829691,0.5521682035,0.6320032086,-0.0166878245,1.7401711349,0.1907519115,0.0980617424,-0.0768147874,0.8409158266,0.1637156098,0.3853019772,0.2614391810,3.7385061980,1.4981101879,0.0768241495,1.5004176329,0.0151357161,0.5865252294,0.1871721904,0.1005977716,1.6430910631,1.3688886730,0.2572993971,0.0524696277,1.0967391134,0.2386919962,1.0779483782,0.9661375912,0.7618683959,0.3994742789,-0.0271173698,0.2586491318,0.2792442031,0.7967739320,0.5693449277,0.1375002604,0.1526357817,0.3401894871,1.5324675377,0.5529438921,1.4753175675,2.4036977185,0.8561111836,0.2157254831,1.0989287590,1.4380235594,0.5505576841,0.5074509094,0.2023407320,1.0308282522,0.1694689859,1.8410320433,0.5416674453,1.2399761827,0.6477860498,2.7468699613,1.4400275008,0.0157128846,1.1679236890,0.0631569126,1.5404749867,1.7482305694,2.2525207624,1.0582044554,0.7640864312,0.6753954275,0.0771127428,2.5338233512,2.1846999262,0.9244164758,0.7051705385,0.5575209604,0.9782952302,0.5894088150,0.6299994873,-0.0026266193,1.8032554727,0.3156702950,0.2955323060,0.0781539439,0.0854397345,0.0800036918,BRCA
GSM481004,0.4724970361,-0.1442091483,1.1239448983,2.9449600378,0.6371704488,1.5639600363,0.7060154071,0.6017788342,0.8210981114,2.2302007411,1.2363922039,0.5662422600,0.6910350906,0.1301108294,0.6805607245,0.8879261571,0.9614956854,1.8014981217,0.4877659013,0.5049527532,0.4040109540,-0.0625359200,0.8016578044,2.3160616159,1.4980186026,0.7371179296,0.9546683629,0.9415214459,1.7213615444,1.0246215303,1.4160891563,0.4443315404,0.2788596829,0.2658716602,1.4855904314,0.5443277770,0.4846530357,0.5482532722,0.0396459601,1.6127619232,0.1806047963,0.1676185593,-0.1198930616,1.1911493009,0.1911673772,0.4713121998,0.3301545384,3.5415028036,1.4487049720,0.3432159574,1.7273583860,0.0078934972,0.6946042993,0.1405400378,0.1649254847,1.4772188767,1.4980078720,0.0185010878,0.1320333723,1.1882901653,0.1222502962,1.2617399534,0.2251254966,0.6569557466,0.4992941428,0.0590553203,0.2209506073,0.2228190124,0.7961468438,0.9092594387,0.3463332211,0.1385968431,0.4783309233,1.2232246332,0.4838009384,1.4993902982,2.1588361685,0.5997063398,0.2295430986,0.9689383405,1.4855710909,0.5555313906,0.4952082941,0.2360011588,1.0378455408,0.1655620551,1.6445798316,0.4230252321,1.3129908940,0.6322424772,2.6351416110,1.1911578935,-0.0523345434,0.8892659147,0.1359925068,1.3763533820,1.8360003794,1.9895333649,1.2194078342,0.8453773191,0.6789049185,0.1733173338,2.1918783188,2.0676316420,1.1048029461,0.8919998199,0.5981472504,0.9777163224,0.5692396697,0.8540181923,0.0116556259,1.9348075433,0.3453680476,0.2115670529,0.0974519203,0.0803506085,0.1919901994,BRCA
GSM481005,0.5802602150,-0.0468433468,0.9898969473,2.6897633076,0.9514063497,1.3414421444,0.4983987447,0.6292732104,1.5398498949,1.3606706792,1.1855600512,0.9370127894,0.7214820559,0.1970390298,0.8389849926,0.9851755203,0.8043893573,2.4846358960,0.5586115911,0.6054784300,0.4362796585,0.0210057844,0.8158112057,2.4506769031,2.0906383297,0.2526402680,1.1087334928,1.4627024426,1.5903864634,1.2153531407,1.4839845650,0.4145989218,0.1940408074,0.5387823612,0.7954848043,1.1555943642,0.7922336312,0.4496998853,-0.0568371908,1.3922494539,0.4026582425,0.1353050274,-0.1379706766,0.6265739927,0.5011950767,0.4000325118,0.4818243526,3.3680374623,1.9808702840,0.2347528819,1.5588450597,-0.0180728749,0.6577546543,0.1287082287,0.1130938942,1.5436271156,1.2609009809,0.0913973801,0.4205250702,1.4203222396,0.3465090338,0.9230643331,0.3667158944,1.1013398853,0.5111694549,0.0726790730,0.5624694132,0.5940529768,0.6845079501,0.7264553803,0.1577441654,0.5276804080,0.4181026616,1.1365493271,0.9497909787,1.4095248038,2.3452316664,1.0282482820,0.3730256947,1.3238776285,1.6661459296,0.6095103803,0.5890672154,0.2155928552,0.6073773540,0.0788459617,1.5575039534,0.5907789107,1.2647861890,0.8175539884,2.6335424583,1.3968506085,0.0443953118,1.2562642693,0.0620059884,1.3192013736,1.3981619530,2.0178996250,1.0221158715,0.7927747229,0.6660052848,0.2766730200,2.4123151502,2.3127061129,0.9806970870,0.7377726788,0.6968899330,0.6361441505,0.7185451464,0.5944296523,0.1586881977,1.6556984657,0.2283699544,0.4063325941,0.2986034655,0.0066198921,0.2120215757,BRCA
GSM481006,0.7001804057,0.4230375689,1.1772133260,2.8324302964,0.7706624368,1.5157195619,0.5600516941,0.7303153374,1.1564841832,0.8777020241,1.0944873499,0.7531077673,0.6058167271,0.2403976774,0.8343308908,0.6803292164,0.8803160492,2.3706568083,0.4409454032,0.6500624207,0.5362404877,-0.0207318789,0.7279710472,2.2188213766,2.0066787649,0.2601769338,1.0636740520,1.3574953468,1.7213758296,1.2330643007,1.3476455533,0.2654057092,0.2545914203,0.5294559408,0.9664090341,1.1081119464,0.8038933646,0.5638830858,-0.0927606853,1.7029160967,0.2721720292,-0.0217075197,-0.1435136793,0.7923889599,0.4997350244,0.3110185098,0.4575746888,3.5637452900,2.5200958339,0.0350272738,1.7369166166,-0.0188967757,0.8038135551,0.1826011066,0.1783356244,1.6747938186,1.5943837232,0.1235042613,0.2569722161,1.3554962146,0.3484167298,1.0243402597,0.5390729986,1.1241595150,0.3436950874,0.0239354587,0.4518602289,0.4613479852,0.7586981127,0.8269604047,0.0910537657,0.4500788460,0.3617114144,1.7646944721,0.9539653603,1.4284482951,2.5175843345,0.9975525292,0.4575363824,1.5019727439,1.7480901119,0.7234830436,0.6115297510,0.2073987707,0.7486115246,0.3646214798,1.6669234188,0.5718889007,1.3703100183,0.8318544293,2.6007146833,1.6742897382,0.1707832139,1.1213527717,0.1546943626,1.5432890771,1.1402546832,1.9521660433,0.9267598688,0.8718191337,0.7042622946,0.1235349008,3.1246594192,2.3458073138,0.9283044670,0.9317856054,0.7145469439,0.5340106679,1.2178358733,0.7766254057,0.0648313105,2.2814070497,0.5135702871,0.3368942897,0.3897073049,0.0230903994,0.1102809361,BRCA
GSM481007,0.6763903920,0.1623663035,1.3076305660,2.8168714312,0.8308355708,1.5263925287,0.4998300725,0.7754592145,0.9445088409,0.8395831553,1.1204965561,0.5838235118,0.8382674897,0.2187408216,0.8063613879,0.4133708764,0.7428767796,2.0345986286,0.7155206995,0.4673443189,0.5322552802,-0.0002925483,0.7325738556,1.6647418886,1.4450535574,0.2034586067,0.8736137364,0.9295387846,1.7577319079,0.6055114323,0.9781651418,0.2763398499,0.1760819153,0.2497434767,0.9743374057,0.7034232523,1.3348351522,0.4590229122,0.0475739616,2.0055365364,0.2980135291,0.0085740551,-0.0900741714,1.0324701907,0.4342855749,0.5269267251,0.2115450647,4.0088908971,2.3397507334,0.0523501606,2.0733233160,-0.0275460564,0.8706902445,0.2035225946,0.0551729373,1.6202608212,1.9393673274,0.2172094044,0.4219846185,0.5715742739,0.4537971071,0.8350904071,0.9421341420,1.5186760936,0.2765870646,-0.0155063524,0.3239578671,0.3878200773,0.5696330513,0.3107848467,0.1946112040,0.2257339995,0.3353151269,1.7157150373,0.6838514578,1.3354572439,2.5431630612,0.6588604643,0.1362342007,1.0647066104,1.0124593559,0.3544302837,0.2986776299,0.2087687546,0.7253258601,0.0795910106,1.7841569482,0.4888523303,1.3885652920,0.4721966593,2.4197363057,1.1335043463,-0.1338734556,1.1505662997,-0.0023306366,1.2906753773,1.5944763018,2.4848087282,0.8804074266,0.5647877571,0.5951625811,0.1405072450,2.8802151282,1.8250122997,0.6383957829,0.4557329630,0.5047098202,0.5161039459,0.9270069813,0.5590187027,0.0266549679,1.9421063404,0.3789406850,0.2317618321,0.2787591238,0.0135610768,-0.0136610129,BRCA
GSM481008,0.6086762781,0.1262025521,1.3964791943,3.1560595433,1.2165313662,1.7765217050,0.4458101059,0.6445268712,1.2593005054,2.2182059552,1.2174644394,0.7948711319,0.6464599177,0.4055854204,0.6310322200,1.0494954627,0.9669225919,2.1263059511,0.7711872297,0.4885445076,0.6880615068,-0.0956886234,1.2897667924,1.6958572195,1.7530939702,0.4651405672,1.6603227432,1.6136891018,2.3176012568,0.9540503333,1.5502994015,0.5420553244,0.3651771108,0.6285626800,1.6854989133,0.8656404001,0.9345913892,0.4420165333,-0.1025968529,1.7488037903,0.3466828296,0.1968105700,-0.1547868174,1.1605711796,0.2088142921,0.5297675092,0.5250619901,3.3265556395,1.4499554337,0.0775617939,0.9374861609,0.0790676896,0.8943132312,0.3295389128,0.4425875269,1.2579833998,1.4994265601,0.1266679897,0.1099073400,0.9156757726,0.3574341022,1.2490660766,1.1482935350,0.9671705277,0.5310380022,0.1530160486,0.4479958134,0.6466579932,0.9414733390,0.8182346423,0.4108960551,0.5525844521,0.3420316672,2.1773873236,0.9243191208,1.7172652046,2.6804403838,0.9351165438,0.3569118761,1.0272567935,1.8660513505,0.6558467086,0.6421127601,0.3297383911,1.8475028352,0.1467684717,2.4843944314,0.5581740766,1.6090116203,0.8563787664,2.4028820990,1.4608064335,-0.0931938424,1.3560738167,0.1217955107,1.3782354528,2.4027029311,2.6841281950,1.1209707278,1.1024212789,0.9196428186,0.1747908651,2.3662276268,1.8513280418,1.5015686949,0.9430918347,0.9841939425,0.8694719594,0.7986952821,1.0196319019,0.1669554910,1.8902339724,0.2583947877,0.9656788799,0.4824494658,-0.0000289649,0.4300291595,Control
GSM481009,0.1972016735,-0.1590116615,0.9109314530,2.9596444502,0.6401516760,1.1621432121,0.2378197474,0.4609285952,1.0083848062,0.8524749311,0.9724318160,0.5887902202,0.2760922092,0.0714740266,0.5683224305,0.6763594001,0.6779926318,2.4518671698,0.3238056036,0.6466002595,0.2246791588,-0.1631927024,0.6144403350,2.1441192480,1.8995376154,0.1144982876,0.8775540468,1.1589154777,0.9795125299,0.8596650853,1.3091503491,0.3296636805,0.1574443659,0.2758968131,0.8574871968,0.9379789390,0.4564519100,0.2201330759,-0.1136194375,1.2517239749,0.2112167692,-0.1716891244,-0.1578393641,0.3686243021,0.3357099503,0.2567484119,0.1355776015,3.9816480276,1.3098543568,-0.0297452279,1.4653621209,-0.0791558773,0.5061680235,0.0579062873,0.1067313193,1.2680433343,0.9202861587,0.1476031653,0.1982475371,0.8892176314,0.1364674438,0.6178678849,0.2890871813,0.6908525260,0.4533893017,0.0141285702,0.5130827288,0.3676404208,0.5694572219,-0.0713213707,0.0760738510,0.3072705145,0.1779792828,1.0675985987,0.6824853862,1.3742297214,2.3355514135,0.8878175847,0.2178569052,1.2709521481,1.4856148720,0.3751002557,0.4830978293,0.0434505667,0.5203146394,0.0394538444,1.2323383614,0.5743570515,0.9090557000,0.6121281988,2.3604491550,1.1620401045,-0.0258016151,0.5797605317,-0.0076648970,1.2468394404,0.9679268776,1.4648682287,0.5474211817,0.6836653662,0.5884827509,0.2844719342,2.1725297768,2.2506169577,0.4292213826,0.6561964655,0.3844435819,0.3442045614,0.6102118087,0.3744072354,0.1132102560,1.3840158921,0.1227846844,0.2576063356,0.1757250881,-0.1097762479,0.0378589975,Control
GSM481010,0.4676692548,0.0649166519,1.0156525435,2.6536269320,1.0539344350,1.4373007957,0.6277625573,0.5681516692,1.5873312108,1.6114632421,1.1307082436,0.8989359839,0.7762713891,0.1666729718,0.5750367731,1.2092183530,0.8235195707,2.2476983801,0.5294132600,0.5790360500,0.3558978959,0.0316492882,0.8848581990,2.4417472929,1.8477606177,0.3983332767,1.5028989384,1.7295914818,1.6281541388,1.2347107639,1.5941741812,0.3789995512,0.2635744043,0.5303154679,1.2656255564,1.2497449871,0.8635173554,0.5382548375,-0.0430690438,1.4506512254,0.4418263289,0.0769654017,-0.1410583520,0.7686113519,0.3828916327,0.7367155736,0.5656027125,3.1308566926,1.7001854380,0.3878406688,1.5045344481,0.1231469990,0.7004111218,0.2012714886,0.3337012409,1.4339357989,1.2365090051,0.2531897531,0.3978421016,1.4829872844,0.4326145492,0.9144244426,0.4748948549,1.1426731771,0.5580480012,0.0348092179,0.4584176154,0.6401993294,0.8366733619,0.9572942457,0.0894991563,0.5235340775,0.4465066824,1.0432863169,0.9765561850,1.4025268872,2.2834570443,1.2162039799,0.3371837019,1.2114879707,1.8824565069,0.8588459837,0.6892920839,0.1815380618,0.7764188500,0.3738591639,1.7584556564,0.5808341345,1.3574408393,1.1020925517,2.6894701323,1.7220230823,0.0180947932,1.1447322170,0.2466053816,1.3245182952,1.5124827904,2.0656631366,0.9959544873,0.9254006490,0.8914470539,0.3156655413,2.6005667847,2.3121127620,0.9909914102,0.7797336448,0.7539436220,0.7314166969,0.6094334263,0.6833206659,0.2907416393,2.0183761884,0.2490248987,0.5035036124,0.4424263716,0.1227407649,0.3233854568,Control
GSM481011,0.5209406089,0.1237177973,1.3387933225,2.4718662632,0.7562556020,1.5377821605,0.4363552851,0.6388159642,0.7366404980,1.1691710452,1.0795388632,0.6096151896,0.9337676558,0.1292122971,0.8467053320,0.5285410259,0.8878441293,2.2297185129,0.6820411226,0.4388241012,0.5476563195,-0.0097178043,0.9938353522,1.9178389607,1.2421549032,0.1019525238,0.7159102612,0.6748032944,1.8718978032,0.7105927217,0.9986966555,0.2716277328,0.0725590001,0.3088158047,0.6368258441,0.5767693845,1.2747503993,0.6911480552,-0.0715994696,1.8527238661,0.1447932913,0.0482881676,-0.1435567913,0.7271038410,0.1689207572,0.3835922900,0.1326240495,3.7609323560,1.4794516588,0.3495889383,1.7575806147,0.0052794646,0.7834670788,0.1651691951,0.1074369706,1.6158714962,1.6689717421,0.1534999468,-0.0215507355,0.9100502713,0.4089483520,0.7790935318,0.9081526862,1.4854736073,0.3529387817,0.0824026915,0.1926846535,0.2513523102,0.5684546481,0.3872737077,0.1678171460,0.3007094485,0.4125623054,1.6817335421,0.4775549752,1.5019745964,2.5557495425,0.8068735233,0.1420832007,0.9796144890,1.1677079415,0.5072746012,0.4317480105,0.2811092255,1.1896842532,0.3060529021,1.9340515510,0.5183926220,1.7243005830,0.5332055638,2.6604168020,1.3898924317,-0.0214246644,1.5137981177,0.0468691642,1.4591114363,1.9966887586,2.6942155213,1.0882016941,0.4045345994,0.3826994577,0.3804603128,2.6921359302,2.1428792012,1.0820035968,0.4812408705,0.6436789650,0.5193768416,0.6862528411,0.6045302093,0.0447075014,1.5380677453,0.2665739353,0.3898124374,0.1420881237,-0.0639266614,0.0140252058,Control
