@relation data

@attribute id string
@attribute 10189 numeric
@attribute 10250 numeric
@attribute 10482 numeric
@attribute 10762 numeric
@attribute 11097 numeric
@attribute 11338 numeric
@attribute 129401 numeric
@attribute 1977 numeric
@attribute 22916 numeric
@attribute 23165 numeric
@attribute 23225 numeric
@attribute 23279 numeric
@attribute 23511 numeric
@attribute 348995 numeric
@attribute 4116 numeric
@attribute 4686 numeric
@attribute 4799 numeric
@attribute 4927 numeric
@attribute 4928 numeric
@attribute 51362 numeric
@attribute 53371 numeric
@attribute 55746 numeric
@attribute 57122 numeric
@attribute 5903 numeric
@attribute 6426 numeric
@attribute 6427 numeric
@attribute 6428 numeric
@attribute 6429 numeric
@attribute 6430 numeric
@attribute 6431 numeric
@attribute 6432 numeric
@attribute 65109 numeric
@attribute 7175 numeric
@attribute 7307 numeric
@attribute 79023 numeric
@attribute 79902 numeric
@attribute 8021 numeric
@attribute 8086 numeric
@attribute 81929 numeric
@attribute 8480 numeric
@attribute 8683 numeric
@attribute 9295 numeric
@attribute 9631 numeric
@attribute 9688 numeric
@attribute 9785 numeric
@attribute 9818 numeric
@attribute 9939 numeric
@attribute 9972 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.4126114489,2.4773083159,1.3288152680,0.4899455309,0.8025336055,0.5557453352,1.0520923548,0.8597522228,1.8174701333,0.9790288194,0.6899368121,0.9026345282,0.3684030536,0.7302590771,1.5238518661,0.7445804778,0.4109240080,1.5253196360,0.7909886523,0.6888912599,0.4461162236,0.4754831513,2.5620279180,1.2697496667,2.1655273762,3.1251079895,1.5240772751,0.8164801440,1.8402566057,2.4002914340,1.5379252926,1.5617850385,0.8881405729,0.3322721977,1.0847723121,1.7725182475,0.3414848109,0.2932295016,1.9272642836,1.5733707614,2.7645905812,1.2609571970,1.0942583308,1.9006769914,0.2729711806,1.1677160359,0.2578483276,0.4972714678,BRCA
GSM480985,0.0944534096,2.5755352293,1.3598691690,0.3209908083,0.7899544011,0.2731697014,0.5999261141,0.5953675452,1.5404746989,0.8449234596,0.4797835061,0.3769728733,0.1872565681,0.7941040839,0.9281190227,0.3393816852,0.4237536576,1.2684743941,0.5284117226,0.5032326392,0.3337536132,0.4203461343,1.8590886791,1.1120309131,1.7887017669,2.6369996912,1.1158918788,0.7610881114,2.1405721468,2.3688549630,1.1213246533,1.4847825096,0.7980979091,0.4385370255,0.7446152211,1.3996164949,0.1817586680,0.2457146933,1.3572577246,1.3429538292,2.5125294925,1.5450763983,0.6886551158,1.2444984571,0.0985051108,0.8040189062,0.1531879106,0.3756342870,BRCA
GSM480986,0.2740965262,2.4607718670,1.4052827557,0.5144213329,0.6092003303,0.5208569402,0.9434039399,0.7773986020,1.6741521096,0.9667765086,0.3431033431,0.6600834293,0.2663877588,0.9862888256,1.1396110519,0.6536400349,0.3049436721,1.2953370094,0.8413109845,0.6354200867,0.3676353578,0.4071509692,2.2887325682,0.8680856632,1.9473714283,2.7476365776,1.4160029045,0.6656252231,1.8813221301,2.3281338528,1.2380846013,1.1068163904,0.5540504726,0.2958828718,0.9023940156,1.6873053685,0.2735908890,0.3267470447,1.8090917643,1.7406961901,2.4968181252,1.1422094458,1.1981142461,1.8644245863,0.2665173271,0.9770701648,0.1565287239,0.3576157473,BRCA
GSM480987,0.2321270960,2.3777108383,1.2991066112,0.4756588642,0.4331952077,0.4235184483,0.6746583796,0.6698617379,1.9021330754,0.7314085239,0.0085328299,0.4986517626,0.2858136211,0.8838460347,0.9367712627,0.5613852767,0.2852664829,1.2237848221,0.5981645194,0.4350469936,0.3425380510,0.3766436594,2.2926479181,0.5817610253,1.9203256131,2.5369948639,1.3111993903,0.4942562507,1.4061388067,2.4973049788,1.1004694563,0.9669383475,0.2872325689,0.2736385248,0.7593178876,1.6172707303,0.2320962109,0.1665232545,1.9836852131,1.9729779246,2.5024789772,1.0434638318,1.0364601911,2.0359585796,0.1798387351,1.0548824731,0.1097152923,0.3201931257,BRCA
GSM480988,-0.0590505931,2.3513444620,1.3063867621,0.5040328691,0.4507192669,0.3893404895,0.9564199784,0.5148736254,1.2991112575,1.1624832315,0.3379816800,0.7316907225,0.1746661196,0.8510179381,0.8281334795,0.5848175896,0.3746003550,1.6813288630,0.7880356329,0.4166165544,0.2598672854,0.4961164197,1.8298926553,0.8539893320,1.8932238658,2.7534415862,1.3557468361,0.3076145638,1.6375103208,2.2224186339,0.9601258273,1.1640158417,0.5273030028,0.3196864208,1.0191732168,1.8396926300,0.3155866897,0.0784844844,1.5446772821,1.6725406502,2.0050009487,0.8405938590,1.3504983186,1.6184079913,0.3256028857,0.6414931819,0.2075295841,0.1854534280,BRCA
GSM480989,0.3780751490,2.6725853341,1.3247962196,0.2515059077,0.2878968191,0.5449078906,0.2786281444,0.4703791842,1.3030091405,0.6236715474,0.5833824877,0.5280406712,0.2732863293,0.5967798695,0.7881732421,0.4277957842,0.1914638069,0.9306071563,0.4615591537,0.2152702305,0.1682821758,0.3463664977,1.3265355958,0.4970077554,1.8867648188,3.0723228385,1.2490439367,0.4374348649,1.5496280104,2.2083957150,0.8551116631,0.7109208157,0.2597217747,0.1995365523,0.6315251452,1.7930940537,0.3307590806,0.3105335636,1.4989452720,1.8053516249,3.0292252698,0.8352287730,0.7900690103,2.1433293523,0.3083786549,0.6250937043,0.1526795404,0.2868868260,BRCA
GSM480990,0.3983406832,2.9998615130,1.4392417669,0.3663991575,0.2567484271,0.7446548008,0.4454658264,0.5808486115,1.4144610668,0.5934648400,0.1810319527,0.4196051169,0.2868407922,0.5345657226,0.8172183687,0.4327955214,0.1389153051,0.7941773206,0.4168597883,0.1215227986,0.1865623486,0.3176912965,1.7735032969,0.6544796128,1.9097736752,2.9430385266,1.1690936655,0.5537866812,1.2371161990,2.0406387080,0.6559906398,0.9425481391,0.3550588907,0.1684532420,0.6770358148,1.5929139627,0.3354887767,0.3472459912,1.5356153959,1.3790800394,2.8076764743,0.8693322461,0.6197933665,2.1964491989,0.2803379952,0.8004929145,0.0055673104,0.2576270442,Control
GSM480991,0.0804306660,2.4511448739,1.1325457262,0.3685883262,0.3352320662,0.5291693312,0.5029890854,0.6048336293,1.5166104675,0.6033780656,0.2632443212,0.4026509775,0.2965048943,0.7777325424,0.7574846337,0.4317130148,0.2514228930,1.0513600351,0.4981267733,0.4140294389,0.2289351204,0.3597656103,1.5388040409,0.6270802238,1.6012634549,2.4814910047,1.0976325002,0.4091381261,1.6312677285,1.9308369521,0.5972920193,0.8581478100,0.2713266311,0.1686107338,0.6241490858,1.2705404720,0.2419609862,0.2648514968,1.5389606075,1.5989998545,2.5012779235,0.9350415277,0.6278897970,1.6539879311,0.3267547077,0.6209978864,0.1450025553,0.1586463004,Control
GSM480992,0.3731578849,2.8421444551,1.4440005819,0.3552881419,0.3066152192,0.6411173238,0.4407250004,0.5169219855,1.4871710202,0.6688444043,0.5385330186,0.2964485517,0.3125823943,0.6642244395,0.5645617625,0.3609761331,0.3722126125,0.9289087177,0.5204037031,0.2794460160,0.2128063798,0.2997363796,1.4609698521,0.6391996745,1.7014988863,2.8890806926,0.9187109424,0.5098593025,1.4935209600,1.5998000871,0.5458573568,0.8871594593,0.3485739969,0.0864966725,0.5102666020,1.3486973049,0.3442658012,0.5017346553,1.3852293123,1.5279809683,2.8208497763,0.8835335699,0.5969751815,2.0108780094,0.3601911077,0.4366950640,0.1027136539,0.2093612051,Control
GSM480993,0.4197907467,2.6264368721,1.2050936952,0.3950321178,0.3677166989,0.5440874697,0.7420407823,0.6632197241,1.5598783485,0.9003113795,0.7873379532,0.5397679249,0.3433874613,0.8608841755,0.9457925245,0.4616988506,0.3467327704,1.0976969004,0.7333630248,0.2939770000,0.3543627792,0.3972872659,1.7947998842,0.5857965611,1.8636777622,2.7253636684,1.2796749559,0.6720779538,1.3750005558,2.0661335744,0.9599198660,0.8760954830,0.2722776126,0.2343771492,0.9428212035,1.5577344969,0.2897538714,0.3084160125,1.6705465861,1.7083129882,2.5447226168,1.0017027245,1.1722488850,1.9973433444,0.2940243931,0.9661113581,0.0745847982,0.3327972405,Control
GSM480994,0.2003368761,3.0647454687,1.1330194871,0.2416215162,0.2600643801,0.5669225970,0.4686370194,0.5539001322,1.3899063959,0.6165885921,0.5374269194,0.3533706690,0.2340560007,0.7307756918,0.8291269731,0.3644096033,0.2709330985,0.9397846818,0.4388886676,0.1497530486,0.2045801922,0.2648243228,1.5101444390,0.6022286481,1.9144926020,2.8846391229,1.0349240789,0.4681333295,1.4271275160,1.9277746321,0.7268951616,0.7525644624,0.3948188077,0.1375795898,0.5410706682,1.3055817745,0.2450992871,0.3096306897,1.5480406882,1.6198495677,2.8516204755,1.0076134828,0.7708878070,1.9978161326,0.1913658784,0.6666740032,-0.0014442724,0.1994776137,Control
GSM480995,0.3606273813,2.3903799569,1.0797385572,0.3308623137,0.3963516932,0.5121508581,0.4163887202,0.6038034500,1.5835999887,0.6643338304,0.0587205081,0.4400543166,0.2262944611,0.4326184523,0.9552510083,0.5472116108,0.2182296564,0.9976363719,0.7133122616,0.4334503188,0.2969726011,0.3157482877,1.5024039148,0.7199356935,1.6590321436,2.7595060784,1.1443611879,0.6434572681,1.5368039455,1.8317414090,1.0282173857,0.7133608974,0.3236146983,0.2478111219,0.6110414736,1.0583942683,0.3051662342,0.3600395312,1.5290607126,1.4494513986,2.8962032000,0.8204826997,0.5520630106,2.0531651121,0.4996444566,1.1211723282,0.1662750969,0.4758694736,Control
GSM480996,0.5614498574,2.3890805203,1.1688348252,0.3979639335,0.3547551667,0.6498508805,0.6127921752,0.6456787918,1.6250966072,0.7730865266,0.1448028123,0.4885353094,0.4128604162,0.7181989624,1.2581178113,0.5249120911,0.3309837503,1.1950278968,0.7071731889,0.3933566381,0.2458299394,0.3399586324,1.9569666917,0.6731272595,1.8251262263,2.8245566592,0.9709726163,0.4251255808,1.6833676479,1.8838481530,0.7178365187,0.9588651666,0.2967472632,0.1041297657,0.8181371548,1.6251156180,0.3615894517,0.4142118961,1.7131097948,1.7118572559,2.9725789228,0.8451869775,0.7879446745,2.2847743547,0.4661365532,0.8307043013,0.1588341647,0.2830362603,BRCA
