@relation data

@attribute 84144 numeric
@attribute 55843 numeric
@attribute 29127 numeric
@attribute 9459 numeric
@attribute 9754 numeric
@attribute 25791 numeric
@attribute 89941 numeric
@attribute 1894 numeric
@attribute 57569 numeric
@attribute 90627 numeric
@attribute 8874 numeric
@attribute 7409 numeric
@attribute 9912 numeric
@attribute 29 numeric
@attribute 89846 numeric
@attribute 2 numeric
@attribute 9743 numeric
@attribute 23263 numeric
@attribute 7410 numeric
@attribute 7074 numeric
@attribute 29984 numeric
@attribute 10144 numeric
@attribute 7204 numeric
@attribute 80728 numeric
@attribute 9908 numeric
@attribute 51291 numeric
@attribute 79822 numeric
@attribute 1124 numeric
@attribute 9886 numeric
@attribute 1123 numeric
@attribute 9901 numeric
@attribute 55114 numeric
@attribute 10276 numeric
@attribute 51306 numeric
@attribute 171177 numeric
@attribute 64333 numeric
@attribute 23092 numeric
@attribute 116984 numeric
@attribute 64411 numeric
@attribute 391 numeric
@attribute 393 numeric
@attribute 392 numeric
@attribute 395 numeric
@attribute 116985 numeric
@attribute 394 numeric
@attribute 10928 numeric
@attribute 343578 numeric
@attribute 94134 numeric
@attribute 23526 numeric
@attribute 9181 numeric
@attribute 23433 numeric
@attribute 396 numeric
@attribute 397 numeric
@attribute 613 numeric
@attribute 398 numeric
@attribute 121512 numeric
@attribute 399 numeric
@attribute 83478 numeric
@attribute 998 numeric
@attribute 4952 numeric
@attribute 93663 numeric
@attribute 23380 numeric
@attribute 91614 numeric
@attribute 6655 numeric
@attribute 50649 numeric
@attribute 9828 numeric
@attribute 55288 numeric
@attribute 9411 numeric
@attribute 9824 numeric
@attribute 55789 numeric
@attribute 9826 numeric
@attribute 10395 numeric
@attribute 57580 numeric
@attribute 50650 numeric
@attribute 84033 numeric
@attribute 23370 numeric
@attribute 27237 numeric
@attribute 389 numeric
@attribute 388 numeric
@attribute 387 numeric
@attribute 57381 numeric
@attribute 158763 numeric
@attribute 221472 numeric
@attribute 2245 numeric
@attribute 3633 numeric
@attribute 4650 numeric
@attribute 5880 numeric
@attribute 79658 numeric
@attribute 257106 numeric
@attribute 6453 numeric
@attribute 23221 numeric
@attribute 5881 numeric
@attribute 23365 numeric
@attribute 5923 numeric
@attribute 5924 numeric
@attribute 57522 numeric
@attribute 23229 numeric
@attribute 85360 numeric
@attribute 2664 numeric
@attribute 2665 numeric
@attribute 58504 numeric
@attribute 2909 numeric
@attribute 4649 numeric
@attribute 5879 numeric
@attribute 6654 numeric
@attribute 4168 numeric
@attribute 57514 numeric
@attribute 4983 numeric
@attribute 84986 numeric
@attribute 117289 numeric
@attribute 9322 numeric
@attribute 23779 numeric
@attribute 8997 numeric
@attribute 54509 numeric
@attribute 9938 numeric
@attribute 26230 numeric
@attribute 11214 numeric
@attribute 89839 numeric
@attribute 57449 numeric
@attribute 64857 numeric
@attribute 10451 numeric
@attribute 5296 numeric
@attribute 55635 numeric
@attribute Class {Control,BRCA}

@data
5.917199751,9.344035714,6.8758727075,11.72288448,7.938390374,6.554209422,10.32215382,7.899766447,8.686641573,7.1774552174,6.9155758595,7.487641348,8.638129173,7.335618161,9.992241287,10.43600385,8.85945801,5.342706958,7.233718229,6.385522173,9.902729762,7.4960866048,8.178666251,8.545216568,8.32833788,8.347622614,6.82501320675,6.657766395,5.442185087,7.316933604,7.53905763733,8.881505957,8.46653156667,10.2570139,7.355133299,8.549362636,7.622529816,5.563867944,10.91980209,11.49713719,9.6014742,11.5958287,5.2485247065,7.43491913,5.952514852,9.550160511,5.609704182,7.182360774,7.835799558,11.58990637,12.17972416,11.33541843,13.19114487,7.69392134225,6.805949743,5.79064906,5.584068992,6.913201264,6.604948967,9.248703493,5.56971228,6.4114903494,5.578996271,7.055014278,6.86795903,9.125000832,7.464577307,5.662640784,6.384570171,5.602073517,7.160270403,7.8067855955,7.818807631,11.11336307,7.769145456,11.06412655,6.189879523,11.85577302,10.01228971,12.64120964,9.514172339,6.576072831,7.437256354,7.678848562,9.034882252,9.916671122,10.24211452,10.27952095,8.68973917033,8.04466292933,7.315967216,8.489006101,8.584390499,5.583897325,5.97637008,8.813172827,7.333381522,8.73509998,9.930146364,11.70094695,7.349615459,6.131166869,10.26616024,8.92818876867,6.507481989,5.746387512,8.227424765,6.409692703,10.39297237,5.95111809933,9.08121786,6.03265917467,5.45619981767,5.69878192,6.62724166067,6.6907702995,10.0209722023,5.1919957784,5.1024230582,7.320735406,8.44438767,11.73774813,5.2352321875,BRCA
6.574938314,9.725349694,6.522018635,12.22228482,8.04348002,6.002540089,9.520157575,8.097454264,8.394442463,7.4054278976,7.0280872375,7.188443271,8.822906272,7.63473769467,9.226202111,11.40257259,10.22662928,5.087262599,6.753621666,6.785161856,8.696898975,7.9394460374,8.08060587,8.244603025,9.40406993,7.275149384,6.17854351225,6.69125737567,5.47983689025,7.203807541,7.03946606633,8.70467298467,10.642204555,10.53722838,6.130730781,7.815645182,7.275149384,5.855696299,10.34961328,10.94232227,9.117877553,11.50889917,5.35847310175,7.1521513565,6.264823163,9.04992417,5.179920282,7.3613996525,6.701310361,11.28124924,12.82863739,10.71430158,13.70909946,7.10276194725,5.920579911,5.918035089,4.703782956,7.84325770775,7.351535111,9.554365986,5.648473532,6.0053259974,5.41660136433,7.958945778,5.8507392895,9.116857992,8.22029767375,5.550601546,6.437568238,5.556726965,6.75902851233,7.9347967255,7.330919398,11.61752958,6.397294391,11.07640162,6.582936515,11.7419056,10.54691402,12.30040269,8.9293526855,6.044728113,7.324807404,7.649689325,8.686361438,8.766612656,10.19163332,9.266400712,7.76660759067,8.44389982833,7.166015227,8.120718857,8.717266109,5.5747635905,6.060161576,8.093960371,7.344808806,8.539702749,9.041851538,11.31755975,6.877901039,5.626816635,10.46989643,8.97755484267,8.512524314,5.346612346,7.816953433,6.654102974,9.596921694,6.47127856367,7.229566594,6.29816416167,5.385897579,5.271566907,6.67897602967,6.791330513,9.54731337367,5.3518290594,5.5506843672,7.075909955,8.80021707033,12.16093036,5.138941311,Control
6.981855863,8.944698245,6.479481243,12.61931219,8.108238405,6.934991518,9.624905607,6.832703733,9.052059299,7.6824996838,6.82722657275,6.506450901,8.975662515,7.73641664467,9.164957901,10.96622084,10.05257523,5.164817697,6.61058611,6.977855527,8.437129015,8.2915152624,7.889977115,8.311295486,9.114891452,7.117957642,6.3402865035,6.745287167,5.29596574525,8.010638233,7.230543502,8.70375982767,10.758589422,9.326666054,6.590404128,7.62464944,7.183390053,5.696413794,11.02909413,10.98130703,9.018965929,11.81804697,5.52739820275,6.9281140605,6.563429392,9.058229305,4.951647528,7.056592357,6.995431166,11.87062298,13.22219118,11.00930747,13.69550076,7.04497527125,6.313157765,6.523409543,4.966489589,8.092440197,7.359104133,9.5625485535,5.054643656,6.0141067542,5.41385481267,8.326250965,6.6186871925,9.682240186,8.218915732,5.893672396,6.27855579567,5.475210805,6.97687083067,7.797770602,6.98911381,11.32023378,6.912743039,10.88698849,7.010810952,11.884615705,10.63754892,12.38074251,8.4907757085,6.672535396,7.6871111805,7.64196344,8.376907994,8.976679481,9.450943738,9.888621925,7.83726585067,8.79229518,6.547978484,8.303485245,8.680993366,5.521682415,6.038980014,8.171178205,7.394079193,8.585921278,9.130918727,11.28778467,7.423118274,6.0867965275,10.60154822,8.882604615,8.640083234,5.800648376,8.234722994,6.707777125,9.957893248,6.24059692333,8.292967048,5.995897775,5.68747541467,5.48205062,6.39097735433,6.5425597925,10.0067168977,5.343344111,5.6710793302,7.464997224,8.93873198333,11.89182747,4.766510107,Control
6.563543793,9.112186084,6.6843111375,11.94088626,8.799282532,6.659785892,11.26326937,5.61707161,8.249778486,7.801976188,7.17812552075,6.342168584,9.245386992,7.873356147,9.64422634,8.501599494,11.20928598,5.371568663,7.909294774,6.919403029,9.654215834,7.3315409894,8.426978717,9.211511834,9.321756786,8.015193578,5.47108643525,6.35575958467,5.229456448,7.717358759,7.22605836733,8.79765112333,9.76420394767,9.204131621,6.901292687,8.2676256655,6.522782082,5.90731431567,11.09109172,11.27496064,10.23716846,11.858053,5.164149934,7.2928353035,6.404720615,8.632523723,5.394901009,6.923155948,7.359993557,11.77387079,11.42384353,11.61973409,13.95892379,6.95072196525,5.5754410965,6.458985318,5.846249617,7.56855744,6.6884391885,9.8746000765,4.783733416,6.297853424,5.21039281033,7.997872605,6.2814389675,9.972804328,8.26267728575,5.391639926,6.125535513,4.8709932565,6.85179277033,8.5560380465,8.608754849,11.06473959,7.834172564,11.01404508,7.290182754,11.966842005,8.406780188,11.64892389,8.209656625,6.377735987,6.715278005,8.534177504,9.235386689,10.09410116,10.66919979,9.10528726,7.97740382933,7.87125492067,8.091145926,8.504323566,9.101726968,5.56154535,5.831124321,8.097520105,7.593057023,9.044299251,10.16400217,9.342319797,8.097520105,5.941827213,10.80000018,8.867882958,7.7584583,5.518229233,7.82874125,7.359993557,10.65722043,6.475093692,9.552823312,7.16660272767,5.35407704033,4.872103847,6.54922235667,6.9776770375,10.0346539643,5.3190812928,5.2079208004,8.035927818,7.21270553333,12.03287579,5.171200126,BRCA
6.448905595,9.303695785,6.8680922135,12.3148028,9.187160975,6.750007239,10.61911518,6.565944119,8.825548045,7.278892103,6.97920365725,7.404696936,9.466168826,7.54881506867,10.16476904,8.361407734,10.43382043,5.162100493,7.254369939,7.397805368,8.954051688,8.1899857416,9.364594933,9.487448728,9.308539723,7.729163775,6.72040038275,6.990121058,5.0192599455,8.029724227,7.37792695833,8.73270710067,9.744692759,9.838999467,6.924132926,7.891276205,7.098982487,5.74478743833,11.43444073,10.7601172,9.130687109,11.49848788,5.478374167,7.567302896,6.334501796,9.203483287,5.493384144,6.9673313395,7.79659309,12.47196608,13.01560762,11.14357791,13.68255687,6.8465411235,5.78216866,6.678216748,5.640759188,7.386443801,6.843482732,9.66111062,5.229790979,6.5128005194,5.51632182867,8.051101686,6.7615365545,9.798905567,8.604889871,4.875302424,6.37707774833,5.0640992135,6.49978576033,8.106775655,8.760937063,11.4521693,7.884523325,11.31639767,7.663239867,11.33277077,7.445265536,11.744773,8.7466588385,11.2250027,6.5075972565,8.521837066,8.685879829,9.894916689,10.08289785,9.449448466,7.97311822167,8.42275946,7.310524456,8.576806602,9.303010758,5.528030344,5.884360575,9.261419819,7.878512509,8.967515291,9.326284045,10.13564553,7.734880845,6.0865881595,10.92121262,8.552349278,7.8511886,5.541492575,8.012835586,6.694257321,10.41429442,5.83873617433,7.475391206,6.42810356367,5.81171463,5.168332398,6.60669160167,6.9394296145,10.4381119043,5.3542840594,5.3757535774,8.579477289,9.19504210433,12.93579034,5.5381172835,BRCA
6.703561455,9.510972362,7.086507884,12.08741818,7.844205363,7.169627227,10.85945735,5.997919695,8.530173307,7.1074381602,6.84138416125,6.749538038,9.433805075,7.71756966333,9.27436716,8.5296659,10.53077724,5.15826759,7.861522945,6.593283266,9.990161105,7.5803722264,7.943937621,8.962058135,9.0837401265,7.864930713,5.75304136925,6.77801894433,4.9490410145,7.4302113265,7.25120733533,8.64856698767,8.84357026767,9.361450983,7.588566845,8.171810412,6.899843656,5.92366925767,10.3910344,11.52942337,9.622574027,12.1278268,5.3035210675,7.12976029,6.325895119,8.94638079,5.313800226,6.540889357,7.626349924,12.01384441,12.08543106,11.10487081,13.88385421,6.36958253925,5.9289602595,6.15977612,5.529673585,7.47703877525,7.08107622375,9.68450985,5.043313058,5.874985629,5.57609675167,7.815353072,6.5869313135,10.11282428,8.14655720575,4.735808811,6.241942412,5.167186758,6.75918551067,7.894192625,7.704268742,11.31639767,7.982282209,11.19124141,6.744602197,11.776968205,8.115695415,11.37964115,8.4149293335,6.804263746,6.1523584355,8.539760899,8.928141645,9.535810516,10.46394351,9.823908995,7.78105559933,7.62901518067,7.716204063,8.583911209,8.874183054,5.453869559,5.870618247,8.732388881,7.298523434,9.229264129,9.655513338,9.608440172,8.669204969,6.2707956715,10.87659774,8.787767491,7.192690117,5.494904573,7.541331155,6.413167229,10.7975726,5.91461516,9.241638294,6.91517117967,5.59949362167,4.979352307,7.018813535,7.062703583,9.73300092933,5.6029879188,5.3029741078,7.924843858,7.41495883233,12.39411974,4.5990429635,BRCA
6.672535396,8.899841107,6.7719237415,12.09712198,7.963923632,6.350855776,11.37640504,5.91013976,8.00326649,7.5924941538,7.13296659575,6.730643776,8.805003092,7.91497091167,9.745809229,8.104482291,11.57672774,5.290397907,7.793962719,6.998762823,9.760229732,7.204832563,7.842069202,9.467045646,9.1417681525,7.660033564,5.52147764675,6.57722400467,5.25215076825,7.0722792795,7.71785034867,8.80558577833,9.29366724167,8.832653599,7.578601249,7.8173447555,6.903071796,6.04961591233,10.35004996,11.25184942,9.765899818,11.79600727,5.14229844775,7.33106126,6.289378595,8.953397026,5.582263377,7.0074701555,7.136788979,11.87223249,11.00415042,11.39008041,14.03490428,7.09904829625,5.761926122,6.183095044,6.240701309,7.17521378475,6.38540810175,9.9414472575,4.700180125,6.1351197276,5.797882537,7.672568764,6.080841847,9.925777364,8.04458258225,5.012134245,6.02017921133,5.043913475,7.00616258367,8.1331627095,8.334118084,11.44639338,7.98134055,11.05798176,7.265898928,11.394123935,7.883225397,11.16916418,7.781687048,6.679272917,6.851631532,8.756457186,9.162423509,9.564340594,10.18465258,9.187160975,7.66538602233,7.44330361267,7.93787566,8.80453531,9.192268846,5.543498061,5.76368461,7.779918143,7.488003031,8.760820662,9.652191188,9.133489757,7.968553223,6.4724599345,10.72336041,8.934366304,7.688986551,5.634165776,7.282372907,6.893001507,10.53722838,6.01846830867,9.347278715,6.98653605567,5.53380384033,5.265109838,6.68224029033,7.4279219995,9.83652281733,5.4390196672,5.4813381244,7.751144208,7.402458632,12.3239471,5.0502087255,BRCA
6.360720362,9.204596284,7.3420276545,12.0234322,8.3077144,6.515467746,10.71760598,5.833656242,8.524895367,7.214446755,6.99163943775,6.697180004,8.991366744,7.33178439667,9.525129802,8.211512518,10.64514978,5.277437357,7.568756321,6.395838815,9.743273911,7.488334759,7.939081274,8.858145096,9.19472762125,7.710291801,6.0057276865,6.75868024767,5.21311649675,7.667202703,7.618879668,8.41491308067,8.79988047,8.8785423,7.610473304,7.8102434695,6.900236245,5.82469934267,10.22996071,11.48413324,9.414337005,12.07897478,5.35415933075,7.3761219265,6.550058455,8.976994451,5.140994603,7.026636984,7.455329532,12.07225833,11.64755074,11.42649031,13.86848405,6.81036109175,6.34418309,6.11239324,5.603337962,7.48694401525,6.7911300605,9.768108396,4.991874681,6.1542472002,5.28543017767,7.588473151,6.159652135,9.663033731,7.979626845,5.109581261,6.36483622633,5.736984324,6.901094345,7.9483792725,8.135646608,11.42384353,7.511675823,10.95307261,7.309387959,11.67737648,7.818200484,11.66819594,8.2055855215,8.633341407,5.6535975185,9.049012037,8.783359349,9.408850421,11.04774441,9.231575885,7.74311020467,7.772011016,7.898406584,9.040674063,9.086614694,5.552209158,5.682019293,8.035075544,7.542337622,9.017637407,9.234794159,9.868360018,7.563446314,5.935314611,10.28510773,9.01840760867,7.192172276,6.104237707,7.628739198,6.868301316,10.44599799,5.858356776,7.824928717,6.68710742167,5.40102926567,5.708194997,6.84381887267,6.9433571595,9.870418551,5.2737405312,5.1264662136,7.970553337,8.84548536967,12.48900128,5.026831513,BRCA
6.827632087,8.889641705,6.844169858,11.6799266,7.832828516,6.42886733,11.26378871,6.023372494,7.491895425,7.3420758904,7.13941373125,6.941461789,8.770681338,7.804948302,10.44215071,8.414432742,11.30008097,5.551524668,7.375259132,7.319132703,9.469540644,7.2204544486,8.441119412,9.237162821,9.3652355525,8.258437805,5.6605320055,6.28350734,5.336798714,7.512236507,7.473009109,8.75906873567,10.323963267,8.855211976,7.161437084,8.130016565,7.298133898,6.07795241,10.31397736,11.3382407,9.548851342,11.97597342,5.34721722275,7.4742273575,6.048220516,8.982138771,4.927198693,7.2525178315,7.473910928,11.68740205,10.95483991,11.81462063,13.97428464,7.1247906185,5.7786505385,6.25432535,5.937115568,7.11022615725,6.67358924525,10.0085810415,4.916251205,6.2589970116,5.47314537467,7.816841466,6.6047649325,9.768664506,8.34849073875,4.851388329,6.05356429467,5.171830296,6.869329802,7.8329044355,9.954407582,11.04491678,7.481014563,11.28033307,7.206333395,11.57237323,7.612022762,11.52630619,8.1974818915,12.79374357,5.9734976735,8.704639545,8.750104935,9.451881358,10.98249473,9.177283189,7.828332084,7.436051249,7.585866015,9.362086899,8.822746975,5.896924055,5.711089607,7.594886501,7.457526834,9.137978063,9.740219732,9.848568613,7.56365604,6.295648859,10.29507184,9.258466301,7.574595656,6.002202513,7.521327823,7.115774894,10.70699261,5.97528633367,8.368322157,6.97577909867,5.52958503933,6.042212717,6.63042188833,6.6604232605,9.48544611433,5.2300065928,5.5534538928,7.950470054,8.84949481633,12.05711016,4.698974848,BRCA
6.989880165,9.516867675,7.476399297,12.42398457,8.929717871,8.16176316,11.76587047,5.516024013,9.862478949,7.4228541236,7.06399239075,7.237164838,9.408707151,7.810710683,10.18842847,8.879798508,10.49748292,4.554108019,8.470710852,5.870494956,10.41167016,7.1185782398,8.969617568,9.086402392,7.31663895775,8.426328841,5.784625638,6.86611101033,5.4550344365,8.4118152435,7.305918525,8.922771185,10.0626651463,9.457124909,7.381804916,7.637497735,7.055936178,5.78701529767,10.71544536,11.83486615,9.745191577,10.99132363,5.004547876,7.556602905,6.974761956,5.781235931,4.928502089,7.130246553,8.105084975,12.93245566,12.54269462,11.63413504,14.29890208,6.87914917925,6.42131343,5.833276737,5.626739362,7.7149088835,6.6605798635,9.3665018675,5.451714936,6.1752659448,5.79447431367,8.635646596,5.5186800855,10.44063591,7.19262200725,5.334149236,6.360572309,5.36417977,7.01191404267,6.5262323045,7.048353701,8.608754849,7.632470217,11.05137569,8.493075988,11.097214125,7.740609078,9.38829779,7.9626729335,6.072862143,7.5696114655,9.059798105,9.354762404,9.859325559,10.06457475,8.87169823,8.03416441133,7.82053960567,7.813382191,9.248788083,7.591767528,5.5821846775,5.980260273,8.114745876,8.054171682,9.581139899,9.553380244,6.798831822,8.470710852,5.464263376,11.7240492,8.91017192567,8.480033951,5.833276737,7.559685148,5.36773034,10.94914844,5.864421831,6.310890502,7.12581869967,5.55572547533,5.113545539,6.57456768667,7.0029783185,10.4976163797,5.5239112386,5.3986416498,6.877625017,8.53999792533,12.34859823,5.0340701705,BRCA
