@relation data

@attribute 3127 numeric
@attribute 920 numeric
@attribute 3111 numeric
@attribute 8517 numeric
@attribute 3125 numeric
@attribute 3112 numeric
@attribute 1147 numeric
@attribute 50852 numeric
@attribute 10892 numeric
@attribute 5970 numeric
@attribute 8767 numeric
@attribute 84433 numeric
@attribute 7189 numeric
@attribute 7334 numeric
@attribute 919 numeric
@attribute 7335 numeric
@attribute 23118 numeric
@attribute 3109 numeric
@attribute 3108 numeric
@attribute 3635 numeric
@attribute 3113 numeric
@attribute 5728 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3118 numeric
@attribute 5588 numeric
@attribute 3119 numeric
@attribute 5170 numeric
@attribute 915 numeric
@attribute 3551 numeric
@attribute 916 numeric
@attribute 6885 numeric
@attribute 917 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 8915 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 3932 numeric
@attribute 5295 numeric
@attribute 3123 numeric
@attribute 5296 numeric
@attribute 3122 numeric
@attribute Class {Control,BRCA}

@data
4.927435762,7.587142037,8.653437275,10.2072374,8.455307825,6.986698549,9.004698798,5.2343059375,6.5494246345,8.69026092,10.17328397,7.80790408,7.37822060033,10.72598418,8.7285712195,5.927862874,6.0750662075,11.71707458,12.53699151,7.745155171,12.55918115,10.48283344,7.781935242,11.54630621,5.298302041,9.112401142,9.05221557,7.1007852408,7.280935014,7.1307406325,6.11956952,9.487800372,6.720624337,6.685313404,7.339184439,7.6455704,12.34771002,15.00532806,5.69019779725,7.0703331436,5.209464331,11.7240492,13.17461947,Control
4.805564985,7.564704211,9.739840141,10.39985497,10.05747773,7.281144442,8.974945912,5.316858236,7.0204960835,8.669346719,9.689124896,7.508252593,7.05787236967,10.74964553,9.701700705,5.856502149,6.2352424805,12.24572955,12.64414927,7.742126034,13.34981755,10.32512022,8.649032592,11.98934847,5.536838744,8.486142286,10.20167708,7.4312568682,8.193154688,7.787354885,6.912593359,9.4310771815,7.355551793,7.098719371,6.741201091,6.944305399,12.34109771,13.91249272,5.74326863275,7.6111323212,6.166218956,12.12504541,13.80159564,BRCA
5.616777635,7.27775495,10.36525103,10.04121461,9.645289663,7.608404767,8.986710369,5.66236424,6.5719996595,9.073024297,9.67954657,8.028929788,7.01943370733,10.73861188,10.17915014,5.95443558225,6.077757674,12.12389031,12.41967063,8.060129988,13.42453443,10.4297627,8.937801287,12.03603115,6.236545833,8.525326145,10.70468636,7.2445861642,8.37636907067,7.4532495275,7.731643389,8.9013859115,8.04094875,6.212526175,6.813047234,7.301361579,12.51631937,14.51605303,5.8326297955,7.448654099,6.220528877,12.67203307,13.830710045,BRCA
5.99820185,7.757275197,9.910005977,10.50969117,9.452334495,7.829676956,8.742495656,5.6486455475,6.198731223,7.67194989,9.609179258,8.511556122,6.46814411567,10.8590069,10.0511208,5.84380663775,6.211699109,12.44264168,12.73729283,8.06060289,12.65253473,10.18190731,8.826152109,10.73799536,6.235732444,8.832068081,10.52975779,6.9971733014,8.21299733433,7.4011955135,7.627900667,8.417672848,7.285266093,5.584068992,6.506054132,6.617949048,12.26985874,14.35403309,6.064440107,7.6522265588,5.78869305,12.52623397,13.10958531,Control
5.56971228,7.922110302,9.620316579,9.78258103,11.12211636,7.554207264,8.684828488,5.302252523,6.871744083,9.268495874,9.692040543,7.748764991,7.059741909,10.67589996,9.3494460205,5.79409647175,6.0872080685,11.97837451,12.54078076,7.919118257,13.40746897,10.27256013,8.252229158,11.62550351,5.561716584,9.001704532,9.840864894,7.3395574808,8.28606754333,7.5245616955,7.904094356,9.2133861525,7.74183962,7.405441727,6.944393257,7.73132094,12.37603319,13.73047547,5.91669616975,7.950268865,12.58150432,11.96427598,13.67035693,BRCA
13.23175973,7.239410274,9.126537434,10.54285319,10.51325413,7.231847873,9.33884841,5.1344603195,7.1765038415,9.673230059,10.29787953,7.747674602,7.331943975,11.50955249,8.381411497,5.805529573,6.15580083,11.80634431,12.60891324,7.186711317,12.82188064,10.16250498,7.960568361,11.3294966,5.78110476,8.982823296,6.358348455,7.3955993004,6.930751522,7.5689740425,6.389657687,9.9163703245,6.529942434,7.460253403,7.80732453,8.417495092,12.87483063,13.77694807,5.66966000725,7.4183463498,12.50251243,12.02694363,13.80707185,BRCA
11.67464041,7.114005486,9.037218243,10.10111594,9.4537342,8.219678124,8.17437786,5.06481923,6.321526661,7.262755244,8.89713537,8.39528898,6.42166024533,11.06222513,9.811707063,5.59473477175,6.572961414,12.38541089,13.03029388,8.082270314,11.51045032,10.31455241,8.154072682,9.519577839,5.920240442,8.596218763,7.503032882,7.3536038904,8.51372939333,7.550193916,7.380766509,8.575344218,7.791799626,6.662423158,5.996847001,6.869350546,12.52075501,15.02279519,5.862304229,8.3350079456,10.54658128,13.11366653,12.56767587,BRCA
5.464350722,7.840024324,9.091403071,10.4077487,9.770623066,7.56483756,8.824657385,5.697377335,6.1198193845,9.194320487,9.780392589,8.06939757,7.018808194,10.55937736,9.1744218995,5.87162845725,6.095394251,12.15504123,12.60023009,7.46131803,13.04549694,10.71573921,7.851001152,12.09119909,5.651777341,8.793913049,8.982538116,7.0445753338,7.87859624933,7.4520617975,6.876858011,8.9471097785,6.566324756,6.020263967,7.162847292,7.753920581,12.20475003,14.22362506,5.88068915225,7.757716558,11.59208337,12.07897478,13.646442645,Control
12.95548196,7.470071357,9.779514641,9.861979055,10.89786457,7.754087662,8.659854224,5.331173993,6.9464471845,9.012625324,10.23716846,7.888714524,7.05702786333,10.86554405,8.5153541335,5.5822821905,6.3311955985,11.79378019,12.23971048,7.57557919,13.32090986,10.36365325,7.884523325,12.05538931,5.841225451,8.98794691,9.306774385,7.1591884674,7.83390275633,7.530604743,6.663348622,9.204869818,6.735255184,7.205282841,7.428655643,7.834346409,12.42766909,14.37348409,5.81485113325,7.6719006758,12.10466109,12.20624983,13.92629211,BRCA
6.698430771,6.98547517,9.513254412,10.22738163,9.397268784,7.082364963,8.645245129,5.147782584,6.642608904,8.33670864,8.99818219,7.703490296,6.71155131933,10.61443405,11.141348535,5.70227728475,6.2017657865,11.68597092,12.08864757,8.076790383,12.38431166,9.653830832,7.134300849,10.29950601,5.241850906,8.796235248,8.930486858,7.3339069032,8.282150397,7.6541093245,7.296207587,8.9430429875,7.591674041,7.606018576,6.850940421,6.732544377,12.09766027,13.54172225,6.225327925,7.3060563712,11.29724747,12.27296951,12.911595045,BRCA
5.387510099,7.572626574,9.699746436,10.6073352,10.83822324,7.711014946,8.670710349,5.2278121655,6.867373523,8.687254178,9.326666054,8.100269585,6.56440695667,9.898934297,9.612806537,5.62606606275,6.506414513,12.16828986,12.33906368,8.631178079,12.91282298,9.658595819,7.910644417,10.84714372,5.515077886,9.252630621,9.158313751,6.4696508394,8.51785897267,7.53597724,7.570768631,8.596587527,6.995713808,6.657000843,6.80536058,6.6606061,12.2590489,13.43573605,5.790786971,6.9076540764,12.12065594,11.73774813,13.336444535,BRCA
5.257964097,8.062317545,9.822443813,10.68519142,11.43314739,7.953456048,8.807082076,5.284921261,6.675777945,8.875473781,10.08591759,7.895849595,6.78874329567,11.01352875,9.0080471655,5.8738512755,6.132729324,12.69228318,12.30321003,7.791425228,13.49077697,10.53537772,8.695855636,11.67143283,5.447257868,8.909706455,5.420222366,7.150559257,7.581881758,7.4402145165,6.88402128,9.0816140535,6.472573571,6.822223857,7.215390118,7.864930713,12.38541089,14.39776555,5.852877388,7.509195938,12.13760287,12.16093036,14.133262905,Control
5.431465218,7.324655646,9.650073918,10.55664043,10.4353997,7.021260744,9.155780297,5.206863819,6.662955203,8.978067698,9.621557925,7.943175772,7.02586490967,10.67145286,9.0364114565,5.753615924,6.0027082745,12.18670552,12.51214052,7.924992273,13.12486126,10.73844933,8.086509293,11.58870072,5.279110251,9.158168561,5.457225929,7.2121520398,7.36965209267,7.3412959795,6.499212576,9.1999885685,6.042212717,6.672535396,7.548207573,7.462300066,12.24889125,14.10537413,5.8050524925,7.3656981534,11.35464901,11.89182747,13.717874695,Control
5.431298057,7.340030607,9.942749483,10.78787423,7.780213504,8.077191083,9.260861404,5.5158681115,6.3996232215,9.226388785,9.511861902,8.086336788,7.215576291,9.969261,9.450971204,5.99356787575,5.9528423095,12.32890637,12.74633592,8.194979796,13.36098494,9.656380672,8.864968521,12.06323168,5.333791561,9.028818534,10.3670273,6.5523992454,7.90980533,7.5914915015,7.678848562,8.733092931,6.149448008,4.904979261,8.158055634,7.090962234,12.29388695,14.13459319,5.77734798875,7.1534205814,5.168332398,12.03287579,13.99859808,BRCA
12.3181333,7.504284952,8.978768455,10.64411791,9.120018232,7.638474153,9.241179451,5.5927346785,6.4296153425,8.761435816,10.34583797,8.131858407,6.78915135733,10.58638973,9.327483072,5.537522311,6.2009150755,11.98345514,12.46516723,8.236482005,12.89109452,10.45510657,7.920890416,11.34473713,5.297201735,8.473788053,8.485971282,6.8318493608,6.772887585,7.946295334,6.107798352,9.2660120735,6.777686415,5.472171943,8.167858571,7.061023135,12.41257918,13.98232431,5.62585714825,7.0222287176,10.46950983,12.93579034,13.808752855,BRCA
12.4899797,7.060753003,9.262635828,10.70804518,8.861467793,8.117164017,9.022833232,5.1199428305,6.016914702,8.629266563,9.785984134,7.928460822,7.091595276,10.07069158,10.315147335,5.93657766225,6.024113024,11.75625619,12.2754728,8.360837347,13.08056861,9.799419701,8.101399429,11.41646783,5.555211263,8.879339047,8.63870843,6.9033787788,7.87435355567,7.791459439,7.259487003,8.692934023,7.154213379,4.944168843,7.631688412,6.82858438,12.40655986,13.70909946,5.6869878525,6.9209080238,10.19314989,12.39411974,13.981464,BRCA
5.472171943,7.078260574,9.503239959,10.68956587,9.566249648,7.258898404,9.175650046,5.075662347,6.1765268835,9.515749664,10.0173308,7.887511753,7.36477082733,9.989898654,11.79381229,6.01855014825,5.8797644155,11.64347756,12.43084983,7.506587513,13.05207472,9.411691645,8.205061485,11.61752958,6.078210195,8.897861429,9.87752231,6.5092008916,7.794650782,7.9501379685,7.444975776,8.4734774435,6.514442352,5.538546893,8.19969826,6.652418822,12.32574401,13.58466312,5.8591069415,6.8965544166,4.91887665,12.3239471,14.06575512,BRCA
6.025976276,7.628739198,9.574726497,10.59472841,7.643335147,8.263599169,9.44260202,5.819332361,5.9061503975,8.496794995,10.39270411,8.150967211,7.06833791633,10.29596436,8.947881972,5.77151862625,6.013518634,11.65676462,12.23093318,8.303724962,13.41513704,9.922525358,8.03068248,11.60575973,5.57834344,9.093306057,8.920911903,6.667640262,8.18961236433,7.5558305855,7.680572483,8.580432115,6.785946496,5.070616072,7.6455704,7.418993406,12.39966386,13.75810714,5.8570988385,6.895239566,5.394901009,12.48900128,13.712322535,BRCA
13.57316849,7.524289246,10.12959893,10.6432567,7.749066799,8.503548623,8.973504462,5.4110083375,6.1161232935,9.61434228,9.923613888,7.736809693,6.99678506233,9.813909876,8.294422198,6.040059771,6.1177243565,11.71129928,12.13138765,8.375496855,13.40512953,9.905613067,8.137965979,11.84476863,5.238988625,9.245018504,5.599177363,6.6051129444,7.67099175533,7.8335949455,7.868808861,8.5357374825,6.114789302,5.353156751,8.275287778,7.576562054,12.00382718,12.88068749,5.677996665,7.0040046146,11.24502395,12.05711016,14.275570095,BRCA
4.977521783,7.818200484,10.25507022,10.36475876,5.377654117,8.173903359,8.965922146,5.4936324775,5.031286226,9.315772892,9.687087433,8.742748263,7.079701867,8.255407641,7.8549590105,5.8478689325,6.0495366965,12.69058957,14.1941174,8.848717702,14.28224325,9.850777208,8.876978171,9.385733612,5.441376616,7.719014193,11.32825714,6.5489813434,6.22075007433,7.9784806655,6.848156962,7.348718546,7.653850253,5.027033758,7.498233163,6.591900502,12.05629403,10.54750216,5.6576825155,7.4112322548,5.039808741,12.34859823,13.81356339,BRCA
