@relation data

@attribute 5166 numeric
@attribute 5164 numeric
@attribute 54704 numeric
@attribute 682 numeric
@attribute 5165 numeric
@attribute 57546 numeric
@attribute 5162 numeric
@attribute 5163 numeric
@attribute 1738 numeric
@attribute 5160 numeric
@attribute 1737 numeric
@attribute 23539 numeric
@attribute 8050 numeric
@attribute 9123 numeric
@attribute 3939 numeric
@attribute 6566 numeric
@attribute 3945 numeric
@attribute 55066 numeric
@attribute Class {Control,BRCA}

@data
13.31403233,8.058886194,5.726430204,8.8793823445,7.913429684,6.781616075,12.12695617,7.374389909,9.213761077,9.49066094,9.261978018,5.468103682,9.559654859,8.761053454,13.34674991,5.431465218,11.21708242,9.146617051,Control
10.72924284,7.765768643,6.458780312,8.771832078,8.427575926,7.1388629315,12.06924173,6.82117167,8.711943205,9.103209852,8.866630714,6.060593939,9.013141976,9.024558716,12.74918966,5.272407006,10.97105152,9.69349864733,BRCA
12.10567621,7.82918539,6.153101673,8.768137349,8.905538281,6.8003378975,12.10963326,6.742616386,8.729281802,8.960697854,8.82150385,6.431335148,9.577358544,8.784374029,12.65578567,4.544584798,11.32897515,9.78973002233,BRCA
10.19591385,8.226570092,5.545127619,8.831628272,7.699192644,6.705312193,12.1006805,7.875812501,8.239194094,9.709342822,9.233003119,6.086407617,8.751779294,9.184485567,12.62461163,4.53376448,11.31322333,9.20745240167,Control
11.35888208,7.822700078,6.502915818,9.050818791,10.30263925,6.9313540305,11.98934847,7.242581369,9.505246433,9.866278672,9.017637407,5.989826604,10.05022317,8.869887692,12.63275562,4.44414752,11.8054921,9.28171251233,BRCA
10.59878323,7.408162266,7.114213764,8.9573893605,9.885094283,6.4202013435,11.62476132,6.583726382,10.04101607,9.569818176,9.861979055,6.154570678,9.757207108,10.14832758,13.34674991,5.476714818,11.07836451,9.49772671467,BRCA
10.43052602,7.933839821,5.854002662,8.345918811,8.241507881,6.617650288,12.045241,8.139859715,7.325532861,9.023671978,8.347622614,6.843296507,7.784505823,9.721262049,12.29328779,5.072332275,11.03470976,8.80049187333,BRCA
13.06490613,7.4513783,5.896460318,8.8300470005,8.549747253,5.824107443,12.31194418,7.255408968,9.130455455,9.394463297,8.893893904,5.725748823,9.42725057,9.066352354,12.76570158,5.325720324,10.95206435,9.05779064467,Control
10.95159091,7.72431112,6.326074949,9.017325795,9.450562333,6.754861204,11.94385185,7.076765168,9.439182162,10.1276143,9.030143702,5.229983196,9.619688628,8.895212575,13.03973478,5.262293378,11.9524629,9.50125422067,BRCA
10.95159091,7.754388358,5.894885198,8.4637879505,7.962116805,7.0028902895,11.58824628,6.954839344,8.94941173,9.420113456,8.439811279,5.841099622,9.371210956,8.593410849,12.78963253,5.557663769,11.50276234,9.67707302067,BRCA
10.60642861,7.718860121,6.333070911,8.646084224,7.953907051,6.4960807985,11.88529801,6.732001603,8.409445169,10.30739469,8.907237045,6.494260087,9.2928284,9.328193084,12.80741335,4.998433881,11.89497319,9.060041105,BRCA
11.85561808,7.599952116,6.162699096,8.5068042415,8.483091351,6.497679082,12.09587508,7.247265632,9.388491534,9.872567588,9.174452064,6.277060108,9.733863196,9.65740828,13.01560762,4.906182599,11.20749043,8.667433117,Control
12.73346456,7.878788361,6.632708537,8.7903553315,8.553227169,7.10200754,12.26503342,6.836053906,9.668318219,10.15313434,9.151968584,5.741339733,9.595509779,8.755572891,13.14975193,5.434304001,11.32848436,9.40718050033,Control
12.57561022,7.414814438,5.470546015,9.3386841175,8.572379184,6.166252621,12.04345466,6.667222002,7.457342143,9.643279504,7.657106049,5.363706598,8.713421851,8.8976497,13.37355718,5.18190882,8.774738578,9.10449431,BRCA
11.30621853,7.647100631,5.03365563,8.120754252,8.240220252,6.0119042895,12.23639105,6.746786795,7.951271782,9.580372172,8.318408504,5.857863615,9.429344557,9.229906989,12.78522262,5.431214469,10.03764342,9.37417083067,BRCA
9.960697446,7.810926842,5.349622922,8.443895584,8.157878847,6.138476901,12.21001994,6.702522925,7.419983608,9.521183826,7.786875865,6.762884029,8.629266563,8.750104935,13.30755735,4.505933891,9.909222241,9.10978451567,BRCA
9.719996715,7.680255999,4.800655715,9.052454298,8.436358762,6.2249851,12.12241722,6.709639152,6.982255287,9.290422748,7.566608027,6.240701309,8.765088082,8.439977457,13.34320241,5.049425205,8.864867955,8.68410732167,BRCA
10.27748534,7.295863332,4.96464266,8.676331448,8.578958638,6.1830778335,12.40655986,6.817882628,7.377494973,9.570249982,8.156868221,6.425220624,9.294495039,8.723440065,13.50065522,5.268482349,10.03764342,9.39674425933,BRCA
10.1985743,7.299393782,5.534039223,9.4879812905,8.474254645,5.679314121,12.41257918,6.508829224,7.371343498,9.210939846,7.92292794,6.001020373,8.954865965,8.83564079,13.58212966,4.951647528,9.553725818,8.60287414733,BRCA
9.75371447,8.926163377,5.753023652,8.727807799,8.484058683,5.920920472,12.27191972,7.429032419,6.114372881,9.968177578,6.198696109,6.482691508,7.775908377,8.942068084,12.67947906,5.279110251,10.23767339,9.14103263867,BRCA
