@relation data

@attribute id string
@attribute 23169 numeric
@attribute 7358 numeric
@attribute 7360 numeric
@attribute 7363 numeric
@attribute 7367 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0037597109,2.0591039545,1.7137481179,-0.1943919704,-0.0970270767,BRCA
GSM480985,0.0509239741,2.2638380789,2.2795595788,-0.1303444079,-0.1138358139,BRCA
GSM480986,0.2178145012,2.1184420175,1.9031595468,-0.1330824345,-0.1455396849,BRCA
GSM480987,0.1276547287,2.8367469908,1.1022062469,-0.1518100676,-0.1065452471,BRCA
GSM480988,0.0340590798,1.4424614040,1.7822790258,-0.1931611510,-0.0363523996,BRCA
GSM480989,0.1574163233,1.6453829390,1.2709925399,-0.2524973428,-0.0633024936,BRCA
GSM480990,0.0476945663,2.0607162080,1.1996379613,-0.0809249143,-0.0661942896,Control
GSM480991,0.1403698677,1.9355212114,1.6022588639,-0.1561417199,-0.0526123513,Control
GSM480992,-0.0342483063,1.6365764189,0.9822485969,-0.1349615111,-0.1451092663,Control
GSM480993,0.1527154462,2.0234420187,1.4723144622,-0.1118281528,-0.0774704300,Control
GSM480994,0.1663832051,1.7955911943,1.1702904645,-0.1402370949,-0.0879893703,Control
GSM480995,0.0714697928,2.3216128534,1.1411589132,-0.1137341625,-0.0315748324,Control
GSM480996,0.3021116353,1.9725321120,1.0136899426,-0.1615553275,0.0678245321,BRCA
GSM480997,0.0148479874,2.3515563757,0.7627449058,-0.1407125507,-0.0989758910,BRCA
GSM480998,0.1592620718,1.9804321194,1.5455119643,-0.1636984534,-0.0190821710,BRCA
GSM480999,0.0866647616,1.7717660731,2.2615300045,-0.2068293317,-0.1195964766,BRCA
GSM481000,0.1393645760,2.0844895169,1.9741967786,-0.1190335443,-0.1239661381,BRCA
GSM481001,0.2814997122,2.3569466880,1.5668553714,-0.1648453172,-0.1243810346,BRCA
