@relation data

@attribute id string
@attribute 116285 numeric
@attribute 18 numeric
@attribute 1892 numeric
@attribute 1962 numeric
@attribute 2571 numeric
@attribute 2572 numeric
@attribute 3030 numeric
@attribute 3033 numeric
@attribute 3155 numeric
@attribute 3157 numeric
@attribute 3158 numeric
@attribute 35 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 5019 numeric
@attribute 5160 numeric
@attribute 5161 numeric
@attribute 5162 numeric
@attribute 54988 numeric
@attribute 56898 numeric
@attribute 622 numeric
@attribute 6296 numeric
@attribute 65985 numeric
@attribute 7915 numeric
@attribute 79944 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0008926744,0.5374060508,2.2600692511,0.2319927768,-0.1321927483,-0.1094989973,1.2315420509,1.5338132382,0.3530567057,1.5301591010,-0.0688513571,0.1383720047,0.4213651722,1.8854160043,1.3295364646,1.8357770517,-0.0267000546,1.4911907650,-0.1036205860,0.9889474510,0.0675310190,-0.0142464905,1.0958135659,-0.0392731288,0.0577793444,BRCA
GSM480985,0.0284458002,0.2965281577,2.3151015044,0.3564170730,-0.1206847300,-0.1630812120,1.2862912884,1.7647145290,0.8624929058,1.0155779794,-0.1742544358,0.1154675256,0.3191318561,1.2370085783,0.8096966877,1.6363720596,-0.0095743922,1.5224317424,0.0054249253,1.6577339767,0.0340771202,-0.0614832044,1.3417360187,0.1026119034,0.0272792871,BRCA
GSM480986,-0.0274768894,1.0398198304,2.7609708010,0.3244871081,-0.1043914231,-0.1081427866,1.4991035972,1.5006480814,0.5845550713,1.4277941435,-0.0939783007,0.1251920825,0.3186037661,1.7790332767,1.0438569983,1.5470184610,-0.0332451498,1.7284169421,-0.0544082512,1.1430698235,-0.0263257183,-0.0748563274,1.3332746623,0.1376111980,0.0843537740,BRCA
GSM480987,-0.0694724129,0.1436059149,2.3466795684,0.0446926562,-0.1267967956,-0.1473788249,1.7670080577,1.2740856781,0.7656420270,1.1324875428,-0.0981340940,0.0552580245,0.3119321840,0.9624700149,0.4635825636,1.2487467602,0.0653704754,1.2465465888,0.1212103201,0.7353067398,-0.0318344241,-0.0917627383,0.9131085640,0.1209888992,-0.0056867373,BRCA
GSM480988,-0.0602690341,0.6081837041,3.0373000502,0.2300866962,-0.0335525905,-0.1115082472,1.3588856331,1.7804687992,0.6518935631,1.0875277490,-0.1168545727,0.0558361426,0.2166146619,1.6212292048,1.0505745877,1.3216555156,-0.0551589184,1.6387961059,-0.0943252956,1.1739766672,0.0593480335,-0.0495161153,1.4303725031,-0.0339632574,-0.0498716399,BRCA
GSM480989,0.0354258775,0.1684649084,2.9604410530,0.0391898241,-0.0754521021,-0.1269922576,1.4247240936,1.9561418145,0.7184254999,0.9703494905,-0.0365952473,0.2535602902,0.1508772254,1.9305272236,0.5069430502,1.3325026818,0.0393078690,1.3598845712,-0.0815247232,0.7625643215,0.0586239879,-0.0324137161,1.6122764748,0.0227674617,-0.0369246491,BRCA
GSM480990,-0.0483644688,0.5607600833,2.5652331860,0.1098247522,-0.1125648947,-0.1059179094,1.1515127782,0.9287004626,0.5156808877,1.0627120436,-0.0825709075,0.1183365685,0.1760831968,1.1692135798,0.5478861730,1.1622796319,-0.0420805594,1.0332192485,-0.0428714303,0.3861590005,-0.0319542415,-0.0190832759,1.0860063764,-0.0012486848,-0.0453564084,Control
GSM480991,0.0213516182,0.9615814600,2.7478961944,0.1742357694,-0.0614292662,-0.1175565392,1.4915880433,1.3856509253,0.7045827450,0.9952834231,-0.0947828551,0.2864338179,0.2123512204,1.3281945321,0.4944018656,1.3495369666,0.0190630361,1.3733915667,-0.0273387896,0.9298211930,0.0310139922,-0.0676696145,1.3175842164,0.1099753127,0.0057554707,Control
GSM480992,-0.0048472942,0.8789721292,3.0652388335,0.1297640129,-0.0700837317,-0.1288271707,1.0771964263,0.9734940641,0.6558161013,0.7699706780,-0.0754063559,0.1851091368,0.1466532203,1.1854114103,0.5345441169,1.3185275235,0.0208432822,0.9463855718,-0.0834957903,0.6101431518,0.1119496495,-0.0548838774,1.3955398798,0.0875171931,-0.0494006917,Control
GSM480993,-0.0110783031,0.5961395607,3.0423105659,0.1581504344,-0.0927404080,-0.1092253662,1.5596950650,1.7184223135,0.7643577341,1.4282748104,-0.1251750968,0.2105531346,0.2750413289,1.8513873287,1.0714054307,1.5464859531,0.0175786738,1.5108530763,-0.0945379762,0.7366032153,0.0357473168,-0.0873732408,1.6456756857,0.0519647553,0.0264962588,Control
GSM480994,0.0307367097,0.3416506170,2.8408420681,0.1143997787,-0.1138185875,-0.1042965215,1.6362080361,1.5470310921,0.5912370934,1.0227772257,-0.1116985683,0.1907521951,0.2199128691,2.0570577118,0.6641268953,1.4106072150,0.0227946932,1.3845063560,-0.0526144702,0.6108369957,-0.0121418411,-0.0567955912,1.4806560279,-0.0233218901,-0.0124481191,Control
GSM480995,-0.0400158177,0.6672997020,2.0454801470,0.0540196666,-0.0537463040,-0.1465071680,1.3893509869,1.5803490655,0.5815557723,1.1818876416,-0.1959692011,0.1184645985,0.1562673113,1.1446741818,0.5417664746,1.1429682634,-0.0267674952,1.3169898093,-0.0777706073,0.6407951428,0.0545375562,-0.0418373809,1.0484247803,0.0506676635,-0.0107031402,Control
