@relation data

@attribute 3265 numeric
@attribute 8517 numeric
@attribute 1869 numeric
@attribute 1147 numeric
@attribute 5894 numeric
@attribute 7027 numeric
@attribute 5970 numeric
@attribute 1027 numeric
@attribute 1026 numeric
@attribute 387 numeric
@attribute 595 numeric
@attribute 1017 numeric
@attribute 3551 numeric
@attribute 1019 numeric
@attribute 5058 numeric
@attribute 5925 numeric
@attribute 207 numeric
@attribute 5290 numeric
@attribute 1021 numeric
@attribute 5595 numeric
@attribute 4790 numeric
@attribute 898 numeric
@attribute 4792 numeric
@attribute 5295 numeric
@attribute 5879 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCA}

@data
8.198599078,10.6073352,6.357820835,8.670710349,10.23292486,9.794661619,8.687254178,10.1640382545,8.836754421,12.64120964,13.46367638,8.5614408535,7.53597724,11.20375193,9.29724939,6.142419181,9.592833039,6.657000843,9.62214845,11.573459625,12.2590489,6.179762227,13.43573605,6.9076540764,8.92818876867,8.06297051567,BRCA
7.4409667175,10.68519142,5.853877943,8.807082076,10.11618835,10.79646675,8.875473781,10.0441681905,9.0515115425,12.30040269,12.99332148,8.893995041,7.4402145165,10.68360899,9.270109064,9.062316786,9.66262953467,6.822223857,9.837833335,11.32136754,12.38541089,6.16318161475,14.39776555,7.509195938,8.97755484267,8.197304519,Control
7.6537280945,10.55664043,5.687208569,9.155780297,10.13087976,10.63857576,8.978067698,9.813364775,9.93093261,12.38074251,13.31043176,9.195934583,7.3412959795,10.23700709,9.21638279,8.997758931,9.935713008,6.672535396,9.342986415,11.488573795,12.24889125,5.667146432,14.10537413,7.3656981534,8.882604615,8.151507585,Control
8.1909422715,10.78787423,6.099827094,9.260861404,10.76657469,11.152632775,9.226388785,8.716991196,9.024549301,11.64892389,13.18898907,9.7479615385,7.5914915015,10.96383915,10.06933601,9.187897079,10.2127518167,4.904979261,9.335714771,11.695521545,12.29388695,6.11855449125,14.13459319,7.1534205814,8.867882958,8.08129530567,BRCA
7.2806843915,10.64411791,5.927310565,9.241179451,10.37973064,11.52254988,8.761435816,8.4863279555,8.423284332,11.744773,14.23655206,9.3160147545,7.946295334,10.80365511,9.423032438,9.308988054,10.3303371883,5.472171943,10.89385156,11.206231375,12.41257918,6.4922561955,13.98232431,7.0222287176,8.552349278,7.95451796533,BRCA
8.539009948,10.70804518,6.0664182,9.022833232,10.55366796,10.877554945,8.629266563,8.9933055285,8.254945825,11.37964115,13.61588998,9.532128788,7.791459439,11.19882886,9.880142578,8.652093075,10.0295226957,4.944168843,9.82934264,11.49634678,12.40655986,6.27371824275,13.70909946,6.9209080238,8.787767491,8.00665617633,BRCA
8.146852134,10.68956587,6.240701309,9.175650046,10.73881029,11.10197649,9.515749664,8.896381156,9.9223698205,11.16916418,13.2267238,9.817272827,7.9501379685,10.83893427,10.12536217,8.567082519,10.1231177773,5.538546893,9.506506502,11.796022585,12.32574401,6.19627768275,13.58466312,6.8965544166,8.934366304,7.86577453733,BRCA
8.041917075,10.59472841,6.12918576,9.44260202,10.51457134,11.244230505,8.496794995,8.753016755,8.2659789275,11.66819594,14.16199356,9.1966010805,7.5558305855,11.23443143,10.00810682,8.774162024,10.182290716,5.070616072,10.33792321,11.46459896,12.39966386,6.47813675725,13.75810714,6.895239566,9.01840760867,8.01917131267,BRCA
7.888636145,10.6432567,6.065072081,8.973504462,10.54450111,11.353999045,9.61434228,9.089847459,8.414155895,11.52630619,14.14434519,9.742178486,7.8335949455,11.16747477,10.13367562,8.989423683,10.3257906717,5.353156751,9.901093579,11.5411915,12.00382718,6.1333137935,12.88068749,7.0040046146,9.258466301,7.890844983,BRCA
8.85628218,10.36475876,5.901899413,8.965922146,5.97155002,10.4543565965,9.315772892,8.921795507,8.570169323,9.38829779,13.03513077,9.453635543,7.9784806655,10.8875331,9.841965701,9.119292054,10.2867156497,5.027033758,9.391867114,12.52079595,12.05629403,5.9634582625,10.54750216,7.4112322548,8.91017192567,8.742530249,BRCA
