@relation data

@attribute 3265 numeric
@attribute 8517 numeric
@attribute 1869 numeric
@attribute 1147 numeric
@attribute 5894 numeric
@attribute 7027 numeric
@attribute 5970 numeric
@attribute 1027 numeric
@attribute 1026 numeric
@attribute 387 numeric
@attribute 595 numeric
@attribute 1017 numeric
@attribute 3551 numeric
@attribute 1019 numeric
@attribute 5058 numeric
@attribute 5925 numeric
@attribute 207 numeric
@attribute 5290 numeric
@attribute 1021 numeric
@attribute 5595 numeric
@attribute 4790 numeric
@attribute 898 numeric
@attribute 4792 numeric
@attribute 5295 numeric
@attribute 5879 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCA}

@data
7.4423513115,10.2072374,5.763286242,9.004698798,10.11570732,10.489828235,8.69026092,9.994983337,11.459753229,12.37603319,13.0689563,9.26596478,7.1307406325,10.36475876,9.037678125,8.976299993,9.746089281,6.685313404,9.861095099,11.634256725,12.34771002,5.7706733955,15.00532806,7.0703331436,8.85850435833,8.27215776867,Control
7.8897640555,10.39985497,6.058322584,8.974945912,10.34726733,10.46698639,8.669346719,9.7467670155,8.288611166,12.57624761,12.87039849,8.958604237,7.787354885,10.22717101,9.447476465,7.958452847,9.68028616833,7.098719371,9.469403277,11.27623323,12.34109771,5.8681879535,13.91249272,7.6111323212,9.23532012167,7.85669691467,BRCA
7.856102429,10.04121461,6.031886566,8.986710369,10.45388564,10.89809876,9.073024297,9.760065891,8.320702773,12.07257321,13.5121695,9.1433668585,7.4532495275,11.04936549,9.822754492,8.409052632,9.69256516467,6.212526175,10.38239737,11.198356615,12.51631937,6.213232041,14.51605303,7.448654099,9.280236709,8.11094053067,BRCA
8.398114105,10.50969117,5.460424154,8.742495656,10.09500831,10.14224707,7.67194989,9.344181055,8.2000896335,12.17972416,13.61588998,7.7178678995,7.4011955135,10.81911353,10.03852848,6.610216975,9.98949733167,5.584068992,9.614162807,11.274247985,12.26985874,5.99736739975,14.35403309,7.6522265588,9.422761191,7.98209816267,Control
7.697637374,9.78258103,6.053008806,8.684828488,10.22872886,10.17761519,9.268495874,10.049946495,7.875076566,12.74633592,13.04549694,9.123941273,7.5245616955,10.92385505,9.507874464,8.022008655,9.506100771,7.405441727,10.33984475,11.21839075,12.37603319,6.29992863125,13.73047547,7.950268865,9.29741101033,7.82991936767,BRCA
7.3388634815,10.54285319,5.770572224,9.33884841,10.624983,10.807258755,9.673230059,9.5007422985,10.112371314,13.08540943,13.37610779,9.3759597995,7.5689740425,10.4760984,9.3312535,9.286795183,9.688092646,7.460253403,10.24168562,11.07534033,12.87483063,5.7160804985,13.77694807,7.4183463498,9.14697742367,8.18650002,BRCA
7.9742866725,10.10111594,6.146803484,8.17437786,9.961088297,10.526885685,7.262755244,9.015559992,7.8281740715,12.27941189,13.46367638,7.9728052855,7.550193916,10.77554879,9.354305108,8.555107826,10.0480993307,6.662423158,9.112401142,11.151396135,12.52075501,6.32124444525,15.02279519,8.3350079456,9.62804284167,8.451561107,BRCA
7.7095138065,10.4077487,5.920180882,8.824657385,10.12277013,10.77234512,9.194320487,10.6232973005,9.436657679,11.89259415,12.73729283,9.321425499,7.4520617975,10.6537276,8.901176988,9.023671978,9.436876068,6.020263967,9.92562903,11.40345044,12.20475003,5.7012189585,14.22362506,7.757716558,8.82865486733,8.171538624,Control
7.94496816,9.861979055,5.598879718,8.659854224,9.9831294,10.885151175,9.012625324,10.059640231,8.6840196725,12.60350703,13.81715158,9.1526830635,7.530604743,11.33166731,9.625618044,8.717951507,9.58057105933,7.205282841,10.90635345,10.99057863,12.42766909,6.42728370275,14.37348409,7.6719006758,9.29235500067,7.91861634733,BRCA
8.148239231,10.22738163,5.672857555,8.645245129,10.28660429,9.9169571465,8.33670864,9.9202580165,8.5305745065,12.28213433,13.40233131,8.766958367,7.6541093245,10.5411695,9.599773923,7.473200667,9.75364579767,7.606018576,8.967515291,11.551814785,12.09766027,5.859119673,13.54172225,7.3060563712,9.23513699733,7.74245236133,BRCA
