@relation data

@attribute 4208 numeric
@attribute 3725 numeric
@attribute 4209 numeric
@attribute 3265 numeric
@attribute 4207 numeric
@attribute 5599 numeric
@attribute 805 numeric
@attribute 4205 numeric
@attribute 5579 numeric
@attribute 5894 numeric
@attribute 2002 numeric
@attribute 1956 numeric
@attribute 6464 numeric
@attribute 5578 numeric
@attribute 801 numeric
@attribute 6416 numeric
@attribute 1386 numeric
@attribute 6714 numeric
@attribute 5747 numeric
@attribute 5605 numeric
@attribute 4214 numeric
@attribute 5604 numeric
@attribute 2776 numeric
@attribute 5058 numeric
@attribute 183 numeric
@attribute 2885 numeric
@attribute 185 numeric
@attribute 5595 numeric
@attribute 808 numeric
@attribute 2185 numeric
@attribute 5879 numeric
@attribute 6654 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCA}

@data
9.521659876,14.72492149,10.4068032,7.4423513115,6.663490948,5.939777752,13.59313376,7.78313105,6.21136540967,10.11570732,9.719046985,7.05035509475,9.15105029633,8.688181342,13.11037161,8.585478725,8.727649179,6.75911734333,9.55016911,11.44994835,10.46146439,10.49127719,9.668318219,9.037678125,6.811827823,9.4954151895,9.5608717535,11.634256725,12.33572539,6.25614507167,8.85850435833,8.001564595,8.27215776867,Control
10.58265505,14.11502538,10.70325065,7.8897640555,6.316829651,5.0886580415,13.5121695,7.902708426,6.479820979,10.34726733,9.192268846,6.79791370075,8.42779587067,9.433471275,12.75620088,8.106593131,7.390558334,6.586005659,9.45642471,11.52169626,11.6627575,9.559434991,8.930930318,9.447476465,5.751685476,9.5539178325,7.7910460485,11.27623323,12.47764072,6.39478587333,9.23532012167,7.481398095,7.85669691467,BRCA
9.044121624,14.41297137,10.32680616,7.856102429,6.52305663,5.6701097255,13.47944813,7.507995028,5.889051372,10.45388564,9.676230874,6.80402066425,8.45925672733,8.48506563,12.13760287,8.6701660175,7.432878264,7.22912163867,8.9981409465,11.72288448,11.77105209,9.65317699,9.213384421,9.822754492,5.019269629,9.480270588,7.459546681,11.198356615,12.54827894,6.332382502,9.280236709,7.228580927,8.11094053067,BRCA
9.709937252,14.08054111,10.46847669,8.398114105,6.648325671,5.7758281875,13.35270561,7.016310012,6.312672729,10.09500831,9.684192438,6.3257817405,7.73867912133,9.211511834,12.20536419,8.231806127,6.4694836,6.91032494133,9.0133211855,11.42772678,12.00382718,9.580847928,7.435526765,10.03852848,6.201639374,9.432546201,6.598545502,11.274247985,12.76004735,6.660246028,9.422761191,6.648325671,7.98209816267,Control
10.17606751,13.43392773,9.976772145,7.697637374,5.86196234,5.704258658,13.37889296,7.945504008,7.50900425433,10.22872886,9.981439248,6.78190965925,8.10318445333,8.977409535,12.34682957,8.6043275615,7.558059277,6.72839437467,9.0250253645,11.8471671,11.72645885,9.966174165,9.924501194,9.507874464,6.17712611,9.66718229,8.3965491395,11.21839075,12.45248586,6.22310588433,9.29741101033,7.634958261,7.82991936767,BRCA
9.550766562,13.80946823,10.91587586,7.3388634815,6.127948551,6.517858181,13.71343219,8.516705752,6.98490046733,10.624983,9.979768545,7.10041818325,8.70127661067,8.467749328,13.11510467,8.9337864765,8.61053686,6.38912935567,9.420287121,11.5852209,11.51112271,10.23164154,10.54993411,9.3312535,6.18041208,9.9164802245,7.6616966005,11.07534033,12.66384721,6.30853884,9.14697742367,8.19601328,8.18650002,BRCA
10.64474883,13.91249272,10.09149526,7.9742866725,6.060269679,5.6011167705,13.29267684,7.842729237,6.81582852467,9.961088297,9.212867878,6.9842760015,8.36198243367,9.024558716,12.34260121,8.457614913,6.689582656,7.54701473933,8.8796586,11.16076662,12.26224618,8.977681421,7.39744174,9.354305108,4.987447357,9.167523377,6.130768332,11.151396135,12.61750082,6.20690718667,9.62804284167,7.292025067,8.451561107,BRCA
8.670303166,13.96294256,10.37227772,7.7095138065,6.500009775,5.401013329,13.44200721,7.642631408,6.87117032933,10.12277013,9.290572499,6.998917209,8.53051419067,8.419813926,12.57155186,8.519260169,8.441575941,7.00963552967,9.585335464,11.28922369,10.99477083,10.00443156,9.665460782,8.901176988,6.154317508,9.1611827995,9.289329186,11.40345044,12.74796537,6.16225577733,8.82865486733,7.787382059,8.171538624,Control
8.626175475,14.44356588,10.19459101,7.94496816,6.308617188,5.8779809975,13.70458133,7.29632232,6.13414385767,9.9831294,10.01823535,6.85070537275,8.16926655967,8.419971893,12.3148028,8.505661469,7.598929252,6.85674479767,9.2675642675,11.82274022,11.9611296,9.452231522,9.303998235,9.625618044,5.844493149,9.3657406255,7.2542447435,10.99057863,12.4865699,6.34899972867,9.29235500067,6.878728789,7.91861634733,BRCA
9.596921694,13.15952927,10.26978741,8.148239231,6.124747507,5.5839936855,13.30755735,7.098982487,6.39658479233,10.28660429,9.726661428,6.30061577025,8.39504068233,8.01888328,12.71572616,8.616861979,6.79980331,6.973025285,8.984597332,11.64681981,11.43790563,9.69476318,8.352640608,9.599773923,6.779329085,9.70078824,7.444947249,11.551814785,12.57561022,6.460940443,9.23513699733,7.4960371,7.74245236133,BRCA
