@relation data

@attribute 1892 numeric
@attribute 3033 numeric
@attribute 3032 numeric
@attribute 1666 numeric
@attribute 3030 numeric
@attribute 35 numeric
@attribute 33 numeric
@attribute 1632 numeric
@attribute 34 numeric
@attribute 37 numeric
@attribute Class {Control,BRCA}

@data
11.94269603,12.97619003,9.643396765,11.02672419,10.55163644,9.678499404,8.191122308,10.6225486,10.81663915,11.254378095,Control
11.58443655,12.31303756,8.477557049,10.63394452,10.43684194,8.662331136,6.343279559,10.37529501,10.372158303,10.7839283503,BRCA
11.54512148,12.7003986,9.318577337,10.56172258,10.87780964,8.747254058,5.312711681,10.82820416,10.3250275745,11.2781873587,BRCA
12.14532727,12.45547628,8.469785393,11.40466276,11.03657221,8.768549192,6.047784427,10.97255645,10.314676885,11.0233358573,Control
11.81929108,12.83289551,9.531343017,11.16338255,10.24516082,8.367874598,5.776374632,10.69998038,10.5236607105,11.2071014877,BRCA
11.50616141,12.2076581,9.872852273,10.73155687,10.458089,8.982138771,6.827759096,9.426286314,10.966067695,11.5506180633,BRCA
11.52066056,11.74088764,6.583763983,10.99419451,11.12425722,7.90620083,5.28356184,10.06457475,10.504906118,10.827774476,BRCA
11.81218745,12.55220564,9.176148912,10.97724076,10.26349255,8.717077567,6.255128327,10.84395463,10.86864687,11.4761818133,Control
11.59869472,12.70768381,9.584681225,11.28433991,10.23245125,8.477425503,5.961629839,10.980761,10.6210851805,11.2710281563,BRCA
12.03524768,12.61931219,9.186139703,11.24731951,10.66366508,10.03681963,6.524350224,10.99448269,10.3774367615,11.2811628163,BRCA
12.27732381,12.35961925,9.2389308,11.44187962,11.0078229,10.02026505,7.296092844,11.11641563,9.920088216,11.272176891,BRCA
11.84033352,12.91155214,9.298361117,11.32122928,10.36324806,8.435671433,7.6049259,10.55279903,11.50645667,11.0981746897,Control
12.59449147,12.95175557,9.721902842,11.60364502,10.6865533,9.75578103,7.95421249,10.65722043,11.099654135,11.5685460957,Control
11.63008747,12.67768778,9.204131621,10.32860793,10.31343892,9.288163079,6.986698549,10.63789302,10.209684925,12.2005337007,BRCA
11.47762688,12.53830178,9.810427489,10.73235,11.39453251,9.110588441,6.552366023,9.782101824,10.538941,11.6033226203,BRCA
11.75795051,12.59315889,9.300890825,10.30533535,10.20626383,8.889953452,7.476788978,10.87439376,9.8848056945,11.3306954917,BRCA
11.86842336,12.54827894,9.202810181,10.14670903,10.09354338,9.133181475,6.770634576,10.83500053,10.13504643,11.7751860903,BRCA
12.25692522,12.80095353,9.332652626,10.65812692,10.58354379,8.870851027,6.973327498,11.01054579,10.28664241,11.1677461323,BRCA
12.09022832,12.5708958,9.161560926,10.21099428,10.38957787,8.833650017,6.40676252,10.68183161,10.231455245,11.8904289613,BRCA
12.66850837,9.417146352,10.03057097,7.740609078,11.268855,8.008262107,6.157049396,9.323714085,10.0725236105,11.6278639337,BRCA
