@relation data

@attribute 9453 numeric
@attribute 6770 numeric
@attribute 10858 numeric
@attribute 10998 numeric
@attribute 4047 numeric
@attribute 570 numeric
@attribute 1109 numeric
@attribute 4598 numeric
@attribute 3284 numeric
@attribute 3283 numeric
@attribute 1581 numeric
@attribute 10654 numeric
@attribute 1582 numeric
@attribute 1583 numeric
@attribute 3156 numeric
@attribute 3290 numeric
@attribute 3295 numeric
@attribute 3293 numeric
@attribute 1589 numeric
@attribute 1588 numeric
@attribute 1586 numeric
@attribute 1585 numeric
@attribute 1584 numeric
@attribute 80270 numeric
@attribute 8309 numeric
@attribute 1717 numeric
@attribute 1593 numeric
@attribute 23600 numeric
@attribute 1718 numeric
@attribute 51478 numeric
@attribute 6307 numeric
@attribute 6309 numeric
@attribute 10005 numeric
@attribute 4597 numeric
@attribute 11001 numeric
@attribute 6554 numeric
@attribute 6555 numeric
@attribute 6579 numeric
@attribute 213 numeric
@attribute 91734 numeric
@attribute 1595 numeric
@attribute 6342 numeric
@attribute 8647 numeric
@attribute 2222 numeric
@attribute 51302 numeric
@attribute 9023 numeric
@attribute 80765 numeric
@attribute 8714 numeric
@attribute 147323 numeric
@attribute 50814 numeric
@attribute 2172 numeric
@attribute 6713 numeric
@attribute 9420 numeric
@attribute 10682 numeric
@attribute 3157 numeric
@attribute 6718 numeric
@attribute 28234 numeric
@attribute 7108 numeric
@attribute 3930 numeric
@attribute 3422 numeric
@attribute 134429 numeric
@attribute 10599 numeric
@attribute Class {Control,BRCA}

@data
8.627020809,5.760449912,7.069103653,6.701137054,7.706697481,4.993687096,5.519645097,7.568661331,5.162704759,5.551986008,5.019047182,9.246806572,5.178526673,7.930502474,10.31313278,9.65777508967,11.09730811,5.651059765,6.572931815,5.15709054133,5.499695432,5.626155278,4.7654509215,9.315874762,10.04737654,9.0063268635,10.7221503,6.93423366833,8.409986058,12.06237178,7.223386449,7.200205439,7.184878131,7.524034528,6.963246156,4.908706346,5.364932404,5.2019216324,7.7376573975,5.641987591,6.879341631,7.2964269455,5.817758343,11.31002212,6.456568394,11.35660343,6.9208933665,7.716785011,4.742021934,10.00691549,4.669381468,7.843272147,5.927073476,8.69026092,10.69826214,9.815758405,4.894103816,10.68230579,7.175133021,6.488889022,4.742021934,5.101878389,Control
8.676395939,6.05648800867,7.099981891,7.221082271,7.86816454267,4.576912188,5.911818141,7.561137318,5.663779561,5.282820861,5.862210374,9.126898749,5.201056716,7.070285,10.257618,7.068728997,10.91180038,6.190817922,6.379383241,5.43543742333,5.214524337,5.59724157,4.8854495585,8.748411858,10.33515616,9.3624259135,11.02832761,6.402667179,8.989423683,13.42222975,6.98346479667,6.84647240567,6.722504021,7.554763662,6.033319063,5.648473532,5.456322582,5.2911445826,9.7870700585,5.492262803,6.631326684,7.1981423495,5.152803256,11.488887055,6.445892764,7.947653191,6.456964605,7.650747482,4.408172626,10.1306771,5.372144051,7.5808383245,5.394043544,8.707705204,11.01352875,10.1462129605,4.744715005,9.473939649,6.77707710533,6.183690582,4.464508151,5.2265271105,BRCA
8.8678931965,6.01156302567,6.774659006,8.427167336,7.37847965,5.48205062,6.040021845,7.945240623,5.270913157,5.707228834,5.995434345,9.075560123,5.182504847,7.580562199,10.54869216,5.702404908,11.12068843,5.403788568,6.362211787,5.38759982333,5.442952823,5.90202005,4.922826352,8.598444418,9.571573066,10.14349276,11.28307404,7.403785913,8.70215634,12.86342169,6.856210745,6.764801055,7.383663527,7.901683186,6.053334703,5.690704299,5.117498954,6.1460431452,12.62697937,6.023760589,6.316874894,6.9330807505,4.889243844,11.54985655,7.029139294,7.459720794,6.373619747,8.052154908,5.117498954,10.03174294,4.747148143,8.3467846705,5.383800396,8.992018573,10.85568242,9.7177441945,5.042218873,9.575038625,6.594820854,7.034637011,4.213746022,5.0449468895,BRCA
8.61196749,6.00506568633,7.252526182,8.562873108,7.86748559033,4.441925913,6.006528756,8.157600995,5.677798027,5.273526379,6.340211188,10.07797768,5.000914074,8.063854951,10.42231215,5.65916861833,10.55438287,5.927488357,7.080127653,5.510095752,5.574564199,6.381331506,4.3905643155,8.500683687,9.638010974,9.876967559,11.11355354,6.13048027067,8.92921485,13.52808598,6.91632323867,7.06099631667,7.59548338,8.126112207,5.504788206,5.259471408,5.407702206,5.754767318,7.930471455,5.28559757,6.261818145,6.8103280455,5.771893004,11.574065385,6.9302706035,5.62000808,6.053037785,7.163384394,4.795989381,10.3976482,5.568131634,7.1952630245,5.233822166,8.396884223,11.07134187,10.085094788,4.916490079,10.25398074,6.35542893,6.044181661,5.515077886,5.9854039175,Control
8.854553139,5.64558207067,6.062214149,8.251531081,7.70666231433,5.588723066,5.572595075,8.220258753,5.406342144,5.518229233,5.415666779,8.858261675,5.326799101,7.910194676,10.54158093,6.98727481867,10.87758344,5.577890454,6.603630517,5.59586093667,5.810386064,5.687908393,5.3791610015,8.888919105,9.562147541,9.997579749,10.93731517,6.97442544467,8.926667463,13.00468928,8.04704834133,6.83660093233,7.197317764,8.230382115,7.801322174,5.530141964,5.349976695,6.1058861592,8.015173999,5.84386532,6.777719287,7.8570900495,5.963711807,12.00614435,6.7706665135,7.456192424,6.401589547,7.965244826,5.224591417,10.257176,5.060435064,8.4820803085,5.744774144,9.961088297,11.31960737,9.820262273,5.144465785,10.48697102,6.507180958,8.663425681,4.554721148,5.2902147925,BRCA
8.8006376355,5.41879283233,6.590366699,6.425766121,8.03786340567,5.36773034,6.052356793,7.910644417,5.214330049,5.588872948,5.743764871,8.571090032,5.222467693,7.22451093,11.01714614,7.78200752633,11.02017803,5.831124321,5.770572224,5.10312416833,5.577437325,5.823119603,5.0492724515,9.232481563,10.19564323,9.488233601,11.89018267,7.389363753,8.26127355,12.21133327,7.67602382933,6.841923281,6.738737864,8.108708865,6.354474751,4.801690636,5.182306199,5.5909866782,6.9824236295,6.193383055,7.098824623,8.003273693,5.889480387,11.731081745,6.982590593,8.647639314,6.422945403,7.6988737995,4.699347423,9.978221063,5.249617441,8.671086341,5.413806667,8.443897851,11.22269547,10.3744482785,4.877267261,9.276660153,7.210705806,8.192220215,5.048989481,5.4356665065,BRCA
8.9720355355,6.20099171133,8.050339969,6.913221911,7.328299953,4.899068355,5.850631456,7.812114918,5.346080415,4.73770262,5.836246857,9.183449993,5.630093262,8.641348343,10.96434468,5.747225222,10.02722219,5.455665247,6.742953157,5.64127889433,5.614644516,5.564234295,5.1441596575,8.560448556,10.0436019,9.262643103,10.84461576,5.992893276,9.117877553,13.69061737,6.951270322,7.107227626,6.00034443,7.151831235,5.857863615,4.145262653,6.101508918,5.0854369732,6.9516337875,5.229406468,6.816347305,7.3238721285,5.46859248,11.528870665,6.01779139,8.010809379,6.946815296,8.126866039,5.129706745,10.47812272,5.1707431075,7.021669869,5.544509535,8.127763684,11.89182747,10.0252553475,5.622938584,6.853313064,6.53076217967,5.672857555,4.872350143,5.883265422,BRCA
8.762040563,5.81689138433,6.47143593,7.789307238,7.320267541,4.703782956,5.805041697,7.352023833,5.198308745,5.305616048,5.808263565,9.368397941,5.528970731,7.359993557,9.76569681,8.06822202767,11.38105635,5.388371455,6.240415109,5.60759746067,5.865554662,5.859479655,4.882252345,8.880724644,10.15840177,8.79803714,10.92031584,7.81210927067,8.221636811,11.74803988,7.46098089533,7.07749237167,7.218444873,7.431291005,6.539938605,5.273526379,4.894103816,5.6884673112,10.79455209,5.582112807,6.353195907,7.7267805215,5.384232247,11.222916425,7.0861768335,9.486312704,7.050574401,7.892094081,4.177862416,9.943115915,5.0590023175,7.904277103,5.439466268,9.172571974,10.29905948,9.394676109,4.771372469,9.796177999,6.986932852,6.94866253,4.947679304,5.3386342155,Control
8.7707276735,5.57629417433,6.424171013,8.442550769,7.493369982,5.352274105,5.967059784,8.257554173,5.641409649,5.488973851,5.430796457,9.299655142,5.425183376,7.985615876,10.70804518,5.803413096,11.10564356,5.968442884,6.271841744,5.40751594967,5.39361462,6.089376987,5.0970489625,9.225244272,9.238668129,9.9507994785,11.30129057,7.17517287233,8.688181342,12.26010515,7.72451612367,6.902193606,7.478610125,8.214053297,6.196730592,5.210049084,4.66791382,6.0827014726,6.0114515715,5.534039223,6.83687446,7.2983490845,5.224591417,11.75292891,7.471796476,8.322898347,6.5755160315,7.3969158535,4.66393703,10.1985743,5.536406371,8.648079985,5.886008211,9.50346856,11.03059147,9.764335427,4.850513484,10.14535302,6.436271157,7.209845971,5.186273979,5.272324469,BRCA
9.3098898905,5.89147224933,7.861042112,8.020912072,7.828277235,5.250782787,5.98664487,8.051672711,5.159075364,5.546594509,5.303973626,9.810861239,5.622938584,7.921991334,10.56633026,8.22060742933,10.93055646,6.60637236,6.627610941,5.48548137333,5.495064524,6.472573571,5.4576375785,8.656086161,9.636706687,9.3881384425,10.6623838,6.94116491067,9.770879053,13.36098494,6.78209997,6.69186578767,7.31211405,8.012989182,6.560107813,4.661658909,5.964751666,5.1624705018,13.31266958,5.308713308,7.252526182,6.892680553,5.013139794,11.623083565,7.009118688,7.199527884,6.199731172,7.85338144,5.177231401,10.15443559,4.9430597495,7.5229651455,5.438884356,9.140300084,11.17659722,9.6444656875,4.854508448,10.24862174,6.50623636633,6.94477391,5.238033268,5.3360874045,BRCA
