@relation data

@attribute 9453 numeric
@attribute 6770 numeric
@attribute 10858 numeric
@attribute 10998 numeric
@attribute 4047 numeric
@attribute 570 numeric
@attribute 1109 numeric
@attribute 4598 numeric
@attribute 3284 numeric
@attribute 3283 numeric
@attribute 1581 numeric
@attribute 10654 numeric
@attribute 1582 numeric
@attribute 1583 numeric
@attribute 3156 numeric
@attribute 3290 numeric
@attribute 3295 numeric
@attribute 3293 numeric
@attribute 1589 numeric
@attribute 1588 numeric
@attribute 1586 numeric
@attribute 1585 numeric
@attribute 1584 numeric
@attribute 80270 numeric
@attribute 8309 numeric
@attribute 1717 numeric
@attribute 1593 numeric
@attribute 23600 numeric
@attribute 1718 numeric
@attribute 51478 numeric
@attribute 6307 numeric
@attribute 6309 numeric
@attribute 10005 numeric
@attribute 4597 numeric
@attribute 11001 numeric
@attribute 6554 numeric
@attribute 6555 numeric
@attribute 6579 numeric
@attribute 213 numeric
@attribute 91734 numeric
@attribute 1595 numeric
@attribute 6342 numeric
@attribute 8647 numeric
@attribute 2222 numeric
@attribute 51302 numeric
@attribute 9023 numeric
@attribute 80765 numeric
@attribute 8714 numeric
@attribute 147323 numeric
@attribute 50814 numeric
@attribute 2172 numeric
@attribute 6713 numeric
@attribute 9420 numeric
@attribute 10682 numeric
@attribute 3157 numeric
@attribute 6718 numeric
@attribute 28234 numeric
@attribute 7108 numeric
@attribute 3930 numeric
@attribute 3422 numeric
@attribute 134429 numeric
@attribute 10599 numeric
@attribute Class {Control,BRCA}

@data
8.917897488,5.972397868,7.842619252,8.053302965,8.345899343,5.011910695,5.648042042,8.054687235,5.398069207,5.305068782,6.086619917,10.22929384,5.732683853,9.177744123,10.25814822,8.04748584467,10.94417051,5.947438964,6.520348088,5.56133875533,5.263890047,6.264916969,4.9864844825,9.914968493,10.2712474,9.476203229,11.55806922,6.57899015267,8.593784309,12.86854581,6.34701516967,6.523243856,7.686537513,8.887647971,6.227958227,4.946977895,5.287261033,5.6395278026,8.503724095,4.951647528,7.013967798,6.1855141455,5.97637008,11.07725042,6.307228857,9.420287182,7.274228807,7.903924232,4.896527677,10.43977405,5.405572051,7.662934648,5.944279407,9.563520973,10.9364578,9.717226957,5.091711732,10.71101325,6.24359551067,7.39763426,5.615895347,5.104709621,BRCA
8.717932425,5.60940957567,7.121484628,7.673046,7.77566994133,4.977292804,6.018929689,8.651824084,5.241088186,6.598615041,5.451879748,8.970279295,5.291135005,7.408841599,11.08484843,7.52307281167,11.25727898,6.000457109,6.475656937,5.494171808,5.664419727,5.981059894,5.3912241155,8.276055905,10.13811214,10.837308625,11.13168997,7.72611715267,9.209484513,12.41355925,8.53575976933,7.53173558467,6.954723045,8.421003517,10.01166444,5.091923254,4.805564985,5.337664602,6.912791493,5.853129402,6.898090799,8.2746413025,5.582714993,12.370936965,6.537252681,9.254793094,6.741705437,7.842402382,4.898101005,9.978925319,5.055371676,9.1554173705,5.406852318,9.59619028,11.81615379,11.7979114495,5.20340796,10.00748325,6.98946536433,9.601344195,5.151586144,5.6783286315,Control
8.7018698025,5.093272339,7.506131263,7.8694722,8.28593651467,5.602298936,5.992094983,7.834630836,5.337364334,5.175436026,5.457225929,9.558756055,5.593287468,8.031385719,10.24482795,8.794511906,11.3989816,6.132068463,6.140477679,5.51675636433,5.485435883,6.289378595,5.477321663,8.568565267,10.62352057,9.254618766,10.5503671,7.31500335067,9.253688629,12.04345466,7.122665556,7.04101355367,6.984051329,7.58331058,7.693802512,4.79000478,4.966489589,5.291147926,10.133388387,5.664704155,6.502239591,7.187060127,5.637792259,11.431442425,6.300763877,10.06320668,6.329300501,7.871263686,4.421396708,10.16928652,5.057897256,7.3954172795,5.788040457,9.079192165,10.56172258,9.663585797,5.113545539,10.91544642,7.20375425233,6.934991518,4.450633198,5.341986333,Control
8.7568186305,5.544046934,7.780213504,7.789437666,8.18247832067,4.933113756,5.7012796,8.368005605,5.729288494,5.349976695,5.507962085,9.811222598,5.463533568,7.804520085,10.59878323,6.503350174,11.71363365,6.942283201,7.349106756,5.425696196,5.545359333,5.619861398,4.674861496,8.937801287,9.77458988,9.392241752,11.03869289,7.316624831,10.38312675,11.97488965,6.73336447233,7.45921630533,6.935197837,8.44315193,6.738636546,5.089171051,4.764223297,5.490384506,8.53871716,5.493944489,5.718369332,7.3284529625,5.309259193,10.248387553,6.541109169,6.885455777,7.9648446665,8.7480356005,5.528892615,10.24562434,5.3426754645,8.8408110145,5.317422789,9.546745518,10.49565048,9.8470855375,4.828595108,10.33656266,6.911340245,5.638516463,5.504788206,5.4488891775,BRCA
8.710210598,5.16587171567,7.871937763,7.378037131,7.74750055833,5.586322838,6.043635001,7.518498011,5.603041174,5.12102706,5.461570507,9.201879552,4.966374225,8.260238737,11.47712595,6.509952234,11.47374394,6.300952509,7.162394161,5.48049904433,5.179522246,5.666480557,4.800635275,8.826954486,10.38826519,9.902203253,10.47812272,7.72856936133,8.905538281,10.87078104,6.80092443833,7.21732099233,6.951521137,8.228435273,6.930918032,4.952579644,4.917683858,5.8127020372,11.72191125,6.29131404,5.149758548,6.7016055775,5.069757204,10.4055555735,7.137136477,9.247797668,7.3978880915,7.711191308,5.229790979,10.09500831,5.4417573975,9.110277695,5.203016352,8.789192187,11.52882293,9.757492651,4.461934912,9.82934264,6.93425480867,5.443947436,5.6227922,5.308063998,BRCA
8.9194900615,5.77564101033,7.70535786,8.28259169,7.933217344,4.518505219,6.078850631,8.599095633,5.589622123,5.65306808,5.579701547,9.944646595,5.332538997,8.323506447,10.97440404,6.91971665333,11.33051934,6.661710859,6.805457319,5.57420269633,5.352627229,5.738235001,5.3730539435,9.106877698,10.20855784,10.270912115,11.34599024,7.64084558367,10.17944609,11.72191743,6.962172037,7.621201925,7.289606548,8.398680773,7.220840508,5.02526278,5.123512303,5.2549399508,10.791425545,6.095719417,5.859106883,7.098526773,5.561792943,10.6331287045,6.722669948,8.261790678,7.7033991025,8.2752796725,5.342529189,10.41674769,5.352552435,8.9238587665,5.398154738,9.958817714,10.83188538,10.498127208,4.909306588,9.900855914,6.73745800033,6.123713395,4.408341912,5.3259828865,BRCA
8.728531823,5.400544516,7.730336178,8.153857416,8.22290227033,5.077041333,5.773740066,8.381695567,5.460260315,5.376612718,5.744774144,9.912028972,5.37304892,7.756141175,10.74402254,6.394154058,11.49113672,7.145578432,7.054091788,5.16198559333,5.122477305,5.785165535,4.817268527,8.864341803,9.854642896,9.524531944,11.0826449,7.60587163467,9.612320761,11.87820241,6.340916465,7.86047526633,7.41208525,8.443545659,8.262201898,4.99911072,4.979809576,5.6692553992,8.1667364795,5.328685023,6.019596982,7.272190563,5.414821571,10.3907121925,6.1684757915,8.836035458,7.5724264675,8.16052831,5.346435058,10.24862174,5.364703665,9.2014338215,5.559423936,9.877790685,10.63612184,9.6026864805,5.425938643,10.38403931,6.73387333233,5.439300032,5.027254978,5.2786936645,BRCA
8.89873187,5.59030937333,7.6746533,8.602996767,7.92521807233,4.931459981,5.442621133,8.216504732,5.817118769,5.50716927,5.334685584,10.02803075,5.136490053,8.568812243,11.04825205,7.705209556,11.55940591,6.390302791,6.076287179,5.743690292,5.123512303,5.810900139,5.1865139995,9.265123395,9.733261595,10.24131017,10.85568242,7.580803739,9.222372974,11.01352875,6.808550438,7.55898376867,7.560621583,8.662028433,7.847622917,4.991874681,5.346612346,6.0184162604,10.57128421,5.943810735,6.298388541,6.793055989,5.127954352,10.6353957945,6.739456546,8.827740542,7.3708999815,7.6317198585,5.213649836,10.41654451,5.453573065,9.4763176355,5.651777341,9.783907232,10.91513826,9.335142456,5.090018442,10.64076035,6.787242323,5.643287114,5.080243265,5.2220729085,BRCA
8.8818683215,5.60803917467,7.809512721,8.47891229,8.18224379933,5.456322582,5.67822071,8.286605263,5.639529738,5.553138713,5.888750097,10.0676969,5.657505139,7.962261434,10.63715491,6.22160426733,11.56371361,6.476872244,6.225020007,5.583055926,5.335221732,6.116193835,5.133775527,9.360375869,9.524248408,9.919275795,10.94183646,7.885073374,9.169368307,11.28654637,7.07980413633,7.700773363,7.489448856,8.687105426,7.581616992,4.226628493,4.800785121,6.0566946712,7.090354371,4.811742382,6.037608037,7.2507504755,5.394558084,10.615749754,6.8994632645,8.372148022,8.241787591,7.4997982675,5.009225385,10.40145051,5.5748439065,9.364303311,5.406001929,10.15541314,10.44466839,9.3504105795,4.488522104,11.16975297,6.82418563633,5.714390638,5.234013847,5.3910825315,BRCA
7.600202288,5.75415646333,7.43588092,8.992655946,8.103474308,4.586234078,6.256213996,9.128046616,5.636777762,5.244707519,4.941119518,10.14269778,4.842490216,8.920026109,8.431498779,7.87564522033,11.08484843,6.174082407,7.100665295,5.49712143033,5.113545539,5.666764579,5.234068039,8.994354232,9.590793393,10.43590252,11.24345683,6.394622927,9.997652699,11.49594259,6.489677885,6.82526550867,6.482691508,8.517965696,5.666764579,4.162385722,5.279110251,5.0576149536,8.2674938005,7.559685148,6.51033347,7.1556732325,5.901899413,8.955691983,6.6454742555,9.098625049,7.6012275,9.1710371135,4.904256777,11.18703979,5.1732281645,7.8812538125,5.052688948,10.44623067,11.47029296,8.8998082855,4.904256777,10.17351822,7.68498527167,6.130936659,4.977521783,5.748064128,BRCA
