@relation data

@attribute 5436 numeric
@attribute 5437 numeric
@attribute 9349 numeric
@attribute 5435 numeric
@attribute 6160 numeric
@attribute 5438 numeric
@attribute 6161 numeric
@attribute 5439 numeric
@attribute 6204 numeric
@attribute 6164 numeric
@attribute 6205 numeric
@attribute 6206 numeric
@attribute 6165 numeric
@attribute 6207 numeric
@attribute 6168 numeric
@attribute 6208 numeric
@attribute 6167 numeric
@attribute 6209 numeric
@attribute 6169 numeric
@attribute 9045 numeric
@attribute 6210 numeric
@attribute 5440 numeric
@attribute 3921 numeric
@attribute 5441 numeric
@attribute 6217 numeric
@attribute 6155 numeric
@attribute 6218 numeric
@attribute 6154 numeric
@attribute 6152 numeric
@attribute 6159 numeric
@attribute 6158 numeric
@attribute 6157 numeric
@attribute 6156 numeric
@attribute 6224 numeric
@attribute 6223 numeric
@attribute 6222 numeric
@attribute 6181 numeric
@attribute 6189 numeric
@attribute 3843 numeric
@attribute 5611 numeric
@attribute 6188 numeric
@attribute 6187 numeric
@attribute 3320 numeric
@attribute 6173 numeric
@attribute 6171 numeric
@attribute 6170 numeric
@attribute 23521 numeric
@attribute 6176 numeric
@attribute 6175 numeric
@attribute 6203 numeric
@attribute 6201 numeric
@attribute 2963 numeric
@attribute 2962 numeric
@attribute 5431 numeric
@attribute 5430 numeric
@attribute 5433 numeric
@attribute 5432 numeric
@attribute 11224 numeric
@attribute 6122 numeric
@attribute 6123 numeric
@attribute 6124 numeric
@attribute 6125 numeric
@attribute 2197 numeric
@attribute 7311 numeric
@attribute 25873 numeric
@attribute 6191 numeric
@attribute 6192 numeric
@attribute 51121 numeric
@attribute 6193 numeric
@attribute 6194 numeric
@attribute 6146 numeric
@attribute 6147 numeric
@attribute 6141 numeric
@attribute 6142 numeric
@attribute 6143 numeric
@attribute 6144 numeric
@attribute 4736 numeric
@attribute 6139 numeric
@attribute 6138 numeric
@attribute 6136 numeric
@attribute 6137 numeric
@attribute 6134 numeric
@attribute 6135 numeric
@attribute 6132 numeric
@attribute 6133 numeric
@attribute 6130 numeric
@attribute 2926 numeric
@attribute 6231 numeric
@attribute 6232 numeric
@attribute 6230 numeric
@attribute 6235 numeric
@attribute 6233 numeric
@attribute 6234 numeric
@attribute 6229 numeric
@attribute 6228 numeric
@attribute 6227 numeric
@attribute 6129 numeric
@attribute 6128 numeric
@attribute Class {Control,BRCA}

@data
11.4744083,11.13855038,12.13864308,12.18094263,12.24439068,11.42772678,8.19471882833,6.402078871,14.98417233,10.014908065,14.90539078,15.00968454,14.45371146,14.23655206,10.603445035,14.6724388,8.2028565635,11.217339658,14.928466305,10.8510075,13.4969739433,6.755291951,10.3566941195,9.66947024,14.61254488,15.20465253,13.399425015,11.97755909,14.13723793,7.3862106165,8.517650813,14.3830917,14.55278737,14.03833906,14.29545473,14.07409548,14.72004222,13.942461405,9.453435848,6.276501899,15.02279519,14.58802614,10.8381684493,6.032982146,10.9718717915,13.78618183,12.78039731,13.1115995067,10.1944946,15.11026186,7.689528579,10.90796116,10.79666855,9.486624446,11.4243108,9.720120732,9.636870305,14.05456466,14.493174245,4.785826897,14.57158262,13.76528768,14.65075364,12.1927180025,10.924416154,14.52105188,5.334685584,9.2266641845,14.79865761,14.576325285,13.05456028,10.10738747,14.566856,14.4302921467,14.82357723,12.22228482,12.419988523,13.50364318,14.05962798,14.95604237,9.448955895,5.425924888,14.477898855,12.3157750155,12.65144637,9.886123752,10.97151861,8.7749030545,14.39263877,15.06752912,13.546586955,13.86313743,12.69058957,11.0653972525,12.79680929,11.01124493,10.90148185,11.828032944,BRCA
11.48188533,11.28537059,11.75195417,12.08367055,12.13262834,11.28199972,8.27206586167,6.104971499,14.72492149,10.316180275,14.74286599,14.18150639,14.71052532,14.48484431,10.1046314055,14.89775512,7.7660229655,11.0931200585,14.66132929,8.63992061,13.6005127633,6.326074949,10.3818445185,8.91062109,14.03142469,15.20465253,13.50958791,12.5850741,14.20487602,7.790516361,8.044696186,14.59707808,15.02279519,14.10257573,14.06389305,13.93264756,14.64352734,13.470077995,9.166176345,6.7151422,14.99984525,14.692679185,11.034315424,6.2638754435,10.365650873,14.600699,12.62053951,13.0218759733,10.4234335673,15.09455403,8.047039689,10.82131183,10.27729935,9.811543731,11.55629063,9.578863787,9.355641581,13.826603225,14.51135406,5.37574431,14.76343364,13.73047547,14.75233937,12.23276295,10.778985442,14.90869492,5.463533568,9.915365335,14.96942161,14.25599975,13.16228672,9.762390812,14.50739028,13.9616188167,14.99189227,12.28491381,12.209456375,13.746723005,14.29890208,14.55659977,9.0868961285,5.2529865265,14.402486065,12.19339013,12.25607178,9.28073663,11.21515091,9.2166733695,13.80581744,14.58875125,13.480691875,13.69362951,12.40419699,11.157043204,12.14240395,11.37148006,10.434936,11.83675748,Control
11.16768802,10.97608812,11.03904603,12.19128143,12.72627038,11.15088665,8.097557624,6.382499203,14.94673156,9.7092458955,15.05985438,14.93557532,14.61638775,14.16456092,10.0703652335,14.68467749,7.8763100095,10.6157770125,14.89645089,9.531049568,13.3323721633,6.547978484,10.194117024,9.180550154,14.43231028,15.02279519,13.727391515,12.5173582,14.189627075,7.685662393,8.280795269,14.33042537,14.85146139,13.95556321,14.04206419,13.72609363,14.45988849,13.021080025,9.273866174,6.749739143,14.96942161,14.634211915,10.7678923323,6.1264291135,10.651524433,14.18150639,12.80095353,12.4753978697,10.3823599557,14.69079602,8.1398513245,10.75314175,10.38624004,9.493665908,11.66558698,9.601752743,9.6358129485,14.01026198,14.510466905,4.822489599,14.35837925,13.51771248,14.56668795,12.4906704915,10.556304452,14.470003945,5.465820435,9.575018786,14.42653276,14.413640505,13.10877685,9.447915494,14.51505462,14.5457321033,14.65508011,12.1857598,12.448803439,13.799998705,14.11030021,14.79865761,8.8657040845,5.21120389,14.40428553,12.1648603425,11.9655563967,9.447156147,11.11536902,9.277258795,14.41297137,15.04650697,13.4957046775,13.81883279,11.99021932,11.3685597875,12.44726543,11.01529328,10.1365686,12.0566978365,Control
11.36217961,11.73219511,8.433503159,12.38074251,12.93044173,11.33051934,8.27078872,6.185178351,14.81202536,9.993581338,14.65913186,14.95604237,14.5197155,13.38150649,9.5076926875,14.591313615,7.97621206,10.6639811885,14.768271975,8.293556458,12.8888692233,6.114268757,9.7265377325,9.410849402,14.62729222,15.04650697,13.791603525,12.47196608,14.184594045,7.3715863255,8.886611969,14.36402692,14.30686595,13.56248158,13.89003007,12.93836212,14.3830917,12.27665083,9.014383976,6.303603253,15.15765011,14.75895393,10.9296346363,6.165333609,10.9691922095,14.12586144,12.84191128,11.889107357,10.1454986093,14.81988894,7.7703854775,10.26546887,10.41629907,9.214775128,12.19128143,9.330368553,9.9907375325,13.86557769,14.34977055,4.783733416,14.11030021,11.67696982,14.48484431,12.362669239,10.8185768465,14.61226133,5.63307605,9.7382934905,14.74286599,13.95530667,13.77694807,8.237808818,14.62541285,14.64744488,14.66897057,11.11250811,12.982388755,13.66344743,14.28672959,14.72492149,9.4510117165,5.6066941415,14.16028149,12.093848216,11.277393055,9.345865995,10.92148787,9.0156279615,14.65508011,14.70026172,13.4866808525,13.524654285,9.134080446,11.057877401,12.50386679,9.732337522,7.87986062,12.2741324425,BRCA
10.87659774,11.25995523,8.697628863,11.50362218,12.43809276,10.16197619,7.78007380567,6.723562401,14.81202536,9.620439525,14.70026172,14.95604237,14.33991264,13.53124563,9.489941848,14.438661025,8.133852779,10.004776569,14.552165375,6.77507575,12.72542842,6.092128797,9.7707182095,8.426475613,14.70323068,14.64660991,13.62206834,11.93178472,13.90217829,7.0057557065,8.484058683,14.18524172,14.20597115,13.97428464,14.36402692,13.08977243,14.37721665,12.97155563,9.424665541,7.318228986,14.87892073,14.903197465,10.482276888,6.089144021,10.4972576705,13.75481291,13.36626624,11.910754601,10.302482941,14.59249268,7.3148579825,10.46916384,10.04182378,9.426286314,11.14770754,9.259561518,9.683055312,13.785268215,14.527934535,5.746051543,14.6085367,12.39041358,14.00874508,12.3748699375,10.2667171925,14.457644915,5.577890454,9.0013230785,14.56106625,14.16842824,13.77286407,8.566540366,14.490161505,15.0167440767,14.61254488,10.50407936,12.41765395,13.31959001,14.46865842,14.75233937,8.8323917345,5.645335267,14.368261345,11.4428258475,11.0167882213,9.101470918,11.67867508,8.3867433405,14.87548853,14.94179249,13.5405357975,13.578505435,9.108283416,10.639018973,13.35270561,9.892717783,7.573630384,12.056461651,BRCA
11.53262879,11.67585684,9.125000832,12.54548466,13.07564465,11.68597092,8.14433167867,6.764676316,14.96339624,10.49510681,14.64660991,14.82766698,14.7141304,13.8269571,9.7676588435,14.792517495,8.228506618,10.727593127,14.8635223,8.848828769,13.2791870967,6.016480301,10.234758241,9.227195422,14.63055838,15.20465253,14.096551825,12.80365393,14.39914814,7.6987848275,9.489507374,14.1577113,14.49643721,13.91975024,14.06996075,13.26600764,14.52934516,12.548379965,8.751779294,6.829726302,14.90539078,14.69957735,10.592174145,6.1210396605,11.1679839555,14.40827668,13.36355512,12.4406215013,10.3821423877,14.99189227,8.085131732,10.49127719,10.80422,9.136613813,11.96009799,9.374426115,10.0054039915,13.947097605,14.237994055,5.173738339,14.37721665,12.18834321,14.88287635,12.3135269275,11.0878298855,14.757617165,5.605710071,9.927221225,14.86071456,14.05339857,13.75810714,8.839582623,14.705757705,14.59001622,14.79427981,11.55186698,12.84782756,13.727308245,14.30686595,14.78587057,9.6481431285,5.3143863025,14.202260425,12.210087283,11.4722006763,9.546885359,10.93235154,9.161839473,14.63577141,14.93557532,13.6876696275,13.578109385,10.15620355,11.129325346,13.19114487,10.69211442,8.278079008,12.2191618185,BRCA
11.56134298,11.58990637,8.56188087,12.57220763,12.65463721,11.74803988,8.271831637,7.461215696,15.02279519,10.33866888,14.79427981,14.81202536,14.79865761,13.69550076,9.5757317265,14.862556205,8.3679745975,10.896748151,14.57403681,6.9333937445,13.0184884033,6.083857569,10.044315389,9.319763063,14.6054234,15.15765011,13.82021347,12.79544315,14.44864523,7.765321295,8.895212575,14.22362506,14.62098412,13.53124563,13.78304532,12.96853095,14.6085367,12.21358358,8.572009618,6.531268867,14.89547873,14.62973159,10.5236420607,6.2958782715,11.2010914635,14.54707076,12.82483353,12.1699111563,10.3316997893,15.20465253,8.1096297365,10.32819838,10.86526952,9.151492997,12.44988381,9.560027603,10.266338858,13.959686915,14.24700007,5.462388774,14.40827668,11.79550409,14.76848987,12.372145738,11.0324654105,14.86803285,5.641409649,10.105206072,14.9176553,13.91533815,13.8452715,8.063666235,14.500953295,14.55953742,14.7817055,11.45071911,12.78476068,13.640428085,14.42029878,14.86071456,9.273924442,5.4153464585,14.07465874,12.0852365435,11.2344625993,9.304511683,11.16790123,9.615943196,14.52512866,14.57970693,13.5677507075,13.41987342,9.692598558,11.2103236545,12.38541089,10.7004573,7.838512397,12.2759109035,BRCA
11.72083647,11.66436963,8.993193953,12.69228318,12.78963253,11.77806492,8.19725905033,6.773307786,14.98417233,11.00892245,14.88287635,14.71052532,14.72004222,13.87385551,9.9227630315,14.94898418,8.050969159,11.197238313,14.351226105,9.071302833,13.2660202367,6.67359573,10.1184810485,9.38991153,14.64352734,14.91163964,13.896729515,12.83574159,14.46969392,8.330104102,9.545148439,14.42029878,14.69079602,13.81715158,13.85629375,13.42972648,14.87892073,12.56410699,9.080298653,6.471354636,14.81650173,14.67054531,10.635449282,6.453609699,10.79483116,14.86491883,13.24583793,12.3537563523,10.5101040443,15.15765011,8.57355247,10.85319669,10.72254311,9.14242692,11.89363345,9.353875227,10.1308165865,13.999736975,14.29999482,4.924350826,14.8317704,12.1820747,14.97508152,12.3510904895,11.2185814655,15.08034745,6.098669702,10.324687806,14.68320465,13.943996395,13.90556143,9.189182815,14.68663216,14.4106722967,14.83944618,11.28922369,12.97928279,13.65032188,14.57543497,14.53323483,9.609041859,5.1482500675,14.115288015,11.884895729,11.444202703,9.757207108,11.33112984,10.013719563,14.06389305,14.18524172,13.81721283,13.60011512,10.19314989,11.3007185185,13.29757193,10.77472553,8.325497867,12.2051322725,BRCA
11.67615115,11.62683849,8.760105424,12.51339458,12.49390804,11.8267889,8.43182690033,6.977855527,14.55659977,10.86398614,14.52934516,14.54707076,14.08516788,13.72609363,9.6879215895,14.60280442,8.07693443,11.183421075,14.40557039,8.672821293,13.0526659333,6.104132849,10.113143896,9.598481115,14.54282634,15.05985438,13.706466475,13.04549694,14.642884815,8.1131703605,9.253576363,14.55278737,15.0419763,13.56689425,13.94334633,13.22888561,14.97508152,12.325355415,9.028169309,6.91701733,14.45988849,14.778345945,10.359324125,6.369729693,10.795199578,14.66897057,13.39071447,12.2959400563,10.412229001,14.23655206,8.4419232955,10.60533161,10.84822018,9.583727381,12.2142175,9.517335308,10.185310385,14.030660405,14.342610485,5.616777635,14.99984525,11.99956504,14.73243538,12.2223061315,11.050213425,15.009182335,5.991301456,10.043344848,14.1941174,13.599646315,14.00655359,8.80369615,14.04548634,14.3482210767,14.29545473,11.74892461,13.187562655,14.03388666,14.95162692,14.79223109,9.484706296,5.3647931505,13.86155448,11.686057244,11.5081768203,9.493320655,11.35833542,10.3601259375,14.13459319,14.24390588,13.798075705,13.42690519,9.988805779,11.02203123,12.26381357,10.96248777,8.304535141,12.01951375,BRCA
11.40065415,11.67585684,7.848921971,12.94317143,13.70221547,7.91898414,8.07959139267,6.337002435,12.32890637,9.0798379915,14.86071456,14.77756767,14.94673156,10.87780964,8.710010109,14.92360748,8.059410935,11.0896472625,13.345428475,8.3443434125,12.2939376257,7.371212794,10.1777678575,9.391867114,13.01334802,15.04650697,13.56639955,13.10574654,13.03000816,9.2320541025,8.977123283,14.13459319,15.01930687,11.23729977,10.90400629,14.00655359,11.95778233,10.340873011,8.749183209,5.334149236,14.99189227,14.640454655,9.11059015067,6.3690824855,10.3933611945,14.23655206,13.27502674,10.1842107567,9.88394153733,15.15765011,8.73868349,6.387591412,11.03013967,9.797410704,12.06768485,9.443980125,10.509973745,14.46550019,12.823157435,4.314354848,14.72004222,10.4582172,14.65913186,12.990454355,11.7754170115,15.0075063,5.706262025,10.31280332,14.70026172,11.871924085,13.58212966,6.072862143,14.68767897,15.0516793133,12.66384721,11.90213211,11.794392576,13.82361067,14.43740197,14.96942161,8.0794234185,5.267426877,14.4507595,12.80059655,10.666212588,7.466833308,8.501728854,9.343338271,14.79427981,14.86491883,12.763521508,13.424631615,10.04462674,10.383902505,12.23514149,11.25703878,9.110118593,12.240485725,BRCA
