@relation data

@attribute 5436 numeric
@attribute 5437 numeric
@attribute 9349 numeric
@attribute 5435 numeric
@attribute 6160 numeric
@attribute 5438 numeric
@attribute 6161 numeric
@attribute 5439 numeric
@attribute 6204 numeric
@attribute 6164 numeric
@attribute 6205 numeric
@attribute 6206 numeric
@attribute 6165 numeric
@attribute 6207 numeric
@attribute 6168 numeric
@attribute 6208 numeric
@attribute 6167 numeric
@attribute 6209 numeric
@attribute 6169 numeric
@attribute 9045 numeric
@attribute 6210 numeric
@attribute 5440 numeric
@attribute 3921 numeric
@attribute 5441 numeric
@attribute 6217 numeric
@attribute 6155 numeric
@attribute 6218 numeric
@attribute 6154 numeric
@attribute 6152 numeric
@attribute 6159 numeric
@attribute 6158 numeric
@attribute 6157 numeric
@attribute 6156 numeric
@attribute 6224 numeric
@attribute 6223 numeric
@attribute 6222 numeric
@attribute 6181 numeric
@attribute 6189 numeric
@attribute 3843 numeric
@attribute 5611 numeric
@attribute 6188 numeric
@attribute 6187 numeric
@attribute 3320 numeric
@attribute 6173 numeric
@attribute 6171 numeric
@attribute 6170 numeric
@attribute 23521 numeric
@attribute 6176 numeric
@attribute 6175 numeric
@attribute 6203 numeric
@attribute 6201 numeric
@attribute 2963 numeric
@attribute 2962 numeric
@attribute 5431 numeric
@attribute 5430 numeric
@attribute 5433 numeric
@attribute 5432 numeric
@attribute 11224 numeric
@attribute 6122 numeric
@attribute 6123 numeric
@attribute 6124 numeric
@attribute 6125 numeric
@attribute 2197 numeric
@attribute 7311 numeric
@attribute 25873 numeric
@attribute 6191 numeric
@attribute 6192 numeric
@attribute 51121 numeric
@attribute 6193 numeric
@attribute 6194 numeric
@attribute 6146 numeric
@attribute 6147 numeric
@attribute 6141 numeric
@attribute 6142 numeric
@attribute 6143 numeric
@attribute 6144 numeric
@attribute 4736 numeric
@attribute 6139 numeric
@attribute 6138 numeric
@attribute 6136 numeric
@attribute 6137 numeric
@attribute 6134 numeric
@attribute 6135 numeric
@attribute 6132 numeric
@attribute 6133 numeric
@attribute 6130 numeric
@attribute 2926 numeric
@attribute 6231 numeric
@attribute 6232 numeric
@attribute 6230 numeric
@attribute 6235 numeric
@attribute 6233 numeric
@attribute 6234 numeric
@attribute 6229 numeric
@attribute 6228 numeric
@attribute 6227 numeric
@attribute 6129 numeric
@attribute 6128 numeric
@attribute Class {Control,BRCA}

@data
11.06244102,10.33896506,11.14476675,12.07353083,12.41967063,11.03306523,8.21091594067,7.484019523,14.68689306,9.760956855,14.83944618,15.09455403,14.64352734,13.97885659,10.161404148,14.38798195,7.6712628535,10.802858728,14.769346465,9.7296095755,13.37174968,6.365977347,10.2504743335,9.950818724,14.76041434,14.8574397,13.789307945,12.61421528,14.24905854,7.638336023,8.516429993,14.22362506,14.35837925,13.7976418,14.07822256,13.69550076,14.66423422,13.296521865,9.174302247,6.838892299,14.73750669,14.53140294,11.0093826917,6.039214917,11.08432841,14.3269231,12.14106624,12.5567109367,10.037491935,14.46406102,8.3671903135,10.64948099,10.15511583,9.502643438,11.4871292,9.588630847,9.734545643,13.622229635,14.273766515,5.386389566,14.23655206,13.39071447,14.39776555,12.172629433,10.299519105,14.333989405,5.817758343,9.606305954,14.33556484,14.28777857,12.99461955,9.197647425,14.312714715,14.8110083,14.65913186,12.50694603,12.69066553,13.485500315,14.05962798,14.71052532,8.325372897,5.484329095,14.317608925,11.9398567175,12.0287549667,9.403247015,10.90030477,8.839242791,14.79865761,14.92253006,13.6339928875,13.680641355,11.83377967,10.894268005,12.50103733,10.81670392,9.899104288,12.013203455,Control
11.20928598,11.03103278,10.83486626,12.14356347,11.77945684,11.31379869,8.324829797,6.750074255,14.75233937,9.652513715,14.75649535,15.01930687,14.58875125,14.02134875,10.000470651,14.59035656,8.063631743,10.4791884545,14.800108325,8.768803475,13.3027079533,6.504704302,10.146329171,8.536044277,14.81988894,14.74286599,13.4605581,11.53140597,14.07116461,6.8983320455,8.354559186,14.20597115,14.54282634,14.11030021,14.3830917,14.24390588,14.69079602,13.723634955,8.220960035,6.86647878,14.89141327,14.59584327,11.030777654,5.932095911,10.5347341255,13.88031822,12.35733627,13.2348055833,10.037797278,14.68689306,7.082032104,10.72254311,10.98225228,9.076489033,11.94573106,9.975440003,9.498501844,13.744572705,14.43054269,5.355449107,14.06389305,13.62353635,14.49088818,12.4923649835,10.6351119695,14.292347115,5.166927545,9.5786493515,14.5376428,14.277329135,13.16637029,9.449448466,14.553507715,14.9125985667,14.7141304,12.00568429,11.7818988955,13.52974483,13.85629375,14.66897057,8.6958719975,5.56730869,14.5266472,11.9399893655,11.9237896173,9.027201837,10.70994132,9.431396543,14.91163964,14.5197155,13.60243687,13.697108495,12.90048482,10.766447547,12.0234322,11.03579075,10.22996071,11.9024278935,BRCA
11.27344029,11.02625388,11.42842837,12.38193096,12.49206041,11.43055462,8.92893517767,6.90941648,14.95604237,11.019239825,14.76041434,14.95162692,14.76848987,14.12251745,10.5205197085,14.751665665,8.19297435,11.245975866,14.76797458,8.9926722345,13.7136097233,6.401780305,10.4684346385,8.618450775,14.77756767,15.04650697,13.861277655,12.62645517,14.40980552,7.936837409,8.858836661,14.33556484,14.69079602,14.19099059,14.36402692,14.14988842,14.56106625,13.674886375,9.45882753,6.63423431,15.15765011,14.680525785,11.1437694107,6.3501549105,10.7402537695,14.52512866,12.79680929,13.2241531233,10.4897213673,14.93557532,8.072835856,11.17512864,11.02694718,9.480992671,11.65775177,9.936402792,9.55547611,14.02310868,14.462564775,5.379561399,14.50971905,13.74060563,14.68689306,12.4580954695,10.9505818295,14.688771895,5.93905684,9.787029772,14.7141304,14.525874365,13.65061427,10.07347253,14.564174015,14.5342391233,14.92838699,12.64577331,12.553446685,13.946350525,14.20597115,14.92253006,9.225029433,4.935722136,14.42039224,12.5395563115,12.44686866,9.827664684,11.10177237,9.419149102,14.48484431,15.13382676,13.719770805,13.765286815,12.88068749,11.240544044,12.5850741,11.29220962,10.57948592,12.394595936,BRCA
11.08706186,11.73846187,10.475222,12.34948589,12.42106423,11.62261253,7.74380755167,7.827852559,15.06752912,10.032856567,14.72963536,15.09455403,14.54282634,13.96600025,10.639288144,14.7142796,8.3353546785,10.833132375,14.78040143,11.27569545,13.53029059,6.648325671,9.882382732,8.674016666,14.79865761,14.67922443,13.83205083,12.33362227,14.011520535,6.376160238,9.403247015,14.05962798,14.20597115,13.95070399,14.64660991,14.43740197,14.76848987,14.09924312,8.393649073,6.273148105,14.81650173,14.65953424,10.6939344647,6.368078342,10.29033719,14.14434519,12.72821502,13.7230455933,9.64933525833,14.69079602,6.828156093,10.8849167,11.21644291,8.607368346,11.94385185,9.42569906,9.5760667495,14.104354825,14.66517752,5.03343539,14.32452165,13.96294256,14.43231028,12.600960055,10.9864665085,14.066865485,5.833276737,9.2208475015,14.61638775,14.01633132,12.87339418,10.33342405,14.56841299,14.87728595,14.46865842,12.20145783,12.1613208765,12.99211328,13.46017433,14.50260592,8.950948185,5.45425958,14.706530255,11.8197118705,11.97890506,9.20788134,11.35299256,8.914451988,14.89547873,11.73219511,13.9782802975,13.64515005,13.56248158,10.4620465075,13.146867,10.82495499,10.16761607,11.556060652,Control
11.3442156,10.79386361,12.02547364,12.13760287,12.29242381,11.5269639,8.46444700567,6.693630261,14.81650173,10.180248771,14.79427981,14.20597115,14.50712381,14.36402692,10.7193420105,14.899729645,8.2155396455,10.983560639,14.765003935,10.957744805,13.60197935,6.908516092,10.4448508545,7.919118257,14.12961268,15.20465253,13.894844035,12.68497545,14.27589162,7.340079525,9.029260392,14.47325803,14.94673156,14.48484431,14.6085367,14.2201119,14.70026172,13.99790725,8.73509998,6.843202272,15.06752912,14.50556589,11.2182175033,6.048174187,10.5648826925,14.46865842,12.99983714,13.17585023,10.626569333,15.09455403,7.501273195,11.02198648,11.01557728,9.566592153,11.82274022,9.787507202,9.5036457565,14.113374565,14.691974105,5.092134744,14.69079602,14.03142469,14.85146139,12.460057356,11.097725446,14.8781703,5.989826604,9.623822624,14.91163964,14.629290115,13.61588998,10.10988324,14.311711865,14.25592977,14.61638775,12.46516723,12.484585205,13.693772315,14.12251745,14.82766698,9.3017661635,5.3484219645,14.562863755,12.3065495615,12.59001883,9.511051455,10.81808704,9.8051737385,14.14988842,15.11026186,13.502602855,13.74617703,13.06629278,10.784970193,12.78312415,11.29402062,11.47762688,11.6867659935,BRCA
10.31037169,9.875964751,10.59849016,10.92233559,11.03194774,9.599160216,9.17306395,6.361510132,14.76343364,8.568795022,14.53323483,15.00532806,13.65061427,13.52808598,9.9613441605,14.22847167,8.0793881385,10.0771614655,14.458411955,9.0099259085,12.3484049467,5.738505243,10.0969501995,7.686957644,14.74286599,14.2201119,13.05018086,10.93858741,13.564595655,6.6673112525,8.178840509,13.70221547,14.21563464,13.64744159,14.04737959,13.35514394,14.49643721,13.677992005,9.252807995,6.919760544,14.5376428,14.63618546,11.374489615,5.608945413,10.5419470205,13.27502674,12.40526256,11.9574252133,10.4335415497,14.29545473,6.667889515,10.94132297,10.5362572,10.07813116,11.63953303,10.20626383,9.9366689445,13.32564765,14.656063935,5.476714818,14.64660991,13.88031822,13.70458133,11.990806906,9.7484526445,14.52995559,5.797863326,8.6994084935,14.43231028,14.408070605,13.63244094,8.495156614,14.270391855,14.8338817733,14.83944618,11.17150852,12.069457609,13.06933386,14.70692253,14.73750669,8.4453595005,5.4429952445,14.417960265,12.050001867,11.784270435,9.194486708,11.37562067,8.706601069,14.8574397,14.80269307,12.7402358212,13.206743185,11.51840741,10.250568292,12.62461163,8.99655902,10.01421619,11.9172837995,BRCA
10.67974863,11.62683849,6.256449903,12.15346979,10.99163187,11.33246195,8.224426496,6.933398915,14.97508152,9.1651966345,13.78304532,14.91431039,13.91975024,13.58717103,10.4594044545,14.833283845,7.304815357,10.2873022255,14.042340685,9.3178833355,13.23063829,6.973327498,10.1364097915,8.661565351,14.79865761,13.55093015,13.475049795,11.30008097,12.69591831,6.322286097,9.107923944,12.65463721,13.18452521,12.06588572,14.50260592,14.63577141,14.80269307,14.099065465,7.608534138,7.5011826,14.81988894,14.167034365,10.4929184813,5.552698347,10.3837385185,13.73376056,11.72159494,13.9407862433,9.06941014433,14.23655206,5.8780288995,10.21664921,10.47933595,7.728874776,11.94707994,8.931979298,9.310331427,13.823616805,14.20833607,4.628516204,13.6548665,13.99825372,14.2201119,12.0286608805,9.6414505305,13.354369595,5.682019293,8.64452584,14.29545473,13.397046395,12.23602175,10.33811827,14.275858445,14.7312713,14.06389305,11.65493594,11.860812671,12.251276845,12.34480084,14.03833906,8.758644555,5.312179942,14.55379418,11.3001359045,11.259339746,9.096630254,11.14130268,9.286039329,14.76041434,7.870921229,14.0088453075,13.023498525,13.80946823,9.8334458855,12.17272761,10.92148787,9.429804827,11.812404781,BRCA
11.18055585,11.02111204,11.60364502,12.42339047,12.73133712,11.33541843,8.29286407267,5.975453214,14.89141327,10.5475932,14.78933242,14.65913186,14.74875526,14.11502538,10.4420117885,14.78945957,7.7536924895,10.7429406095,14.85008037,8.8919766695,13.8266030633,7.098982487,10.4522655585,8.961436038,14.3830917,15.06752912,13.868128,13.0474759,14.36378596,8.007242083,8.314788419,14.42653276,14.91163964,13.90556143,14.46865842,14.19099059,14.55278737,13.84660278,9.198537816,6.026363672,15.20465253,14.79429825,10.7716702567,5.8778118675,10.361792855,14.34873163,12.83735302,12.70667848,10.649255668,15.15765011,8.299274479,11.07640162,10.18342483,9.579754867,11.36417449,9.659501442,9.9425822725,14.12069229,14.48906364,5.330209918,14.44825283,13.98649851,14.77272825,12.3195024905,10.6402444385,14.92983043,5.115211455,10.171483222,14.70692253,14.48710829,13.29757193,9.768523916,14.66931696,14.54250311,14.95604237,12.57793866,13.02396815,14.226399985,13.88385421,14.80850875,9.3790007295,5.320072716,14.39031728,12.2328146985,12.43555062,9.342986415,10.90272955,8.8958862165,14.600699,15.01930687,13.74948887,13.69375863,12.34365079,11.4905999285,12.72627038,11.41782366,10.55855491,12.3598842795,Control
11.62550351,11.34089896,12.19058871,12.19349773,12.60734656,11.31701417,8.701283299,6.260971855,14.7141304,10.665930855,14.89141327,14.70323068,14.64660991,14.57543497,10.7514111825,14.92190928,8.3850581385,11.4341691735,14.76703151,9.488050984,13.6665179633,6.517673816,10.212736975,8.771812245,14.33042537,15.08137984,13.693872405,12.97619003,14.396685875,8.2251693605,8.910148851,14.38765928,14.97508152,14.18524172,14.64104867,14.09890062,14.67555382,13.868957515,9.356210469,5.961629839,14.87065828,14.551965195,11.3126835957,6.3137878545,10.368148667,14.41536846,13.31590529,13.2827284233,10.6348302493,15.11026186,8.322835621,11.32848436,10.89238744,9.777995431,11.48468963,9.969027107,9.5458512545,14.126509595,14.73699324,4.801431976,15.13382676,13.96600025,14.64352734,12.45364844,11.056702625,14.98307943,5.59156816,9.704661581,14.72963536,14.506684105,13.5121695,10.38738762,14.554360275,14.1026978267,14.65913186,12.78228677,12.94419523,13.79907808,14.33991264,14.34873163,9.9186512875,5.3907956905,14.261164365,12.142881762,12.7219643467,10.4422907,11.23391938,9.9101121475,14.29890208,14.85146139,13.5659501975,13.85771228,12.86518429,11.470756209,13.03029388,11.06412655,11.12517146,12.134490615,BRCA
11.31223081,11.14633337,11.7674087,12.31595909,12.6125864,11.64258438,8.347508984,6.154418781,14.8317704,9.914985133,14.73750669,15.00968454,14.43231028,14.11030021,10.2060937805,14.53815348,8.2625920985,11.0375990315,14.79489944,10.4095887815,13.3633085433,6.645878602,10.294883467,9.146391192,14.70026172,14.77272825,13.83685094,12.44183936,14.295074255,7.2407328395,8.958930467,14.16199356,14.44825283,14.12961268,14.35837925,14.1393823,14.72492149,13.940091655,8.463259846,6.942488481,14.95604237,14.654804885,10.9901063043,6.019839039,10.5553543315,14.13459319,12.7232493,13.2937340567,9.929626814,14.57543497,7.7921308595,10.59878323,10.67333141,8.832954179,12.0199261,9.532570767,9.4451757265,14.038266415,14.41877459,4.833030812,14.14434519,13.96294256,14.39776555,12.58758093,10.577378857,14.414777965,5.388199225,9.5967356535,14.53323483,14.439438795,13.00770101,9.806066679,14.62461697,14.73111654,14.67256817,12.71693524,12.323978318,13.42166057,13.6548665,14.59707808,8.9772930315,5.4186090105,14.559510175,12.2397792725,12.2869053433,9.657506535,10.93055646,9.645905693,14.73243538,14.99189227,13.7775477425,13.80406666,13.19114487,10.968513153,12.76703924,10.95619846,10.43684194,11.9591026,BRCA
