@relation data

@attribute id string
@attribute 10798 numeric
@attribute 109 numeric
@attribute 1179 numeric
@attribute 120065 numeric
@attribute 120066 numeric
@attribute 124538 numeric
@attribute 1258 numeric
@attribute 1261 numeric
@attribute 1262 numeric
@attribute 126370 numeric
@attribute 135946 numeric
@attribute 135948 numeric
@attribute 157 numeric
@attribute 158131 numeric
@attribute 162998 numeric
@attribute 163688 numeric
@attribute 22802 numeric
@attribute 23538 numeric
@attribute 26188 numeric
@attribute 26189 numeric
@attribute 26211 numeric
@attribute 26212 numeric
@attribute 26219 numeric
@attribute 26245 numeric
@attribute 26248 numeric
@attribute 26333 numeric
@attribute 26476 numeric
@attribute 26493 numeric
@attribute 26494 numeric
@attribute 26496 numeric
@attribute 26529 numeric
@attribute 26531 numeric
@attribute 26532 numeric
@attribute 26538 numeric
@attribute 26648 numeric
@attribute 26658 numeric
@attribute 26659 numeric
@attribute 26664 numeric
@attribute 26689 numeric
@attribute 26692 numeric
@attribute 26707 numeric
@attribute 26716 numeric
@attribute 26740 numeric
@attribute 2774 numeric
@attribute 282763 numeric
@attribute 282775 numeric
@attribute 283159 numeric
@attribute 283160 numeric
@attribute 283297 numeric
@attribute 283694 numeric
@attribute 284521 numeric
@attribute 2978 numeric
@attribute 2979 numeric
@attribute 3000 numeric
@attribute 343171 numeric
@attribute 390058 numeric
@attribute 390059 numeric
@attribute 390063 numeric
@attribute 390064 numeric
@attribute 390066 numeric
@attribute 390892 numeric
@attribute 409 numeric
@attribute 442184 numeric
@attribute 442186 numeric
@attribute 442191 numeric
@attribute 442194 numeric
@attribute 4991 numeric
@attribute 4992 numeric
@attribute 4993 numeric
@attribute 4994 numeric
@attribute 4995 numeric
@attribute 5132 numeric
@attribute 5137 numeric
@attribute 51806 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5592 numeric
@attribute 5593 numeric
@attribute 5613 numeric
@attribute 56656 numeric
@attribute 7932 numeric
@attribute 79339 numeric
@attribute 79345 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 81285 numeric
@attribute 81472 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 81696 numeric
@attribute 81697 numeric
@attribute 817 numeric
@attribute 81797 numeric
@attribute 818 numeric
@attribute 8383 numeric
@attribute 8387 numeric
@attribute 8390 numeric
@attribute 8392 numeric
@attribute 8590 numeric
@attribute 9626 numeric
@attribute 9635 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.1214052701,0.7727496513,-0.0827950627,-0.0520849928,-0.0860547274,-0.0674371144,-0.1051282289,-0.1749571887,-0.0520509702,-0.0765789866,-0.1855071726,-0.1039019804,0.0335722956,-0.1112702098,-0.0716295411,-0.1416283464,0.3465561388,-0.0648816416,-0.1607693998,-0.0634092704,-0.0497595579,-0.1350671020,-0.0816048075,-0.1854357355,-0.1615837722,-0.1381656419,-0.0683258472,0.0864730458,-0.0537303079,-0.0615933812,-0.1689901702,-0.0773402338,-0.0089866946,-0.1459381291,-0.0845330231,-0.1827698159,-0.0823211721,-0.1005515772,-0.1105461894,-0.0708074498,-0.1838828377,-0.0950859806,-0.1001163349,0.1330531107,-0.0680326738,-0.2150909837,-0.1097835854,-0.1321048027,-0.0243204531,-0.0636796084,-0.2032757243,-0.1471238545,0.0173062911,-0.0066740499,0.0754799558,-0.0850366965,-0.1169270825,-0.1023950888,-0.0751362457,0.0358933410,-0.1825579060,0.1268375019,-0.1733930284,-0.2067920010,-0.2117405867,-0.1200396564,-0.1494672366,-0.0429429373,-0.1693722159,-0.2075317035,-0.1320655530,-0.2000503614,0.1081460492,-0.0195479401,0.5931362181,0.6055969648,-0.0123531642,0.0162428117,0.1744889757,0.9930449004,-0.1728117581,-0.2038466632,-0.0929748356,0.0148070172,1.5891594400,0.9537983259,2.1997757852,0.2531493374,-0.1383306272,-0.0625723981,-0.0635502934,-0.0643923931,-0.0653977181,-0.0518977857,0.6420336235,-0.1059112079,0.1409569047,-0.1045837917,-0.1282952318,-0.1688739146,-0.0307627183,-0.1503041833,-0.1600943513,0.4944480946,BRCA
GSM480985,-0.1069467084,0.5223725109,-0.1045562582,-0.0851876777,-0.0749230468,-0.1210715236,-0.0814155774,-0.1923990921,-0.1062440781,-0.1213391012,-0.1526774652,-0.1772517559,0.1972548610,-0.1143809496,-0.0546324742,-0.0916407251,0.0586028193,-0.1138290012,-0.0723497446,-0.0845216103,-0.1307118136,-0.1573165523,-0.1531780300,-0.1768754534,-0.1029586791,-0.1538233864,-0.1833335146,0.1124790620,-0.0808353731,-0.1144160455,-0.1619107869,-0.1204733044,-0.0723592600,-0.1026045451,-0.1261023909,-0.1881016044,-0.0386802969,-0.0277724730,-0.0304789566,-0.0542528390,-0.1794800693,-0.1245548373,-0.1680691752,0.1708344021,-0.1090889260,-0.1837170653,-0.1112077363,-0.1658567944,-0.0264541172,-0.1409236270,-0.1141525414,-0.0813692023,0.1383032407,0.3821266386,-0.0646396582,-0.0372093776,-0.1244257139,-0.0402652281,-0.1318010383,0.0188443543,-0.1740695310,0.0071230235,-0.1822075261,-0.1937829815,-0.1871637862,-0.0857664076,-0.1489701589,-0.0570142799,-0.1231182648,-0.1342104085,-0.1441701692,-0.1120558241,-0.0043318831,-0.1604685536,0.7376574537,0.7695002645,-0.1038192192,-0.0204174839,-0.0210341562,1.1653226431,-0.1596285049,-0.2812746060,-0.1301901451,-0.0449083687,1.2845784730,0.9828057632,1.9199515841,0.0051101413,-0.1393859032,0.0226302319,-0.0360112713,-0.0954384340,-0.0990624798,-0.1388787126,0.7133841506,-0.1390851316,0.1554803168,-0.1190193531,-0.0847254850,-0.0733298959,-0.0692894067,-0.1416162750,-0.1666461142,-0.0089051291,BRCA
GSM480986,-0.0650245940,0.6232914684,-0.0956804724,-0.0723803594,-0.1045534419,-0.1573550083,-0.1071689033,-0.1331227394,-0.0451706720,-0.1325503607,-0.1198025853,-0.1440844414,0.1597091387,-0.0966261695,0.0011738307,-0.1414109196,0.6612715953,-0.0271995831,-0.0651977228,-0.0983247824,-0.0053816880,-0.0528465698,-0.0773079079,-0.1461260738,-0.1155811399,-0.1463077297,-0.0552095184,0.1011216122,-0.0018983120,-0.1055256966,-0.1543479828,-0.1503100090,-0.0420021066,-0.1846807674,-0.1912551868,-0.1287567673,0.0055407386,-0.0534279618,-0.0918539659,-0.1275391269,-0.1474340271,-0.0996141467,-0.0477215517,0.1787930670,-0.0659143831,-0.1220970450,-0.1144082742,-0.1616971316,-0.0584226103,0.0156725659,-0.1255878423,-0.1016354676,0.0092228055,0.0628213968,0.2051001163,-0.0939328607,-0.1419821885,-0.0678197656,-0.1241803867,-0.0792122419,-0.1530248066,0.0575175807,-0.1506371869,-0.1215687173,-0.0660293756,-0.1258037296,-0.0919514489,0.0113588640,-0.1647761954,-0.1043913319,-0.1626516604,-0.1051620690,-0.0269369025,-0.0450191986,0.6712817949,0.7078176651,-0.0887387330,-0.0188590247,0.0612855106,0.9547375822,-0.1214602816,-0.1456300708,-0.1785675771,-0.0456147000,1.6418533209,0.7694473286,2.1900971755,0.3643759714,-0.1175621293,-0.0962407218,-0.1068710505,-0.0770829322,-0.0789246015,-0.1243059753,0.6441054073,-0.1353113529,0.1217694167,-0.1177542327,-0.1278414239,-0.0976010256,-0.0471355472,-0.0981384380,-0.1121957061,0.9724437705,BRCA
GSM480987,-0.0405139441,0.9581980763,-0.0901515282,-0.0579698103,-0.0562860213,-0.1092425350,-0.1299503198,-0.1249443438,-0.1178145392,-0.1257570519,-0.1542018434,-0.1036942148,0.1196388635,-0.0926968476,-0.0101938795,-0.1414936161,-0.0629695363,-0.0745631121,-0.1524486583,-0.1064542830,0.0166798589,-0.0775150606,-0.0965691571,-0.1867579966,-0.1204242942,-0.1513058684,-0.0290832756,0.1072200187,-0.0785521927,-0.0483807333,-0.1888058210,-0.0956857222,-0.0864788671,-0.1370409622,-0.1375473105,-0.1513204524,-0.0395930079,-0.0436010334,0.0129100170,-0.0234571279,-0.1116496949,-0.1365561422,-0.0543421332,0.1585150620,-0.0905161465,-0.2023192777,-0.0223218813,-0.1394518688,-0.0878197087,-0.1451419137,-0.1740565949,-0.0917923581,-0.0490275663,-0.1053243980,0.0012822370,-0.0799087827,-0.0772913141,-0.1509507038,-0.1264053177,-0.0410775537,-0.2006750443,-0.0576027460,-0.1863423861,-0.1080979047,-0.1329695110,-0.1053769410,-0.1161748767,0.0322697088,-0.0718382757,-0.0826976459,-0.0459028902,-0.0970004408,-0.1093528896,-0.0718489090,0.4481176670,1.0939444790,-0.0234222412,0.1036219357,-0.0438584861,0.2135299446,-0.1018610746,-0.2134667416,-0.1361485751,-0.0230899201,1.3375803794,0.6854064385,1.7749855086,-0.0393749357,-0.0962692797,-0.1083369853,-0.0885894268,-0.0640990646,-0.0530281538,-0.0400642338,0.8422779248,-0.1521206889,0.0131572660,-0.0706634888,-0.0766996644,-0.1102260295,0.0658957194,-0.0895039077,-0.1038953668,-0.1121652353,BRCA
GSM480988,-0.0766595747,0.3484778570,-0.0397621292,-0.0765885351,-0.0980703643,-0.0667589204,-0.1211553861,-0.0816059165,-0.1439256836,-0.1196501537,-0.1541571971,-0.0868220281,0.1381177662,-0.1314910100,-0.0875658807,-0.1606387714,0.6563017833,-0.0339767399,-0.0988236152,-0.0538371536,0.0059277583,-0.0584261509,-0.1285771840,-0.1014919920,-0.0701501638,-0.1474690818,-0.0754451959,0.1075451797,-0.0496439253,-0.1064218630,-0.0713861791,-0.0749098489,0.0169231123,0.0264222867,-0.0635759159,-0.0610510493,0.0407966833,0.0090085956,-0.0760592531,-0.0598163863,-0.0967626337,-0.0671812366,-0.1582857444,0.0805074566,-0.0266250785,-0.0926996486,-0.1081324188,-0.0251611684,-0.0720679952,0.0466174869,-0.1196417043,-0.0979673150,0.1440609841,0.0908763780,-0.0531078220,-0.1162068514,-0.1545019653,-0.0878983044,-0.1106714201,-0.0614077487,-0.1773749553,0.1130412618,-0.1113318732,-0.1409006453,-0.1097752678,-0.1035607432,-0.0911601768,-0.0196299538,-0.1809250951,-0.1019776084,-0.0510383646,-0.1499175547,0.0028576561,-0.1077501489,0.3137383716,0.5631931945,-0.0202760463,-0.0203979274,-0.0815424372,0.7728505326,-0.1091787233,-0.1602041157,-0.0819519794,0.0429895564,1.4518957679,0.8568994044,2.2009519134,0.1184602400,-0.0965632505,0.0852963885,-0.0432362018,-0.1012624690,-0.0939238984,0.0813351461,0.6047102776,-0.0566870006,0.1260813951,-0.0502716494,-0.0724406034,-0.0608291710,-0.1158435648,0.0458709427,-0.0980256190,0.4990927942,BRCA
GSM480989,-0.0849624359,1.0119184052,0.0243906503,-0.1212591802,-0.0778283381,0.0333609340,-0.0743943635,-0.0754289151,-0.1227186170,-0.0911326464,-0.1803338570,-0.1311107936,-0.0141855664,-0.2424398268,0.0722046577,-0.1988541156,0.2742571840,-0.0767159513,-0.1022441749,-0.0195675189,-0.0720192511,-0.1321287706,-0.1259821569,-0.1856696965,-0.0916777606,-0.1589223877,-0.1558155627,0.1232456425,-0.0626868126,-0.0889360915,-0.1887093311,-0.1080341303,-0.0301970876,0.1001930928,-0.0540045732,-0.2121746308,0.0999292442,0.0572689238,-0.0720165421,-0.0827252257,-0.1552212579,-0.1156261557,-0.2347571324,0.1222781895,-0.0690868495,-0.2430340323,-0.0160970964,-0.1225586730,-0.0983494307,-0.0045375091,-0.1771282717,-0.1942247770,-0.1118623591,0.0586319284,0.1884272240,-0.0400720206,-0.1347716424,-0.0254057814,-0.1403818259,0.0726931180,-0.2268691167,0.1819048715,-0.1462886271,-0.2706665445,-0.2260500888,-0.2117365990,-0.1388900649,0.0785657143,-0.2128495898,-0.2559350145,-0.1003502607,-0.1699559976,-0.0365788601,-0.0660787014,0.9056678476,0.3538124809,0.0047141360,-0.0704543160,-0.0046208630,0.8033357407,-0.2496391396,-0.1881561319,-0.1001395471,0.0481872916,1.5590544180,0.7983118814,2.9188919440,0.4245331458,-0.1444963388,0.0495528034,-0.0476141433,-0.1131204681,-0.0451495410,0.0176312627,0.5547810792,-0.1130540514,0.1083134365,-0.0461130009,-0.0524744490,-0.1425569821,-0.1280222292,-0.0515344390,-0.1077073885,0.2780462974,BRCA
GSM480990,-0.0759773148,1.0164559484,-0.0965335526,0.0208291868,-0.0190394743,-0.1864292430,-0.1315812522,-0.0528189619,-0.0147869372,-0.1185953596,-0.1122733680,-0.0896777092,0.1915122486,-0.1498441547,-0.0198044246,-0.1820909605,0.0630288249,-0.0294267486,-0.1341829596,-0.0860779392,0.0245485931,-0.1034580641,-0.1809606669,-0.1380098625,-0.1114335199,-0.1258591078,-0.0060046421,0.1350893525,-0.0494134529,-0.1174400936,-0.1376214139,-0.1340236796,-0.0405497401,-0.1430462710,-0.0437445241,-0.1659763464,-0.1421060559,-0.0910437067,-0.1263757286,-0.0078295581,-0.1892881186,-0.0941535828,-0.1054660450,0.1005073776,-0.0478638388,-0.1925068484,-0.0943716497,-0.1167762863,-0.1138206560,-0.0768822596,-0.1751711981,-0.1252865050,-0.0129927598,0.0674356230,0.3207836188,-0.1048308659,-0.1991744618,-0.0584812425,-0.1212115163,0.1162556404,-0.1757347454,0.0747763499,-0.1276774674,-0.2088091210,-0.1932732606,-0.1859596343,-0.1304622479,0.0043736363,-0.1839714693,-0.1062136142,-0.1235530812,-0.0992867180,-0.1092345778,0.0198499129,0.8428640298,0.7935236208,-0.0195084080,-0.0879145068,0.0235689364,0.5710339894,-0.0860283606,-0.1896495686,-0.0711109291,0.0451515941,1.4453520321,0.6829452796,2.5856389926,0.4549186632,-0.1020453202,0.0146985472,-0.0387971694,-0.0783020266,-0.0512200904,-0.0673612697,0.5480292028,-0.1213317895,0.0558532586,-0.0860070140,-0.1145635449,-0.1581132189,-0.0535569318,-0.1760504917,-0.1394845885,0.7437856894,Control
GSM480991,-0.1012328897,0.4249343571,-0.1092381882,-0.0656989523,-0.1336678656,-0.0524333193,-0.1218313661,-0.1390648745,-0.1255769937,-0.1557528937,-0.1889870145,-0.1102754159,0.0179121173,-0.1155937194,0.0355387380,-0.1618150806,0.7699124551,-0.0729896987,-0.1390986462,-0.1350917759,-0.0618267257,-0.1191412103,-0.0915837313,-0.0915136763,-0.1213513096,-0.0898231227,-0.0144966327,0.1689481810,-0.0967938844,-0.0950531217,-0.1607848884,-0.1040920281,-0.0662016734,-0.1232978317,-0.0585670287,-0.1352462620,-0.1390582881,-0.0334429402,-0.0733262997,-0.1418978511,-0.1470144622,-0.0423047387,-0.1168113478,0.2379799158,-0.0318609485,-0.1580144310,-0.0248453160,-0.1093587352,-0.0651119044,-0.0799202363,-0.1677643349,-0.1111128065,0.0166497207,0.2237753783,0.2428976357,-0.1020717115,-0.1295761710,-0.0913388006,-0.1716448861,0.0012064629,-0.1510130894,-0.0330915311,-0.1212780156,-0.2001313145,-0.1248234984,-0.1820378986,-0.1258934693,0.0700960139,-0.1645262088,-0.1963774152,-0.1345341681,-0.1999854670,-0.0870818924,-0.0048325991,0.7147501284,0.6564376624,-0.0500267771,-0.0341341265,0.1044185632,0.7389248726,-0.0827760101,-0.1643901234,-0.1008695061,0.0751197013,1.5451146222,0.7246558555,2.3986895680,0.5203580332,-0.0730178216,-0.0173944716,-0.0434597657,-0.0664389667,-0.0661191684,-0.0867524383,0.5891530063,-0.0786979514,0.1548473247,-0.0719444784,-0.0716425344,-0.0581206456,-0.0435278856,-0.0746931740,-0.1379092325,0.9403670616,Control
GSM480992,-0.1006585766,0.8758288564,-0.1092021017,-0.0175120090,0.0008874270,-0.0346883039,-0.0953699396,-0.1240911900,-0.1664485600,-0.1316324094,-0.1260093860,-0.1080974051,-0.0298525277,-0.1116225799,0.0246650317,-0.1319793334,0.5642056232,0.0072194375,-0.1749594307,-0.0310676822,-0.0061477496,-0.0351854248,-0.1367678296,-0.0801923458,-0.0665302848,-0.0724647992,-0.1096542006,0.2192556722,-0.0578083449,-0.0690090205,-0.1077595047,-0.1201334168,-0.0939773759,-0.1489386964,-0.0941457611,-0.0550775534,-0.0230086158,-0.0191390540,-0.0173413352,-0.0212164468,-0.1686229136,-0.0724813577,-0.0499602151,0.1965720367,-0.0104553708,-0.1497247439,-0.0687454398,-0.0242435881,-0.0992899251,-0.1513393501,-0.1537899593,-0.1054895320,-0.0436289136,0.1988017292,-0.0497734272,-0.0685773017,-0.1017488060,-0.0476131306,-0.1465713879,0.0725244637,-0.1265352595,0.0266831984,-0.1600154492,-0.1828036440,-0.1115568707,-0.1593264268,-0.1440503831,0.0100845149,-0.2227765234,-0.1325230255,-0.0566929497,-0.0487323363,-0.0176505419,0.0357248699,1.1381731691,0.5008515699,0.0557855016,-0.0708790025,0.0507125267,0.8443388831,-0.1649818946,-0.1016482500,-0.0219297553,0.0818461270,1.4246134289,0.7415068230,2.6897532866,0.7067827030,-0.1069754916,-0.0030829500,-0.0718402782,-0.0227440883,-0.0497182771,-0.0574764481,0.5535295457,-0.0372689566,0.0925191902,-0.0648095423,-0.0483368173,-0.1190283666,-0.0451708133,-0.1185192007,-0.0875140326,0.5371457472,Control
GSM480993,-0.0483004583,0.7973100805,-0.0931379202,-0.1413043982,-0.1012512633,-0.1125546363,-0.1265382271,-0.1642604804,-0.0381952258,-0.0769279271,-0.1430109545,-0.1049783693,0.0565666008,-0.0804559843,-0.0410408513,-0.1592113870,0.1653803198,0.0025174735,-0.1015675982,-0.0466955253,0.0004398006,-0.0652055907,-0.0901965274,-0.1363519790,-0.0565579970,-0.1376261888,-0.0861087283,0.1239239939,-0.1032311389,-0.0682894296,-0.1183159608,-0.1303198011,-0.0771810744,-0.1106505459,-0.1727757901,-0.0889590091,-0.0192061595,-0.0911482091,-0.0888569519,-0.0495124630,-0.1326911206,-0.1216822043,-0.1056335904,0.1911242960,-0.0851494027,-0.1665195109,-0.0622329607,-0.1300428963,-0.0584695226,-0.1333329327,-0.1221578653,-0.0932681413,0.0665330989,0.1567350867,0.1182848833,-0.1106664875,-0.1558260555,0.0352969862,-0.0850546528,-0.0566455674,-0.1539113029,0.1321950853,-0.1425930080,-0.1312593907,-0.1189478564,-0.1575510659,-0.2077574506,0.0532269602,-0.1957437544,-0.1374750439,-0.1168619279,-0.1005063476,0.0163416216,-0.0363483728,0.8387103804,0.5521481080,-0.0571271274,-0.0546788054,-0.0448614263,1.0441827782,-0.0984256299,-0.1899829209,-0.0759380702,0.0106326931,1.5856227239,0.8005855027,2.4490207491,0.3821579109,-0.0845495285,-0.1228161905,-0.0968572793,-0.0807639728,-0.0681515081,-0.0852696511,0.6798162911,-0.1609974365,0.1127858115,-0.0986767282,-0.1149091718,-0.0687000868,-0.0933185204,0.0043435423,-0.1177800522,0.4006932761,Control
