@relation data

@attribute 3265 numeric
@attribute 5579 numeric
@attribute 5578 numeric
@attribute 10209 numeric
@attribute 6464 numeric
@attribute 7422 numeric
@attribute 8890 numeric
@attribute 1994 numeric
@attribute 8892 numeric
@attribute 8894 numeric
@attribute 8893 numeric
@attribute 5829 numeric
@attribute 5747 numeric
@attribute 4846 numeric
@attribute 1967 numeric
@attribute 1968 numeric
@attribute 2321 numeric
@attribute 3091 numeric
@attribute 7428 numeric
@attribute 3791 numeric
@attribute 1965 numeric
@attribute 1964 numeric
@attribute 2324 numeric
@attribute 5290 numeric
@attribute 5335 numeric
@attribute 405 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute Class {Control,BRCA}

@data
7.4423513115,6.21136540967,8.688181342,14.24390588,9.15105029633,7.08564090233,9.40475260767,7.939933417,9.98739233,8.011871746,10.257176,7.441203595,9.55016911,8.903363049,10.92212743,12.54698855,5.309623002,7.02395790633,9.33255960233,7.166266353,9.04464761,7.491517143,6.63706652725,6.685313404,7.6745180755,6.803731389,6.299304767,7.0703331436,Control
7.8897640555,6.479820979,9.433471275,13.49883304,8.42779587067,7.023588809,9.410315636,9.078305028,10.26509376,8.206820391,10.52792683,7.229350286,9.45642471,8.765461089,10.63522863,12.41355925,5.521373712,7.00825358233,10.2124164527,6.590291838,9.062600116,7.52201113033,6.13091472175,7.098719371,7.862876923,6.2524962125,7.09127967,7.6111323212,BRCA
7.856102429,5.889051372,8.48506563,13.53124563,8.45925672733,6.75117246167,9.605456086,9.175762306,10.36162065,8.451284404,10.81229788,7.347468842,8.9981409465,7.420257374,10.90549628,12.58650212,4.47893856,7.09945860967,10.3401601237,6.329935892,8.757715954,7.46186956433,6.10791197225,6.212526175,7.7021225845,6.437723049,6.323194968,7.448654099,BRCA
8.398114105,6.312672729,9.211511834,13.11183912,7.73867912133,6.94236106367,9.76511732567,8.84970309,9.869682949,8.088365735,11.22557215,7.84508404,9.0133211855,7.314019254,10.30716697,12.32689017,6.022706945,6.388136421,9.744029807,6.617949048,9.881236778,7.40046677867,6.114021768,5.584068992,8.054801422,6.3554571175,6.299945779,7.6522265588,Control
7.697637374,7.50900425433,8.977409535,13.62353635,8.10318445333,6.83736035933,9.437464555,8.588340915,10.08429722,8.132963791,10.49650957,7.615006311,9.0250253645,7.122365029,10.4297627,12.61750082,6.16591759,7.610990417,10.3190386777,6.732646124,9.021133451,7.92156834767,5.965803975,7.405441727,7.930765467,6.5052205,7.300126299,7.950268865,BRCA
7.3388634815,6.98490046733,8.467749328,14.12251745,8.70127661067,7.082736173,9.678652418,8.690112479,10.4004902,8.582933341,10.37781545,7.335951076,9.420287121,8.804696631,10.96132689,12.56435203,5.76368461,8.723292873,9.405990297,6.306066817,9.234303192,7.66904226933,6.50948529175,7.460253403,7.6687152575,6.330849513,6.725540512,7.4183463498,BRCA
7.9742866725,6.81582852467,9.024558716,11.88331926,8.36198243367,7.03127811267,9.52974179933,9.991267129,10.30631839,7.481256805,11.08484843,7.91692611,8.8796586,7.657248993,9.285732293,11.89363345,4.759703782,7.18961462433,10.4100445637,6.28540742,10.27966894,7.812048658,5.82755284675,6.662423158,8.590203577,6.0159459725,7.476910459,8.3350079456,BRCA
7.7095138065,6.87117032933,8.419813926,13.68255687,8.53051419067,6.954021827,9.558063798,7.932570767,10.55403266,7.476667486,10.27966894,7.737283051,9.585335464,7.356058229,10.93087057,12.82346582,5.427112717,7.45076398967,9.52576590667,6.547747191,8.729128822,7.684917063,6.1256669025,6.020263967,7.7549264415,6.183346325,6.726903149,7.757716558,Control
7.94496816,6.13414385767,8.419971893,13.87385551,8.16926655967,6.49244811067,9.49577716333,8.79005612,9.837261744,8.36573313,10.51763522,7.766232595,9.2675642675,7.29075873,10.78010524,12.62461163,5.821079567,7.73495430767,10.2091877753,6.425472417,8.943233566,7.66442430367,6.25045743675,7.205282841,8.1175343725,6.415835082,6.426437217,7.6719006758,BRCA
8.148239231,6.39658479233,8.01888328,13.29267684,8.39504068233,6.623727165,9.49202824933,8.938984917,10.11313043,7.620111894,10.80520803,7.647892114,8.984597332,7.784080438,10.61251863,12.52393564,5.259094728,6.74119401433,10.3011780143,6.210871602,9.041249229,7.911450455,6.15722853325,7.606018576,8.2287174245,6.8084445505,6.76752611,7.3060563712,BRCA
