@relation data

@attribute 10449 numeric
@attribute 11112 numeric
@attribute 1629 numeric
@attribute 1738 numeric
@attribute 18 numeric
@attribute 1892 numeric
@attribute 1962 numeric
@attribute 217 numeric
@attribute 219 numeric
@attribute 223 numeric
@attribute 224 numeric
@attribute 259307 numeric
@attribute 26275 numeric
@attribute 27034 numeric
@attribute 30 numeric
@attribute 3028 numeric
@attribute 3030 numeric
@attribute 3032 numeric
@attribute 3033 numeric
@attribute 3155 numeric
@attribute 3157 numeric
@attribute 3158 numeric
@attribute 316 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 3712 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 4329 numeric
@attribute 4594 numeric
@attribute 501 numeric
@attribute 5019 numeric
@attribute 5095 numeric
@attribute 5096 numeric
@attribute 549 numeric
@attribute 56922 numeric
@attribute 586 numeric
@attribute 587 numeric
@attribute 593 numeric
@attribute 594 numeric
@attribute 64064 numeric
@attribute 64087 numeric
@attribute 84693 numeric
@attribute Class {Control,BRCA}

@data
9.952104605,12.07584355,10.84461576,9.213761077,5.38116950267,11.94269603,8.035405516,13.0288437,6.4032298225,13.90556143,10.485252783,5.3139324875,10.69826214,7.2178077295,10.72999053,9.5386068505,10.55163644,9.643396765,12.97619003,8.814022522,10.69826214,10.79412363,9.387350221,10.81663915,9.678499404,7.40378138,9.046449537,12.56790862,7.4409698455,9.512105701,7.669687358,11.42353215,9.350597316,9.529050369,11.11027794,9.731277076,10.67907563,7.472185401,9.91920268,11.58015033,7.82329784925,7.130367529,7.49205571,10.5206165,Control
9.15231091,11.95277228,11.25835125,8.711943205,5.576464594,11.58443655,6.802099894,11.95442182,6.056583232,13.59555882,10.019264947,5.3868104,9.943115915,7.3885465145,10.59929946,9.2834099565,10.43684194,8.477557049,12.31303756,8.919117419,11.01352875,9.552203712,8.687945234,10.372158303,8.662331136,7.621998953,9.237718535,11.5155078,7.4912144285,9.6696239105,7.497579542,11.38356241,8.151373203,9.209368754,10.92005899,8.803470139,10.62822705,6.720419132,9.955032716,11.93079102,7.4089882545,6.559878457,6.78234672,10.67317238,BRCA
9.437398961,11.9938814,11.17261832,8.729281802,5.47866963533,11.54512148,6.935698777,10.45871961,6.112002883,13.83149977,9.46395718933,5.5205412945,10.46989643,7.549572572,10.75166563,9.487225827,10.87780964,9.318577337,12.7003986,8.773107158,10.85568242,9.624613223,6.963130532,10.3250275745,8.747254058,7.152236984,9.027022092,11.2456925,7.952710478,9.2669758005,7.6866007675,12.194507085,8.598444418,9.397546894,10.92743375,9.352739287,10.62629793,6.095402957,10.49748292,12.01615373,7.69133847775,7.338293201,7.639306563,10.57985358,BRCA
9.476443016,12.54548466,11.62774602,8.239194094,5.55787428767,12.14532727,4.910026549,11.12925744,6.548599416,14.26291555,9.60250727633,6.1854901165,10.13564553,7.073989508,10.7601172,9.6834352055,11.03657221,8.469785393,12.45547628,9.092513451,11.07134187,6.784638526,6.532671997,10.314676885,8.768549192,7.250987916,8.844761561,10.95576997,7.155509218,9.512125619,7.9240334695,12.319046675,8.063854951,10.18798331,11.46692035,8.303599401,10.80520803,5.68566776,10.20922218,12.28769659,7.3897381055,7.373955101,6.355796501,10.49812646,Control
10.05680742,12.32890637,11.2641671,9.505246433,5.70309750667,11.81929108,6.860966288,11.84647188,6.81576014,13.57945564,9.31012465333,5.8195336145,10.82171841,7.3763398665,10.35399067,9.9618498765,10.24516082,9.531343017,12.83289551,9.223652493,11.31960737,7.066899469,7.215681326,10.5236607105,8.367874598,6.240319696,9.202485753,11.70867451,7.6718899015,10.2419768715,8.061653968,11.80913255,8.84381204,9.870981558,11.30449979,9.078305028,10.27854852,5.794033208,10.31437963,11.53336151,7.86416948225,6.796367788,7.798862394,10.60791771,BRCA
9.671576946,11.94944384,10.15972666,10.04101607,5.51417857267,11.50616141,7.684715533,12.28941816,7.224949571,13.83559602,10.2091594633,6.2042813735,10.42177586,7.640777952,10.55582601,9.082578669,10.458089,9.872852273,12.2076581,8.111397999,11.22269547,11.42163372,9.344806934,10.966067695,8.982138771,7.998450984,9.119720025,11.82101269,7.6679207005,9.241850488,7.538700717,11.679923925,9.347389459,9.188910928,11.03612228,9.149125411,10.76332881,8.723132848,10.07257517,11.35833542,7.823668912,6.341812891,8.314312607,9.802791438,BRCA
9.633368144,12.1476375,11.94862832,7.325532861,5.851328677,11.52066056,5.650629048,9.234794159,6.265901599,13.96600025,8.441678221,5.2726163765,9.360255142,7.210298547,9.768523916,8.781723747,11.12425722,6.583763983,11.74088764,9.714864166,11.89182747,8.128885094,7.146291501,10.504906118,7.90620083,6.601923498,8.942068084,9.665780528,6.883110591,10.092217039,7.629451078,12.374971035,6.279290785,8.589380674,11.37601291,7.70179356,9.948801991,5.472984221,9.532322378,12.26795863,7.2059261175,8.529080209,6.484867694,10.21623692,BRCA
9.70471686,11.84160377,10.60658591,9.130455455,5.58262949933,11.81218745,7.330157527,11.61805062,6.2403037255,13.93264756,9.756458509,5.680256454,10.84981969,7.1397701735,10.30642947,9.874625987,10.26349255,9.176148912,12.55220564,8.933566092,10.29905948,10.1173058,9.269086417,10.86864687,8.717077567,7.737283051,8.479821812,12.03524768,7.485282547,9.221658065,7.534505471,11.9777839,9.102153617,9.695555047,11.01529328,9.957893248,10.24650937,7.279381043,10.47836545,11.63216835,7.76490885825,7.30417133,7.952116757,10.79947614,Control
9.45453636,12.14106624,10.75351786,9.439182162,5.77540273467,11.59869472,7.223376994,10.9270559,6.926570309,14.24390588,9.25164354567,6.08065771,10.85352421,7.6620393285,10.30105061,9.7309651275,10.23245125,9.584681225,12.70768381,8.749183209,11.03059147,10.9447818,6.58075273,10.6210851805,8.477425503,7.149216488,9.458448204,11.89363345,7.811400851,9.7024839405,7.7550388515,12.239160505,9.271183522,9.832257559,11.24081833,9.253576363,10.58047084,5.853628472,10.4353997,11.63189449,8.057730226,7.304787373,8.386661295,10.2632842,BRCA
10.27801993,12.10791023,11.58210918,8.94941173,5.54244468267,12.03524768,7.358126164,12.50386679,6.43527559,13.83559602,10.3875623913,5.6441686615,10.35655132,7.717906533,10.87119702,9.673309944,10.66366508,9.186139703,12.61931219,9.263739335,11.17659722,10.99053322,7.914909976,10.3774367615,10.03681963,7.800998758,9.796551166,12.05089371,7.4221075335,10.388872274,7.762365008,11.5195314,9.06822146,9.911339974,10.88094205,9.240064511,10.74637599,6.390302791,10.12499078,11.84452249,7.82501305475,6.846058,6.784573096,10.4466003,BRCA
