@relation data

@attribute id string
@attribute 1147 numeric
@attribute 1387 numeric
@attribute 1432 numeric
@attribute 1843 numeric
@attribute 2033 numeric
@attribute 2908 numeric
@attribute 3551 numeric
@attribute 3553 numeric
@attribute 3576 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 4615 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5600 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 5970 numeric
@attribute 6885 numeric
@attribute 7046 numeric
@attribute 7048 numeric
@attribute 7097 numeric
@attribute 7124 numeric
@attribute 9020 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.2841429040,0.6553813652,0.4174692793,0.9853579681,1.5206031688,1.0852201263,0.2679063242,0.4983481401,0.1075109721,0.6334898934,0.2611974383,1.6197582881,0.0372776528,0.8098630121,0.4517662190,2.1106193876,-0.0407187870,1.2157194917,0.2768544875,0.8073990904,0.4500692432,-0.1099566451,-0.1203307158,-0.0869741337,BRCA
GSM481003,0.2877502063,0.6896365619,0.3061586227,1.1226457697,1.5765347331,0.4994106914,0.4162924297,1.0770822940,1.4715424657,1.0462392932,0.1510610660,1.9719548359,0.0608519517,1.4016762564,0.4978785231,2.3991614866,-0.0629141957,1.5458108518,0.2633005434,0.2719719032,0.4773078447,-0.1016684996,0.3678463830,-0.0357208771,BRCA
GSM481004,0.3929689074,0.7104525116,0.4136280409,0.9114044974,1.4211680973,1.0419496804,0.4565757285,2.5220021768,1.6739334250,1.1430110809,0.1046389682,2.0826415886,0.1890115326,1.3433312625,0.4221550408,2.1534173294,-0.0351111331,1.4715695732,0.2940910289,0.4477677480,0.7094309197,-0.0486927830,-0.0368083989,-0.0263448778,BRCA
GSM481005,0.7559128657,0.6607257612,0.3984561536,1.2368377907,1.5339801088,1.2151286847,0.3903404364,0.5863126215,0.3897922044,0.6809106159,0.3580555966,1.8920790091,0.0661443981,0.7793831442,0.4644701202,2.4669886416,-0.0686842084,1.2129281088,0.6410530742,0.5362932858,0.5976829881,-0.0665274850,-0.1027448054,-0.0220388942,BRCA
GSM481006,0.5505344721,0.4717476930,0.3921763096,1.2608563716,1.9997731411,1.0561964754,0.2354427614,0.4520055540,0.7345458053,0.8279588929,0.3620992723,1.6438614859,0.1223146532,1.0869957842,0.5067868330,2.6787843870,-0.0781638251,1.3122026393,0.5432311448,0.5783400405,0.4666741335,-0.0274221951,-0.0591356744,0.0114785338,BRCA
GSM481007,0.2756707471,0.6012359342,0.2309822093,1.3866772128,1.4547199384,0.6686652427,0.2572633833,0.3051382034,0.3815329463,0.7820959147,0.1275453084,1.7544682556,0.0016019143,1.3999506757,0.4350651474,2.6515267472,-0.0757599017,1.4910032429,0.3382505102,0.3115602897,0.2434186208,-0.0349783328,0.1398046748,0.1004429882,BRCA
GSM481008,0.9329660580,0.6167750674,0.3457279783,0.9066081318,1.5937150419,1.4468982525,0.3088421996,3.7100130320,2.2164069593,1.0276691739,0.3341018707,1.6684907476,0.2086261566,1.2762110606,0.4865003888,2.4015404396,0.0051592408,1.3571830794,0.3780345452,0.2844155535,0.5394916288,-0.0688331930,-0.0821399172,0.2346038541,Control
GSM481009,0.4141671401,0.5215228253,0.2764711754,0.6684007035,1.3526445291,1.2078128061,0.1725846681,0.3269794668,0.1852908233,0.7593096520,0.1640066558,1.4121935302,0.0623427681,0.6739098801,0.1471335525,2.2685457769,-0.0175848331,0.9630623995,0.2541130532,0.3713083595,0.4242561069,-0.0637761413,-0.1245508698,-0.0646528106,Control
GSM481010,0.8322192047,0.6855350051,0.3582406002,1.1886689549,1.6499485337,1.3786530198,0.3174347172,1.3842930889,1.6296272655,0.8721879155,0.3659622770,1.7936493554,0.1809599443,1.1876550054,0.4636299179,2.2875249785,-0.0755643150,1.2152642781,0.5448883692,0.8614470834,0.3878838463,0.0407279982,-0.0689478631,0.0612938021,Control
GSM481011,0.2562781054,0.4229259233,0.1895736574,1.4071185850,1.0696674976,0.7238893732,0.2600992171,0.0802930284,0.2282059908,1.3345354182,0.0845517101,1.9562136729,0.0443784665,1.0963865406,0.6478326957,2.7065248585,-0.0282108063,1.4994342731,0.1588936072,0.3925923205,0.3245543128,-0.1487344496,-0.0423061008,0.0021628746,Control
