@relation data

@attribute 51208 numeric
@attribute 10207 numeric
@attribute 50855 numeric
@attribute 9071 numeric
@attribute 9073 numeric
@attribute 9075 numeric
@attribute 84552 numeric
@attribute 26285 numeric
@attribute 9074 numeric
@attribute 84612 numeric
@attribute 7122 numeric
@attribute 64398 numeric
@attribute 9076 numeric
@attribute 5010 numeric
@attribute 1366 numeric
@attribute 1364 numeric
@attribute 5584 numeric
@attribute 1365 numeric
@attribute 50848 numeric
@attribute 149461 numeric
@attribute 9069 numeric
@attribute 92359 numeric
@attribute 49861 numeric
@attribute 24146 numeric
@attribute 10686 numeric
@attribute 137075 numeric
@attribute 23562 numeric
@attribute 9080 numeric
@attribute 53842 numeric
@attribute 56288 numeric
@attribute Class {Control,BRCA}

@data
5.8233407445,7.12895681,6.8014918265,5.619624748,10.4653608185,5.899182429,6.92390950133,5.797474287,5.451055498,6.109836529,12.5439804,9.343419551,8.407417683,10.11790315,10.19481259,6.636411191,6.732544377,9.293610236,6.435307999,7.695960982,9.757740483,6.74314012767,6.209556324,7.73304554033,5.1897411875,9.777124244,6.85002063633,5.876585242,5.394558084,5.994133479,Control
5.9676331465,8.16470045175,6.737760397,6.49853177267,11.045214235,5.309804873,7.08136144267,5.821079567,5.166927545,6.205652149,12.50103733,9.953964008,11.4035182,10.04213853,11.15002032,7.001242451,6.648325671,10.15068061,6.68672331833,8.139527211,10.08591759,7.295763151,6.23007389,7.76905320567,5.2705778915,10.42274839,6.86544696733,6.196533893,5.013251478,5.919108385,BRCA
5.90455910375,8.265187617,7.290014311,5.84141443467,11.61689802,5.399009764,7.14589495167,5.579701547,5.112503363,6.466305418,11.31092814,9.998054828,10.24378721,10.50484657,11.91235432,6.947055725,6.94883771,10.98412667,6.36773601167,8.651483291,10.06457475,7.700004099,5.730783436,7.30595834867,5.5122677185,10.50080233,6.50144598933,5.894703343,5.503993644,6.234487549,BRCA
5.758296575,7.61032296375,7.9321150915,7.605638427,10.705123263,4.994139844,6.46216207167,5.745177655,5.68566776,5.59291388,12.02547364,9.967522091,9.151968584,10.26509376,11.5141002,7.564094459,6.524350224,11.25779165,6.54769707467,8.848952379,10.01546423,7.42008949233,6.458780312,7.566227501,5.3936997815,10.58816676,6.73312979833,6.784638526,5.446761787,6.708398067,Control
5.8479986655,7.744837769,6.559059008,6.32537749467,11.838837845,4.906423146,6.99922139167,5.353509659,4.550123556,6.716651865,11.37897501,9.853855775,11.39527989,9.800726477,11.74803988,6.625420731,7.46131803,9.847089115,6.78912007267,8.84381204,10.01526211,7.739961832,4.948613986,7.14608217833,5.2510683345,10.04312339,6.81340590633,5.943224681,5.31832701,6.114372881,BRCA
5.935647283,7.76381979175,6.9946221675,5.74379654567,11.604137535,5.238606558,7.30159087867,5.878732237,5.560264997,6.074843234,11.61103415,9.593984478,13.07564465,9.479103779,11.45582051,6.866664227,7.252336945,9.821300096,6.73902004267,6.920445533,10.45556383,6.81310842267,5.424175738,6.78649468667,5.384486519,10.21465945,6.50456557867,6.232090496,4.985513237,6.246603446,BRCA
6.14608826725,7.90267372775,6.700055644,5.10181611067,10.2247242155,5.096779711,6.48633039033,5.418536788,5.414821571,6.830487081,11.07640162,8.875304823,8.22256686,10.73861188,10.73900867,7.01033543,6.541565657,10.5787857,6.790668032,8.87920118,10.00516175,7.10022614933,6.893972281,7.43641033367,5.0781205915,9.760949066,6.780834989,6.452575359,5.046808884,5.682019293,BRCA
6.38571988,7.363725271,7.0758149195,6.48498078533,11.230446555,5.510179653,7.67687424867,5.243375136,5.154424477,6.554209422,12.63995684,9.772286167,9.706263374,10.82235197,11.39699552,6.190817922,6.401140314,10.10988324,6.50818729167,7.036808602,10.02337358,7.51201575333,6.169830446,7.51796725,5.432418864,10.02857645,6.71134204967,5.914092825,4.756238089,6.007201809,Control
5.828512715,7.68324236775,7.145255335,5.15994938333,11.7320396,5.910739406,7.03128532533,5.778873021,5.221694654,6.124695819,11.14770754,9.689124896,9.125000832,10.26978741,11.79378019,7.003043143,7.250680065,11.36117359,6.84945253667,7.886307978,10.16436051,7.66507411167,5.823183308,6.83011701567,5.249326338,9.64277427,6.82324972833,6.257393146,5.108536217,6.440873838,BRCA
6.023262785,8.266235045,6.9288984445,6.23884315,10.8220317815,5.144669712,6.72553873467,5.527954892,4.704059729,6.762651532,11.40394419,9.669851091,8.587403553,10.29824049,11.24778827,6.271748387,7.28012379,10.30930613,6.82081096367,9.183908962,10.0572611,7.70410549233,5.647898183,7.20637665767,5.3798116395,9.778192608,6.79550833233,6.333473491,4.842490216,6.536368163,BRCA
5.6153229955,7.0209975,7.650487663,5.406001368,10.192406462,5.534039223,7.77800931933,5.199683385,4.916251205,5.859479655,12.71973005,9.48897542,10.52091846,10.024773,11.27142817,7.19165425,6.953850502,10.1403956,6.66349506767,7.071143553,9.419407807,6.96968561967,5.823629162,7.70990671067,5.174117691,9.44806525,7.09141190067,6.099301122,4.928502089,6.113175002,BRCA
5.83453255825,7.59906089225,6.5455490395,5.30866465967,11.535160535,5.186868206,6.96337703433,5.424091736,5.082161018,5.595153961,12.55220564,9.709540992,10.80616717,10.28052173,11.32897515,6.480875508,7.02220446,10.59124676,6.56443669333,7.289606548,10.30951646,7.45059367967,5.670168482,7.13842082933,5.5826154,10.0776573,6.87839881433,5.572595075,5.241088186,6.455783898,Control
5.79808307125,7.30330820025,7.043668604,6.46622136033,10.650024095,4.814308516,6.99400171867,5.076613872,5.092980397,5.743832178,12.86342169,9.813452991,10.28924692,8.946146814,10.64411791,7.234891958,7.105806717,9.783907232,6.417104127,7.868808861,9.85743721,7.18579209733,5.232863381,7.13403923433,5.516213206,10.46146439,7.15536991833,5.842357415,5.190823476,6.162699096,Control
5.952073547,8.0749802215,7.7260197415,6.101997529,11.221367505,5.459768685,7.17306175333,5.573201246,5.190823476,5.80774855,12.37349196,9.426946689,9.28431003,8.495716271,11.38446015,6.47249234,6.1022441,10.37511578,5.72725181833,8.413925243,10.1630147,7.74636252033,5.477524542,8.067418095,4.92177129,9.909466033,6.60697740833,6.278733439,5.313256056,6.212623443,BRCA
5.86890785625,6.79123719875,7.066012019,5.538635823,11.079691072,5.275203811,7.12101188067,5.281523233,5.251351034,5.775321383,11.49082219,9.936402792,9.719440643,8.317719126,10.67652155,6.860780106,5.992151647,10.48850324,5.744491636,7.197317764,10.28404649,7.01026332833,5.443947436,7.78887070867,5.4578057895,9.31002259,6.480327086,6.422910471,5.775321383,6.502239591,BRCA
5.5504130165,7.7046545075,7.466814708,5.078704241,11.24649471,5.236790358,7.18695290633,5.079390111,4.969485815,5.568116682,10.98014335,9.639187442,9.225244272,9.025943153,11.28858078,6.727720113,5.941582463,10.63754892,5.73390613167,8.48846392,9.959676393,7.77599685467,5.918750708,8.042180148,5.3217619725,10.54766361,6.48824065567,5.862086362,5.628490196,6.641730707,BRCA
5.66323108975,8.40145678525,7.326084489,5.134113432,10.6578056825,5.053014917,7.12114225667,5.736612484,5.07383228,5.728744494,11.90579323,9.844219734,10.43109042,8.248996236,11.37306376,7.080127653,6.363088376,10.0612703,5.60916538767,8.716426052,10.16124563,8.28776669767,5.422747045,7.836307026,5.173323511,10.64474883,6.28607473967,6.310527012,5.193979903,6.078210195,BRCA
6.00768468325,7.14034018375,7.4030363185,6.259824446,10.98410426,5.931926036,6.99577867067,5.503993644,5.36790503,5.603337962,10.82698558,9.717377026,8.564398295,8.47004987,11.53336151,6.408716636,6.025976276,10.5508817,5.80714597267,7.664342612,10.04336266,7.98991354833,5.43213367,7.638737044,5.234042777,10.11844835,6.11273935233,6.006304336,5.719191142,6.309026649,BRCA
5.84929453525,7.6854418455,7.103946414,6.18189508867,10.854297174,5.422410676,7.091036409,5.385958361,5.385958361,6.379773104,11.36448778,9.718764513,9.124199601,8.596712615,12.16931758,6.476872244,6.389227457,10.22826589,5.823423914,8.602996767,9.715962473,8.29266435133,5.639529738,7.64482053933,5.3682107935,9.925925682,6.30277753733,6.250208987,5.252865266,6.11114154,BRCA
5.8848762795,6.36484026675,6.995053331,7.620355095,10.9190103,4.726302606,7.16823303767,5.178725843,5.26763996,5.312983894,13.35392529,10.50506251,10.23129353,7.075401932,12.16828986,7.810701961,5.886130184,12.62461163,5.44784307067,7.798862394,10.80325148,8.28887305033,5.687628504,7.61440939133,5.241246986,10.37069589,6.58979127667,6.725949438,5.345725686,5.762422735,BRCA
