@relation data

@attribute 6655 numeric
@attribute 50855 numeric
@attribute 2810 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 5163 numeric
@attribute 10580 numeric
@attribute 6517 numeric
@attribute 5540 numeric
@attribute 3484 numeric
@attribute 10487 numeric
@attribute 2151 numeric
@attribute 3636 numeric
@attribute 5269 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 6198 numeric
@attribute 10000 numeric
@attribute 23476 numeric
@attribute 2885 numeric
@attribute 5595 numeric
@attribute 6654 numeric
@attribute 6195 numeric
@attribute 5594 numeric
@attribute 10971 numeric
@attribute 2319 numeric
@attribute 2932 numeric
@attribute 1029 numeric
@attribute 867 numeric
@attribute 2931 numeric
@attribute 4012 numeric
@attribute 5728 numeric
@attribute 7529 numeric
@attribute 8660 numeric
@attribute 10211 numeric
@attribute 5290 numeric
@attribute 5293 numeric
@attribute 7534 numeric
@attribute 3667 numeric
@attribute 7533 numeric
@attribute 5770 numeric
@attribute 7532 numeric
@attribute 7531 numeric
@attribute 56288 numeric
@attribute 5295 numeric
@attribute 8471 numeric
@attribute 998 numeric
@attribute Class {Control,BRCA}

@data
7.867620258,6.8014918265,8.516429993,10.11570732,9.15105029633,7.374389909,8.994564082,5.689167221,5.235163396,8.1194355205,13.1958974,5.7820869215,11.24851188,12.67483341,9.746089281,7.466690585,7.65857270567,6.52702968625,10.80480483,6.02664600925,6.28016555233,9.4954151895,11.634256725,8.001564595,6.75911088,8.27215776867,13.50065522,12.8538437,10.00381342,6.348705253,7.886226753,6.656643396,6.39902218067,10.48283344,11.115513174,12.08367055,11.4712435,6.685313404,8.467616885,10.0952864045,10.10813927,13.24583793,11.09785784,9.3985942475,7.09786273433,5.994133479,7.0703331436,6.521683367,7.16387589625,Control
7.609956448,6.737760397,8.608616259,10.34726733,8.42779587067,6.82117167,8.100563197,5.667687262,4.905220009,5.526443797,13.00770101,5.9553677195,11.64681981,12.80969082,9.68028616833,6.43012268,7.51923145167,6.64235424625,10.83272413,5.94776533325,6.566734832,9.5539178325,11.27623323,7.481398095,6.746992115,7.85669691467,13.29267684,12.70768381,10.79867858,5.79053164567,7.645116667,6.263509238,6.16456564733,10.32512022,10.8888014215,11.11317258,11.07296681,7.098719371,8.699078855,9.889935938,10.01141636,13.03973478,10.92233559,8.4722738185,6.614172522,5.919108385,7.6111323212,6.213741562,7.17118701125,BRCA
7.575257723,7.290014311,9.055378109,10.45388564,8.45925672733,6.742616386,7.1405365504,5.690704299,6.203891817,6.1137081595,13.23871974,5.460683325,11.729846,12.61090263,9.69256516467,6.416760061,7.197314467,6.2422901355,10.9243451,5.52044016575,6.91433093067,9.480270588,11.198356615,7.228580927,7.136685014,8.11094053067,13.56248158,12.97428108,10.42204403,5.34429371167,7.644869593,7.147411327,6.06223987167,10.4297627,11.252028628,11.22600587,11.0249286,6.212526175,9.063247518,9.9154335515,9.532322378,12.90606669,10.94914844,8.230995629,6.83129561633,6.234487549,7.448654099,6.053334703,7.03238297825,BRCA
6.838009842,7.9321150915,9.574508914,10.09500831,7.73867912133,7.875812501,7.201491944,5.801553978,5.725748823,5.7058474765,12.90606669,5.22672559,11.81694975,12.83066776,9.98949733167,5.863140121,6.97936211167,6.33404855075,11.19937192,5.58777326775,6.46140316667,9.432546201,11.274247985,6.648325671,7.5978930125,7.98209816267,13.18898907,12.97428108,11.11828268,5.62556244233,7.1870936865,6.947903173,6.47673575733,10.18190731,9.6891460585,10.31178269,11.13481472,5.584068992,8.649598507,9.348023424,9.129946971,12.89668817,10.74552751,8.3727076055,6.28271338533,6.708398067,7.6522265588,6.175580113,6.55593589375,Control
7.652900753,6.559059008,9.045569331,10.22872886,8.10318445333,7.242581369,7.8104902422,5.981630781,4.988243006,5.388810209,12.90606669,5.762619543,11.05745385,12.72208073,9.506100771,6.860966288,7.28840672033,6.76922237325,10.47933595,5.87271996825,6.87771033433,9.66718229,11.21839075,7.634958261,7.021079646,7.82991936767,13.29757193,12.74323457,10.40311354,5.72645123933,7.59092276,6.836369559,6.57539750967,10.27256013,11.277560598,11.49594259,11.18656944,7.405441727,8.565760069,10.0235137525,9.959676393,12.87894279,11.08348284,9.100624738,6.57751783767,6.114372881,7.950268865,5.828587949,6.99171327025,BRCA
8.522033306,6.9946221675,8.739562185,10.624983,8.70127661067,6.583726382,8.3400575382,5.889480387,5.249266367,5.849630117,13.19318117,6.0651547395,11.4706641,12.76004735,9.688092646,7.477052175,7.361977291,7.19245125,11.22643043,6.0241266485,7.10252079533,9.9164802245,11.07534033,8.19601328,7.5246001185,8.18650002,14.10257573,12.96626215,9.953578497,5.244334811,7.9410335545,6.770634576,6.716944666,10.16250498,10.678516145,11.69149721,11.27871096,7.460253403,8.146264608,10.8386970845,10.00182726,13.51771248,11.71457622,9.290985796,6.67180329633,6.246603446,7.4183463498,6.216799806,7.00999639125,BRCA
6.760091594,6.700055644,10.03996125,9.961088297,8.36198243367,8.139859715,8.0118703498,6.082580853,5.451550105,5.913357003,12.46365343,7.3808563405,11.5568558,12.85954552,10.0480993307,6.742953157,7.46619594767,6.5621458705,11.68974045,5.88751933675,7.34055646467,9.167523377,11.151396135,7.292025067,6.923040761,8.451561107,12.51339458,12.94803322,12.02630394,5.81224373133,7.242328474,6.72267478,6.82160382733,10.31455241,10.2755669945,9.882139059,10.78457782,6.662423158,8.302457433,9.2605399885,8.873183485,12.11865571,10.92879244,8.2565850245,6.349076575,5.682019293,8.3350079456,6.662423158,7.10702874775,BRCA
7.907583411,7.0758149195,8.630450181,10.12277013,8.53051419067,7.255408968,7.7903724246,5.931807875,4.738243253,8.0264688,13.18602605,6.4700891925,10.87563823,12.66269848,9.436876068,6.689303092,7.49696018667,6.575528975,10.38915837,5.55851851825,6.381469908,9.1611827995,11.40345044,7.787382059,6.824884907,8.171538624,13.71343219,12.65135565,9.584981814,6.476135957,7.794277783,7.289814009,6.61833519433,10.71573921,11.313560577,11.73537632,11.28537059,6.020263967,8.452633655,10.193168701,10.47490271,13.15586736,10.68230579,8.636048659,7.28095493367,6.007201809,7.757716558,6.220915761,7.09973287325,Control
7.65031782,7.145255335,8.752398314,9.9831294,8.16926655967,7.076765168,7.4007412088,5.950124992,4.95444207,8.335359875,12.94317143,6.184315282,11.06986277,12.6218253,9.58057105933,6.500527718,6.894570391,6.443440984,10.83540327,5.650041658,6.804588139,9.3657406255,10.99057863,6.878728789,7.242305488,7.91861634733,13.52549699,12.68048706,9.460251675,5.35894690833,7.465168109,6.70684521,6.273388714,10.36365325,10.898757498,11.64430934,11.36309182,7.205282841,8.407417683,9.9899662245,9.964760013,13.13820464,10.78374334,8.93960735,6.842406496,6.440873838,7.6719006758,6.095613938,7.18183415025,BRCA
6.965931792,6.9288984445,9.030143702,10.28660429,8.39504068233,6.954839344,8.4197805262,6.047566334,4.883390185,6.1869628445,13.04201932,5.342023225,11.41782366,13.12486126,9.75364579767,6.827314517,6.81342298733,6.26822091,10.84783275,5.56331123875,6.97782589833,9.70078824,11.551814785,7.4960371,6.8978346455,7.74245236133,13.21182067,12.95548196,11.10846093,5.788030138,7.356733999,6.408334517,6.355664473,9.653830832,10.8706706855,11.1050886,11.15310882,7.606018576,8.72987657,9.7911964135,10.08180334,12.77284039,11.13901746,9.2874717905,6.90458015633,6.536368163,7.3060563712,6.088741207,7.09000222,BRCA
7.055014278,7.650487663,8.415309872,10.23292486,8.62624266567,6.732001603,7.5504822584,5.641698649,4.856999696,5.521935748,13.08977243,6.16998656,10.57043948,13.38448364,9.592833039,5.479142629,7.09722914933,5.9896451145,10.51995589,5.4786784915,6.46876128133,9.153599552,11.573459625,6.507481989,7.288835508,8.06297051567,13.32746778,12.90048482,9.583290187,5.712608247,7.2106038955,6.991610063,6.44850858267,9.658595819,10.689313351,10.77336613,11.72826504,6.657000843,9.15686751,9.2919000485,9.072521955,13.27043919,10.57445661,9.361293612,6.42883852133,6.113175002,6.9076540764,6.413717301,6.604948967,BRCA
7.958945778,6.5455490395,8.257648453,10.11618835,8.601359139,7.247265632,8.1476291228,6.239651629,4.977292804,5.628991416,13.11936595,6.4406476485,10.97683637,12.6473067,9.66262953467,6.97372929,7.64534915633,6.67480979075,10.94695398,5.7708818765,6.54544236833,9.5256586835,11.32136754,8.512524314,7.194930658,8.197304519,13.45687162,12.71111204,9.857779317,5.99415791867,7.629598074,6.58789422,6.19719857267,10.53537772,11.1506836145,11.64562254,10.74842792,6.822223857,8.195422808,10.340569346,10.04292168,13.19781415,10.69259831,9.156716071,6.52215771867,6.455783898,7.509195938,6.081303006,7.351535111,Control
8.326250965,7.043668604,8.252714063,10.13087976,8.523978557,6.836053906,8.8774995654,6.314792241,4.84450022,5.869973768,13.14121392,6.1576359465,11.39078175,13.11183912,9.935713008,7.400262798,7.42531964067,6.649787867,10.51147622,5.8854976,6.52494253133,9.597360232,11.488573795,8.640083234,6.833435745,8.151507585,13.37355718,12.66850837,9.894916689,5.68078141,7.831098703,6.962725777,6.43123093,10.73844933,10.921528441,12.0344036,11.21374538,6.672535396,8.126576876,10.243054827,10.43052602,13.03258307,10.93430845,9.4850268925,7.410209695,6.162699096,7.3656981534,6.045328972,7.359104133,Control
7.997872605,7.7260197415,9.483967456,10.76657469,9.16094315833,6.667222002,7.3821503136,6.070449036,4.748476814,6.674620337,13.79334119,6.49116438,12.07288802,13.17144427,10.2127518167,6.998819226,7.18948982933,6.13687965425,10.31178269,5.6707063705,6.42729552067,9.06038523,11.695521545,7.7584583,7.428771926,8.08129530567,12.98137289,13.08056861,9.243632862,5.986607541,7.6569001255,6.940170054,6.144658923,9.656380672,10.7254236375,11.29880451,11.5761703,4.904979261,8.437316311,10.695078548,10.35004996,13.58717103,11.37859847,7.1421030915,7.75918708867,6.212623443,7.1534205814,6.109993193,6.6884391885,BRCA
8.051101686,7.066012019,6.765803652,10.37973064,8.789516499,6.746786795,7.6246008544,5.764082867,4.882412261,8.01995518,13.02126635,7.532768914,12.11092378,13.19114487,10.3303371883,6.457877938,7.22974910533,6.3478008495,10.97955044,5.6644220515,6.39178504467,9.5800955565,11.206231375,7.8511886,7.665607022,7.95451796533,13.46017433,13.41513704,10.71182636,6.04954423267,7.4253885415,7.146036874,6.060190856,10.45510657,10.2594135915,11.1371034,11.81694975,5.472171943,8.637277967,10.37185721,9.905109092,13.1958974,11.03430052,7.3575656335,6.58181998633,6.502239591,7.0222287176,5.793708154,6.843482732,BRCA
