@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10451 numeric
@attribute 10672 numeric
@attribute 10681 numeric
@attribute 1072 numeric
@attribute 11343 numeric
@attribute 1191 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 1432 numeric
@attribute 146850 numeric
@attribute 1606 numeric
@attribute 1607 numeric
@attribute 1608 numeric
@attribute 160851 numeric
@attribute 1609 numeric
@attribute 1675 numeric
@attribute 1950 numeric
@attribute 2 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 213 numeric
@attribute 2147 numeric
@attribute 2149 numeric
@attribute 2151 numeric
@attribute 2153 numeric
@attribute 2157 numeric
@attribute 2162 numeric
@attribute 2207 numeric
@attribute 221955 numeric
@attribute 2243 numeric
@attribute 2244 numeric
@attribute 226 numeric
@attribute 2266 numeric
@attribute 2277 numeric
@attribute 22915 numeric
@attribute 22927 numeric
@attribute 2316 numeric
@attribute 2335 numeric
@attribute 23533 numeric
@attribute 2534 numeric
@attribute 2621 numeric
@attribute 27154 numeric
@attribute 2767 numeric
@attribute 2768 numeric
@attribute 2769 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2776 numeric
@attribute 2782 numeric
@attribute 2783 numeric
@attribute 2784 numeric
@attribute 2785 numeric
@attribute 2786 numeric
@attribute 2788 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 2811 numeric
@attribute 2814 numeric
@attribute 2815 numeric
@attribute 29106 numeric
@attribute 3082 numeric
@attribute 3273 numeric
@attribute 3309 numeric
@attribute 335 numeric
@attribute 3479 numeric
@attribute 351 numeric
@attribute 3674 numeric
@attribute 3690 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3827 numeric
@attribute 3920 numeric
@attribute 3937 numeric
@attribute 4067 numeric
@attribute 5023 numeric
@attribute 5028 numeric
@attribute 5054 numeric
@attribute 51206 numeric
@attribute 5154 numeric
@attribute 5155 numeric
@attribute 5170 numeric
@attribute 5175 numeric
@attribute 51764 numeric
@attribute 5196 numeric
@attribute 5265 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5321 numeric
@attribute 5336 numeric
@attribute 5340 numeric
@attribute 5341 numeric
@attribute 5345 numeric
@attribute 54331 numeric
@attribute 5473 numeric
@attribute 5478 numeric
@attribute 5552 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5590 numeric
@attribute 55970 numeric
@attribute 5627 numeric
@attribute 5660 numeric
@attribute 59345 numeric
@attribute 6403 numeric
@attribute 64805 numeric
@attribute 6647 numeric
@attribute 6678 numeric
@attribute 6714 numeric
@attribute 6810 numeric
@attribute 6814 numeric
@attribute 6850 numeric
@attribute 6915 numeric
@attribute 7018 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7044 numeric
@attribute 7057 numeric
@attribute 7058 numeric
@attribute 7059 numeric
@attribute 7060 numeric
@attribute 7076 numeric
@attribute 7094 numeric
@attribute 710 numeric
@attribute 7273 numeric
@attribute 7277 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute 7414 numeric
@attribute 7422 numeric
@attribute 7423 numeric
@attribute 7424 numeric
@attribute 7450 numeric
@attribute 747 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 81 numeric
@attribute 813 numeric
@attribute 8525 numeric
@attribute 8526 numeric
@attribute 8527 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 9162 numeric
@attribute 928 numeric
@attribute 94235 numeric
@attribute 948 numeric
@attribute 9630 numeric
@attribute 967 numeric
@attribute 9948 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,-0.0326138439,0.3078825950,0.0959430252,2.9240636030,0.9044003919,0.5205302972,2.9477137673,3.3302642488,0.4174692793,-0.0262931256,0.2853465338,-0.0494801641,-0.1562702654,-0.0585234014,0.1798295527,0.2288432479,-0.0304579000,0.4645407777,2.3584245311,0.3070585448,-0.0595724084,-0.2142724890,0.3161278931,1.0862958479,-0.0866935346,0.5566458218,-0.0875431200,0.0720853615,0.2726551719,-0.1337402769,-0.1338066185,3.7439354659,-0.0093080291,-0.1300933296,-0.1383016045,0.7650270641,3.0445294857,1.4465033908,-0.0131690648,0.4023514937,1.7777387371,0.2614307384,1.2075416012,1.1264565870,-0.1898532445,0.6288589894,0.7379945731,0.9289300937,0.4478188096,0.8279611501,0.4049960374,-0.0520556581,-0.0282765614,-0.0979167008,-0.0631695779,2.0719431177,-0.1301306970,-0.0066118414,-0.0043751488,-0.0406000489,-0.0861794051,-0.1845878262,-0.0900668325,0.0401865077,2.2544924615,0.0666437114,-0.0070168312,1.4021717074,-0.0711339900,0.1012585052,0.2178563230,-0.0355535233,0.0663673716,-0.1738876365,1.1207024271,-0.1219987183,0.3161357614,0.0493171607,-0.1769864872,3.0971668291,0.0039341146,1.2706931260,-0.0929542914,0.6485961018,-0.0489916427,-0.1653896839,0.1091476778,-0.0028469054,0.3417825494,-0.1444193100,-0.0743738270,0.0027666772,-0.0567561424,0.1043059106,0.0064908145,0.0637051798,-0.0652750283,0.2650621481,-0.1307884131,1.6142010918,1.2680184327,0.2608651281,-0.0981862237,-0.0750473595,0.2436073230,1.4082001351,0.8072675267,2.7465090417,0.8352787644,-0.0841577866,-0.0942046266,2.6477843375,4.1871066491,-0.0124092440,0.5175196815,0.2126080708,-0.1212870654,2.3023610105,-0.0503329829,0.4776154854,0.8690730108,0.3435973456,-0.0139440319,1.8902754735,4.6578381328,0.9317078258,0.0128830904,4.7436883187,0.8473812143,2.5686144829,-0.0370833546,0.9076037903,-0.0056752554,-0.0023895863,1.9876758964,1.2743816055,0.6779944602,1.9057782366,-0.1216605016,-0.0990647980,1.3564936234,0.8265591783,2.7038153726,0.6204384394,1.9315994218,0.2448576122,0.2278098088,0.4590611783,3.1035592704,-0.1123077593,-0.0040899706,1.0703750961,-0.1241024184,-0.0639162206,-0.0793503276,3.9733771483,1.5114871933,BRCA
GSM481003,0.3007907103,-0.0231692680,0.3042140120,0.0999994444,3.2567019463,0.6284088791,1.1160269693,2.8340364515,2.8298389578,0.3061586227,-0.0204463911,0.3461960096,-0.0392159924,-0.0329092837,-0.0761071571,0.3954063866,0.3694401763,0.6191529817,0.2761680131,2.5114432043,0.3973698837,-0.0920298565,-0.1989544242,0.3005077078,0.4470580376,-0.0665179614,0.4292866794,-0.0702441079,0.0724932240,0.5061248239,-0.1309632186,-0.1040900125,3.8466326595,-0.0739448218,-0.0755843232,-0.1012297469,0.9160780270,3.0286084558,1.7436893397,-0.0067144994,0.4055141435,1.6654403575,0.2675883838,1.3259332918,1.0654752979,-0.2042405328,0.8103868588,0.8040623380,0.7902084636,0.2624370770,0.7446148635,0.3861772509,0.0136994388,0.0082499009,-0.0398267657,-0.0038146086,1.4007776942,-0.1463896707,-0.0387087499,-0.0949003638,-0.0896677458,-0.0021249864,-0.0844130422,-0.0890416577,-0.0634781409,1.4121392310,1.0870792727,0.0254755334,1.4435276514,-0.0885409495,0.6416629085,0.0514344826,-0.0627746906,0.4280975269,-0.1400248674,1.1693383068,-0.0909487080,0.1219394536,-0.0169737554,0.0597108338,2.5698548448,-0.0737347510,1.4126835802,0.2806381032,0.6032710826,-0.0421273370,-0.0687760951,0.1806614782,0.2655929831,0.1791957579,-0.1042557524,-0.0506758328,0.0220997693,-0.0835485794,0.1816668325,0.0248844036,-0.0212063200,-0.0577860301,0.1972087900,-0.1184844748,1.6335785134,0.6242790536,0.2829620648,-0.0518483993,-0.0337643415,0.3843681029,1.5228428889,0.9846078753,3.4518990144,0.3278987228,0.1046401950,-0.0368151274,2.7052017749,4.1070648432,-0.0016825477,0.9935861790,0.1600526392,0.0222191754,2.0659782392,-0.0789788298,0.5876617368,1.5404983274,0.3926736576,-0.0335921905,1.0961764973,4.2051223382,0.6738963011,-0.0854843307,4.6382934781,0.6912779407,3.2780293228,-0.0481398976,2.5265952150,-0.0640276709,0.1084957430,2.0270914505,0.7908059188,0.4758072181,1.5231428147,-0.0564617124,0.0800295331,1.1557139689,0.7173366560,2.6004273182,0.2403456947,1.2115715202,0.5346045782,0.4228660253,0.5260674770,3.0309254428,-0.0698178071,0.0024791414,1.7889225968,-0.1113222497,-0.0715040995,-0.0319829624,3.9425467914,1.5523874753,BRCA
GSM481004,0.4733082638,-0.0307725794,0.2188233004,0.1646906034,2.6661450467,0.9445562226,1.3919695313,2.8812906135,3.3228280151,0.4136280409,-0.0291441796,0.3430322813,0.0113171302,-0.1386742476,-0.1039034550,0.4571569791,0.1291287060,0.1518570445,0.1296651321,2.2194539971,0.4676012300,-0.1078802160,-0.2138664767,0.1744622019,0.2178375794,-0.0565917602,0.6703320410,-0.0673217343,0.0867632077,0.3003051823,-0.1464092568,-0.0766112734,3.8100233377,-0.0318216407,-0.1058017287,-0.0628116271,1.2762758896,3.0873472690,1.6591458448,-0.0146582856,0.6183126943,1.7442713576,0.2802139198,1.0587875816,1.3451529716,-0.2011653437,0.8890818098,0.7018607473,0.7554294536,0.3193705141,0.7807461512,0.5521416770,0.0250083253,-0.0385375693,-0.0696329902,-0.0421145539,1.8515151408,-0.1982034243,0.0844486295,0.0045433962,-0.1348937088,-0.0530676909,-0.1237354602,0.1403280745,-0.0190558522,2.1522390246,0.5311889070,-0.0085871777,1.3266375645,-0.0504162911,0.1920933733,-0.0097076942,-0.0462495909,0.4999212028,-0.0944272071,1.4110529100,-0.1239090867,0.3341139361,-0.0036369900,-0.1353836566,3.0840943361,-0.0070545311,0.8181429756,-0.0037518531,0.6172203298,-0.0777788476,-0.1454869720,0.2221729152,-0.0161188256,0.1934292825,-0.0326631340,-0.1540841441,0.0015714503,-0.0147714728,0.0046874581,-0.0253498340,0.0752197661,-0.0859836093,0.1437460496,-0.1650470680,1.5735848994,0.8321548488,0.4684481415,-0.1085750333,-0.0723416345,0.3137696185,1.3914726415,0.3461685877,2.9859309047,0.5141371712,-0.0368857761,-0.0904042594,2.3499542176,4.3222085502,-0.0060122215,0.8368108561,0.0488443012,-0.1644663710,2.0326953270,-0.0737803169,0.4072908132,1.1630562656,0.3364432512,0.0362120005,1.9137970677,4.6035953628,1.0637785066,0.0585717540,4.9378415743,0.8583761311,3.5516616703,-0.0274542607,1.5638762812,-0.0649329242,0.0092281189,2.0022565522,0.9908479975,0.8024594974,2.9307683705,-0.0955179574,0.0677212577,1.0442493542,0.7713027104,2.5539644831,0.3593561060,1.5503705954,0.7930152342,0.3471227035,0.6716340117,2.9765772323,-0.0699493475,0.3101633670,1.1662965714,-0.0985009841,-0.0965311680,0.1464914267,4.0427791013,1.6175385814,BRCA
GSM481005,0.7983672971,-0.0564037240,0.3931052007,0.1558229845,2.9343244237,0.9110262245,0.8137829873,2.7405024894,3.2620702840,0.3984561536,-0.0887167756,0.1982133584,-0.0382929383,-0.1437796571,-0.0795604482,0.2850383564,0.6561711217,0.4012778942,0.0278951197,2.3890128664,0.4302809539,-0.1202740200,-0.1704830490,0.2666255229,0.7086218215,-0.0860241149,0.6897307700,-0.1416255637,0.0776338815,0.4071737701,-0.0965031531,-0.1340541364,3.6244196595,-0.0281883657,-0.0937935161,-0.1713184986,0.6132229460,3.0169214630,2.2389136498,0.0304015636,0.4258142904,2.2947093237,0.2619021738,1.3188462358,1.1008223001,-0.1832310853,0.9670564680,0.7327531320,1.0908687503,0.5904648845,0.7418772494,0.4407993471,0.1431259238,0.0048406354,-0.0900424109,-0.0373471825,2.0844613116,-0.1005716819,0.0298131270,-0.0144689013,-0.1195217273,0.0674180773,-0.1418226594,-0.1242908563,-0.0712379405,2.0787871359,-0.1191916900,0.0353970129,1.4586576726,-0.0677923652,0.0977961318,0.1994229225,0.0021436654,0.1212341356,-0.1586266170,1.3617353249,-0.1313626404,0.1698534251,-0.0759386453,-0.1074477236,2.8895452333,-0.0088480962,0.9901911059,-0.0792964379,0.8054027840,-0.0867446095,-0.1371271478,0.1842067655,-0.0228575873,0.2936143763,-0.0949890131,-0.1223234448,0.3289049813,0.0360093063,-0.0240801696,-0.0350841924,0.0723175555,-0.1184779587,0.2903279221,-0.1282582403,1.5503114279,1.6130298748,0.3166812967,-0.0871069950,-0.0307554886,0.3143144434,1.7118040177,0.7783004943,2.7376737148,0.7196760476,-0.0726067910,-0.0871557627,2.9997989983,4.1484972637,0.0075601748,0.5390048665,0.4486032398,-0.1354474181,2.1538139149,-0.0451812021,0.3632583721,1.1279461384,0.4534288727,-0.0031638014,1.7547406858,4.2705672319,0.5727708010,-0.0711156597,4.2069418693,0.6834549974,2.6770744622,-0.1064240407,1.6460213462,-0.0950495207,0.0036584168,1.9694497985,1.2501884444,0.5904648976,2.3526480645,-0.1155557907,0.0215996452,1.5244798356,0.8702989420,2.5885585249,0.2900286220,2.0628758534,0.3929890530,0.1311198047,0.2865877566,2.9770357410,-0.0723469267,0.3958657423,1.3338098321,0.0019805360,0.0500329547,0.0748881821,3.7882714272,1.4823327531,BRCA
GSM481006,0.6102282105,-0.0841016283,0.3647062411,0.0940744485,3.0438792707,0.8555079922,0.5108828598,2.8867894266,3.2151531601,0.3921763096,-0.0978447453,0.1973957426,-0.0343907599,-0.0679974597,-0.0778222571,0.0732517985,0.6000066001,0.3139419490,0.6220273757,2.7993582883,0.4174783649,-0.0851389672,-0.1301296197,0.2667393694,0.5719618850,-0.0879177564,0.1638039517,-0.1140688804,0.0514071679,0.2755371345,-0.1302992665,-0.1443073794,3.7386488616,-0.1003913861,-0.1336279527,-0.1257136540,1.0024119643,3.1316760732,1.5292125387,0.0247047886,0.4241999837,2.0404955939,0.3386820037,1.4356097507,1.0268023914,-0.2291768656,1.2209734655,0.8024770168,1.0996662435,0.6643883944,0.8980883528,0.5024565970,0.0676333264,-0.0312742843,-0.0409805291,-0.0047965163,1.7298908366,-0.1092058139,0.0551767207,-0.0477597213,-0.1565462959,0.0308713989,-0.1947229951,-0.0910984392,-0.0716069273,1.3783304394,0.1986684730,0.2205455596,1.4818387958,-0.0607893218,0.4037492653,0.1351932498,0.0168171378,0.2181934865,-0.1837447037,1.2309627652,-0.0823589096,0.3630817666,-0.0299427207,-0.0945731764,2.7820571792,0.0322410394,1.3985878927,0.0098966052,1.0976617766,-0.1171489896,-0.1534552708,-0.0769754833,-0.0389164976,0.2433270854,-0.0674328190,-0.0515387084,0.2390861619,0.0852915491,0.0274722780,-0.0094500684,0.0606061362,-0.1282047910,0.1627931487,-0.1642498784,1.5043091501,0.7950154811,0.2588561041,-0.1044239603,-0.0489088737,0.2539185200,1.6287609772,1.4401814540,3.4045463279,0.7344815110,-0.0867700028,-0.1630599110,2.5241018831,4.0143177244,-0.0179128214,0.4739101772,0.2991642903,-0.0939081977,1.8265308316,-0.0993680096,0.3491632068,1.0640574322,0.3380506146,0.0641747257,1.6049815546,4.5933951536,0.7639892979,-0.0740136918,4.5179586940,0.6011486065,2.7402597070,-0.0518710781,1.9085949662,-0.1211343683,0.0232389788,2.0552903512,1.4694099681,0.6899303348,1.9096163734,-0.1247078772,0.0602109109,1.3858446989,0.8328808705,2.7229726611,0.4171033552,1.8677598379,0.2223917919,0.1751262152,0.6816669008,2.9921479324,-0.0484193605,-0.0613824153,1.2492968785,-0.0675209105,-0.1116888564,0.4044486584,3.9976427290,1.3082245856,BRCA
GSM481007,0.3836162349,-0.0341735956,0.2262629088,0.1175155551,3.0593108733,0.6638391363,0.8833646706,2.2292472782,2.5777011716,0.2309822093,-0.0913290837,0.2741069805,-0.0964318958,-0.0745290706,-0.0725504516,0.3853519006,0.9637998496,0.0250401876,0.7984659650,2.4604020782,0.2757121727,-0.1193511210,-0.1632449288,0.7077321922,0.6666712669,-0.0393462078,0.4013965693,0.0009496239,-0.0547207209,0.2829277535,-0.1447376906,-0.1059853564,3.8221343160,-0.0382484025,-0.1794179511,-0.0702731734,1.1694717372,2.8286755847,1.5117607714,0.0693962222,0.3561066310,2.1647558995,0.3374580309,1.2181181839,0.8993316328,-0.0446292206,1.1343356063,0.6969900434,0.6895177521,0.3499374598,0.6832716253,0.7389051489,0.0082447724,-0.0001031797,-0.0702233489,0.0576778140,2.0440874497,-0.0969640405,0.0206030341,-0.0935247757,-0.1086405012,0.0521081630,-0.1913848148,-0.0398325489,-0.0912645348,0.7209900856,0.6184876531,0.0681594072,1.4820545489,-0.0777350301,0.1081938795,0.0550178691,-0.0743076288,0.3613447715,-0.0807936243,1.2685047859,-0.0899394873,0.3024995799,-0.0001169606,-0.0991130328,2.2132332134,-0.0731941529,1.1189648246,0.0529967257,0.8467260383,-0.0401979054,-0.0154575356,0.3249432327,0.0230088624,0.1014056848,-0.0381952070,-0.1263724936,0.1471414633,0.2361062177,0.1631172095,0.0043118942,0.0159966048,-0.0076513394,0.0063761506,-0.1703541344,1.4647826232,0.9093530883,0.2214731303,-0.0580448157,-0.0014222495,0.3758502612,1.7198813632,1.5416547460,3.2563173548,0.4905876240,-0.0686965311,-0.0876937658,2.5976988672,3.8999765981,0.0468923578,0.6716245453,0.2691201123,-0.1150343669,1.8882915784,-0.1263147138,0.3947684393,0.2169134759,0.6869849099,0.0623090195,1.0875133568,4.5561926101,0.8347073379,-0.0183858601,4.4103356998,0.6480991445,3.1435187460,-0.0768903926,2.0493915678,-0.0768376531,0.0575834834,1.7478359239,0.7867835067,0.9740841606,1.9130351394,-0.1394139307,0.1241320041,0.8527704083,0.7908645495,2.4574012124,0.2029048486,0.7926893451,0.2870465880,0.0707556710,0.4097689828,2.7754765402,-0.0557559649,-0.0455709597,1.5635478645,-0.1091753465,-0.0562751821,0.3768923105,4.3390443590,1.2755397542,BRCA
GSM481008,0.5217626055,-0.0587467358,0.4971662349,0.1762107810,2.8749696417,0.6898809527,0.7322353489,2.5394418168,2.5605059044,0.3457279783,-0.0561348128,0.2935032197,-0.1331143563,0.0162580809,-0.1306744359,0.4704275791,0.0588259541,-0.0105014925,0.0286161591,2.1300801171,0.4476290999,-0.0994089692,-0.2231113640,0.7885261093,0.3267950748,-0.0864305712,-0.0131002633,-0.0900205340,0.2104557655,0.1379844207,-0.1204742205,-0.1344527091,3.9057635964,-0.0526968611,-0.0237828147,-0.1234036695,0.6580853146,2.2280091381,1.4054096226,-0.0033952392,0.5704126423,0.9112263929,0.2274932512,1.2615825528,1.0273638856,-0.1406718484,0.9561627172,0.6497903308,0.9398854532,0.3171693577,0.5812673489,0.5733324594,0.3323945552,-0.0138166144,-0.0801251363,-0.0930239435,2.9869054159,0.0118098752,0.0765580802,-0.0797181074,-0.1069575390,-0.0270064181,-0.1745379161,0.0478122059,-0.0756686539,1.2566341757,-0.0504092346,-0.0105432316,1.6138510775,-0.0674781555,0.1811905690,0.0515839298,-0.0320775752,0.3614642392,-0.1765786447,1.2116130602,-0.0956952133,0.2535372900,0.0757428767,-0.0839116024,2.4474974322,0.0825493092,1.1268164873,-0.0861223581,0.6941363809,0.1781776670,-0.0932542066,0.1463205170,0.0342788409,0.1758980179,-0.0852505426,-0.0720937303,0.0879067641,0.3041578594,-0.0617019828,-0.0225707609,0.0131390466,-0.1124563417,0.5126946868,-0.1026632953,1.1664521774,0.8350593607,0.2738108856,-0.1056714096,-0.1196029719,0.3197058526,0.9962933176,0.5202826657,3.1875550823,0.5189527079,-0.0026418858,-0.1203500191,2.1214077659,3.3651984333,-0.0086323968,0.9787942955,0.2069773966,-0.1333306130,2.4122923885,-0.0982168091,0.9020165747,1.0231049003,0.0843056362,-0.0061473649,0.9346371066,4.3664356073,0.3984837329,-0.0063983426,4.4080194898,0.8231768893,2.1577272861,-0.0534058843,1.7240076265,-0.0584359721,0.0569410248,1.7010813361,1.8535234271,0.6140945670,2.3352718130,-0.1273354423,0.0211835504,0.9964291379,0.7930964681,2.4189842773,0.2152396904,1.0861910760,0.6517942286,-0.0228458407,0.6457512668,2.2804966147,-0.0783606052,0.0025696558,0.8487464356,-0.0820205758,-0.0258508692,-0.0837222802,3.7169796890,1.1788689255,Control
GSM481009,0.5489170128,-0.0990485983,0.3613355075,0.0263316522,2.7444512847,0.6846121640,0.6879221182,3.5249541001,3.9238586616,0.2764711754,0.0253503757,0.0947650961,-0.0733358015,-0.1801348723,-0.1269223151,-0.0204918324,-0.0603935983,0.1017885568,0.3842784293,1.7882246540,0.1436777954,-0.1547436415,-0.4358481598,0.4930541399,1.0387842056,0.0197437958,0.2860152457,-0.0627613166,0.0269088492,0.0442450267,-0.1098639981,-0.2159782159,3.7113603654,-0.0546535244,-0.0432245343,-0.0700687589,0.5185205016,2.5740505267,1.5305498669,-0.0460119554,0.1867759509,0.5163459674,0.2671097662,1.1639748752,0.7763315288,-0.3330149019,0.7515524406,0.5076287837,0.8664243184,0.4197121219,0.6165255239,0.3277122399,-0.0187472406,0.0075181638,-0.1442451389,-0.1290513484,2.0699307456,-0.1774287639,0.1133095631,-0.1460126650,-0.0997905679,-0.2185989576,-0.2744124193,-0.0765183503,-0.0335228113,1.3611692488,-0.2319907978,0.4388621020,1.5194196158,-0.1688489413,-0.0225474585,0.2000191124,-0.0548121327,0.1931102983,-0.2414583511,1.2530937696,-0.1288826439,0.1738289398,-0.1206464898,-0.1635203771,2.0585756833,-0.0238754778,1.2916804486,-0.1890939915,0.5816204784,-0.0994077928,-0.1309069859,0.0021183130,-0.0247034786,0.2437746771,-0.0950082633,-0.1321362915,0.1336468826,0.1206036070,0.0492418256,0.0445180078,-0.0889760609,-0.2828069031,0.0462389344,-0.1493513543,1.0990514844,1.2207927331,0.3586061170,-0.1066654161,-0.1903911113,0.0714532481,1.3603622399,1.3519374330,3.1410708727,0.6463254577,-0.0233045753,-0.0745349038,2.3663890571,4.9241421353,-0.0607615665,0.1758892669,0.3467794400,-0.1552854501,1.9079880744,-0.0707533295,0.1325173036,0.2427701615,0.4328454778,0.0860087263,0.7949119215,5.4401534399,0.5483482332,0.0365947642,5.4306519298,0.5292777442,2.7209667714,-0.0390938626,0.4763114577,-0.0048604058,-0.0540411155,2.1447127912,0.9757552594,0.1646558709,1.1064806955,-0.1074922367,-0.1346181758,1.0664309090,0.7962288941,2.6979478374,0.1056522256,1.6487451184,0.1187826106,0.1154952880,0.2070281051,2.4714063083,-0.2188257759,0.1580655228,0.6482622323,0.0616575229,-0.0695099781,0.0271284135,4.2759239673,1.1347701509,Control
GSM481010,0.6249280034,-0.0673315320,0.4966195384,0.1181509570,2.7238900263,0.7227736851,0.7071476082,2.6051321654,3.0476547671,0.3582406002,-0.0787895281,0.2268503939,-0.1281650854,-0.0216696830,-0.0765055276,0.3875883851,0.5173808591,0.0557148577,0.3918815686,2.1086231072,0.3798376370,-0.0758257368,-0.1824565928,0.2349366939,0.3070435274,-0.0611192310,0.6662855313,-0.0993298349,0.0859565825,0.4649821439,-0.0944624883,-0.0999778244,3.5709333419,-0.0886922837,-0.1263709674,-0.0237059541,0.8357222319,3.0410647964,1.2307521165,0.0036142197,0.7505683312,1.6156946793,0.2816985777,1.0892066083,0.9157001711,-0.0572229483,1.4438292494,0.7358219301,1.3039561975,0.6331500416,0.7687349256,0.3140299377,-0.0330859112,-0.0491772037,-0.0575684468,-0.0147443671,1.7387604249,-0.1416044151,-0.0111925566,-0.0371436307,-0.1408410529,-0.0039206772,-0.1365363700,-0.0909031314,-0.0580626175,2.3768785478,0.7874044630,0.1285491438,1.2889276698,-0.0877833051,0.2973005544,0.4681226672,0.0048748811,0.1122889133,-0.1341905826,1.4701618624,-0.1041526239,0.5541188944,-0.0137471909,-0.0636921883,2.7471628225,0.0084920188,1.0661633827,-0.0580621935,0.6870637622,-0.1017693667,-0.1072482466,-0.0602959712,0.0497176393,0.2892597577,0.0721562371,-0.0223426086,0.1319778106,-0.0151800391,-0.0599373686,-0.0547676398,-0.0320086588,-0.0913440479,0.3157774927,-0.0756684848,1.5702030094,1.2622166643,0.3844459151,-0.1128206664,-0.0485023446,0.3779942882,1.9193168806,1.3907128177,2.7178255691,0.8611366566,-0.0515904378,-0.1446447670,3.0150474759,3.8485326767,-0.0237400801,0.7985340040,0.3807646374,-0.1347208667,1.6716426194,-0.1199854962,0.4001078805,1.3532863502,0.2637763904,-0.0995517961,1.6667781540,4.2659974099,0.6310766338,0.0771955697,4.1746149858,0.7593827262,2.9375846386,-0.0962629490,2.5516127347,-0.1376485593,0.0842259519,1.9118974974,0.9745329110,0.5582854632,1.9576278516,-0.1035027482,0.1099932423,1.4629609655,0.8582563715,2.5320026251,0.4105417741,1.7420116983,0.4098915151,0.0809858693,0.4754191354,2.6965886255,-0.0216113908,0.0278013797,1.9091593474,-0.1251607268,-0.0988731951,0.0420144455,3.4355700811,1.5145169266,Control
GSM481011,0.3773361022,-0.0442146932,0.2134416000,0.1424185228,3.1665536563,1.1739759009,1.3490269999,2.8519130112,3.1823942018,0.1895736574,-0.0549686374,0.2305919845,-0.0267128731,-0.1205301823,-0.1761172993,0.4622972094,0.5436690071,0.0734742197,0.1401442280,2.7272794777,0.4895673924,-0.1134283051,-0.2587490313,0.7345491990,0.9283442557,-0.0398322448,0.2102956519,-0.0030264426,-0.0256841576,0.4578980002,-0.0686773083,-0.1072986642,4.3113166690,0.0151894431,-0.0338184122,-0.0422702526,1.1676604483,3.1985992527,1.3498147170,0.0986143788,0.2638565085,2.2757083252,0.1844215070,1.4613334589,1.1087472470,-0.2463071451,0.7541625414,0.7795279973,0.7538124666,0.2530173084,0.6951909607,0.5910138850,0.0443884449,-0.0113668426,-0.0725463081,-0.0267178286,2.2713911864,-0.1934635937,-0.0012641086,0.0623097229,-0.0616845063,-0.0663560761,-0.0737825392,-0.0384367945,-0.0094801061,1.6893632411,-0.0657874784,-0.0327065625,1.2116875624,-0.0441689824,0.0853694100,0.0141741859,-0.1155827556,0.0571182206,-0.1127771261,0.8359368082,-0.1268820861,0.1055537684,-0.0180764058,-0.1175801773,2.8480850698,-0.1317520350,0.5065772017,-0.0816099351,0.9310768999,-0.0445245766,-0.1788172826,0.2238506452,-0.0653526316,0.2223992294,-0.1192103243,-0.0940577877,0.0018939260,-0.0271469704,0.0042137171,0.0015411845,0.0778911211,-0.0414521480,0.1901781862,-0.0866106363,1.4195460750,0.7611459091,0.2189997299,-0.0728182171,-0.0513703098,0.2401240564,1.4365228034,0.7485146323,2.2420370691,0.6016605651,-0.0073142439,-0.0905016716,2.9558201135,4.0907015402,0.0394449375,0.7640604641,0.2575437964,-0.1223144881,2.4415884107,-0.0791074340,0.5330254723,0.6447139097,0.7929640099,0.0765333156,1.3167463400,4.5045919949,0.7886644867,0.1581573665,4.5558462144,0.7561733133,2.9404304921,-0.0408412502,2.1406944593,-0.0547222076,0.0532967153,1.8810586527,1.0054025888,0.5271461043,2.1945746766,-0.0901307791,0.1243856160,1.0243768138,0.8445791476,2.9243183808,0.2505190243,1.2046705165,0.7106844597,0.3248575433,0.5527128577,3.2065094609,-0.0625966244,0.3971440069,1.3952920438,0.0715863965,-0.0505232476,-0.0041702244,4.1207121744,1.6233491038,Control
