@relation data

@attribute 2647 numeric
@attribute 6456 numeric
@attribute 6844 numeric
@attribute 2799 numeric
@attribute 9829 numeric
@attribute 6845 numeric
@attribute 1785 numeric
@attribute 3312 numeric
@attribute 1777 numeric
@attribute 8673 numeric
@attribute 408 numeric
@attribute 1522 numeric
@attribute 162 numeric
@attribute 164 numeric
@attribute 375 numeric
@attribute 1211 numeric
@attribute 8905 numeric
@attribute 1213 numeric
@attribute 81567 numeric
@attribute 8907 numeric
@attribute 130340 numeric
@attribute 10053 numeric
@attribute 1174 numeric
@attribute 4074 numeric
@attribute Class {Control,BRCA}

@data
10.97903948,5.06782288,10.98552909,13.17957018,5.0758588525,9.636443876,9.1949958385,13.60992767,10.96031353,12.89271362,10.109849668,11.68448358,9.257837879,9.5168692105,9.06733291667,9.85483690933,10.33356066,6.419459359,7.921488241,11.16338255,4.756771821,6.316422399,9.26705535167,9.860280449,BRCA
10.51584792,5.687768455,10.45871961,13.48222565,5.2943137015,10.54580458,8.5476373445,13.09917276,10.98367433,12.79374357,9.640584923,11.81532136,8.9872279575,10.19841748,9.15885341667,9.569893126,10.89679642,6.409565428,8.3476764898,10.74490974,4.472233581,6.431878337,9.69184985067,10.70937274,Control
10.55979796,5.890331925,10.57581366,13.79334119,5.6127336765,10.27876338,8.3848366715,12.982725195,11.03275882,12.87602003,9.901873931,11.84476863,8.753653774,10.024973187,9.02863103533,9.627951807,10.68847001,6.279569377,8.1657876912,11.24631027,4.84450022,6.63379854,9.28684863667,10.35134816,Control
10.36365325,5.451879748,11.2546007,13.07191821,5.2550378035,9.835292949,9.416925594,13.20710406,10.51017103,13.34055118,9.8300454095,11.97837451,8.6211251185,10.391341055,9.44034213133,9.64490915967,9.9893415805,5.404810541,7.6400490788,10.29486801,4.537176254,7.373781141,9.33566540233,10.82495499,BRCA
9.457976471,5.65306808,9.127737169,13.57024711,5.601035346,10.57043948,8.868771014,13.766019795,10.29860136,12.34480084,8.889154228,11.01404508,8.8722285685,10.328791413,9.602992126,9.48345944067,10.547288835,5.649336125,8.8344638618,10.9316131,5.133205159,7.092337284,9.00847069033,10.96622084,BRCA
10.39134057,6.123713395,10.96223109,13.07861622,5.5073635195,9.73909332,9.1366061965,12.883636945,10.97151861,13.54473631,9.941840869,12.20536419,8.6234186075,9.9920795695,9.52585421467,9.94364617567,10.004387079,5.641409649,7.7410713376,10.35399067,5.13566953,7.36527506,9.42551392833,10.48499683,BRCA
10.503672,5.176533465,11.18913904,13.34981755,5.550743254,9.698696475,9.2374373105,12.77225221,11.10966436,13.49883304,9.3717364625,12.30040269,8.4299409675,10.2517578225,9.454326801,9.67715489467,9.535486731,5.38008113,7.785414589,10.18746996,4.246268135,7.666474566,9.53980030333,10.35787117,BRCA
10.76919343,5.890331925,10.57996904,13.15138292,5.345749019,10.14832758,8.935554787,13.08508924,10.81594784,13.37355718,9.4348840965,12.26909023,8.78501656,9.982431016,9.73109120033,9.99687892667,9.9858277755,5.643287114,8.023876207,10.50080233,4.969831133,7.234963788,9.72918895967,9.933182054,BRCA
10.56803712,5.745513828,11.18170219,12.9979954,5.5494141275,10.05646198,9.3932304675,13.231075175,11.06573943,13.52549699,9.436631347,12.71693524,8.794173399,10.259069865,9.70770383567,9.89082105633,9.725842908,5.491220776,8.285302837,9.995463717,5.22439848,7.661780101,9.978300195,10.93414071,BRCA
10.757061,5.088959125,7.975462708,11.67059663,5.5789852085,8.751017701,9.5858234835,11.966247995,8.109048547,13.95070399,9.935070682,10.95483991,9.109970228,9.9030958315,10.165604926,10.178458256,8.875494207,5.430127385,7.654760343,12.15241487,5.222467693,6.989880165,9.693328964,11.23348204,BRCA
