@relation data

@attribute 2647 numeric
@attribute 6456 numeric
@attribute 6844 numeric
@attribute 2799 numeric
@attribute 9829 numeric
@attribute 6845 numeric
@attribute 1785 numeric
@attribute 3312 numeric
@attribute 1777 numeric
@attribute 8673 numeric
@attribute 408 numeric
@attribute 1522 numeric
@attribute 162 numeric
@attribute 164 numeric
@attribute 375 numeric
@attribute 1211 numeric
@attribute 8905 numeric
@attribute 1213 numeric
@attribute 81567 numeric
@attribute 8907 numeric
@attribute 130340 numeric
@attribute 10053 numeric
@attribute 1174 numeric
@attribute 4074 numeric
@attribute Class {Control,BRCA}

@data
9.407703867,5.899182429,10.05577764,13.8269571,5.0427179075,10.55403266,8.5364472205,13.00739367,11.08036472,12.26795863,9.851239619,11.75935364,8.592222961,9.8003749615,9.435961159,9.38372377367,10.928763925,6.414182583,8.0608451716,11.19411678,4.949548063,6.388969257,9.30100447133,10.5183387,Control
9.991727722,6.168126147,10.58383522,13.24583793,5.769536799,10.09301842,9.195826915,12.993883495,10.83920007,12.94623653,9.618220979,10.593284,9.2814931165,10.226900679,9.02931504067,9.53175688367,10.61215264,6.386384717,7.8368116948,10.74445149,4.845755052,6.59182572,8.733876752,10.6857083,BRCA
10.15718937,5.956992456,10.30762238,13.03029388,5.4216702075,10.19721704,8.9856132425,13.12928165,10.8933738,13.2433667,9.7593120705,11.10487081,9.089230266,10.179820315,8.92200073633,9.71986458233,9.8452116845,6.314475052,7.7754893768,10.24052337,4.565547983,6.497696684,9.78889699433,10.70325065,BRCA
10.98982397,6.183293584,10.51475871,13.20549015,5.792439414,9.926592927,9.120304698,12.94444888,10.94111386,13.57316849,9.832294359,11.01557728,9.5572930835,9.084737844,9.036098299,9.798891922,9.9373209245,6.015142517,6.8990220706,10.86373739,4.851263383,7.270204498,8.61758522733,10.12513612,Control
10.85195222,5.577890454,10.6829685,12.8619748,5.289119573,10.23494347,8.683910162,13.346918195,10.64114433,12.9597684,9.575311034,11.10122084,9.0996435285,10.30333782,9.30135474967,9.756818775,10.08567151,6.41397111,8.418363274,10.11530417,4.961867826,6.539008037,9.68873284933,10.96296126,BRCA
9.108629731,5.413806667,9.907754874,13.78998546,5.2501297105,10.97151861,8.5819029505,14.0346627,10.05335613,11.94707994,9.761911373,11.48188533,9.013759983,10.508658115,9.44563937567,9.413046261,10.554185905,7.03100122,8.6855046804,10.63888864,4.963718308,6.69797923,8.76846916333,11.35725248,BRCA
10.83660293,5.259377247,9.785085055,12.74633592,5.5062913435,9.823694088,9.112055634,12.701373425,10.71141341,13.07564465,9.6377944955,10.7975726,8.6343563875,9.6073954125,8.593332009,9.730725188,10.266256292,5.952340119,7.4557653406,11.25022455,5.072332275,6.361071425,8.418201138,10.64717983,BRCA
10.45090222,5.502721434,10.28801852,13.22427159,5.5793787675,10.60154822,8.241658674,12.980359775,11.19124141,13.17297049,9.620566341,11.76992885,8.5778568495,9.845217114,9.138314752,9.89617905533,10.932619925,6.394296014,8.5111991308,10.76123148,4.783733416,6.08693831,9.77823477233,10.95483991,Control
10.47070999,6.041117697,10.82820416,12.94623653,5.276403948,10.39442548,8.4047203115,13.484557835,10.69485433,12.91499054,9.651217869,11.57959421,9.076509823,10.3013856,9.39829013367,10.0363647903,9.8712755735,6.61574411,7.968945044,10.31926034,4.435721265,6.640032041,10.213135914,10.57425791,BRCA
10.66888523,5.696975347,10.65531183,13.58717103,5.015015778,9.612141036,8.9795770955,12.892541355,10.99562604,13.45429804,10.120159067,11.34028702,8.909532721,10.10400826,8.762425327,9.884582852,9.9908152835,6.052030675,7.4509333574,10.6279946,4.476070854,6.95239509,9.401956753,10.69048718,BRCA
