@relation data

@attribute 1577 numeric
@attribute 54490 numeric
@attribute 1579 numeric
@attribute 1312 numeric
@attribute 1573 numeric
@attribute 1576 numeric
@attribute 1580 numeric
@attribute 1581 numeric
@attribute 1582 numeric
@attribute 54498 numeric
@attribute 2950 numeric
@attribute 1583 numeric
@attribute 7358 numeric
@attribute 116285 numeric
@attribute 5740 numeric
@attribute 8529 numeric
@attribute 84532 numeric
@attribute 29785 numeric
@attribute 6783 numeric
@attribute 9446 numeric
@attribute 5743 numeric
@attribute 5742 numeric
@attribute 1589 numeric
@attribute 1588 numeric
@attribute 221357 numeric
@attribute 2326 numeric
@attribute 1586 numeric
@attribute 2327 numeric
@attribute 1585 numeric
@attribute 2328 numeric
@attribute 1584 numeric
@attribute 2940 numeric
@attribute 1593 numeric
@attribute 1594 numeric
@attribute 11283 numeric
@attribute 1591 numeric
@attribute 1592 numeric
@attribute 2944 numeric
@attribute 10720 numeric
@attribute 2941 numeric
@attribute 2948 numeric
@attribute 7172 numeric
@attribute 9 numeric
@attribute 4837 numeric
@attribute 25830 numeric
@attribute 2949 numeric
@attribute 216 numeric
@attribute 1595 numeric
@attribute 217 numeric
@attribute 27284 numeric
@attribute 51302 numeric
@attribute 10941 numeric
@attribute 64816 numeric
@attribute 9420 numeric
@attribute 6819 numeric
@attribute 6818 numeric
@attribute 54600 numeric
@attribute 6817 numeric
@attribute 10 numeric
@attribute 55902 numeric
@attribute 10858 numeric
@attribute 1572 numeric
@attribute 348158 numeric
@attribute 1571 numeric
@attribute 10249 numeric
@attribute 6820 numeric
@attribute 191 numeric
@attribute 6822 numeric
@attribute 27233 numeric
@attribute 1562 numeric
@attribute 1565 numeric
@attribute 125 numeric
@attribute 126 numeric
@attribute 127 numeric
@attribute 124 numeric
@attribute 445329 numeric
@attribute 4258 numeric
@attribute 57834 numeric
@attribute 4257 numeric
@attribute 4259 numeric
@attribute 23169 numeric
@attribute 4548 numeric
@attribute 1559 numeric
@attribute 340665 numeric
@attribute 1557 numeric
@attribute 1558 numeric
@attribute 1555 numeric
@attribute 1553 numeric
@attribute 54657 numeric
@attribute 1551 numeric
@attribute 54658 numeric
@attribute 56603 numeric
@attribute 113612 numeric
@attribute 54659 numeric
@attribute 54576 numeric
@attribute 2938 numeric
@attribute 54577 numeric
@attribute 54578 numeric
@attribute 4129 numeric
@attribute 2939 numeric
@attribute 4128 numeric
@attribute 2937 numeric
@attribute 2729 numeric
@attribute 54579 numeric
@attribute 1548 numeric
@attribute 66002 numeric
@attribute 4051 numeric
@attribute 1543 numeric
@attribute 1544 numeric
@attribute 131 numeric
@attribute 1545 numeric
@attribute 130 numeric
@attribute 2730 numeric
@attribute 54905 numeric
@attribute 119391 numeric
@attribute 27430 numeric
@attribute 6799 numeric
@attribute 7360 numeric
@attribute 120227 numeric
@attribute 6916 numeric
@attribute 4143 numeric
@attribute 7365 numeric
@attribute 4144 numeric
@attribute 7364 numeric
@attribute 7363 numeric
@attribute 7367 numeric
@attribute 7366 numeric
@attribute Class {Control,BRCA}

@data
6.026142315,5.745513828,6.328365825,10.199895182,8.877100909,5.081735071,8.7823019175,5.019047182,5.178526673,7.15574284533,13.08977243,7.930502474,10.31612343,5.316518,11.21989318,5.183252225,9.442218403,5.631870814,5.468103682,11.64633578,9.3930229045,6.9407233715,6.572931815,5.15709054133,5.45451419,9.230429477,5.499695432,11.38201077,5.626155278,6.833625349,4.7654509215,5.3347520975,10.7221503,5.968558082,5.499695432,4.866921886,5.7562670555,12.0912253167,6.6481657865,9.077737775,7.6295674565,9.208795915,6.01355275933,12.08226725,4.645456687,9.735649574,10.137118032,6.879341631,13.0288437,5.069542407,6.456568394,5.564691589,5.1516093565,5.927073476,6.2491733745,7.36902425767,5.048771569,7.761315719,5.040904755,8.6154488574,7.069103653,5.316843255,5.596804155,6.68951277,8.222687919,7.39423259233,11.20395376,4.498041621,6.482328491,5.831251023,6.1045471795,10.96541655,9.6928862,6.262508033,13.65917147,8.55400719933,12.17707698,6.461565904,9.78285419275,13.42453443,5.641987591,7.735964025,5.45451419,5.68566776,5.011016147,6.137611747,4.8997521625,5.0553050655,4.917445181,5.264922245,4.845504173,10.23091542,8.0242798075,5.73309076,5.316518,6.927822575,5.692518737,5.34774693033,9.957331028,6.1592179755,13.1577646,9.501827795,6.782884272,5.533260613,5.667190506,8.557943363,5.4682021915,5.821079567,5.147928634,5.169936271,9.562295439,5.609704182,9.160400096,5.536217098,10.49633479,8.56564794533,6.57051373067,9.2403386986,8.448437571,9.338959802,4.899189228,5.057462456,12.80309841,7.321999924,6.04208923,5.67688054775,4.938324343,Control
6.015254046,6.918449222,6.033319063,9.9770209485,8.259591602,5.119990277,6.797461589,5.862210374,5.201056716,6.418258258,13.2092074,7.070285,9.963792397,5.25928308,10.1567155,5.643108953,9.791114496,6.267025434,5.335400404,12.028683275,8.8139773665,7.140230465,6.379383241,5.43543742333,5.558429323,8.49777314,5.214524337,10.93507131,5.59724157,8.0499627145,4.8854495585,5.066356174,11.02832761,6.464101029,6.289378595,4.789483203,5.92241252925,10.2974941907,7.937870279,8.852077767,6.671253388,9.452334495,5.56362304467,9.996865754,5.19572876,8.375627172,10.2706930805,6.631326684,11.95442182,4.893618555,6.445892764,5.301232095,5.3758344395,5.394043544,5.242577926,7.27219891,5.420053896,8.01730706425,5.40668228,8.4546626756,7.099981891,5.465835985,4.7980387455,8.113873832,7.32113315567,7.080219934,11.2444532,4.647773112,6.25432535,4.888269882,6.036831682,10.78521972,9.225400943,6.19947933,12.45678569,8.255737209,12.37838706,7.421057314,8.6339230885,12.52393564,4.998208198,7.662759375,5.214524337,5.576228285,4.771900633,5.899424146,5.2804050785,5.1448679035,5.442455259,5.501288856,4.95444207,8.276811994,7.3399386995,5.773212576,5.34066129,8.383669981,5.789606185,4.89087691633,9.304694199,6.9126077685,11.8442763,9.596921694,6.6712236715,4.569042829,5.039150733,7.981954125,5.2680027985,8.886611969,4.98710623,5.301232095,9.503697124,5.946445035,9.1741527205,5.415666779,11.10893295,8.03048838,6.346233907,8.5570668926,8.60235659,8.92187152,4.833916319,5.346080415,12.96419289,9.04325120967,4.716563977,5.59827444375,5.1072423805,BRCA
5.190428437,5.001702332,5.539167536,10.598358996,9.02903948,4.806596392,7.03298844,5.995434345,5.182504847,7.21022588667,13.47574423,7.580562199,9.672182718,4.443012817,7.940168402,5.516672551,10.09063551,6.0626441065,5.823119603,12.058587635,8.056837029,7.072765053,6.362211787,5.38759982333,4.642441245,7.837424719,5.442952823,11.54965727,5.90202005,5.7362196345,4.922826352,5.530313046,11.28307404,7.380766509,4.628224624,5.001702332,7.67993413475,8.631588622,5.9412922905,9.579429616,7.0252126395,9.467045646,5.812739593,10.47035412,4.834946498,7.679728371,8.166738199,6.316874894,10.45871961,5.10686257,7.029139294,5.932280461,4.715631588,5.383800396,5.141600171,6.80139266567,5.535750687,7.76401764125,5.042218873,8.1184164756,6.774659006,5.430688356,5.4271258205,7.258945501,5.11323318267,7.235542349,12.62301161,5.266984428,5.403788568,5.135874705,6.521229341,8.439977457,6.558195394,5.1797990125,10.37227772,7.98791965567,12.04001406,7.760505606,8.358401749,12.43921023,5.543349912,7.57205807,5.112503363,5.329313116,4.525994391,5.960124324,5.2980693585,5.6510240955,5.664561948,5.245658467,5.301049141,6.981998527,7.2006711255,5.568952692,5.275017526,8.2249849025,4.689178439,5.20032288667,9.175325691,6.900797901,10.08093113,9.912028972,6.631431695,5.629656239,5.033215116,6.869874875,4.9984634065,4.844123557,4.747402994,5.057354142,9.321038041,5.970630084,8.869600657,5.028581582,11.68503795,8.229932063,6.31160857567,8.1375869088,8.838022945,9.407427708,5.343595475,4.428384769,13.06098469,7.92662426633,4.95623024,6.06882033,5.8333037745,BRCA
5.203995173,5.460424154,5.549369797,9.758461361,9.036723879,5.584068992,6.284975251,6.340211188,5.000914074,7.42228359,13.34505663,8.063854951,10.4210605,4.577813708,8.20904039,5.3384361325,10.49616,6.294199749,5.402254249,11.92464838,7.8889224205,6.9325116935,7.080127653,5.510095752,5.21345543,8.18271852,5.574564199,11.77322176,6.381331506,5.371653937,4.3905643155,5.1857278885,11.11355354,7.168674938,5.82808014,6.605705905,7.01049456225,8.52781993467,6.1921094465,9.931240244,6.894582447,9.689378285,5.668606374,9.785085055,5.185653058,7.752098143,8.7478253225,6.261818145,11.12925744,4.962562035,6.9302706035,5.062004299,5.1616151485,5.233822166,4.817295469,6.96062749167,5.62000808,8.0871423745,5.171138007,8.3242083128,7.252526182,5.181175634,5.0858834915,7.334946144,6.345366548,7.10305779833,11.85143099,5.093191733,5.182703468,5.460424154,6.0570922065,9.933831202,7.149216488,5.3573935195,11.67143283,8.05259039833,12.28429355,8.722244962,7.8486026845,11.79013272,4.628224624,7.837046205,5.144669712,5.273526379,4.92244912,5.633294061,5.437870183,5.6412953675,4.832651143,5.402254249,5.464840793,7.589016492,6.834846364,5.490579154,5.693773551,8.828760558,4.681187829,5.147294809,9.215327395,6.855415235,12.02630394,9.811543731,6.7332348835,4.851263383,5.229406468,7.514519035,5.29068023,7.345363384,5.677798027,5.801553978,10.09354338,6.528106825,8.5508763985,5.963942952,11.93257475,7.633855302,6.15933275767,7.9965682378,9.099052616,8.769293322,5.402254249,4.978894894,13.26600764,7.682566087,4.8851370905,6.086641113,4.908600668,Control
5.567432314,5.185877691,5.780579955,10.292968008,8.962217233,5.197326058,6.2237080395,5.415666779,5.326799101,6.99904950733,13.18452521,7.910194676,10.08386525,5.185877691,8.695994791,5.446280443,9.970480225,5.8300268945,5.524354632,11.929301075,7.9471266005,7.0536377325,6.603630517,5.59586093667,5.069542407,9.373507452,5.810386064,10.42395132,5.687908393,6.4440675505,5.3791610015,5.480714815,10.93731517,7.504801363,5.412113573,5.476714818,5.84249806275,11.32558223,5.8896958225,9.799609925,7.180038406,9.367917655,5.690988062,10.51367853,4.9680202805,8.056110832,9.751713309,6.777719287,11.84647188,5.224591417,6.7706665135,5.518229233,5.041888608,5.744774144,5.7914633605,7.13136447667,4.854508448,7.7930791,4.841735742,8.5402300052,6.062214149,5.0931555565,5.3450424455,6.64810992,6.35141382867,7.49678391567,12.03603115,5.170937787,6.036399617,4.714811949,6.1063090835,10.54993411,8.718559525,6.084648569,13.18229429,8.06139164967,12.21857089,7.457013745,8.63665399675,12.64987931,4.923875634,7.715191761,5.494584616,5.776374632,5.200272115,6.060539901,5.543792467,5.841531388,5.409060987,5.588723066,4.708756286,8.411766376,7.2320908965,5.902080364,4.694341356,8.9384931055,4.980952113,4.743827314,9.091145182,7.473587174,11.21616247,10.07615793,6.969733459,6.02414858,5.130324729,6.850377908,5.0091304025,6.454345052,4.841735742,5.038053386,8.8794769,5.854002662,9.2555753585,5.925412759,11.28752498,8.12603863833,6.20647360333,9.0660444806,8.413650273,9.12926442,5.241660263,5.671725924,12.14617574,6.35246380333,5.519435083,5.3441354815,5.2005104115,BRCA
6.100931012,10.67589996,6.153405728,9.973521814,9.238041109,5.342529189,6.8838399025,5.743764871,5.222467693,7.22409014567,12.73839215,7.22451093,11.03013967,4.721662605,9.927193184,5.1112105055,9.266119565,6.557170721,5.268482349,11.81827797,8.852128455,7.37406127,5.770572224,5.10312416833,5.727111263,7.701135104,5.577437325,10.02243063,5.823119603,8.118509425,5.0492724515,4.9726665165,11.89018267,7.095347239,5.673988298,5.357033992,5.56123223425,10.4094111123,10.6100650295,9.038233906,6.6814181635,9.571942743,5.88016416333,11.06552403,5.155076683,7.254795087,10.1207332755,7.098824623,12.28941816,5.305798424,6.982590593,5.79064906,4.9272180185,5.413806667,5.8938609465,6.92461777967,5.291135005,7.64131427575,5.51191964,8.5381748902,6.590366699,5.1821067405,5.2244335065,7.022259953,6.51969094633,7.102286024,12.00461736,5.167128322,6.68159377,5.377480603,5.9247114275,10.03551433,8.716211674,5.779174922,13.03513077,7.86967123767,11.09393927,5.665201768,8.476851787,11.90369558,5.646098738,8.17040222,4.519748404,5.844869715,5.861342069,5.679488016,5.113218362,5.4400429355,5.186075849,5.028139516,4.63288196,8.557780662,7.6315761935,5.591867317,5.67695229,8.2619037955,4.774802056,5.01757128133,9.616108215,7.0151197195,12.05151325,9.881236778,7.1624517795,5.688048317,5.234397132,6.989766657,5.375395078,5.743764871,5.040904755,5.10518698,9.242996091,5.69000583,8.7285952245,5.443615974,10.03681963,8.15278744733,6.14109141167,8.716050116,8.410834102,9.457525103,5.298302041,6.729624567,13.88385421,10.0165137127,5.5416179735,5.24320125275,5.3544884755,BRCA
5.646674804,9.510754836,8.643748998,9.369944756,8.813172827,4.649642211,5.8495123165,5.836246857,5.630093262,7.35939696733,13.41082367,8.641348343,11.19460776,5.434554214,9.274833037,5.298557779,9.382883972,5.929658509,5.744303238,12.21670608,7.978764199,6.1559204335,6.742953157,5.64127889433,5.23363046,10.85319669,5.614644516,11.47374394,5.564234295,6.303990273,5.1441596575,5.16820929,10.84461576,6.757593772,6.203793958,4.976376524,8.147913393,8.85789537233,10.034899063,9.670745253,5.839433147,10.1365686,5.28149094933,10.11448127,5.476261189,8.211512518,9.6761316425,6.816347305,9.234794159,4.817637677,6.01779139,5.98687237,5.4155921825,5.544509535,4.4402173155,7.18674540633,5.057462456,7.678685539,5.384059522,8.3440081242,8.050339969,4.5491187455,4.6990226585,8.564912682,5.625774271,7.35432209967,10.23110449,4.993460669,6.452575359,4.342031665,5.923097401,7.873876433,6.194663913,5.4084174235,9.616503414,7.352526977,11.64066985,8.123579715,7.04778603,11.08816233,4.371290795,7.919401353,5.219373048,5.614644516,4.904497645,6.488889022,4.864967766,5.3621893625,4.547045185,5.072332275,5.229406468,5.654644083,5.9946841285,5.197326058,5.51191964,6.9215225655,5.129706745,5.09458734533,8.706030693,5.3408463765,11.45071911,9.64277427,6.3601228645,4.276931831,4.948613986,6.725676834,4.754459499,5.981059894,4.981180512,4.904497645,10.55561035,6.335440044,8.5652738135,5.46859248,11.81116605,8.25348076967,6.36554223567,8.259227047,8.093524689,7.40164993,4.877144537,5.391983545,12.9168993,9.33237919567,5.387177849,5.4831119085,5.1462816115,BRCA
5.517599514,5.167931151,5.956063188,10.7434536345,9.291090747,5.364932404,6.7759801765,5.808263565,5.528970731,6.99658925567,13.62077142,7.359993557,10.27454155,4.823508981,11.29154789,5.609278123,8.494986676,5.920545668,5.585722157,12.158665655,7.884541234,7.1148430665,6.240415109,5.60759746067,4.840729162,9.775841161,5.865554662,11.58069917,5.859479655,6.740968142,4.882252345,5.832054464,10.92031584,6.031721187,4.601155548,6.091811548,7.19551181575,8.74667273033,5.402536842,9.500762785,7.141308336,9.505712886,6.31143885267,11.73344556,5.4817885845,8.469785393,10.5980063685,6.353195907,11.61805062,4.607083101,7.0861768335,5.341462114,5.2353643615,5.439466268,5.5726279985,7.117289081,4.348143714,7.77221540475,5.193979903,7.8220650316,6.47143593,5.0378674725,5.247034119,7.459003511,7.10942781667,7.32141161633,11.99956504,5.238893118,6.761953818,5.506693372,5.410974137,9.812803484,9.137478628,5.379819241,13.10298289,8.68347414867,12.29684318,5.483018649,8.96544391575,13.27273406,5.881671501,7.387675143,4.607083101,5.281894103,6.007201809,6.190817922,5.1632701255,5.520568082,4.840729162,4.846005888,4.867045482,8.320508512,7.4208706425,5.384232247,5.167931151,7.898534063,5.536217098,5.15894364167,9.515168153,6.780299108,11.60131362,9.575204119,6.749388218,4.937828406,5.273526379,6.986072764,5.05252071,5.859479655,5.273526379,4.918399651,10.31838495,5.757697518,8.586264101,5.115211455,10.8955187,8.767201181,6.57682243167,8.6703653428,8.664234931,9.777124244,5.069327579,5.265109838,12.36549278,6.291945442,5.5091785575,6.5300702935,6.692204361,Control
6.274732813,8.923536316,6.507997257,10.5473334345,11.09023172,5.835425946,6.245092121,5.430796457,5.425183376,7.152575091,13.26600764,7.985615876,9.99487707,4.738243253,8.713129681,5.8506081515,10.28274128,5.87304746,5.596496342,12.11638337,9.7271422725,6.969180441,6.271841744,5.40751594967,5.192205263,9.138438926,5.39361462,11.72223985,6.089376987,7.6464704015,5.0970489625,5.524897771,11.30129057,7.433086984,5.455665247,8.270226548,6.10094608225,8.47914895033,9.5456637855,9.934575887,6.8431552575,9.54390236,5.92515507033,10.61935136,5.60990917,7.3361743,9.0682075815,6.83687446,10.9270559,4.549200114,7.471796476,5.0188247,5.3230765195,5.886008211,5.143397438,7.302592862,5.221694654,7.601365321,5.126612849,7.8515227798,6.424171013,4.965573006,5.4915185285,6.695997726,5.68718558633,7.47034702767,12.58929307,5.30196368,5.963249407,4.948613986,5.897486223,8.050530436,7.163325442,5.286166152,10.81594784,8.64551980267,12.29328779,8.097822936,8.5929189175,12.51214052,5.181511332,7.969258616,5.352274105,5.221694654,5.287261033,6.337091664,5.0189983305,5.724689425,5.298485344,5.686368332,5.011910695,7.481882409,7.355927097,5.766072507,4.749683847,8.5468693335,4.347200447,5.13439949667,9.690059592,7.59287534,10.5650833,10.20705738,6.6782896425,5.582188094,5.391468086,7.008487799,5.0853477355,5.167931151,5.241850906,4.920187583,11.19831015,5.531234258,8.8761193325,5.508596024,11.95350544,8.420246819,6.71209357033,8.08941919,8.797321986,8.946263807,5.706952669,5.836814906,12.94483837,9.392384844,5.2415956165,5.400347364,5.208036869,BRCA
5.970169897,6.730983353,5.411944154,10.1931478575,9.540709807,4.854508448,6.103163209,5.303973626,5.622938584,6.69351571733,13.57024711,7.921991334,9.804115337,4.256224861,8.780376645,5.349190508,10.27274674,5.787482428,5.476390801,12.00064267,7.7737994165,6.8642442865,6.627610941,5.48548137333,4.219774039,7.693210109,5.495064524,11.39154181,6.472573571,6.946083848,5.4576375785,5.187134224,10.6623838,6.579395613,5.696975347,5.149555339,5.74493773925,8.74734237167,7.292380092,9.837833335,7.2051021795,9.312021348,6.076831094,9.995340046,5.602928487,7.254464427,9.8389993355,7.252526182,12.50386679,4.656520763,7.009118688,5.2209212,5.4861945155,5.438884356,4.8195338345,7.253013729,4.790265497,7.9731510195,5.616189503,8.4585073162,7.861042112,5.058433046,5.465992028,7.517947124,7.95116876867,7.61152564367,11.41676865,4.963487128,6.184285874,5.408721412,5.867366683,10.51195055,7.703490296,5.5590900495,12.68048706,8.40881755533,12.32501877,5.561105567,9.1299908475,12.87483063,4.704059729,7.339050789,5.32446073,5.871604195,5.246228736,6.152087694,5.511947247,5.267633249,4.73770262,5.787909903,4.958159726,8.144506733,6.854213905,4.981865493,4.656520763,5.846367781,4.799361019,4.71463742167,9.835174498,5.6989439535,12.30758799,9.902729762,7.0761650825,5.557663769,6.009890885,7.439251456,5.0539765205,5.856743757,5.542111953,4.963487128,8.197955209,6.129803967,8.825644981,5.748737112,11.76197512,7.969398109,7.041175849,8.993405749,8.595333135,8.840700143,5.233822166,5.888750097,12.8619748,8.53381039433,5.5971585195,6.45814549825,6.387905425,BRCA
