@relation data

@attribute id string
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 1280 numeric
@attribute 1281 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1285 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1289 numeric
@attribute 1290 numeric
@attribute 1291 numeric
@attribute 1292 numeric
@attribute 1293 numeric
@attribute 1297 numeric
@attribute 1298 numeric
@attribute 1299 numeric
@attribute 131873 numeric
@attribute 1385 numeric
@attribute 1463 numeric
@attribute 2260 numeric
@attribute 2534 numeric
@attribute 256076 numeric
@attribute 2668 numeric
@attribute 2674 numeric
@attribute 2675 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 375790 numeric
@attribute 3845 numeric
@attribute 4684 numeric
@attribute 4893 numeric
@attribute 4902 numeric
@attribute 51332 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 5621 numeric
@attribute 5623 numeric
@attribute 5747 numeric
@attribute 57731 numeric
@attribute 5786 numeric
@attribute 5894 numeric
@attribute 64096 numeric
@attribute 6654 numeric
@attribute 6708 numeric
@attribute 6709 numeric
@attribute 6710 numeric
@attribute 6711 numeric
@attribute 6712 numeric
@attribute 6714 numeric
@attribute 6900 numeric
@attribute 7529 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 782 numeric
@attribute 783 numeric
@attribute 784 numeric
@attribute 785 numeric
@attribute 7903 numeric
@attribute 8128 numeric
@attribute 8911 numeric
@attribute 8912 numeric
@attribute 8913 numeric
@attribute 9048 numeric
@attribute 9252 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,2.9477137673,3.3302642488,-0.0562563692,2.4378420075,1.3562680283,1.0692472836,-0.0101931147,0.6954617752,0.0901343941,3.3214588762,3.1169205132,0.5734778354,0.6429056355,3.3343211561,-0.2489346932,-0.1606762783,-0.1740250758,-0.0986931951,0.0194301160,-0.1540620348,0.7671700831,0.4023514937,-0.0960269416,-0.0484894344,-0.0682681446,-0.0866603809,1.6104626348,0.8212452234,1.1837387440,0.1314761901,0.0083338210,0.8848718814,-0.5439776896,-0.0649697760,0.3768321643,1.1201675758,0.1390805759,1.3945055625,0.3529334957,0.3568962877,-0.0589692990,0.3019102771,0.3860900013,-0.2253085350,-0.0234144181,-0.1427236146,2.1744926922,-0.0454401621,1.0707884255,0.0578107462,-0.0124092440,-0.1454649512,2.8529286943,0.0616552577,-0.1493906910,-0.1655657803,-0.1343908462,0.0562264857,-0.1120073339,0.9215979593,-0.0516060131,-0.1020473254,-0.1822880883,-0.1913737946,-0.3086191409,-0.0100295831,-0.0360840932,-0.1291773281,BRCA
GSM481003,2.8340364515,2.8298389578,-0.0168115216,1.9479507021,1.6561109704,1.4205356702,0.0077806054,0.8810701189,0.5269208746,2.5899904335,2.1965385535,0.6397559802,0.5572516664,2.3664966821,-0.1384355811,-0.1245318381,-0.0946601087,-0.0955048771,0.0187250819,-0.0568119608,0.6890013869,0.4055141435,-0.0643841951,-0.0223172885,0.7009992466,-0.0485839172,1.7524189089,0.9474795161,1.8972559733,0.0738842817,0.2493366491,0.9542065300,-0.3392294066,0.0791648394,0.4223379152,1.1333078442,0.1453346393,1.4480353748,0.4791635989,0.1244303655,-0.0234968919,0.2594220786,0.2815908568,-0.2030047386,-0.0553885548,-0.0651664286,2.0139065178,-0.0523089771,0.8568577646,0.1197667521,-0.0016825477,-0.1369300185,2.9574292897,0.0114212718,0.0389886080,-0.0596940244,-0.1179253610,0.0292362668,-0.0713662264,1.3229428827,-0.1059264553,-0.1208626293,-0.0297776674,-0.1595806764,-0.0033823654,-0.0527130397,-0.0329260532,-0.0556066314,BRCA
GSM481004,2.8812906135,3.3228280151,-0.0280073428,2.6869005096,1.0971618332,0.9931254410,-0.0240043908,0.2368830724,0.1771072398,3.1213526831,3.0022276709,0.7848177474,1.5252857085,3.1540483535,-0.1424121824,-0.2050022501,-0.0174750394,-0.0750695079,0.0489846332,-0.1078605417,0.9790825484,0.6183126943,-0.0444176702,-0.0117848455,-0.0065585465,-0.0656365435,1.7306030480,0.8814408686,1.4164143758,0.0657351969,0.0594986145,0.9630198516,-0.4203788052,-0.0017352277,0.5495924441,1.3982536542,0.0639251527,1.6426371932,0.2327491872,0.2292358492,0.0801455189,0.2838377680,0.4157156661,-0.2247126477,-0.0500999228,-0.0692378354,2.2867089779,-0.0397417043,0.9998145682,0.0007352362,-0.0060122215,-0.1475030502,2.9679501614,0.0692754934,-0.1091377224,-0.1834103518,-0.1191275287,0.0313274590,-0.1110790271,1.2314329323,-0.0582804563,-0.1305771612,-0.1360818951,-0.1360119277,-0.2415331669,-0.0560504383,-0.0760995814,-0.0894033644,BRCA
GSM481005,2.7405024894,3.2620702840,-0.0593194782,2.4558128611,1.8150000396,1.4181458082,0.0156455082,1.1270609973,0.1795111609,2.8658523086,2.8158727603,0.6748639502,0.9075434120,2.5681425855,-0.1244950768,-0.2085953145,0.0048199508,-0.0932476150,0.0936311534,-0.1435487900,0.7864466107,0.4258142904,-0.0825395499,-0.0231788381,0.3707513706,-0.1371232699,1.6458761891,0.8521304950,0.9686924309,0.1621117626,0.0157184281,0.8978069759,-0.4229563857,0.0425517440,0.4403047296,1.3712493853,0.0764267961,1.7146599734,0.2956988905,0.2669062797,0.0223976037,0.3231648016,0.3888399490,-0.2220981211,0.0180744121,-0.0563780173,1.7849416738,-0.0733705758,0.9218295805,0.0023247338,0.0075601748,-0.1382890262,2.7884811720,-0.0445056149,-0.1045152437,-0.1310550471,-0.0965664503,0.0202300634,-0.1121815815,0.9508894881,0.1712105853,-0.1180123382,-0.1359275487,-0.1359038130,-0.2294144556,-0.0586272840,0.0079088854,-0.0661275457,BRCA
GSM481006,2.8867894266,3.2151531601,-0.0843630171,2.4499495951,1.6152172529,1.2114373708,0.1649511852,0.9583237404,0.3363696632,2.9065673860,2.5407304203,0.6984549915,0.5428191852,3.0288312285,-0.1321449219,-0.1581155061,-0.0732395810,-0.1583247548,0.0438960250,-0.0896152233,0.7809424383,0.4241999837,-0.0838642061,-0.0137961644,0.1486033207,-0.1060496113,1.6704388113,0.8876503406,1.6513736873,0.1676137317,0.2749650400,0.6079864987,-0.3889243403,-0.0052463899,0.3909603753,0.9865753614,0.1169393467,1.4693608941,0.3745390098,0.2529420034,-0.0285723632,0.3365598011,0.3354175018,-0.2209201046,0.0128678733,-0.1672803723,1.3645559378,-0.0957959116,0.8251884733,-0.0489342379,-0.0179128214,-0.1361614551,2.8086695909,0.0959829012,-0.1013233678,-0.1325347712,-0.1005041568,0.0721623655,-0.0321180584,0.7624131363,-0.0679914388,-0.1229288426,-0.1601841008,-0.0922322337,-0.1327975585,-0.0843647643,-0.0184115914,-0.0732185496,BRCA
GSM481007,2.2292472782,2.5777011716,-0.0799007659,2.0245406918,0.9191657707,0.7993544181,0.3204650924,1.7868117746,0.7346229159,2.0481901239,1.7604704711,0.6088449438,0.6431702796,0.5014775190,-0.0864758536,-0.1422490579,-0.0175902291,-0.0920173467,-0.0388119381,-0.1132654760,0.8321013450,0.3561066310,-0.0662900918,-0.0633994794,0.1567737638,-0.0418579392,1.7786090209,1.1560421735,2.0664430995,0.1433539864,0.0189746347,0.8448888773,-0.1315955057,-0.0966549000,0.2606000659,1.0516917631,0.1837086821,1.4225729533,0.7004835024,0.1849544916,0.1100423425,0.2014997771,0.2957258879,-0.1792101732,-0.0621160632,-0.0262104734,1.3734828520,-0.0545902643,0.5705490610,0.0405839746,0.0468923578,-0.0979169657,2.4307935001,0.0120281918,0.0822912043,-0.1165982584,-0.0872170766,0.0597358794,-0.0724073578,1.4141703408,-0.0030257113,-0.0992052503,-0.1669819681,-0.1351998940,-0.1962702377,-0.0898811887,0.0051506212,-0.0682485959,BRCA
GSM481008,2.5394418168,2.5605059044,0.0079253788,1.6408250687,0.8718084935,0.9113662258,0.0038542704,-0.0916348136,0.1426806316,2.2619196176,2.1190208337,1.0699574307,1.8978852665,3.8049380184,-0.1810191682,-0.2281592609,-0.0047081881,-0.0964682123,0.1053648011,-0.1648681754,0.6478463703,0.5704126423,-0.1061049655,0.0278591195,-0.0027443803,-0.1269276537,1.6622805248,1.2938889639,1.6272087013,0.1743810166,0.0812003916,0.9191996994,-0.0956396759,0.0558370269,0.4047704326,1.0726860836,0.1199409844,1.7668068455,0.5104368706,0.2445528730,-0.0525588903,0.2310766216,0.3589827556,-0.2609953025,0.0012555714,-0.0641692008,1.7949530157,-0.0627846074,0.9039574933,0.0203939353,-0.0086323968,-0.0789963369,2.7709575175,-0.0574690060,-0.0676376425,-0.1599896951,-0.0672450389,0.0822007362,-0.1070747652,1.3015633692,0.1469396462,-0.0955578050,-0.1061537098,-0.1145103402,-0.0773429197,-0.0880497731,-0.0297400535,-0.0117172239,Control
GSM481009,3.5249541001,3.9238586616,0.0548526612,2.8469472019,1.6929948631,1.1821684615,0.0837541569,0.5150820301,-0.0540151667,3.1254515244,3.2484655661,0.5644960992,0.2096942283,3.3628729879,-0.2856366486,-0.3094816745,-0.1355257199,-0.1868202660,0.0205618788,-0.0518152261,0.6368520430,0.1867759509,-0.0979195640,-0.1015181843,0.0888019451,-0.2124507887,1.3427748691,0.5253295350,1.0402088259,0.1793832846,-0.0565020959,0.7767756040,-0.8079107387,-0.0246356541,0.2795271149,0.7096309500,-0.0310865428,1.1411275206,0.0403311556,0.1822121439,-0.2745299885,0.1904850534,0.2270372226,-0.4196106986,-0.0048567386,-0.0629682456,1.6174411757,-0.0860936282,0.6857666798,-0.1858813237,-0.0607615665,-0.2892409756,2.7177316307,-0.0553855791,-0.1449972377,-0.1978353354,-0.0726911084,0.0160836343,-0.1523115490,0.5742608378,-0.0191524538,-0.1185895427,-0.1671729772,-0.1333185790,-0.4690959075,-0.0819307532,0.0445668964,-0.0252252206,Control
GSM481010,2.6051321654,3.0476547671,-0.0676465309,2.3856384558,1.3531419018,1.0112439031,0.1214909382,1.6079430990,0.2415605402,2.4133067850,2.6714729561,0.5024912788,0.4666664586,2.2906398921,-0.1155306771,-0.0914028924,-0.0140761624,-0.1333805618,0.1562225824,-0.1002531606,0.6649437760,0.7505683312,-0.0990710983,-0.0306458411,0.1211810778,-0.1037697178,1.7509254467,0.9039840400,1.5005639649,0.1744263203,0.1930039476,1.2621549368,-0.2775307882,-0.0609518053,0.5158594621,1.1154199801,0.1620686616,1.4836467796,0.3415882152,0.2743944092,0.0461166276,0.3299315085,0.3965836786,-0.1962632058,0.0688335455,-0.1233337872,2.2026424287,-0.0624392121,0.9981157515,0.0443381097,-0.0237400801,-0.0521959965,2.9788210231,-0.0453533062,-0.0724101748,-0.0598541774,-0.0734716319,-0.0524804330,-0.0359144217,1.1688287363,-0.0351954649,-0.1058995717,-0.1409050475,-0.0579645007,-0.1037690680,-0.0796308014,-0.0136631736,-0.0681560890,Control
GSM481011,2.8519130112,3.1823942018,-0.0504243473,2.2762688008,1.4279926800,1.1410529101,0.0044402286,0.3086895734,0.0840626457,2.5397855622,2.3370346392,0.7341180585,0.8731260576,2.3418211380,-0.1493118951,-0.2418329560,-0.1527954746,-0.0995170355,0.0381124616,-0.1496118564,0.8908285292,0.2638565085,-0.0789279965,0.0188005170,0.0108748842,-0.0500301922,1.9492786230,1.1300241724,1.3603861644,0.1905613793,-0.0834430861,0.7011700384,-0.3073946551,-0.0464123637,0.3978262835,1.5733309313,0.2404869166,1.4467245919,0.6045665218,0.1690626889,0.0371929269,0.1999878575,0.2711141126,-0.2169276042,-0.0475626586,-0.0638885728,1.9040792997,-0.0462660074,0.5884908809,0.0400762598,0.0394449375,-0.1211100867,2.4501155933,0.0110394834,-0.0610902679,-0.1280837371,-0.0633816822,0.0947999682,-0.0572097716,1.0080670535,0.0448527070,-0.1378712639,-0.1626296048,-0.0342819668,-0.2794866446,-0.0497008997,0.0183656297,-0.1015601751,Control
