@relation data

@attribute 5436 numeric
@attribute 55749 numeric
@attribute 5437 numeric
@attribute 4799 numeric
@attribute 1477 numeric
@attribute 5435 numeric
@attribute 55746 numeric
@attribute 1479 numeric
@attribute 23511 numeric
@attribute 9343 numeric
@attribute 1478 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 10291 numeric
@attribute 10992 numeric
@attribute 23279 numeric
@attribute 10482 numeric
@attribute 79902 numeric
@attribute 4927 numeric
@attribute 4928 numeric
@attribute 10921 numeric
@attribute 220988 numeric
@attribute 5440 numeric
@attribute 53371 numeric
@attribute 1977 numeric
@attribute 11097 numeric
@attribute 5441 numeric
@attribute 8021 numeric
@attribute 4686 numeric
@attribute 51362 numeric
@attribute 4116 numeric
@attribute 23451 numeric
@attribute 56339 numeric
@attribute 23450 numeric
@attribute 10907 numeric
@attribute 8683 numeric
@attribute 7884 numeric
@attribute 11338 numeric
@attribute 10914 numeric
@attribute 7175 numeric
@attribute 23636 numeric
@attribute 8243 numeric
@attribute 10421 numeric
@attribute 79023 numeric
@attribute 8106 numeric
@attribute 51692 numeric
@attribute 9883 numeric
@attribute 27316 numeric
@attribute 10946 numeric
@attribute 10949 numeric
@attribute 9631 numeric
@attribute 4809 numeric
@attribute 10181 numeric
@attribute 51585 numeric
@attribute 57819 numeric
@attribute 8175 numeric
@attribute 2963 numeric
@attribute 2962 numeric
@attribute 22916 numeric
@attribute 10594 numeric
@attribute 5431 numeric
@attribute 5430 numeric
@attribute 129401 numeric
@attribute 5433 numeric
@attribute 10189 numeric
@attribute 5432 numeric
@attribute 9416 numeric
@attribute 11051 numeric
@attribute 83443 numeric
@attribute 9410 numeric
@attribute 3191 numeric
@attribute 3192 numeric
@attribute 9972 numeric
@attribute 3190 numeric
@attribute 29894 numeric
@attribute 23020 numeric
@attribute 23225 numeric
@attribute 53981 numeric
@attribute 10236 numeric
@attribute 9818 numeric
@attribute 1660 numeric
@attribute 57122 numeric
@attribute 24148 numeric
@attribute 23165 numeric
@attribute 9295 numeric
@attribute 7307 numeric
@attribute 3187 numeric
@attribute 3188 numeric
@attribute 3183 numeric
@attribute 9688 numeric
@attribute 3184 numeric
@attribute 3185 numeric
@attribute 3181 numeric
@attribute 9785 numeric
@attribute 65109 numeric
@attribute 10762 numeric
@attribute 79869 numeric
@attribute 6637 numeric
@attribute 6635 numeric
@attribute 6636 numeric
@attribute 6633 numeric
@attribute 6634 numeric
@attribute 11100 numeric
@attribute 10978 numeric
@attribute 348995 numeric
@attribute 3178 numeric
@attribute 9128 numeric
@attribute 10262 numeric
@attribute 84844 numeric
@attribute 2521 numeric
@attribute 8480 numeric
@attribute 4904 numeric
@attribute 6431 numeric
@attribute 6626 numeric
@attribute 6432 numeric
@attribute 6627 numeric
@attribute 9939 numeric
@attribute 4670 numeric
@attribute 6628 numeric
@attribute 6629 numeric
@attribute 22826 numeric
@attribute 6430 numeric
@attribute 6625 numeric
@attribute 5093 numeric
@attribute 5094 numeric
@attribute 8086 numeric
@attribute 5903 numeric
@attribute 5725 numeric
@attribute 57794 numeric
@attribute 51639 numeric
@attribute 6429 numeric
@attribute 6428 numeric
@attribute 10250 numeric
@attribute 6632 numeric
@attribute 81929 numeric
@attribute 6427 numeric
@attribute 6426 numeric
@attribute Class {Control,BRCA}

@data
11.06244102,5.246703788,10.33896506,8.4534954625,5.836226757,12.07353083,10.70099474,8.19142420125,8.948514067,10.68420973,8.635846085,11.03306523,7.484019523,7.5104493705,11.56819616,9.944646595,11.226533645,10.73828676,10.65747949,6.766641794,9.9478443525,8.773107158,6.365977347,8.4982454305,5.3832028615,9.6648727675,9.950818724,10.56852647,8.059859689,10.3428528,9.727453002,8.71371147033,9.715962473,9.977545082,6.594104823,12.74918966,8.0697999465,9.244195928,10.61564829,10.73458709,9.4780677085,7.117749903,11.66819594,10.87230572,11.59799678,10.33656266,9.1153257685,11.49594259,11.90213211,11.72159494,7.400200831,10.472464237,11.87684316,9.856674954,11.61175117,10.60335306,10.64948099,10.15511583,7.88145338567,11.30927755,9.502643438,11.4871292,7.2678836785,9.588630847,7.68568542933,9.734545643,10.35310853,7.4301684585,11.39527989,10.7780979,10.97255645,9.933718217,9.744439113,10.4538011685,9.810427489,9.056692662,6.645049976,9.2305254975,11.81385744,6.03436478667,8.707672602,9.872136606,8.608339038,10.53897001,5.988236614,8.7822184145,7.358025446,7.579660535,9.16382806,10.32181006,12.600269855,7.121484628,11.976813,8.301085877,8.6072752645,6.28022878033,5.911039136,12.88816775,5.657219288,12.209047005,10.055954609,8.814022522,11.20036616,8.270226548,8.3668938445,7.6541985255,10.35987613,11.06871466,9.2675352255,7.771689394,7.571167906,12.22075211,12.88068749,10.0879405,11.23443143,11.00452968,6.253994582,10.05895235,11.684749985,11.312531745,13.21631242,13.848465345,9.615035827,13.08056861,13.39949585,7.158562039,5.945099216,13.2015975,7.6531283365,10.3676143405,12.58929307,7.627945878,12.08138533,6.720624337,8.61174871767,12.73346456,11.09170663,Control
11.20928598,5.124960054,11.03103278,9.07906105725,5.80826957975,12.14356347,10.79163118,8.8739982955,9.07757757,10.63096808,8.486142286,11.31379869,6.750074255,7.741537788,12.10466109,10.06496539,11.19105737,10.96132689,9.904401726,6.824600342,10.093905887,9.040674063,6.504704302,8.242744387,5.478418359,9.4416045875,8.536044277,10.58008449,8.25492364,10.11313043,9.831165155,8.59949718867,10.41474895,10.5460193,7.214200409,12.70613234,8.126680639,9.1768267945,11.15959405,10.82235197,9.602807458,7.474701951,11.89780776,10.78405837,12.00382718,10.31685598,9.331495089,11.24026381,12.09119909,11.2250027,7.6631158415,10.2482605687,12.08630553,10.20308524,12.09022832,10.76975545,10.72254311,10.98225228,7.51004890567,11.55455062,9.076489033,11.94573106,7.1869489675,9.975440003,7.68395159167,9.498501844,10.5789154,7.330037277,11.39766944,10.86259883,11.51112271,10.920940165,9.026662535,9.915113774,10.32614888,9.423032438,7.623298306,9.1057552085,12.70943395,5.56283592867,8.255823574,10.16400217,7.643587688,10.4051391,6.541797943,8.915199928,7.083976646,7.0863922815,8.7772779435,10.48239483,12.874670975,7.369905099,12.1278268,8.93858068,8.471305704,6.28489948567,6.319767507,13.01183005,6.25432535,12.264173295,10.175424864,9.640606977,11.75760555,8.643748998,8.921735544,7.328956711,10.46181223,10.91587586,9.2817093215,7.944201245,7.305644941,12.02658414,13.23568448,10.31926034,11.50067275,11.31701417,6.615927983,9.909672939,11.82023805,11.377581225,13.29068995,13.59674589,10.050827472,13.00468928,13.74578415,6.991610063,5.044843524,13.26736202,8.062488213,10.247903306,12.87483063,8.057792791,12.49828211,7.177920594,7.884970577,12.8619748,11.25593456,BRCA
11.27344029,5.173838258,11.02625388,8.61427691625,5.439084264,12.38193096,10.97348951,9.05785640175,9.349613594,11.02909413,8.720518853,11.43055462,6.90941648,7.7421408185,12.06169868,10.10125057,11.074124375,10.8492802,10.74842792,6.87867607,10.401239976,9.016746404,6.401780305,8.419646614,5.231526198,9.7955411235,8.618450775,10.85124954,8.146621018,10.43095979,10.11027486,8.555595752,10.20389277,10.78161608,7.334275799,13.14374197,8.166288026,9.5030130075,10.93447616,10.77184043,9.9134145385,7.751713298,12.05711016,11.02156667,11.98494007,10.36324806,9.184940914,12.03914706,12.40276968,11.89497319,7.834746884,10.6149577627,12.06768485,9.757873796,12.23798527,11.04525817,11.17512864,11.02694718,7.94825784867,11.78440594,9.480992671,11.65775177,7.5858335005,9.936402792,8.10018244867,9.55547611,10.80325148,7.6857215995,11.74226323,10.95930669,11.40257259,10.571985255,9.755547386,10.437397366,10.69998038,9.686960543,7.919118257,9.172370206,12.35457868,5.945402415,8.963044525,10.14873431,8.555357117,10.93899899,6.5729697,8.906940563,6.921034935,7.4486121195,9.596504489,10.63133194,13.02088444,7.656319607,12.18335943,8.881474302,8.3376210945,6.48209168833,6.405912077,13.18602605,5.730783436,12.74662417,10.417757521,9.846936382,11.79981208,8.897861429,9.1231107235,7.966801593,10.70238075,11.28858078,9.3629165545,7.837424719,7.90182937733,12.33931519,13.32947056,10.67652155,11.64933041,11.48747845,6.58267313,10.2361186405,12.218859,11.498187145,12.97619003,13.470225715,9.82032991733,13.11366653,13.56187008,7.628593402,5.90202005,13.530252255,7.7239021855,10.5417774585,12.30758799,7.937337889,12.36549278,7.594476004,8.57418991167,12.74633592,11.37562067,BRCA
11.08706186,5.702180478,11.73846187,8.64235270975,5.82423629975,12.34948589,10.74842792,8.935929424,9.614162807,10.8503707,8.961580736,11.62261253,7.827852559,7.315065312,11.99297383,9.560920839,11.207780225,10.67254493,10.67862239,6.97341843633,9.583438812,8.440932608,6.648325671,8.422447157,5.0419966805,8.725553334,8.674016666,10.75691093,8.803470139,9.975966561,9.921722365,8.01473776067,10.16084871,11.12462557,6.671191186,12.25336009,7.5730441435,9.4116827515,10.91544642,10.82887651,9.7641065265,7.378774139,12.26503342,10.77639419,12.13138765,10.67359642,9.5489799265,10.84615266,12.70456839,9.722065131,7.5634028845,10.3658083907,12.24637996,9.735361871,12.69546762,11.36612562,10.8849167,11.21644291,7.58612819967,11.63638911,8.607368346,11.94385185,6.0686045945,9.42569906,6.61701775967,9.5760667495,10.73380366,6.920599959,11.93079102,9.784152691,10.59551884,10.95568489,8.789559014,9.1678496,11.0108954,9.691124582,8.215849806,9.16673823,12.66988608,5.71183285833,8.0307368735,10.51689201,6.539938605,10.4760984,6.269599511,8.4785009665,6.8701207555,6.332788835,9.6737107325,10.62174996,12.939998605,8.177520604,12.14240395,9.308186063,8.629813818,6.13564318433,6.198794315,13.42453443,5.888141239,12.1206107,10.4879662705,9.370829667,11.69134804,8.305173834,8.954544083,6.678237972,10.50792373,11.51507901,9.221095317,8.493956619,7.11799945933,11.32491723,13.45429804,10.93329621,11.74892461,11.15503025,5.664988526,9.221468358,12.086046165,11.18568877,13.27043919,13.56614457,10.546148852,12.66269848,13.51891005,7.810926842,5.082373945,13.55938337,8.017856487,10.0353304235,12.44389288,6.8495687005,12.21133327,7.774014657,7.144783444,12.28299001,11.4318764,Control
11.3442156,5.025484272,10.79386361,8.61426475575,5.71295492525,12.13760287,10.51270618,8.98399562275,8.571526197,10.98552909,8.319774985,11.5269639,6.693630261,7.5146543,11.94862832,9.716228343,10.67384732,10.55491043,10.38135939,6.60734282267,10.4211467505,8.387221565,6.908516092,8.644246817,5.609549966,9.273737981,7.919118257,10.44585319,8.173353743,10.15068061,10.03996125,8.52861131367,9.765899818,10.22441209,7.165462596,12.9851927,8.7360170495,9.2509596,11.02431225,10.12116474,9.8283234625,6.708536018,11.79991713,10.58989012,11.69454954,10.59236386,8.7499691525,11.84033352,11.91937371,11.47305897,7.9042128665,10.6190486503,11.40689869,9.895348494,12.10354363,10.98687328,11.02198648,11.01557728,7.93509094333,11.66204091,9.566592153,11.82274022,7.5611171875,9.787507202,8.20578410567,9.5036457565,10.53897001,7.5545922225,11.63413504,10.78457782,11.71105832,10.57602591,9.278322331,10.4516996545,9.782101824,9.494236145,7.766050346,8.9599315355,12.46600514,5.86548072367,8.6946378115,9.863230401,9.021654005,10.45025788,6.858357554,9.342502189,7.1703466195,7.3577616505,9.396733224,10.26227726,12.79265696,7.353458107,12.4925881,8.660014728,8.2900423145,6.61995662867,5.721517065,12.65463721,6.370125583,12.374878825,9.874231894,9.998054828,11.628251575,8.754354011,8.713297444,7.5685987755,10.84878354,11.61377578,9.4061511555,7.641421617,7.382879181,12.441024575,12.7295762,10.55221305,11.32802988,11.4675955,6.268757774,10.143806634,11.749004515,11.235108145,12.89271362,13.129297275,9.63375109167,13.591191,13.697924355,7.41187347,6.183690582,13.141993835,8.035677345,10.593959679,12.58278655,8.158823234,12.07125127,7.643930351,8.52278816767,12.24154982,11.27871096,BRCA
10.31037169,5.334685584,9.875964751,8.513375705,5.8378556905,10.92233559,11.02951865,8.63642267375,8.935534242,11.47305897,8.701879202,9.599160216,6.361510132,7.655560274,12.22401684,10.68029603,11.466639725,10.93414071,10.79163118,7.501134809,10.73015353,8.704406115,5.738505243,9.349364842,5.428588795,9.6473876935,7.686957644,10.38522909,8.315298042,10.37102002,9.265615706,9.038483705,10.53397236,9.957893248,7.111008157,12.81153531,9.050705552,9.088103637,11.37640504,10.79624673,9.647092859,6.810446719,11.35243538,10.38787223,10.97348951,10.66951428,9.0253311545,12.44521413,12.07463999,12.28120423,7.9929258645,9.76488583567,12.08741818,10.47269874,11.23824666,10.31880295,10.94132297,10.5362572,8.084937371,11.91142767,10.07813116,11.63953303,8.0406116585,10.20626383,7.83899154967,9.9366689445,11.1256332,7.918896776,10.61251863,10.82290958,10.89969322,10.059155286,10.41359385,11.032620788,10.04796267,9.785085055,7.441390364,8.7195690835,12.48900128,6.181169694,9.314953691,10.58354379,10.07463693,10.89604874,6.964979397,8.702197063,7.4026524515,8.582424932,9.527826126,11.03904603,12.898117465,7.692024573,12.50386679,9.239217295,8.2818032125,6.74734580867,6.261065912,11.93396179,5.880692411,11.00569676,9.615219629,9.46837006,11.115133545,8.964023935,8.490716209,7.4831627795,11.03059147,11.36999819,8.6878652355,7.767093826,7.42526526267,12.43387324,13.75481291,9.730232835,11.980959,10.64948099,7.302047389,11.1529247775,11.405244945,9.966168261,13.33171827,14.01322491,10.2114507887,13.86388477,13.597035345,6.875169162,6.835359227,13.76500872,7.861818321,9.5075484285,12.84430567,8.4547314975,12.34904213,7.912531798,9.264684213,13.09561052,11.59105257,BRCA
10.67974863,5.23363046,11.62683849,9.23137616525,5.807070815,12.15346979,10.09962433,8.48733146575,9.235907197,10.62985317,9.208960477,11.33246195,6.933398915,6.784561973,11.60457421,10.5411695,10.814425035,10.12172813,10.10297665,6.583680554,8.942353879,9.791114496,6.973327498,7.9662791415,5.593019755,7.963427229,8.661565351,10.19220376,9.040817876,9.468797688,9.632550476,8.18045364967,9.365787184,10.73727294,6.504863171,11.92604216,7.4512208315,9.2549460155,11.48849306,10.55979796,9.597454927,6.591189918,12.12614151,10.55491043,11.80942059,10.51017103,10.0248169055,10.57360012,12.76570158,8.238179151,8.244454268,9.85925576533,11.7044031,9.682880991,12.60734656,11.38730129,10.21664921,10.47933595,7.31864934033,10.93133239,7.728874776,11.94707994,6.0253561645,8.931979298,6.63745606467,9.310331427,10.1635211,6.389561675,11.52400552,9.616976592,11.148669,11.07724954,8.090034492,8.806797898,11.3345919,9.007014035,7.649114461,9.0017728385,13.51771248,5.96643391133,8.25308398,10.09372163,5.768721099,10.09113158,6.413421135,8.802359285,7.437680272,5.7381653705,9.918015884,10.74125232,12.695237575,7.669702029,11.95778233,8.533476842,8.229011899,6.971693019,5.72962839,13.82037647,5.354038858,11.490214785,10.2713731135,9.915409278,11.65928238,7.826232466,9.0898110315,6.443112263,10.12324558,11.31537336,9.0521768925,8.81259539,6.680431951,11.165704335,13.50703833,10.30479083,10.80184598,10.90796116,7.141854563,8.924865526,11.57380198,11.08440101,13.50065522,13.01406235,10.1790262163,12.16931758,13.682357585,7.580354917,5.28356184,13.630852715,7.9165660415,9.7391806555,12.46600514,6.3765728385,12.38193096,6.769246515,7.412940477,11.62135377,10.50969117,BRCA
11.18055585,5.734852697,11.02111204,8.47004252,5.95745323,12.42339047,10.71490255,9.40585671375,8.527976511,10.45921159,8.414432742,11.33541843,5.975453214,7.4877586145,11.71081731,10.05901354,11.090430125,10.87818911,10.71990666,6.84616120133,9.933206313,8.983991943,7.098982487,8.654195741,5.2934412195,10.2476641185,8.961436038,10.23748518,8.714478327,10.39785406,10.21330509,8.60185009133,10.33178501,10.12039378,6.824039465,13.12983363,8.707751739,9.58057121,10.57213676,10.63068602,9.7110048545,6.746988283,11.98345514,11.19977372,11.79683874,10.05540484,8.5971275445,12.05027391,11.91473092,12.15346979,7.847019682,10.9124025893,11.88529801,9.449448466,12.22616388,10.4760984,11.07640162,10.18342483,8.28694858433,11.33246195,9.579754867,11.36417449,8.0799720185,9.659501442,8.09826930367,9.9425822725,10.08207289,7.5438600955,11.74274112,11.04724001,11.06871466,9.4484851555,9.660094472,10.788866333,9.783440744,8.722654824,7.04734514,8.712978988,11.61103415,5.60097907267,8.969874172,10.10831572,8.633005304,10.49296002,6.218786615,8.955194463,7.404192244,7.716688511,9.8357123485,10.09936791,12.636395,6.826424947,11.99021932,8.56474124,8.661250497,6.54759325767,6.206043042,13.09148337,5.893733061,12.562482875,9.8227303195,9.019494215,11.14409132,8.400795268,8.391776024,8.3947789025,10.59491265,11.0768258,9.282369391,7.596415509,7.88850129767,12.376326025,13.074006,10.31612343,11.29816872,11.2546007,6.187357641,10.1627362205,11.90487657,11.50833728,13.34505663,13.52447045,9.93714048033,13.20290364,13.46357042,6.930592839,5.455829609,13.09407344,7.64509058,10.6956513145,12.47764072,7.905385112,11.78748237,7.087386262,8.57418226267,12.68199828,11.20049729,Control
11.62550351,5.370871545,11.34089896,8.571999336,5.8381559375,12.19349773,11.14957584,9.10287896675,8.757432619,10.94344908,8.639323636,11.31701417,6.260971855,7.395103657,11.63680824,9.760949066,11.18344409,10.81621191,10.92822987,6.846979965,10.567171401,9.131690517,6.517673816,9.104528772,5.6159439165,9.6269068455,8.771812245,10.45696041,8.472326439,10.35235277,10.18746996,8.62817260833,10.06234339,10.26803932,6.828171797,13.02126635,8.8433485615,9.47220228,11.23083122,10.65349026,10.2074034015,6.839144331,12.00568429,11.04774441,11.96905199,10.67862239,8.651042911,12.34682957,12.08918571,12.00831666,7.605598727,11.0825050907,11.86693899,10.11282428,12.31194418,10.52807828,11.32848436,10.89238744,8.102910264,11.63779329,9.777995431,11.48468963,8.1950312805,9.969027107,8.44827411533,9.5458512545,10.45361046,7.7700664335,11.5852209,10.75166563,11.77945684,9.970714033,9.775001605,10.6186966275,9.957893248,9.443296418,7.909294774,8.96045285,11.88379655,6.13996439133,8.8849507255,10.40557791,9.127130976,10.94214079,6.667115534,9.199840675,7.389405083,7.9113301835,9.8518476785,10.39839664,13.038098815,7.773207012,12.63872105,8.593410849,8.428272906,6.375129507,5.69600164,12.70456839,6.448203566,12.5355618,10.1831160975,9.731989781,11.542006735,8.802121408,8.726991346,8.336190862,10.83272413,11.2498099,9.3326912865,8.373616812,7.356748726,12.520972355,13.34320241,10.59770368,11.72497433,11.20603466,6.638729582,10.4825918695,11.970529085,11.259487165,13.00770101,13.63707531,10.4526935857,13.42453443,13.644021545,7.685311433,6.048874401,13.29253419,7.9273775635,10.747892033,12.25336009,8.074104295,12.02464979,7.848311718,8.92060182067,12.77284039,11.9866439,BRCA
11.31223081,5.662213512,11.14633337,8.7982746035,5.41263796675,12.31595909,10.73828676,8.65272728425,8.968033945,10.86708973,8.411459216,11.64258438,6.154418781,7.2350482035,11.79340834,9.226822258,11.120786735,10.59585913,10.43232295,6.389484251,10.082569521,8.427795888,6.645878602,8.7062533825,5.59106726,9.087620074,9.146391192,10.56852647,8.368136601,10.10317669,10.09936791,8.28907450867,10.01486475,10.50202152,7.053766063,12.93044173,8.153531041,9.1813739735,11.09923621,10.50407936,9.5666536195,7.867234137,11.95277228,10.64603237,12.0767489,10.48377072,9.284031921,11.32464765,12.30454677,11.62261253,7.505618187,10.4796405723,12.07757191,9.789346622,12.16730219,10.53462901,10.59878323,10.67333141,7.503244585,11.2551704,8.832954179,12.0199261,7.0389208815,9.532570767,7.79137073733,9.4451757265,10.51411267,7.387199798,11.78375755,10.624983,11.47280393,10.552954845,8.632641862,9.811764924,10.08672709,9.652486999,8.020912072,8.7821865275,12.3377697,6.20494726733,8.2421572035,9.923803275,7.966824273,10.5220521,6.934372381,9.107940046,7.2772367785,6.7053292395,9.642736992,10.25455658,12.64012429,7.423874623,12.36089516,8.64876303,8.2903863185,6.488023506,5.793773171,12.88068749,6.052030675,12.238261945,10.4232455135,10.03012262,11.544824105,8.345162513,8.9027815345,6.8053251065,10.68855655,11.30524968,9.274427351,8.124252034,7.65162541167,11.86706196,13.20549015,10.32215382,11.38494305,10.97903948,6.645878602,9.9296773635,11.70336494,11.294817165,13.12174076,13.588464355,10.3373317983,12.84571551,13.519954955,7.582877963,6.021041727,13.37692533,7.873606074,10.676356389,12.52245777,7.677358111,11.92740031,7.091597036,7.88713234333,12.16189092,11.44340995,BRCA
