@relation data

@attribute id string
@attribute 10683 numeric
@attribute 11317 numeric
@attribute 113878 numeric
@attribute 1387 numeric
@attribute 1487 numeric
@attribute 1488 numeric
@attribute 151636 numeric
@attribute 171558 numeric
@attribute 182 numeric
@attribute 1840 numeric
@attribute 1855 numeric
@attribute 1856 numeric
@attribute 1857 numeric
@attribute 196403 numeric
@attribute 2033 numeric
@attribute 22938 numeric
@attribute 23220 numeric
@attribute 23385 numeric
@attribute 2648 numeric
@attribute 28514 numeric
@attribute 3065 numeric
@attribute 3066 numeric
@attribute 3280 numeric
@attribute 3516 numeric
@attribute 3714 numeric
@attribute 388585 numeric
@attribute 3955 numeric
@attribute 4242 numeric
@attribute 4851 numeric
@attribute 4853 numeric
@attribute 4854 numeric
@attribute 4855 numeric
@attribute 51107 numeric
@attribute 54567 numeric
@attribute 55534 numeric
@attribute 55851 numeric
@attribute 5663 numeric
@attribute 5664 numeric
@attribute 5986 numeric
@attribute 6868 numeric
@attribute 84441 numeric
@attribute 8650 numeric
@attribute 8850 numeric
@attribute 9253 numeric
@attribute 9541 numeric
@attribute 9612 numeric
@attribute 9794 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,4.9942921695,5.792862671,7.87530525567,9.174412855,9.43116048233,6.657575505,7.333292064,5.355668174,10.8264931,8.296619294,6.255785137,9.243210363,9.401989375,8.404546734,9.886672502,7.00045394,5.787387568,12.35200901,11.14654022,10.50776024,11.78440594,10.03057097,8.604887804,6.56502392833,8.75926271233,6.11239324,7.98192514433,9.802294663,12.1006805,6.47439573025,11.67803681,10.24684186,9.8034507165,6.894093582,5.673281687,7.85418446,5.97550771,9.287368939,8.412478469,9.1095367405,8.211244807,10.818696135,5.85450143,6.371171674,8.093432255,9.760872578,6.198239365,Control
GSM427159,4.7269606525,5.076613872,7.940186202,9.719195242,8.93751653133,6.753528033,8.248557517,5.278720913,10.51810261,7.969762257,6.33859375367,9.534955073,9.575728848,9.39668565,10.41990782,7.224100886,5.922977541,12.3915122,11.4325551,9.436077036,11.91473092,10.32139858,9.369085347,7.28539932133,9.44382808233,7.464139584,8.12459437833,9.758157045,11.57672774,6.07531273025,11.65330651,9.128046616,10.373161202,7.772151447,5.51775697,8.007365293,5.96330215025,8.958634886,8.18518806825,9.726639909,7.164708668,10.72188236,4.916490079,5.667687262,7.938816713,10.0093969627,6.26818312267,BRCA
GSM427160,5.583800928,5.418452458,7.92285141367,9.441990946,9.45865010667,6.463436092,8.306906006,5.1339731505,9.893506742,6.391935766,6.47447631133,9.673698244,9.888302279,9.332025985,9.740911174,6.671085011,5.270913157,12.49206041,11.73774813,9.356529619,12.53830178,10.48357425,9.102934387,6.60532864167,9.26161759067,5.992548231,7.87936675267,9.126898749,11.43412272,6.102078177,11.01404508,9.018729528,10.55788277,6.012463221,6.082900138,8.046293407,5.86020366425,8.766965673,8.64814625325,9.5152483625,7.765851503,10.939005895,5.275017526,5.857490426,8.04094875,10.2414610627,6.852133258,BRCA
GSM427162,5.807550049,5.59291388,8.56328816533,9.0089772035,8.30267454133,6.8221583115,8.711461459,5.221575166,10.03551433,8.325497867,5.97755783033,9.844427681,8.627005886,9.853664775,9.510601559,6.876459007,5.530298057,12.29564706,12.01909212,8.630650389,12.34480084,10.86238187,9.20788134,6.46343322533,9.20960733333,6.11187183,7.78503746333,9.162303911,11.4373387,6.06609324425,11.66997027,10.23091542,10.6562416645,6.056697995,6.931745467,8.565864767,5.477997281,8.721959205,8.48164958275,8.928652119,6.443942775,10.715201225,5.745177655,6.16330311,7.966939601,9.99650003667,5.56709595733,Control
GSM427163,5.637573217,6.026142315,7.64126900167,9.6688997565,9.64571013467,6.807293415,7.899660725,5.242488042,9.967003253,6.38884014,6.38015555967,9.333972157,8.875635041,8.88197131,10.27748534,7.347712434,6.334412407,12.07584355,10.85845918,9.369085347,12.03215778,10.84509426,9.676468907,6.98920056967,8.84078282267,6.316965376,7.933168138,9.233218881,10.60435889,6.688592839,10.97842288,8.698731684,10.5270256435,6.405103693,6.082261497,8.24340147,5.78268625175,8.682355131,8.707146962,9.618544825,7.996333838,10.74385196,5.144465785,5.591119307,8.432334276,9.86432586567,6.240140522,BRCA
GSM427164,4.815253438,5.722063796,8.037788374,9.509274839,9.74299673667,7.20182749,7.684014158,5.6849115605,9.678045984,6.670376976,7.01539003567,9.168196442,9.799419701,8.350719474,9.934575887,7.52642319,5.756763955,12.40979539,11.63638911,10.27344628,12.38876812,10.68266132,9.407703867,7.10650899533,8.870694383,5.928140071,8.04732597867,9.116266707,11.53538974,6.58571501825,10.65453335,9.245874202,10.36141071,7.04712698,6.203989669,7.116710762,6.565515535,9.2630948055,8.48333644375,9.5847414925,8.40171272,11.272531095,5.563776856,5.722063796,7.108370574,9.99534691433,6.485386506,BRCA
GSM427165,5.203701179,5.306345413,8.03129835233,9.006275549,8.062627844,7.234848386,8.768234888,5.4718324245,9.972495621,7.334052282,5.675294266,9.649157865,8.541049291,9.957893248,10.17277787,5.93517168,6.076394081,12.22777395,11.7032051,8.84036183,12.20235811,10.79412363,8.78353124,7.82722742,8.69200561167,4.828595108,8.62269758067,8.996417789,10.50583912,6.38240255,11.77608148,9.3715867,10.053243219,5.79064906,7.44226163,8.304922952,5.6355146775,8.2969169135,7.67621599925,9.7491525045,7.064260775,10.6486615275,5.857863615,5.843614112,6.946763386,10.019898556,5.81289427833,BRCA
GSM427166,5.248246735,5.520745364,7.83328972733,8.7304792815,9.47203178033,6.9090590495,7.40164993,5.3452023795,10.46181223,6.684822681,6.27415792233,9.307952776,9.42208113,8.763835733,9.744439113,7.412106427,6.264072495,12.51068142,11.48628211,10.2506126,12.36089516,10.51975691,10.29060673,7.020281624,8.522931176,5.748602952,7.832002878,9.344035714,11.06222513,6.54827450925,10.90352059,9.271183522,10.2539369065,6.858171036,5.996056084,8.14845259,6.26570107825,8.3767629335,8.395422905,9.077068497,7.970553337,10.70118065,5.959081123,5.632130956,7.781656624,9.40777784033,6.318426194,Control
GSM427167,5.303199553,4.827579315,8.03046394767,9.1075112315,9.602135287,7.3196246015,7.612022762,5.3376641425,9.545278781,7.151552216,6.39219749433,9.0839188,9.166176345,8.93668293,9.125801619,7.676452764,5.773476345,11.97218475,11.62683849,9.239074055,12.41104094,11.06078055,9.697254787,6.81385209633,8.94438514433,6.009387065,8.20013095,9.009213574,11.03013967,6.3229155455,10.75902287,8.674157944,10.6600607145,6.425472417,5.555364666,8.126008927,5.95599859375,8.676345731,8.62439674125,8.7968379665,7.961422381,10.765387515,5.863264042,5.065239741,8.450346395,10.1828814903,6.37390771033,BRCA
GSM427169,5.456905865,4.981865493,7.96129112167,9.532397347,9.103925795,6.7018312715,7.10792615,5.359464244,10.55582601,8.358696387,5.868546834,9.392157003,8.823646775,9.123255645,9.827664684,7.296207587,5.980660139,12.00461736,11.49745034,8.433398833,12.70249961,10.7059911,10.27711334,6.900100722,9.17559703967,6.192002396,7.677913691,9.206941772,11.34861214,6.3463999045,10.91869949,9.467881187,10.526586781,6.911335432,6.671438898,8.586221609,5.81416326725,9.0032099535,8.410206425,9.5600599955,6.513653091,10.674717778,5.076613872,5.332718001,7.750474403,10.13424536,6.53946943167,BRCA
GSM427170,4.977283647,5.764215595,8.29987568567,8.6873024975,9.177038476,6.200043289,7.528905554,5.163113209,9.812386363,9.437674644,6.03305001167,9.532322378,8.626175475,9.096030618,8.279449386,7.321885546,5.456158277,11.4905076,11.39008041,9.375501674,12.2076581,10.81229788,9.527448232,6.29390628333,8.30118532633,7.123193151,7.94405369933,10.12324558,11.71105832,6.17863476125,9.921350458,9.011787117,10.4808254045,7.553804221,5.283376631,8.273400639,5.51524345425,8.9970047755,9.22764963025,7.977180979,5.445769113,10.719236375,5.938762876,5.870741528,8.554062253,9.71978379333,6.40952157767,BRCA
GSM427171,4.8136314895,5.676670267,8.010025089,9.023964326,9.44750814967,6.813925001,7.548207573,5.4828474,10.1463972,7.52505313,6.30310518733,9.175650046,9.582490673,8.565312634,9.378501395,7.707602652,6.293108917,12.32990291,11.4871292,9.634702674,12.30454677,10.75450781,9.3201863,6.83311588167,8.29929906533,6.169730249,7.870752664,9.784978763,11.5412565,6.64354148875,11.15565329,9.266400712,10.1499503605,6.97533534,5.504788206,7.872984353,6.0186927045,8.699927465,8.2148112125,8.809705751,8.045570099,10.936535625,5.091923254,6.135253322,7.985928901,9.64927309867,6.385258589,Control
