@relation data

@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5435 numeric
@attribute 6829 numeric
@attribute 51497 numeric
@attribute 5438 numeric
@attribute 25920 numeric
@attribute 5439 numeric
@attribute 6827 numeric
@attribute 1025 numeric
@attribute 11198 numeric
@attribute 7469 numeric
@attribute 5440 numeric
@attribute 6749 numeric
@attribute 6921 numeric
@attribute 6924 numeric
@attribute 6923 numeric
@attribute 5441 numeric
@attribute 2963 numeric
@attribute 2962 numeric
@attribute 9150 numeric
@attribute 7936 numeric
@attribute 6917 numeric
@attribute 5431 numeric
@attribute 904 numeric
@attribute 5430 numeric
@attribute 5433 numeric
@attribute 5432 numeric
@attribute 8178 numeric
@attribute Class {Control,BRCA}

@data
11.06244102,10.33896506,12.07353083,10.94111386,10.76402632,11.03306523,8.71481121475,7.484019523,10.68956587,10.30035288,11.66916423,7.416293235,6.365977347,8.188701494,10.4289609365,8.711943205,10.7153314145,9.950818724,10.64948099,10.15511583,7.07162794567,8.551430581,7.69516215867,9.502643438,8.433503159,11.4871292,9.588630847,9.734545643,8.691587488,Control
11.20928598,11.03103278,12.14356347,11.76903417,10.981471505,11.31379869,8.54949965075,6.750074255,10.52231943,10.56172258,12.03723816,7.799979524,6.504704302,7.769806651,10.312101354,8.029730494,10.392543967,8.536044277,10.72254311,10.98225228,7.14929121367,8.601288997,7.36046158267,9.076489033,9.433126963,11.94573106,9.975440003,9.498501844,8.949243917,BRCA
11.27344029,11.02625388,12.38193096,11.62135377,11.4799612,11.43055462,8.83819816225,6.90941648,10.91737229,10.31397736,12.09587508,7.395536545,6.401780305,8.791424313,10.168662834,8.294288896,10.539595686,8.618450775,11.17512864,11.02694718,7.175120268,8.859830691,7.362647587,9.480992671,8.897861429,11.65775177,9.936402792,9.55547611,8.748277668,BRCA
11.08706186,11.73846187,12.34948589,11.83833739,11.162653415,11.62261253,8.54354174375,7.827852559,10.6002268,10.11489441,11.91142767,8.236482005,6.648325671,8.93233371,10.050980994,8.539198683,10.7255934155,8.674016666,10.8849167,11.21644291,7.27769495633,9.18800839,6.74089657333,8.607368346,9.092513451,11.94385185,9.42569906,9.5760667495,8.908123216,Control
11.3442156,10.79386361,12.13760287,11.44205205,11.113912375,11.5269639,8.9363143475,6.693630261,11.07640162,10.36619136,11.71011775,7.400753782,6.908516092,8.444405271,10.4151315645,8.305675466,10.3104713005,7.919118257,11.02198648,11.01557728,7.32058660367,8.729783122,7.74437634867,9.566592153,9.376755481,11.82274022,9.787507202,9.5036457565,9.057451034,BRCA
10.31037169,9.875964751,10.92233559,10.73293927,11.29505313,9.599160216,9.0391301595,6.361510132,10.71201129,10.67791364,11.93079102,7.048816858,5.738505243,8.557780662,9.588315391,8.740220206,9.581731624,7.686957644,10.94132297,10.5362572,7.207519942,8.627160965,8.590482648,10.07813116,8.602996767,11.63953303,10.20626383,9.9366689445,9.741758161,BRCA
10.67974863,11.62683849,12.15346979,11.538548,10.41509076,11.33246195,8.4061443345,6.933398915,10.00748325,9.739662964,11.45963412,8.210952703,6.973327498,8.369075052,9.6829248285,8.772975245,10.68291734,8.661565351,10.21664921,10.47933595,6.984358523,9.768523916,7.92873725133,7.728874776,10.2758862,11.94707994,8.931979298,9.310331427,9.0923747,BRCA
11.18055585,11.02111204,12.42339047,10.35421112,10.834701835,11.33541843,8.39148310675,5.975453214,11.09785784,10.24684186,11.51973221,7.431291005,7.098982487,8.226413547,10.350985893,8.573761846,10.9364970335,8.961436038,11.07640162,10.18342483,7.330917413,8.793457915,8.33785800367,9.579754867,7.901456932,11.36417449,9.659501442,9.9425822725,9.038034948,Control
11.62550351,11.34089896,12.19349773,11.14107911,11.46096842,11.31701417,8.71152100125,6.260971855,11.08076443,10.28488803,11.99166543,7.772382418,6.517673816,8.725588759,10.3065809345,8.368507689,10.318720793,8.771812245,11.32848436,10.89238744,7.209285101,8.608754849,7.93997874133,9.777995431,8.77081346,11.48468963,9.969027107,9.5458512545,9.048433146,BRCA
11.31223081,11.14633337,12.31595909,11.61281105,11.153986715,11.64258438,8.611721355,6.154418781,10.88991099,10.52792683,11.83281498,7.845993534,6.645878602,8.733287497,10.0572264215,8.208735647,10.3885563575,9.146391192,10.59878323,10.67333141,7.13411305333,8.919117419,7.448378636,8.832954179,9.602588049,12.0199261,9.532570767,9.4451757265,8.699295794,BRCA
