@relation data

@attribute 7016 numeric
@attribute 29780 numeric
@attribute 9459 numeric
@attribute 2318 numeric
@attribute 2316 numeric
@attribute 55742 numeric
@attribute 10979 numeric
@attribute 7408 numeric
@attribute 3611 numeric
@attribute 6251 numeric
@attribute 3688 numeric
@attribute 3987 numeric
@attribute 55679 numeric
@attribute 54751 numeric
@attribute 5829 numeric
@attribute 87 numeric
@attribute Class {Control,BRCA}

@data
10.52922583,7.588343194,12.79680929,10.03037096,6.434382719,9.148261195,13.29995283,6.6644604375,8.706811056,8.0942418955,9.30169669467,7.73805929625,9.174601867,6.56155762067,7.441203595,13.43392773,Control
10.34852377,7.28383606833,11.91536041,9.846027482,7.041826475,8.505356175,12.84903075,6.203672825,8.56643237367,8.3595523285,8.828078384,7.47673416025,9.059994085,7.242536388,7.229350286,13.88775422,BRCA
9.686457248,7.022008067,12.27822446,8.848717702,6.436091549,8.417938067,11.55059663,6.7713309535,8.49808310333,8.100182463,8.9042892375,7.6012206465,8.180407884,6.79297824367,7.347468842,13.69550076,BRCA
9.998485053,7.695852468,12.44726543,8.931846371,7.187354857,8.482405766,12.53699151,6.103628909,8.39571149633,7.5542637515,8.75186424133,7.0685073695,9.236840051,6.932325552,7.84508404,14.12961268,Control
10.21187039,7.28067780767,11.8295207,9.129734513,6.618976867,8.940035402,12.07463999,6.057294721,8.774503078,8.2362917725,9.13491446,7.42133422075,8.514271341,7.06655669033,7.615006311,13.52549699,BRCA
10.58047084,6.70927865733,12.2142175,11.29154789,7.057101267,8.999958525,13.13392329,7.116007336,8.73156550233,8.314512766,9.489530799,7.72332656275,9.05429304,7.10065790233,7.335951076,13.39262134,BRCA
9.903219502,7.15209887667,11.65213254,10.486594,7.088102166,8.46082561,12.83066776,6.299870208,8.62679562667,7.5074043375,9.251714595,7.42176172425,9.215466945,7.21986498033,7.91692611,14.57543497,BRCA
9.847378872,7.08404147667,12.04345466,10.17570583,6.218786615,8.859644363,12.70456839,6.4861257565,8.74415936267,8.336829639,9.23773095817,7.2699998775,8.31106838,6.57843699467,7.737283051,12.86342169,Control
9.504442192,7.36338618067,11.90965135,9.241453583,7.099140334,8.409720941,11.75528414,6.5383195555,8.66388044333,8.1064268125,9.05065703483,7.40772288175,8.486142286,6.63934962667,7.766232595,13.11510467,BRCA
10.21155408,7.61845463133,12.55918115,8.418043517,6.678428044,8.36377462,12.69228318,6.534855973,8.554638965,7.9099256295,9.06946628383,7.167907187,9.0557848,6.53580973933,7.647892114,13.75810714,BRCA
10.48746854,7.822800366,11.72288448,10.53926573,7.734474443,8.332440676,12.84903075,6.5887322845,9.40332627233,8.4558593375,8.5429645305,7.22057016625,8.818774784,6.66048252667,8.041222615,13.03513077,BRCA
9.862149581,7.29766567533,12.22228482,8.589961115,6.791101418,8.457258896,12.81545941,6.7371296105,8.60858406967,8.199623271,9.18007328783,7.64769739425,8.258001948,6.46118012367,6.876459007,12.83735302,Control
10.63654785,7.61768483233,12.61931219,9.809149576,6.942165885,9.387490242,13.19976669,6.718725316,8.520584948,8.310136175,9.52376826383,7.50871717175,9.37294183,6.430207564,7.126500894,13.26600764,Control
10.69211442,7.69773771667,11.94088626,8.7918394,7.997872605,8.941151163,12.17497101,6.7621099375,8.21723165,7.204264068,9.15082053767,6.464830401,10.3180516,6.86755184433,7.476667486,12.95175557,BRCA
9.992241287,7.16098177933,12.3148028,9.82851779,6.644509312,9.53849991,12.99983714,6.2955968625,8.042345746,7.279872819,9.44121959,7.1746260675,8.879047979,6.82381971833,7.061023135,14.01689273,BRCA
10.20705738,7.592514389,12.08741818,7.533760189,7.739546258,9.314470591,11.79117929,6.659793857,8.22753304633,7.2056935755,8.933464829,6.490382524,9.769565608,6.75783748567,7.18631515,14.08845827,BRCA
10.39442548,7.452072065,12.09712198,7.750290152,7.555933317,9.045460121,11.55940591,6.898751441,8.19772229467,7.105827548,9.05192720867,6.27430718175,9.436337353,6.77476150833,7.089003169,12.37349196,BRCA
10.01897944,7.66137055767,12.0234322,8.2984305,7.173629982,9.68371449,12.16626519,6.595533991,8.017382097,7.572332063,9.04214245483,6.81103189025,8.999578066,6.71516333767,6.949625755,12.98137289,BRCA
10.2945062,7.79891486567,11.6799266,8.273260753,7.16772202,9.036723879,11.12068843,7.180584067,8.237219623,7.0038715805,9.0875921835,6.40367044325,9.677226824,6.79850261767,6.913790365,12.46971692,BRCA
10.85788793,7.704845537,12.42398457,9.067609897,5.233438728,9.56076325,11.43638507,6.739366998,7.945908924,7.6086583715,8.1006439875,7.1542203755,10.37626138,7.098050179,7.767226277,14.46865842,BRCA
