@relation data

@attribute 3265 numeric
@attribute 5599 numeric
@attribute 805 numeric
@attribute 6774 numeric
@attribute 1432 numeric
@attribute 5579 numeric
@attribute 6775 numeric
@attribute 5894 numeric
@attribute 5578 numeric
@attribute 6464 numeric
@attribute 6772 numeric
@attribute 6773 numeric
@attribute 801 numeric
@attribute 3827 numeric
@attribute 2767 numeric
@attribute 2770 numeric
@attribute 2792 numeric
@attribute 4638 numeric
@attribute 5605 numeric
@attribute 815 numeric
@attribute 4137 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 5604 numeric
@attribute 3717 numeric
@attribute 1020 numeric
@attribute 2782 numeric
@attribute 183 numeric
@attribute 5335 numeric
@attribute 2885 numeric
@attribute 186 numeric
@attribute 5595 numeric
@attribute 6777 numeric
@attribute 808 numeric
@attribute 2534 numeric
@attribute 6776 numeric
@attribute 2185 numeric
@attribute 6778 numeric
@attribute 6654 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCA}

@data
7.4423513115,5.939777752,13.59313376,11.45883824,7.09994864525,6.21136540967,8.010809379,10.11570732,8.688181342,9.15105029633,10.31346778,12.53522562,13.11037161,5.6227922,12.11539657,7.1915641815,5.028139516,9.50331156833,11.44994835,4.967873236,6.8173136115,6.3931703428,6.71763387475,8.533227316,10.49127719,8.378404463,7.99887404,13.02719506,6.811827823,7.6745180755,9.4954151895,6.201247285,11.634256725,9.961088297,12.33572539,9.2289642325,11.46083484,6.25614507167,9.701471572,8.001564595,8.27215776867,Control
7.8897640555,5.0886580415,13.5121695,11.6077021567,6.60639379225,6.479820979,8.022133529,10.34726733,9.433471275,8.42779587067,10.329653278,12.61090263,12.75620088,5.313618859,12.64178371,6.0573658185,5.682862067,9.09094023867,11.52169626,5.03365563,7.21451483,6.9553527598,6.8818081325,8.715636586,9.559434991,7.325982508,7.779327238,13.00956452,5.751685476,7.862876923,9.5539178325,5.994699217,11.27623323,10.15001415,12.47764072,8.8907159655,11.3989816,6.39478587333,10.00164081,7.481398095,7.85669691467,BRCA
7.856102429,5.6701097255,13.47944813,11.5512263767,6.58493097,5.889051372,8.172253881,10.45388564,8.48506563,8.45925672733,10.0589241477,12.55918115,12.13760287,4.98710623,12.18094263,5.457103785,4.963487128,9.01551201767,11.72288448,5.935819934,7.15698446525,8.109608713,6.405921396,8.2596790005,9.65317699,7.458490947,8.635084252,12.9979954,5.019269629,7.7021225845,9.480270588,6.433214548,11.198356615,10.28344757,12.54827894,8.275073194,12.10466109,6.332382502,10.53976977,7.228580927,8.11094053067,BRCA
8.398114105,5.7758281875,13.35270561,10.720960379,6.0589973865,6.312672729,7.177023614,10.09500831,9.211511834,7.73867912133,10.100698262,12.6473067,12.20536419,5.494744603,12.07926902,5.725019338,5.29683478,8.53219426233,11.42772678,5.198898037,7.49441041925,8.725184586,6.1456479,7.7082282335,9.580847928,6.114997467,8.620477476,13.11510467,6.201639374,8.054801422,9.432546201,7.033260895,11.274247985,10.10956988,12.76004735,8.08464112175,11.96551025,6.660246028,10.64202486,6.648325671,7.98209816267,Control
7.697637374,5.704258658,13.37889296,11.54329104,6.730522711,7.50900425433,7.543266046,10.22872886,8.977409535,8.10318445333,10.5729125313,11.94781234,12.34682957,4.968564562,12.56435203,6.8901006515,5.536217098,9.705586173,11.8471671,5.062220221,7.351626188,6.9100805066,7.045711086,8.3252183155,9.966174165,7.364180901,8.40571707,12.87743566,6.17712611,7.930765467,9.66718229,6.15977612,11.21839075,9.833894617,12.45248586,8.34620788925,11.9164133,6.22310588433,10.10887108,7.634958261,7.82991936767,BRCA
7.3388634815,6.517858181,13.71343219,11.6186680667,6.87151716925,6.98490046733,7.740271759,10.624983,8.467749328,8.70127661067,10.5815088053,12.27296951,13.11510467,4.846131289,12.03287579,6.5536864175,5.717272857,9.68830932967,11.5852209,5.093825554,6.67599706925,6.3166102882,7.03324440275,8.4054699995,10.23164154,8.052107626,7.79902435,12.98372673,6.18041208,7.6687152575,9.9164802245,6.188742749,11.07534033,10.29596436,12.66384721,8.716652398,11.1888517,6.30853884,10.45090222,8.19601328,8.18650002,BRCA
7.9742866725,5.6011167705,13.29267684,10.620682972,6.362735412,6.81582852467,6.888624921,9.961088297,9.024558716,8.36198243367,11.3817422673,12.97428108,12.34260121,4.846005888,12.83993603,5.366277458,5.442621133,9.12043218767,11.16076662,5.754494213,7.564407717,9.356122659,6.55286557675,7.7168387545,8.977681421,6.705498046,7.838134167,12.64120964,4.987447357,8.590203577,9.167523377,7.001326908,11.151396135,9.214514093,12.61750082,8.39165280725,10.72234672,6.20690718667,10.14295619,7.292025067,8.451561107,BRCA
7.7095138065,5.401013329,13.44200721,11.4495990067,7.0975611175,6.87117032933,8.219823303,10.12277013,8.419813926,8.53051419067,9.76574384767,12.63536109,12.57155186,5.110625549,11.35299256,6.2928801065,5.865554662,9.486682492,11.28922369,5.619127766,6.99225089775,7.580338669,6.064234489,8.729778512,10.00443156,8.158535374,8.301794677,12.98945487,6.154317508,7.7549264415,9.1611827995,6.396952035,11.40345044,9.788616845,12.74796537,8.80415305075,10.75261086,6.16225577733,10.54158093,7.787382059,8.171538624,Control
7.94496816,5.8779809975,13.70458133,11.6033707233,6.41978303225,6.13414385767,7.272352474,9.9831294,8.419971893,8.16926655967,9.956344037,12.13627672,12.3148028,5.057570761,12.07015459,6.2675959045,5.659076304,9.58901573033,11.82274022,5.662925563,7.636424019,7.4789113804,6.4879534175,8.057131251,9.452231522,7.011789475,8.878166757,12.96993872,5.844493149,8.1175343725,9.3657406255,6.682085592,10.99057863,9.93285737,12.4865699,8.0162301535,11.94573106,6.34899972867,10.145837,6.878728789,7.91861634733,BRCA
8.148239231,5.5839936855,13.30755735,11.0351359567,6.2012063225,6.39658479233,8.06708625,10.28660429,8.01888328,8.39504068233,10.3519697093,12.70613234,12.71572616,4.753833848,12.53965448,6.489380715,4.958159726,9.227921381,11.64681981,4.482788153,7.318270244,7.9155472442,6.59589787525,8.3082798515,9.69476318,7.088605737,8.725767673,13.02126635,6.779329085,8.2287174245,9.70078824,6.438214347,11.551814785,9.955468697,12.57561022,8.42904151725,11.45097165,6.460940443,10.21491439,7.4960371,7.74245236133,BRCA
8.198599078,5.9065229025,13.38150649,11.0871946533,5.5612686795,6.39932068633,8.344585666,10.23292486,8.202296649,8.62624266567,9.93530678933,12.59315889,12.72208073,6.157150477,11.36612562,6.097670028,5.704879743,7.787443455,11.94944384,4.893133131,6.62258035375,6.6343243228,6.093509969,8.432536035,9.736317839,7.660782339,8.702935506,13.00161496,6.336020558,8.709822916,9.153599552,6.244036128,11.573459625,9.998485053,12.59449147,8.9502413505,11.89929188,6.64403477267,9.880571175,6.507481989,8.06297051567,BRCA
7.4409667175,5.767601547,13.60583775,11.5050606867,6.791169903,6.68769140167,8.075467283,10.11618835,8.474558864,8.601359139,10.334999682,12.46365343,12.77087865,5.298668624,11.23978961,6.6687748565,5.291135005,9.08050051933,11.38105635,5.487045126,6.9537017165,7.4279636484,6.32819879025,8.398001158,9.990983614,7.948076801,8.212400476,13.04989878,6.067171478,7.877739246,9.5256586835,6.546204289,11.32136754,9.562147541,12.7232493,8.477755757,11.36056745,6.47380877667,9.486775264,8.512524314,8.197304519,Control
7.6537280945,6.1670985755,13.47298527,11.3647894967,6.935865955,6.24070564267,7.959250151,10.13087976,8.584390499,8.523978557,10.3450320487,12.47764072,12.97797754,4.699347423,11.54241539,7.184102984,5.465820435,9.62072910933,11.33166731,5.032994809,6.631025254,6.2234283246,6.3057024235,8.5689651635,10.29596436,7.573687183,8.520992932,13.26893746,7.801516189,7.919144247,9.597360232,6.469890553,11.488573795,10.15541314,12.52742331,8.5293685075,11.68668229,6.29282598867,10.12558819,8.640083234,8.151507585,Control
