@relation data

@attribute id string
@attribute 10488 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 11211 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 1385 numeric
@attribute 1387 numeric
@attribute 148327 numeric
@attribute 1499 numeric
@attribute 163688 numeric
@attribute 1638 numeric
@attribute 1855 numeric
@attribute 1856 numeric
@attribute 1857 numeric
@attribute 1906 numeric
@attribute 1910 numeric
@attribute 196883 numeric
@attribute 2033 numeric
@attribute 23236 numeric
@attribute 2535 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2775 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2932 numeric
@attribute 3265 numeric
@attribute 3815 numeric
@attribute 3845 numeric
@attribute 4157 numeric
@attribute 4254 numeric
@attribute 4286 numeric
@attribute 434 numeric
@attribute 4893 numeric
@attribute 51176 numeric
@attribute 51384 numeric
@attribute 51806 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 54361 numeric
@attribute 5443 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 5613 numeric
@attribute 5894 numeric
@attribute 64764 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 7299 numeric
@attribute 7306 numeric
@attribute 7471 numeric
@attribute 7472 numeric
@attribute 7473 numeric
@attribute 7474 numeric
@attribute 7475 numeric
@attribute 7476 numeric
@attribute 7477 numeric
@attribute 7478 numeric
@attribute 7479 numeric
@attribute 7480 numeric
@attribute 7481 numeric
@attribute 7482 numeric
@attribute 7483 numeric
@attribute 7484 numeric
@attribute 7855 numeric
@attribute 7976 numeric
@attribute 801 numeric
@attribute 80326 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 81029 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 8321 numeric
@attribute 8322 numeric
@attribute 8323 numeric
@attribute 8324 numeric
@attribute 8325 numeric
@attribute 8326 numeric
@attribute 83439 numeric
@attribute 84699 numeric
@attribute 90993 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3815667658,-0.0680557761,-0.0785590173,0.7727496513,-0.1577812994,0.3797550982,-0.0111735555,0.5154408196,-0.0726066500,0.1941818817,0.3960468965,0.6728254087,0.4324676931,0.9433099893,-0.1416283464,-0.0846386009,1.9197415728,0.9946343171,0.8688810969,0.6381982602,-0.0414549883,-0.0095319855,1.8174475579,0.4097788456,-0.1199181422,0.9581370279,0.2980682768,1.6708331763,-0.0385881871,0.5726595125,1.1579167798,1.2060972602,1.0380567778,1.2755532927,0.4153290968,0.0120049536,0.3179116794,0.2047240962,-0.1873603268,1.3243965731,-0.0609185226,-0.0256270266,-0.0195479401,-0.0776044747,1.6300333739,0.0394911230,-0.0983436839,-0.2911982873,0.5931362181,0.6055969648,-0.0123531642,0.1474579691,-0.1072664774,-0.0825690696,0.5276523813,0.4586358647,0.0778244350,0.9930449004,0.6409841057,0.3152622613,0.4610165383,0.7218863406,-0.1407593732,-0.1242820820,-0.1784286854,-0.1173108304,-0.1416667141,0.7976121019,-0.0821816814,-0.0154680410,-0.0241109678,-0.1505738309,-0.0715572406,-0.1545939394,-0.1229411997,-0.1293732947,-0.0562097754,-0.1398663964,0.6901596608,0.4827923404,1.5891594400,-0.1697324374,0.9537983259,2.1997757852,0.2531493374,-0.0633014051,-0.0635502934,-0.0643923931,0.6420336235,0.1409569047,0.6079061520,0.0766922691,0.9803381846,1.8741283418,0.6493973546,-0.1333581561,0.2154807355,-0.1487493155,-0.0174615441,BRCA
GSM480985,0.3347815426,-0.1146877620,-0.1466375627,0.5223725109,-0.1766650246,0.4228589949,0.0831065552,0.3467999483,-0.1656008608,0.2055798990,0.2730189453,0.6472114695,0.6414855157,1.1109306672,-0.0916407251,-0.1413197062,1.1703327198,0.9884515573,1.0941874343,1.3853836805,-0.0747167063,-0.0878300879,1.6404941344,0.7330552477,-0.1414381275,0.9909502640,0.3047061024,1.2345138497,-0.0672319856,0.6760796893,1.3204932428,0.8787267861,0.5481084954,3.0530981752,0.4587173745,0.0147076429,0.0523702992,0.2350392384,-0.1835591013,0.8611773475,-0.1205094834,-0.0260006507,-0.1604685536,-0.0930615631,1.0536758155,-0.0840634818,-0.0880296023,-0.2368778376,0.7376574537,0.7695002645,-0.1038192192,0.0900841358,-0.0931613796,-0.0522140021,0.4521202200,0.5649788797,0.0538346215,1.1653226431,0.6127393824,0.3790893998,0.8030626381,0.8713486481,-0.0912358706,0.0148539901,-0.2227140021,-0.0996198125,-0.1423273469,2.1490292351,-0.0529929589,-0.0992782679,0.0030523618,-0.1417484144,-0.0767890449,-0.0893727166,-0.1421668537,-0.0848179264,-0.0398469222,-0.1272135168,0.2722285376,0.5751082467,1.2845784730,-0.1968697178,0.9828057632,1.9199515841,0.0051101413,-0.0370841241,-0.0360112713,-0.0954384340,0.7133841506,0.1554803168,0.6363046326,0.2211903365,0.8986071178,2.4676022670,0.0556296314,-0.1596548111,0.7328280286,-0.1609337199,0.1022394958,BRCA
GSM480986,0.4146094497,-0.0866454035,-0.1313444398,0.6232914684,-0.1350317207,0.1785444665,-0.0209514970,0.5399395962,-0.1195620130,0.1296261391,0.3807973232,0.7199448316,0.5051812299,0.9477347201,-0.1414109196,-0.0993057629,1.4138166258,0.8727725945,1.0536034351,0.7647701036,-0.0603378373,0.0055539080,1.9671993852,0.5153439700,-0.1087701262,1.1200479176,0.3719062484,1.4959124994,-0.0172120397,0.5903858004,1.3325283364,1.3099040800,0.9493732134,1.5909223821,0.4106089262,0.0038114441,0.2355091976,0.2591986350,-0.2133802139,1.3830056341,-0.0845531220,-0.0140150088,-0.0450191986,-0.0521149571,1.4571645670,0.0685284909,-0.1316748878,-0.2470346874,0.6712817949,0.7078176651,-0.0887387330,0.1559347632,-0.1167993353,-0.0710934066,0.5276161861,0.5706250406,0.0844743560,0.9547375822,0.4839221177,0.2990014297,0.8296508626,0.6392725903,-0.0968567614,-0.0460320660,-0.2109329382,-0.1419850741,-0.0800494389,0.9955211650,-0.0501050786,-0.0221761700,-0.0286192242,-0.0747545797,-0.1205768814,-0.1451254502,-0.0777478807,-0.1388270843,-0.1036688907,-0.1440485579,0.5698363664,0.6060184966,1.6418533209,-0.1702259306,0.7694473286,2.1900971755,0.3643759714,-0.0265118730,-0.1068710505,-0.0770829322,0.6441054073,0.1217694167,0.5543586761,0.1138180564,0.6491823966,1.9848538638,0.6962741415,-0.0984170804,0.3681067234,-0.1188547389,-0.0348307964,BRCA
GSM480987,0.3269995508,0.0948443130,-0.0932495861,0.9581980763,-0.1124067577,0.0528845680,-0.1231899400,0.8650637666,-0.1120932270,0.1242048581,0.2020458693,0.6522740087,0.1715833164,0.7213038760,-0.1414936161,-0.0256750500,1.1244374067,1.1680386971,0.9820718962,0.0137137714,1.0950507612,0.2631349051,1.9626392814,0.1668422063,-0.0611509754,1.4479325302,0.3169702389,1.2553548241,-0.0118605190,0.6081153182,1.2904711387,1.1273281686,0.6616964770,0.0219995623,0.2296363310,-0.0379636466,0.5712358197,0.1891802554,-0.1217968530,1.3380605279,0.2274401900,-0.0615308130,-0.0718489090,-0.1041722893,0.9919344300,0.0007446416,-0.0874240423,-0.2855707779,0.4481176670,1.0939444790,-0.0234222412,0.0835026311,-0.1432857454,-0.0616863377,0.4570317386,0.5260457562,0.0511663564,0.2135299446,0.3882937707,0.5076620199,0.0737067636,0.5214755582,-0.0735429341,-0.1193608080,-0.2920788191,-0.0547921432,-0.1095364974,2.5398697257,-0.0234307020,-0.0600270873,-0.0483380935,-0.0734548242,-0.1428834514,-0.0712502773,-0.0325199459,-0.1083365789,-0.0700092251,-0.1316048403,0.0617448911,0.0312583954,1.3375803794,-0.2047343603,0.6854064385,1.7749855086,-0.0393749357,0.1172302025,-0.0885894268,-0.0640990646,0.8422779248,0.0131572660,0.5006304462,1.0652450131,0.6964692818,1.0448588519,0.3823983487,-0.1102869416,-0.0026901963,-0.1063571130,0.9356209931,BRCA
GSM480988,0.2138069177,-0.1114876393,-0.0557560889,0.3484778570,-0.0759397257,0.2434777927,-0.0899391196,0.2204383947,-0.0361867587,0.1508974081,0.2373043370,0.6896800634,0.5885914663,0.8318137222,-0.1606387714,-0.0868788931,1.1592974100,0.9674527405,1.0335381681,0.7892006804,-0.0594985227,0.0293470489,1.8828163351,0.4406262552,-0.0786179611,0.7840176249,0.1900400466,1.2965172852,-0.0596770411,0.4102926908,1.4781041429,1.5309302174,0.4589619954,2.6506322223,0.2562269165,0.1078912398,0.1278660525,0.1730671261,-0.1871427153,1.0662603861,-0.0362709062,-0.0386447745,-0.1077501489,-0.0521348746,1.0592323652,0.0395486050,-0.1015087965,-0.1893912958,0.3137383716,0.5631931945,-0.0202760463,0.0817065693,-0.0806064152,-0.0384889170,0.4923907940,0.4829891018,-0.0383270433,0.7728505326,0.4704262694,0.4309267108,0.7221334199,0.5751020640,-0.0918814719,-0.0787592579,-0.1896429905,-0.0102129587,-0.0329887973,1.1408931733,0.1908791063,-0.0359053529,-0.0246457172,-0.0281726034,-0.0521969817,-0.0984389177,-0.0891732951,-0.0675259438,-0.0009300456,-0.0897781288,0.3605248377,0.2867030222,1.4518957679,-0.1608091691,0.8568994044,2.2009519134,0.1184602400,-0.1123564125,-0.0432362018,-0.1012624690,0.6047102776,0.1260813951,0.5828108958,0.0968803932,0.8880241413,1.9451683795,0.3929497767,-0.0707310182,0.4379166936,-0.0920105386,-0.0643338695,BRCA
GSM480989,0.7048604438,-0.0620193510,-0.0467369777,1.0119184052,-0.1447008381,0.2998246142,-0.0256524719,0.3220232484,-0.0685872297,0.2054151728,0.1316228062,0.5010443183,0.8300564586,0.9154817797,-0.1988541156,-0.1076394914,1.6571678850,1.1711716315,1.0246425644,0.7516749007,-0.0467954570,-0.1595958304,1.8141472619,0.1935005427,-0.0992323983,0.4984121071,0.4542093934,0.9037719321,-0.1098449463,0.5169472916,1.3912816293,1.3318944331,1.1103506463,1.8836652570,0.2400973081,0.0528537176,-0.0080775078,0.0785894820,-0.2710153543,1.2916537300,-0.1170667829,-0.0308928472,-0.0660787014,-0.1177975059,1.6992731094,-0.0830072642,-0.0842115130,-0.3538861063,0.9056678476,0.3538124809,0.0047141360,0.0811992555,-0.1211765001,-0.1123442115,0.4168803811,0.8519349658,0.0375365682,0.8033357407,0.4437155496,0.3739883590,0.7278628971,0.7589532104,-0.1412711018,-0.0220966216,-0.2957198480,0.0727557493,-0.1459004843,0.5175271104,0.0185781421,-0.1699450160,-0.1292229338,-0.0131445843,0.0192991214,0.0015796693,-0.1790062710,-0.1353306575,-0.1297056708,-0.1210575053,0.3941029740,0.1372006630,1.5590544180,-0.2150985197,0.7983118814,2.9188919440,0.4245331458,-0.1430310218,-0.0476141433,-0.1131204681,0.5547810792,0.1083134365,0.4903254279,0.1382263379,0.5981229130,2.4352001442,0.4800386403,-0.1457596144,0.7552782409,-0.1536060213,0.0136455202,BRCA
GSM480990,0.4908841857,-0.0744136228,-0.0817924930,1.0164559484,-0.1368300982,0.1709839052,-0.1636691370,0.5393573991,-0.1056272242,0.2828586080,0.1244135859,0.6429370626,0.4503709624,0.8344820888,-0.1820909605,-0.0704685645,2.2193822246,1.0859789932,1.0919862119,0.2123640113,-0.0288492947,-0.0106996141,2.2293557487,0.0480474158,0.0137345522,1.2059587278,0.6375199349,1.3057659769,-0.0504726552,0.5721652171,1.4284008093,1.3889006043,1.1067612915,0.6234498563,0.3191353141,0.0232784458,0.1356341301,0.0238418394,-0.2454789163,0.9421872181,-0.0439781166,-0.0638360863,0.0198499129,-0.0345598439,1.9801055864,-0.1134931392,-0.0851240189,-0.2235616860,0.8428640298,0.7935236208,-0.0195084080,0.1371517299,-0.1211324487,-0.0606057024,0.4040678319,0.5468216389,0.1245269666,0.5710339894,0.3387474729,0.3921857966,0.5914152316,0.6402914647,-0.1030315689,-0.0456072498,-0.2169761581,-0.0835616889,-0.0797719630,1.3773384633,-0.0731257614,0.0994028346,-0.0132748222,-0.0998961207,-0.0852159203,-0.0438232409,-0.1100558983,-0.0791935706,-0.1155260174,-0.1473321819,0.3735983298,0.2774889619,1.4453520321,-0.2000593883,0.6829452796,2.5856389926,0.4549186632,0.2218118087,-0.0387971694,-0.0783020266,0.5480292028,0.0558532586,0.3496120568,0.0642980892,0.6043990890,1.9065319791,0.4161469101,-0.1074004262,0.4931352758,-0.1508253020,-0.0245269577,Control
GSM480991,0.6921047724,-0.0467888096,-0.0623631008,0.4249343571,-0.1120446003,0.2858755783,0.0366324966,0.5548712921,-0.1251052238,0.2768006893,0.1756075131,0.7013037075,0.3233080879,0.9456861730,-0.1618150806,-0.0899504174,1.5516097281,0.8981677992,1.0610620773,0.9155950824,-0.0446889103,-0.0189355184,1.8172405640,0.2907817717,-0.1418905889,0.8869519606,0.4446749834,1.2026453590,-0.0534065351,0.6132513040,1.4307339596,1.2929992116,0.9763167946,1.5491447316,0.3643042232,0.0571253589,0.1490339893,0.2313478491,-0.2440802096,1.1985398679,-0.0690634400,-0.0532774439,-0.0048325991,-0.0434485409,1.5307328514,-0.0085634497,-0.1015080944,-0.3622813711,0.7147501284,0.6564376624,-0.0500267771,0.0569693500,-0.0960165404,-0.0531655469,0.5071865046,0.6482640730,0.0588836264,0.7389248726,0.3654298311,0.3321251441,0.7624848227,0.5888127228,-0.0644275196,-0.0559177414,-0.2880659788,-0.0827309694,-0.1460009974,1.3520662949,0.0171821138,-0.0547223890,0.0324609165,-0.0252516101,-0.0163207171,-0.1558056689,-0.0367438937,-0.1418102643,-0.0901539688,-0.1624318188,0.3903087117,0.4759435881,1.5451146222,-0.2046004261,0.7246558555,2.3986895680,0.5203580332,-0.0122111171,-0.0434597657,-0.0664389667,0.5891530063,0.1548473247,0.5008719263,0.1263508924,0.5982023272,1.9712138667,0.4318337415,-0.1229615020,0.2542020941,-0.0862467503,-0.0080728859,Control
GSM480992,0.5746289731,-0.0848685851,-0.1067906695,0.8758288564,-0.1194200918,0.5049739010,0.2197056525,0.4127616239,-0.0951718734,0.4200474990,0.1568766059,0.7777832307,0.6199766166,0.7282237562,-0.1319793334,-0.0529864014,1.8551404609,1.0833960023,1.2497049487,0.3392567319,-0.0313304170,0.0041698367,2.5581991299,0.0814318765,-0.1153151428,0.8968451944,0.4867185676,1.0801601244,-0.0462475456,0.4795048717,1.5164660945,1.5241501815,1.1827308424,0.6096988846,0.2580534183,0.0681147246,0.0563978053,0.0719069733,-0.2615064272,0.6252961718,-0.0951844001,0.0550048301,0.0357248699,-0.0266702802,1.8464471474,-0.0424288371,-0.1043978591,-0.3573909894,1.1381731691,0.5008515699,0.0557855016,0.1225340664,-0.1356904655,-0.0742785615,0.4130200728,0.9082788116,0.1346057261,0.8443388831,0.3105769333,0.4350632561,0.9665290049,0.7228339593,-0.0386773832,-0.1013590219,-0.2778281164,-0.0904354515,-0.1105397367,1.0577686127,0.0199124009,-0.0135216021,0.0776600043,-0.0155986957,-0.0306007577,0.0083213977,-0.0933238349,-0.0803613899,-0.1240630036,-0.1652090970,0.4652091849,0.2163631151,1.4246134289,-0.2253413598,0.7415068230,2.6897532866,0.7067827030,-0.0304518567,-0.0718402782,-0.0227440883,0.5535295457,0.0925191902,0.4217283724,0.0831317529,0.2302013379,2.2367577763,0.7207766724,-0.1194189244,1.0624874607,-0.1332132256,0.0737559236,Control
GSM480993,0.5301898761,-0.0384183934,-0.1120296282,0.7973100805,-0.1578653891,0.2520091683,-0.0982031777,0.4410814088,-0.0471520076,0.3209931134,0.2239596708,0.7884631976,0.5772579810,0.8789024687,-0.1592113870,-0.0729880828,1.3835353521,1.0939158932,1.1817921725,0.7532246475,-0.0545884828,-0.0442055219,2.1836648658,0.2383615070,-0.1333968890,0.9020118648,0.4554820714,1.2183062536,-0.0642143741,0.5834782023,1.3899838875,1.3381779529,0.9945207685,1.9263189239,0.2800151646,-0.0125160381,0.0958840129,0.2861227982,-0.1992350081,1.2895348594,0.0113864971,-0.0245292752,-0.0363483728,-0.0896386958,1.4765024371,0.0611034877,-0.1185884831,-0.2516797997,0.8387103804,0.5521481080,-0.0571271274,0.1051260916,-0.1144585606,-0.1054423138,0.4741801064,0.7940912880,0.0415849929,1.0441827782,0.3602931440,0.4178303835,0.9945722132,0.7452751833,-0.0764771386,-0.0980857035,-0.2228755165,-0.0978763809,-0.1088025693,1.2869252647,-0.0322957445,0.0039578499,0.0802723358,-0.0148308030,-0.0834371757,-0.1437160522,-0.0528295994,-0.1224430229,-0.1128917881,-0.1065583910,0.5799812981,0.4878857022,1.5856227239,-0.1457536411,0.8005855027,2.4490207491,0.3821579109,-0.0671003359,-0.0968572793,-0.0807639728,0.6798162911,0.1127858115,0.6935565511,0.1419774093,0.7759716899,2.3127034832,0.5864420287,-0.1049076812,0.3979237766,-0.0949833814,0.0388459695,Control
