@relation data

@attribute id string
@attribute 10352 numeric
@attribute 10667 numeric
@attribute 124454 numeric
@attribute 23395 numeric
@attribute 23438 numeric
@attribute 25973 numeric
@attribute 2617 numeric
@attribute 3735 numeric
@attribute 51067 numeric
@attribute 54938 numeric
@attribute 55157 numeric
@attribute 55699 numeric
@attribute 57038 numeric
@attribute 57176 numeric
@attribute 57505 numeric
@attribute 5859 numeric
@attribute 79587 numeric
@attribute 79731 numeric
@attribute 80222 numeric
@attribute 92935 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.2545990193,0.3959757633,0.4486411082,0.4482901386,1.4754162761,0.5545874492,2.9341803491,1.7296340894,1.5218269751,0.6431682346,0.5446267946,1.9778144624,0.1941295910,0.8772461154,0.6486774813,1.8250926337,0.2851292659,0.9416702193,0.3020139221,0.6431320925,BRCA
GSM480985,0.2217466131,0.2222479194,0.2398486161,0.2793263447,1.1981126532,0.5101946063,2.6475317924,1.3109080634,1.2702743819,0.4979499281,0.2306121786,1.7823635471,0.2776808977,0.5774176400,0.5104269070,1.8345334000,0.2379061871,0.6375042590,0.2594267757,0.0509675345,BRCA
GSM480986,0.2166986005,0.4595365669,0.5345203674,0.5047685360,1.3794372478,0.6645973290,2.6405690314,1.6792129678,1.7234263232,0.6000844940,0.5063446081,1.7774911588,0.2532027593,0.9339698552,0.8137110007,2.0306095082,0.3045095481,0.7282929554,0.3760046494,0.5987485610,BRCA
GSM480987,0.1116685076,0.3329461029,0.4258897561,0.4715208554,1.1910191310,0.6452107787,3.4587857126,1.6730606955,1.7902407647,0.3349480784,0.4395306947,1.4934582047,0.1894752928,0.7498407381,0.4735818238,1.7772981260,0.3015076498,0.7034122744,0.2706907293,0.4943539491,BRCA
GSM480988,0.3354996940,0.3131530033,0.4654359831,0.4804836921,1.2936463356,0.8655138650,3.1209023595,1.7812293036,1.5522896260,0.5798759759,0.5878180899,1.9068330128,0.1742833528,1.3124507664,0.7488210720,2.2098292610,0.1980674751,0.7905147469,0.2608903492,0.3938137014,BRCA
GSM480989,0.1782144347,0.3620775736,0.4502310498,0.3385006361,0.9610519970,0.8376384270,2.3849288971,1.6303502004,1.3561559040,0.6451891101,0.3514937395,1.2239386507,0.1489914471,1.2626478746,0.5863968267,2.3434960048,0.2705456786,0.4524659250,0.4209371796,0.4820188396,BRCA
GSM480990,0.1959717951,0.3606586735,0.4261999614,0.2639552061,0.9403129154,0.7888946886,2.6125799417,1.3575112139,1.2604559004,0.6632283912,0.2342757439,1.2608936363,0.0147119563,1.0580636635,0.8081179015,2.0347823798,0.3023738820,0.4552744294,0.5424466398,0.3596616455,Control
GSM480991,0.1386485699,0.4636395050,0.4316851640,0.3908477334,1.0895490844,0.7349835444,2.5505813658,1.6562388169,1.4179089294,0.6329194576,0.3328743641,1.3789049918,0.1189370134,1.3656279741,0.5159481289,2.1053108374,0.3194886274,0.4819421173,0.4473575688,0.4472229956,Control
GSM480992,0.1133946056,0.3369136278,0.4948593789,0.2422752745,0.9446156588,0.8320800066,2.8139971494,1.3935210062,1.3424031736,0.7410910473,0.2388669342,1.5126248136,-0.0229774280,1.2599515318,0.7266386734,2.3456172613,0.2696104488,0.4697920840,0.4785320929,0.4507805147,Control
GSM480993,0.2047706706,0.4627494915,0.5644077617,0.4736820810,1.2767841022,0.8468519714,2.9161612989,1.6033503935,1.6492411460,0.7646301118,0.5099411496,1.6352944904,0.1846806036,1.3284168431,0.7112911102,2.4105214544,0.2317288875,0.5365560772,0.4315846534,0.5705462992,Control
GSM480994,0.2190343775,0.3370963670,0.3976167821,0.2709846466,0.8481043114,0.7968461331,2.5466471910,1.4820575560,1.3605668376,0.8354407800,0.4724049511,1.4298353924,0.1340005171,1.0600704401,0.5156396119,2.3663865660,0.2299302300,0.3813175007,0.4590920289,0.3417121149,Control
GSM480995,0.1509522152,0.3265302432,0.4672185927,0.3974801657,1.2447424863,0.8125134690,2.5322336554,1.5347262013,1.3424258344,0.2932384256,0.3658999205,1.4170163870,0.2445223286,0.6392761153,0.2892052664,1.4791611102,0.3822060634,0.4752347329,0.3037394009,0.6943460711,Control
GSM480996,0.1912311067,0.4066095066,0.5436587923,0.6998829618,1.1765643490,0.6605091274,2.8631425202,1.7590444608,1.6970599704,0.7106481640,0.4190796204,1.6469953191,0.1688070727,0.9930428938,0.6183933528,1.9646276170,0.3030215077,0.7709417740,0.4587507212,0.5874590911,BRCA
GSM480997,0.0451155378,0.3280019021,0.4618187089,0.2311306329,1.0273376072,0.7030420162,3.1665365695,1.4963533545,1.2061276846,0.4089419016,0.2279478142,1.1415997942,0.1698694668,0.6832454595,0.6551726062,2.1824750434,0.3542315763,0.3712948902,0.2757815142,0.1673885700,BRCA
GSM480998,0.2085469809,0.3926423789,0.4816066334,0.9446733944,1.4436570737,0.3844404158,2.6151288150,1.6692975226,1.3797829429,0.6385139171,0.6518973848,1.8158268268,0.1649271067,0.9037710836,0.5159402342,2.0330454574,0.4223876937,0.7235803781,0.2454152678,0.4294703024,BRCA
GSM480999,0.3058789090,0.3966935745,0.4052359367,0.4262977674,1.3717588318,0.7412827014,2.3075281679,1.5500178992,1.5462268032,0.5330674015,0.3094076609,1.9646163251,0.2359649362,0.5499733798,0.5695949371,1.9889383913,0.2461383159,0.6359174136,0.3811124334,0.3078702027,BRCA
GSM481000,0.2580805516,0.3709883370,0.2538394293,0.4967056269,1.4555823406,0.6785334134,2.3692512363,1.5744966450,1.6276056131,0.5042029170,0.3004860028,1.9245566393,0.1548513753,0.7986273542,0.5134539809,2.0772654810,0.2031739015,0.8748802030,0.3376777321,0.2941805282,BRCA
GSM481001,0.3145434606,0.3092127906,0.2589556876,0.2630576999,0.8965872990,0.4058289827,2.5626939832,1.4496589298,1.1242341661,0.2363817488,0.2103243217,1.7989125383,0.2492265671,0.4366956874,0.1073077946,1.5710729824,0.2357470744,0.4148659812,0.1403781312,0.3961827839,BRCA
