@relation data

@attribute 3725 numeric
@attribute 3265 numeric
@attribute 5599 numeric
@attribute 1147 numeric
@attribute 1432 numeric
@attribute 5579 numeric
@attribute 5894 numeric
@attribute 1956 numeric
@attribute 5578 numeric
@attribute 5970 numeric
@attribute 7124 numeric
@attribute 1950 numeric
@attribute 1050 numeric
@attribute 6416 numeric
@attribute 7186 numeric
@attribute 5515 numeric
@attribute 8737 numeric
@attribute 9020 numeric
@attribute 5582 numeric
@attribute 5583 numeric
@attribute 5580 numeric
@attribute 5581 numeric
@attribute 4217 numeric
@attribute 3204 numeric
@attribute 596 numeric
@attribute 4214 numeric
@attribute 5606 numeric
@attribute 5588 numeric
@attribute 5603 numeric
@attribute 5604 numeric
@attribute 5609 numeric
@attribute 3551 numeric
@attribute 5608 numeric
@attribute 6667 numeric
@attribute 7133 numeric
@attribute 7132 numeric
@attribute 1616 numeric
@attribute 355 numeric
@attribute 356 numeric
@attribute 5595 numeric
@attribute 2113 numeric
@attribute 2114 numeric
@attribute 4790 numeric
@attribute 2353 numeric
@attribute 4792 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCA}

@data
14.72492149,7.4423513115,5.939777752,9.004698798,7.09994864525,6.21136540967,10.11570732,7.05035509475,8.688181342,8.69026092,8.519696323,6.141397664,12.99639586,8.585478725,7.722570406,11.688477345,9.943694688,7.12458953,5.313256056,10.73900867,8.7068629295,8.455307825,9.636896969,5.390436614,8.4944607845,10.46146439,5.86129168933,9.112401142,9.595220702,10.49127719,7.887344199,7.1307406325,5.85530403967,10.08912308,8.084942721,12.08918571,9.030281671,6.109057762,5.714184545,11.634256725,11.347398315,11.41166472,12.34771002,14.72004222,15.00532806,8.27215776867,Control
14.11502538,7.8897640555,5.0886580415,8.974945912,6.60639379225,6.479820979,10.34726733,6.79791370075,9.433471275,8.669346719,7.177920594,6.795134192,11.96210624,8.106593131,8.156008632,11.725137905,10.07879165,7.618204007,5.115003321,10.38018536,8.2777883015,8.589483673,9.908805826,5.776374632,7.97569312475,11.6627575,5.85702554217,8.486142286,9.166697324,9.559434991,7.798165773,7.787354885,6.054235957,10.32795428,7.532124306,12.001308,9.473939649,5.4568451785,6.1044474,11.27623323,10.7001730025,10.99163187,12.34109771,13.75148289,13.91249272,7.85669691467,BRCA
14.41297137,7.856102429,5.6701097255,8.986710369,6.58493097,5.889051372,10.45388564,6.80402066425,8.48506563,9.073024297,8.414834386,7.503172055,9.656023072,8.6701660175,8.551997661,11.639330205,9.929872764,7.363480204,5.434470814,10.50605987,7.9762072145,7.907388127,9.513535713,5.813403636,7.84053328475,11.77105209,5.82716031317,8.525326145,10.50005538,9.65317699,8.166013814,7.4532495275,6.35618041933,10.30951646,7.074920481,11.63162057,9.369221698,5.8381822935,6.144867877,11.198356615,10.477966646,10.21099428,12.51631937,14.33042537,14.51605303,8.11094053067,BRCA
14.08054111,8.398114105,5.7758281875,8.742495656,6.0589973865,6.312672729,10.09500831,6.3257817405,9.211511834,7.67194989,8.370459788,7.0134654,11.7674087,8.231806127,9.141437341,11.80875598,10.01119619,7.782574222,5.36790503,9.994474054,7.9530049585,7.458860011,10.2853274,5.525294697,7.5957045875,12.00382718,5.05698450317,8.832068081,10.578656,9.580847928,8.473463378,7.4011955135,6.36100294267,9.80247643,8.059386544,11.41027128,9.851765094,5.9473627115,6.331145921,11.274247985,9.740089602,9.486473611,12.26985874,12.01436934,14.35403309,7.98209816267,Control
13.43392773,7.697637374,5.704258658,8.684828488,6.730522711,7.50900425433,10.22872886,6.78190965925,8.977409535,9.268495874,6.675961001,8.466587485,12.19128143,8.6043275615,8.106250323,11.458095575,9.484878832,7.444230413,5.333791561,10.31313278,8.133774626,8.634049691,9.842350785,6.124023706,7.8450723755,11.72645885,6.07725681717,9.001704532,11.00715715,9.966174165,8.264326623,7.5245616955,5.979395943,10.75902287,7.497654525,11.76197512,9.396953172,6.4964374115,6.16425895,11.21839075,10.733176615,10.45834538,12.37603319,12.40857396,13.73047547,7.82991936767,BRCA
13.80946823,7.3388634815,6.517858181,9.33884841,6.87151716925,6.98490046733,10.624983,7.10041818325,8.467749328,9.673230059,6.320264091,7.455781587,12.07584355,8.9337864765,7.922110302,12.40345346,10.12499078,8.197856947,4.940884687,10.73945599,8.614206568,8.090352132,9.445998278,5.855872155,7.89616385625,11.51112271,7.15443493,8.982823296,10.15284924,10.23164154,7.443878302,7.5689740425,5.98125183967,9.923045577,8.260238737,11.96720294,8.235417282,6.60785894,5.609260937,11.07534033,11.377392445,12.10196099,12.87483063,13.96600025,13.77694807,8.18650002,BRCA
13.91249272,7.9742866725,5.6011167705,8.17437786,6.362735412,6.81582852467,9.961088297,6.9842760015,9.024558716,7.262755244,6.423120638,6.973327498,9.697849875,8.457614913,8.283761058,12.072677105,9.601752743,6.740661566,5.832707292,9.264056144,8.747651318,8.626385404,10.88558411,5.677022787,7.264331835,12.26224618,5.4415442,8.596218763,9.662659976,8.977681421,8.963388234,7.550193916,6.79660585167,10.3743606,7.800739973,11.42772678,9.700778298,5.6801733885,5.032113243,11.151396135,9.7799175295,8.889231008,12.52075501,10.44201071,15.02279519,8.451561107,BRCA
13.96294256,7.7095138065,5.401013329,8.824657385,7.0975611175,6.87117032933,10.12277013,6.998917209,8.419813926,9.194320487,6.14308278,6.405231362,10.41990782,8.519260169,7.748127633,11.932399345,9.671351374,7.797176966,5.495064524,10.36808656,7.602215851,8.12621548,8.478204487,7.153960146,8.05261194825,10.99477083,5.8607249385,8.793913049,10.21059864,10.00443156,8.267911597,7.4520617975,5.93944441167,10.1003079,7.711014946,11.92850738,8.817432296,6.0495207925,5.582112807,11.40345044,11.058362421,10.89735788,12.20475003,14.08516788,14.22362506,8.171538624,Control
14.44356588,7.94496816,5.8779809975,8.659854224,6.41978303225,6.13414385767,9.9831294,6.85070537275,8.419971893,9.012625324,8.252974189,7.872399588,10.0776573,8.505661469,8.550151431,11.55756824,9.108531726,7.392491577,5.606746643,10.75607697,7.906098313,8.222772115,9.024350935,6.2954527,7.87109163775,11.9611296,6.020187685,8.98794691,10.55937736,9.452231522,8.382668468,7.530604743,6.398579306,10.31961599,7.59152445,11.36056745,9.320067806,6.337979385,6.069858551,10.99057863,10.495431606,10.22826589,12.42766909,14.82357723,14.37348409,7.91861634733,BRCA
13.15952927,8.148239231,5.5839936855,8.645245129,6.2012063225,6.39658479233,10.28660429,6.30061577025,8.01888328,8.33670864,6.105390642,6.79717879,12.67483341,8.616861979,8.509301078,11.593713005,9.863923404,7.396307489,5.139972076,9.941260812,8.1813016325,8.3824199,9.918602815,5.66903474,8.23267903825,11.43790563,5.75900304267,8.796235248,10.19143901,9.69476318,8.896605722,7.6541093245,5.92169088967,10.38034502,7.286837552,11.57911804,9.83968846,5.7598219305,5.434637608,11.551814785,10.566511834,9.81654816,12.09766027,11.55023948,13.54172225,7.74245236133,BRCA
