@relation data

@attribute 3725 numeric
@attribute 3265 numeric
@attribute 5599 numeric
@attribute 1147 numeric
@attribute 1432 numeric
@attribute 5579 numeric
@attribute 5894 numeric
@attribute 1956 numeric
@attribute 5578 numeric
@attribute 5970 numeric
@attribute 7124 numeric
@attribute 1950 numeric
@attribute 1050 numeric
@attribute 6416 numeric
@attribute 7186 numeric
@attribute 5515 numeric
@attribute 8737 numeric
@attribute 9020 numeric
@attribute 5582 numeric
@attribute 5583 numeric
@attribute 5580 numeric
@attribute 5581 numeric
@attribute 4217 numeric
@attribute 3204 numeric
@attribute 596 numeric
@attribute 4214 numeric
@attribute 5606 numeric
@attribute 5588 numeric
@attribute 5603 numeric
@attribute 5604 numeric
@attribute 5609 numeric
@attribute 3551 numeric
@attribute 5608 numeric
@attribute 6667 numeric
@attribute 7133 numeric
@attribute 7132 numeric
@attribute 1616 numeric
@attribute 355 numeric
@attribute 356 numeric
@attribute 5595 numeric
@attribute 2113 numeric
@attribute 2114 numeric
@attribute 4790 numeric
@attribute 2353 numeric
@attribute 4792 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCA}

@data
14.17314893,8.198599078,5.9065229025,8.670710349,5.5612686795,6.39932068633,10.23292486,6.71360662325,8.202296649,8.687254178,6.992205122,6.522938973,12.78740681,7.974032126,8.81368591,11.25085226,9.933705821,8.101189293,5.996621069,10.56208048,8.0707152215,8.137146296,8.979483163,5.135259094,7.66150020625,11.22161448,5.63874470533,9.252630621,9.821790372,9.736317839,8.324744376,7.53597724,5.64379041867,9.685818029,7.427399015,11.97837451,10.1781672,6.208641296,6.110410879,11.573459625,11.11168023,10.3910344,12.2590489,14.20597115,13.43573605,8.06297051567,BRCA
13.87385551,7.4409667175,5.767601547,8.807082076,6.791169903,6.68769140167,10.11618835,6.904091352,8.474558864,8.875473781,7.871691396,6.776897268,12.06681079,8.704684954,7.562397229,11.817863435,9.477151683,7.320667722,5.507010655,11.04119731,8.122214867,8.096347681,9.584314798,6.465734233,7.69919135975,11.05015324,5.63836021117,8.909706455,10.00036666,9.990983614,8.037891629,7.4402145165,6.10103173667,10.0436019,8.409445169,11.79193625,8.637042439,6.375481896,5.613687265,11.32136754,10.9489001885,10.87659774,12.38541089,14.15265365,14.39776555,8.197304519,Control
14.67256817,7.6537280945,6.1670985755,9.155780297,6.935865955,6.24070564267,10.13087976,6.94855824675,8.584390499,8.978067698,6.162699096,6.832703733,12.83735302,8.3498677015,7.489328426,11.68167441,9.882639658,7.585039752,5.499695432,10.5358394,8.3340579265,7.953790677,9.571942743,6.276687993,8.09596774125,10.77967445,6.10693756767,9.158168561,9.110118593,10.29596436,7.957045617,7.3412959795,5.82446156933,10.24730484,8.577788631,11.70928645,8.718842038,5.903314583,5.647898183,11.488573795,10.8943709115,10.94153205,12.24889125,14.61254488,14.10537413,8.151507585,Control
13.48222565,8.1909422715,5.967633391,9.260861404,6.23780006725,6.35314852433,10.76657469,6.51319229175,7.646632733,9.226388785,5.841225451,6.0664182,10.08386525,8.5569316505,8.174789799,11.736023615,10.43762494,7.964616852,5.292792099,10.87936138,8.5136732065,7.530837667,8.411459216,6.269973458,8.2876995905,9.313711317,5.68339117333,9.028818534,10.87659774,10.01433476,8.007981913,7.5914915015,6.17992307233,9.603413599,8.171178205,12.32501877,9.243103231,5.6600815695,5.601853411,11.695521545,9.468951182,11.37964115,12.29388695,13.61588998,14.13459319,8.08129530567,BRCA
13.17144427,7.2806843915,5.329465727,9.241179451,6.155251749,6.73899581333,10.37973064,6.77269984975,7.883225397,8.761435816,5.923868951,6.807100898,10.82131183,8.5497894345,8.260238737,11.7690989,10.76657469,7.194562656,5.670168482,11.02231599,8.362647345,8.541833388,9.186362588,5.844116484,7.76711974975,9.683047729,5.76476224117,8.473788053,10.82965558,9.712540381,7.711014946,7.946295334,6.406842111,9.911706981,8.792953849,12.15610687,9.088689621,6.0033585645,5.964982644,11.206231375,9.549904847,10.68752903,12.41257918,12.35733627,13.98232431,7.95451796533,BRCA
14.09890062,8.539009948,5.656097949,9.022833232,6.273689165,6.39469361333,10.55366796,6.93725355825,8.420129842,8.629266563,7.264445239,6.406592471,11.21226855,8.480919728,8.569372533,11.54137497,10.39270411,8.287667511,5.558582385,10.4516596,8.2700591175,8.438761839,9.156570504,6.660142562,7.94296329425,9.206422917,5.51281927767,8.879339047,10.6792956,9.812386363,7.832100626,7.791459439,6.318598458,9.953964008,7.964515778,12.03603115,9.463954014,5.5939594105,6.072969298,11.49634678,9.052157539,10.92486095,12.40655986,13.96294256,13.70909946,8.00665617633,BRCA
14.01211384,8.146852134,6.071716146,9.175650046,6.46315116575,6.135427533,10.73881029,6.51560473275,7.621284726,9.515749664,6.665268844,6.185475721,10.80140547,8.4390426745,8.554263753,11.71439964,10.31328586,7.912531798,5.391811746,10.74617862,8.312353367,7.655961991,8.088816224,6.409650279,8.49738614725,9.06544382,5.7480082465,8.897861429,10.91211486,9.916141133,8.014301064,7.9501379685,6.132790906,9.999429686,7.885637086,11.81753744,9.329651235,5.620415832,5.974650478,11.796022585,8.7459304675,11.36448778,12.32574401,13.92451704,13.58466312,7.86577453733,BRCA
13.34674991,8.041917075,6.259376137,9.44260202,6.3805448535,6.82794277033,10.51457134,6.4814821935,7.779918143,8.496794995,7.183985468,6.300403471,11.64430934,8.551370553,8.466179598,11.698874855,10.26978741,7.609328588,5.446761787,10.81621191,8.109774842,7.971200262,8.515996551,6.397807774,8.0343733815,9.805889394,5.4970801105,9.093306057,11.25835125,10.0322459,7.922348208,7.5558305855,6.31258353867,9.758490207,7.911723223,11.86989657,9.24711525,5.7709950315,5.963191597,11.46459896,8.9419318205,10.43144566,12.39966386,12.40276968,13.75810714,8.01917131267,BRCA
12.76004735,7.888636145,6.1648761405,8.973504462,6.522968526,6.69079792733,10.54450111,6.70888373325,7.098719371,9.61434228,6.778573689,6.672075676,10.70522655,8.655247477,8.512702074,11.60967717,9.880004788,7.653205378,5.836562468,11.03215615,7.834274642,8.079246259,7.816185482,7.035297081,8.36146716375,9.17185302,5.73544914683,9.245018504,11.43596985,9.833428205,8.115760429,7.8335949455,6.56668181467,9.318317477,7.553957774,12.24889125,9.549178746,5.7781471465,6.180213143,11.5411915,8.703942183,10.71697828,12.00382718,13.08977243,12.88068749,7.890844983,BRCA
12.03663478,8.85628218,5.593235253,8.965922146,6.65967948325,6.127634878,5.97155002,7.023639895,7.791197286,9.315772892,5.97155002,6.877625017,11.42322901,8.821488149,8.362997044,9.2723260095,10.94323478,9.165749378,5.91922759,10.64474883,8.4859598835,9.128046616,9.55587899,6.049201232,6.96857569025,6.536717836,5.95434088933,7.719014193,11.1404753,9.724718956,9.015708527,7.9784806655,5.459774314,11.17596133,8.530075742,12.56790862,9.867028148,5.81841107,5.606894664,12.52079595,9.2859300845,11.74226323,12.05629403,8.405238411,10.54750216,8.742530249,BRCA
