@relation data

@attribute 1457 numeric
@attribute 3725 numeric
@attribute 3265 numeric
@attribute 6774 numeric
@attribute 5894 numeric
@attribute 5579 numeric
@attribute 6772 numeric
@attribute 6464 numeric
@attribute 5578 numeric
@attribute 5604 numeric
@attribute 4352 numeric
@attribute 5921 numeric
@attribute 3717 numeric
@attribute 5290 numeric
@attribute 5335 numeric
@attribute 2885 numeric
@attribute 5595 numeric
@attribute 6777 numeric
@attribute 6776 numeric
@attribute 7066 numeric
@attribute 2353 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 6654 numeric
@attribute Class {Control,BRCA}

@data
7.90764269433,14.72492149,7.4423513115,11.45883824,10.11570732,6.21136540967,10.31346778,9.15105029633,8.688181342,10.49127719,8.112258507,7.65896220633,8.378404463,6.685313404,7.6745180755,9.4954151895,11.634256725,9.961088297,11.46083484,5.209464331,14.72004222,6.299304767,7.0703331436,8.001564595,Control
7.803043395,14.11502538,7.8897640555,11.6077021567,10.34726733,6.479820979,10.329653278,8.42779587067,9.433471275,9.559434991,8.113873832,7.532686946,7.325982508,7.098719371,7.862876923,9.5539178325,11.27623323,10.15001415,11.3989816,5.359671604,13.75148289,7.09127967,7.6111323212,7.481398095,BRCA
7.94848537033,14.41297137,7.856102429,11.5512263767,10.45388564,5.889051372,10.0589241477,8.45925672733,8.48506563,9.65317699,8.049958959,7.43491518133,7.458490947,6.212526175,7.7021225845,9.480270588,11.198356615,10.28344757,12.10466109,4.55165352,14.33042537,6.323194968,7.448654099,7.228580927,BRCA
7.444988463,14.08054111,8.398114105,10.720960379,10.09500831,6.312672729,10.100698262,7.73867912133,9.211511834,9.580847928,7.986995525,7.53095120333,6.114997467,5.584068992,8.054801422,9.432546201,11.274247985,10.10956988,11.96551025,5.397812585,12.01436934,6.299945779,7.6522265588,6.648325671,Control
8.520100527,13.43392773,7.697637374,11.54329104,10.22872886,7.50900425433,10.5729125313,8.10318445333,8.977409535,9.966174165,8.672903619,7.41149949233,7.364180901,7.405441727,7.930765467,9.66718229,11.21839075,9.833894617,11.9164133,4.993460669,12.40857396,7.300126299,7.950268865,7.634958261,BRCA
8.51193804167,13.80946823,7.3388634815,11.6186680667,10.624983,6.98490046733,10.5815088053,8.70127661067,8.467749328,10.23164154,7.26964363,7.47462674233,8.052107626,7.460253403,7.6687152575,9.9164802245,11.07534033,10.29596436,11.1888517,5.563776856,13.96600025,6.725540512,7.4183463498,8.19601328,BRCA
7.90176327133,13.91249272,7.9742866725,10.620682972,9.961088297,6.81582852467,11.3817422673,8.36198243367,9.024558716,8.977681421,8.453076263,7.49866828033,6.705498046,6.662423158,8.590203577,9.167523377,11.151396135,9.214514093,10.72234672,6.504863171,10.44201071,7.476910459,8.3350079456,7.292025067,BRCA
8.330459995,13.96294256,7.7095138065,11.4495990067,10.12277013,6.87117032933,9.76574384767,8.53051419067,8.419813926,10.00443156,8.157474681,7.22554449667,8.158535374,6.020263967,7.7549264415,9.1611827995,11.40345044,9.788616845,10.75261086,5.401401144,14.08516788,6.726903149,7.757716558,7.787382059,Control
8.343961905,14.44356588,7.94496816,11.6033707233,9.9831294,6.13414385767,9.956344037,8.16926655967,8.419971893,9.452231522,7.784227701,7.130488018,7.011789475,7.205282841,8.1175343725,9.3657406255,10.99057863,9.93285737,11.94573106,5.183299167,14.82357723,6.426437217,7.6719006758,6.878728789,BRCA
7.705001504,13.15952927,8.148239231,11.0351359567,10.28660429,6.39658479233,10.3519697093,8.39504068233,8.01888328,9.69476318,8.274379464,7.57770823567,7.088605737,7.606018576,8.2287174245,9.70078824,11.551814785,9.955468697,11.45097165,5.300134022,11.55023948,6.76752611,7.3060563712,7.4960371,BRCA
