@relation data

@attribute id string
@attribute 1017 numeric
@attribute 10197 numeric
@attribute 10213 numeric
@attribute 1026 numeric
@attribute 10393 numeric
@attribute 1111 numeric
@attribute 144715 numeric
@attribute 23594 numeric
@attribute 23595 numeric
@attribute 29882 numeric
@attribute 29945 numeric
@attribute 3364 numeric
@attribute 4085 numeric
@attribute 4171 numeric
@attribute 4172 numeric
@attribute 4173 numeric
@attribute 4174 numeric
@attribute 4175 numeric
@attribute 4176 numeric
@attribute 4193 numeric
@attribute 472 numeric
@attribute 4998 numeric
@attribute 4999 numeric
@attribute 5000 numeric
@attribute 5001 numeric
@attribute 51433 numeric
@attribute 51434 numeric
@attribute 51529 numeric
@attribute 545 numeric
@attribute 55388 numeric
@attribute 5682 numeric
@attribute 5683 numeric
@attribute 5684 numeric
@attribute 5685 numeric
@attribute 5686 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 5690 numeric
@attribute 5691 numeric
@attribute 5692 numeric
@attribute 5693 numeric
@attribute 5694 numeric
@attribute 5695 numeric
@attribute 5696 numeric
@attribute 5698 numeric
@attribute 5699 numeric
@attribute 5701 numeric
@attribute 5702 numeric
@attribute 5704 numeric
@attribute 5705 numeric
@attribute 5707 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 5713 numeric
@attribute 5714 numeric
@attribute 5715 numeric
@attribute 5716 numeric
@attribute 5717 numeric
@attribute 5719 numeric
@attribute 5720 numeric
@attribute 5810 numeric
@attribute 5883 numeric
@attribute 5884 numeric
@attribute 5982 numeric
@attribute 5983 numeric
@attribute 5984 numeric
@attribute 5985 numeric
@attribute 6118 numeric
@attribute 6119 numeric
@attribute 63967 numeric
@attribute 64326 numeric
@attribute 701 numeric
@attribute 7157 numeric
@attribute 7321 numeric
@attribute 7324 numeric
@attribute 7465 numeric
@attribute 8317 numeric
@attribute 8318 numeric
@attribute 8379 numeric
@attribute 84126 numeric
@attribute 84515 numeric
@attribute 8697 numeric
@attribute 8881 numeric
@attribute 891 numeric
@attribute 898 numeric
@attribute 9133 numeric
@attribute 9134 numeric
@attribute 9184 numeric
@attribute 9491 numeric
@attribute 983 numeric
@attribute 9861 numeric
@attribute 990 numeric
@attribute 993 numeric
@attribute 995 numeric
@attribute 996 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.2967640855,1.6738451626,2.0527479051,3.3594499677,0.0633225395,-0.0207608909,-0.1387804531,-0.0645291925,0.0793981937,0.1799473086,0.6656258702,0.2945213200,0.3943000558,0.1765569712,0.3221741178,0.2696559448,0.1908118588,0.2408619631,-0.0763715608,-0.0354759898,-0.0661986022,-0.1722328112,0.3042294705,0.3508409462,0.0739320385,0.8298270476,0.4080628236,0.7954512736,0.1421221816,-0.0376270736,1.8159400190,0.9416194924,0.2567013761,2.1901534266,0.1864337945,2.5581915303,1.7343971795,0.8690999905,1.7441548903,4.3147891045,2.6218083204,1.6679702071,1.5007596282,0.5930373193,0.0948233559,0.6908062434,0.4767773701,0.4137865176,1.6636433237,1.7810388281,1.8831490138,2.6197904943,0.5662944559,0.9842089611,1.0583215319,0.2940934600,2.6118838787,1.8763102591,0.6435214766,0.6202070082,1.5839039186,1.5325153833,1.1926248626,0.0307055115,0.5543922002,0.3153306678,-0.0087363862,0.7234004603,1.0373973295,1.0895283597,0.8919484507,-0.0643933121,0.5506262244,-0.0612110418,0.9853307140,0.6258324001,0.6255706827,0.7796234821,0.3480783601,-0.0137403285,0.0868888928,0.0038157010,0.0281522450,0.8630971942,0.9991469759,0.2301373981,1.2872339672,-0.1379953445,-0.1655763679,2.2050025000,1.4491622901,-0.0425476541,0.8020191408,-0.0709006373,0.0080851044,-0.2176256242,0.2112897467,BRCA
GSM481003,0.3862321187,1.6992633063,1.6335437745,3.0403829142,-0.0290945644,0.0788576193,-0.0291149181,0.1319219818,0.0989586783,0.3438044071,0.2560326038,0.3714093485,0.6784147640,0.6493146348,0.3883218722,0.4563017235,0.6564176812,0.1376091786,0.0657878104,-0.0666174864,-0.1056909030,0.0196586981,0.2882781941,0.2266553726,0.0840642464,0.7069441664,0.3853064239,0.9631476012,-0.0151352303,-0.0026652354,1.4727092077,0.6611500725,0.1544844994,1.9052286347,0.1662331131,2.4744767026,1.5903061752,1.0760128464,1.7814379137,4.4430053392,2.7771415710,1.8147506847,1.3958061802,0.9280487112,0.6292650508,1.2284612431,0.3904295950,0.5076932630,1.9988487297,1.7448618338,1.7551688621,3.2713532845,0.8363947943,0.9699453029,0.9747160873,0.2034174171,2.5043580137,1.8717820830,0.5673383294,0.7436864516,1.5754164327,2.2685171897,0.6870708558,0.0573413860,0.3064327387,0.1976965829,0.0045687593,0.4106555960,1.0455711573,1.2547097305,0.9998522750,-0.0869549004,0.4170974838,0.0484653546,0.9925875762,0.9530833758,0.4567726103,0.8240081359,0.2783119851,0.1715557481,0.0477525804,0.0421214033,-0.0309840989,0.7829238715,1.1173306099,0.4128279091,1.2527999394,-0.0472207826,-0.1131820252,2.0810874116,1.4677737740,0.0396829150,0.6159312086,0.0203694744,0.1122321595,-0.1199287043,0.2441096505,BRCA
GSM481004,0.2243766762,1.7723498195,1.7072597741,3.0274459125,0.0270448486,0.1553593973,-0.0878654041,0.1890534982,0.0373623173,0.3779117776,0.4986741886,0.3989722246,0.2243633752,0.8534291757,0.4230842292,0.4408148461,0.5215240136,0.1511559193,0.0393371232,-0.0436277898,-0.0821350421,0.0570495894,0.4691575148,0.2490454228,0.0902431264,0.9093074148,0.5657972846,0.7819044989,0.1072398618,0.0029820784,1.7533806518,0.6227301211,0.1162916337,1.9332705668,0.1968941802,2.2731753289,1.7125247685,1.0002518175,1.2316615980,4.0048973084,2.7003967762,1.6353940633,1.4842581792,0.8090367038,0.5321352119,0.7772948294,0.4884542154,0.3452819240,1.9966628156,1.8487552554,2.0524100977,3.0304102500,0.6907679671,0.9536992859,1.0102897927,0.2844656181,2.7660346827,1.8081668651,0.5110874796,0.8219513373,1.5240470535,2.1128847401,1.1057207058,0.0822951731,0.3589362175,0.2921950936,-0.0067063898,0.7671577072,1.0033372874,1.1900032758,0.8835284437,-0.0467814134,0.4347279483,0.0546944523,0.8802483742,0.8644867552,0.7026128357,0.9888391265,0.0259383718,0.0616463136,0.0197459941,0.0285603081,0.0480440760,0.9171404692,1.3444258739,0.6019157350,1.4226152879,-0.0094080439,-0.1450435588,2.1089668429,1.6060704223,0.0847969585,0.6562707479,-0.0210278503,0.1384796301,-0.1036322659,0.2736346923,BRCA
GSM481005,0.2160567825,1.5599300078,2.1695532204,3.2873637975,0.0932913322,-0.0509479857,0.0645655090,0.0617171527,0.1866462530,0.2803563757,0.7713363272,0.4740473199,0.6027478479,0.4252725690,0.2716857038,0.3561679962,0.1602804588,0.2540275803,-0.1030659234,-0.0388047886,-0.0263808509,-0.1509422822,0.4821281285,0.4635809526,0.1278961280,0.7581363488,0.4613695829,0.8583655704,0.3125612044,-0.0690109018,1.6560580592,0.8148354041,0.2645038757,2.3797452187,0.1949750777,2.4213250726,1.5723965866,0.9060801048,1.5403858423,4.0223623277,2.7144659907,1.7148717244,1.3731225228,0.2613419561,0.0201135667,0.7916917169,0.7134718597,0.3918113433,1.7394168112,1.8183650896,2.0410535686,2.8971875510,0.6475819739,0.8211572299,1.1057120721,0.2546665659,2.6286514997,1.9930572434,0.8154593582,0.7433540598,1.4280080000,1.5133188500,0.9814733310,0.0166998968,0.5091165112,0.1621993348,0.0302901914,0.3827385456,0.8526280613,1.6216202178,0.6504926867,-0.0936895833,0.7125214853,0.0086278210,0.9015575944,1.0866450369,0.6002506928,1.1646198406,0.0376976422,0.0411703430,0.0186560409,0.1057968732,-0.0663162038,1.0175873726,1.1048736399,0.3001643807,1.3357575516,-0.0316254231,-0.1234659266,2.1583457612,1.2971920554,-0.0386178835,0.7147000026,-0.0338644164,0.1056465136,-0.1536551538,0.4459626976,BRCA
GSM481006,0.2957256202,1.6064058580,1.7807956489,3.2162807881,0.0734619974,-0.0875418057,-0.0612507836,0.0590941003,0.2219408203,0.2054771540,0.7629795027,0.5713934328,0.6584851715,0.4806833156,0.1731166790,0.3756774217,0.1411956067,0.1725004707,0.0273663734,0.0404348410,-0.0131001265,-0.1309218373,0.5907086014,0.4426632067,0.0468820523,0.6562081732,0.4152875856,0.9453066191,0.2139014750,-0.0964916209,1.5811888011,0.7550677622,0.3146370875,2.0638683371,0.1289928798,2.8683363571,1.4597036634,1.1735575124,2.2614440123,4.2693567277,2.7208554446,1.8926719692,1.5596651835,1.3788318260,0.7674210518,1.0863824449,0.5902456128,0.6061208750,1.6818278597,1.6304256096,1.5194914200,2.3012226620,0.9323784001,1.1557352251,1.1636027598,0.2421859070,2.7934896150,1.8038906007,0.7206309512,0.9081259256,1.7768181165,2.0707664888,0.9088195383,0.0216043973,0.5302735580,0.2121967876,0.0378120298,0.6132007042,1.0749186548,1.2139846680,0.6832653410,-0.1455924313,0.5355189989,0.0633832490,1.3752852871,1.0241812343,0.5884243204,1.0816936776,0.3646434942,0.1139000174,-0.0306687872,0.2491331748,0.0441557864,0.7990840555,0.7467343761,0.2705982463,1.1979828272,-0.0759091653,-0.0528207624,2.2949805524,1.7072771922,0.0396803746,0.7875789786,-0.0934443938,0.0085488280,-0.1093827218,0.2919777087,BRCA
GSM481007,0.2692059731,1.2485547140,1.2220723854,3.1362124086,0.1280040116,-0.0663335973,-0.0467767342,-0.0943158257,0.1789678637,0.4985733233,0.4742087353,0.3771845456,0.3337668999,0.6808394640,0.1987711458,0.3747202562,0.0791026834,0.1134327814,0.0606442358,-0.0409890643,-0.0317684311,-0.0783860873,0.3875573734,0.5226728917,-0.0523880323,0.5782392576,0.2701838255,1.1243426575,0.2072506988,-0.0609976278,1.2673711873,0.6811011502,0.1401527014,1.7182117303,0.0966674671,2.4933420419,1.1511982013,1.0347847308,2.1193977993,4.3532934029,2.6538662463,1.8896059791,1.1411154405,1.7699125409,0.6771491348,1.3358904720,0.2597851135,0.2662795463,1.6526423823,1.2983347251,1.0893662098,2.3030294380,0.9829413295,1.0539548550,1.0986000624,0.1549096278,2.5330266953,1.4022798241,0.3935637878,0.7725091391,1.4361651904,1.8083590269,0.9201780222,0.1855335600,0.3888144547,0.2412814564,-0.0242566722,0.5289818927,0.5846992452,1.0277428528,1.1128185045,-0.0740549837,0.4624097816,0.0035638457,1.2977375326,1.3976677566,0.5942524941,0.9833582546,0.6386056296,0.0063680400,-0.0191562156,0.0906508692,0.0049394191,0.6256717969,0.3969320809,0.1642346706,1.3696007534,-0.1149568202,-0.1275766564,1.7092430382,1.5105487858,-0.0570031899,0.5977900766,-0.0997803772,0.0905794720,-0.1601817525,0.2161008972,BRCA
GSM481008,0.7145212810,1.4346678649,2.3513552099,2.8834402039,0.1533362816,0.3485994223,-0.1101565757,1.0655648537,0.2938232523,0.5036446920,0.8002380083,0.3633564644,1.8041948442,1.9233120830,0.9942466053,1.2343148517,2.0993367582,0.9348834902,0.7474286042,-0.0201522052,-0.0287524567,0.4728028129,0.6076418042,0.3733452866,0.1901443357,0.6186275687,0.6071429858,1.2041301931,0.3257197354,0.7276461795,1.5120520081,0.6396369888,0.4030745154,2.1771657469,0.1174926700,2.2891377956,1.2748848116,1.1509291225,1.9077722233,4.0321799437,2.5476031156,1.7645532820,1.2468131570,1.1392428355,1.3091744333,0.9500272161,0.4961231979,0.1959771194,2.0505630373,2.1155795454,2.1342651668,2.8148888748,0.8754903713,0.8768678155,0.8500592999,0.2724911920,2.3066327573,1.7540325374,0.3922997092,0.8150627947,0.9213188795,1.8682854640,0.9304985610,0.2209702864,0.6552884998,0.8295181207,0.2028517701,1.6502472160,1.2286708913,1.3371553920,1.6374257505,-0.1311780760,0.4680071655,1.1470734808,0.9878225434,1.2946610825,0.5803456828,0.8807206629,1.2653397057,0.8604655135,0.0702090115,0.1428613423,0.2814995223,1.1076582991,0.8666285409,1.5736002549,1.2536895500,0.3886883886,0.1622534281,2.4879628663,1.2631243495,0.9505239390,0.7574420411,0.3784788114,0.6091946059,0.2834503252,0.3891618154,Control
GSM481009,0.1897917593,1.2361891112,1.6511094271,3.1617967563,0.0175795397,0.0690172817,-0.0810287570,0.0764553217,0.1601452913,0.1422292797,0.4638521398,0.2404697452,0.8273900395,0.0956283484,0.1254777834,0.3314000392,-0.0305741900,0.2226989590,-0.0922884811,-0.0891779845,-0.0741165462,-0.2480426733,0.3807295378,0.2772829186,-0.0763869880,0.4051246593,0.3799621188,0.7384028369,0.0704509372,-0.0368102952,1.6196986654,0.5493963470,0.1943304261,2.0588545202,0.1189352619,2.2783477865,1.4393705626,0.8075163673,1.2277624807,4.8199692727,2.4997578934,1.3486013363,1.3640365572,0.3928519024,0.5264987499,0.2862428301,0.4300426333,0.1116802940,1.3921404270,1.4322553725,1.6956942152,2.1188873550,0.2689969856,0.7828766788,1.2574071402,0.0802398406,2.3834086260,1.5735545121,0.4603130589,0.3745919642,1.0751262042,1.3525239891,0.7490691365,-0.0135178741,0.2655878430,0.0296385280,-0.0177333261,0.4518495524,0.8489706275,0.8575766770,0.6228027097,-0.1084798760,0.4177193278,0.1872827534,0.9829903326,0.6864672508,0.5561507795,0.9655744929,0.0768426308,-0.0439923401,-0.0732330198,-0.1301232179,-0.0615932246,0.9002740998,0.7606991393,0.5343546997,0.7984491094,-0.0279335449,-0.1511437901,2.4391385295,1.1285554702,0.1236259342,0.4690800012,-0.0650701700,-0.0490356854,-0.2186074609,0.2476484849,Control
GSM481010,0.4230568399,1.6432634554,2.5049641729,2.8992610497,0.1346193793,-0.0126356082,-0.0533022605,0.2706526245,0.4557008447,0.3092431646,0.7424496346,0.5103905833,1.0644120064,0.6307177002,0.4082824711,0.4358616832,0.6026557744,0.4611468999,0.0634123954,-0.0505959386,-0.0522969667,-0.0124767962,0.6160054960,0.6661116165,0.1689249123,0.8156135599,0.6084530684,0.8078735732,0.2287502738,0.0165300667,1.7940255640,1.4100942657,0.3074949513,2.4509170850,0.2203730272,2.4222768023,1.7405861315,1.0346734672,1.5880995990,3.9894852161,2.5013724120,1.4051172536,1.3405036329,0.7204279117,0.5893098712,0.9541471229,0.7338087111,0.4299290776,1.8385142950,1.9493536874,2.5257176020,2.7604640922,0.7812320319,0.8712215970,1.1533191363,0.3142677744,2.3319111667,1.7301260083,0.8495002364,0.8431336136,1.4571809603,2.0996140904,1.0794370227,-0.0307567857,0.5422916124,0.3255983432,0.1257149231,0.7624567913,1.0612251826,1.1413293185,0.9416430375,-0.0783767433,0.6106807328,0.3102890977,0.7534921082,1.0203057610,0.6679485638,1.2663386790,0.3625565284,0.2047687730,0.0922316035,0.1296023526,-0.0030340461,1.0428193696,1.2865644591,0.8407037537,1.4125341330,0.0773795511,-0.0933580918,2.4534322267,1.4638007580,0.2772498125,0.8488398601,0.1179589785,0.1005204337,-0.0506326197,0.5068395762,Control
GSM481011,0.3164373107,1.8372667487,1.7207750380,3.6372286978,0.0904850695,0.0717280289,-0.0004322298,0.1725533307,0.0618993160,0.3834744429,0.3540159664,0.4313563425,0.7160630579,0.3785834368,0.2690474956,0.2993407611,0.5016609616,0.1877087231,0.0178071807,-0.0865562696,-0.0514790472,-0.1323638420,0.1835218242,0.3397963045,0.0547833227,0.6958640087,0.1875694394,1.1116282484,0.1442533701,-0.0411630399,1.5874533258,0.4626399876,0.2152468930,1.6971317762,0.1758092423,2.7429658249,1.4594285641,1.2195015140,1.6331438623,4.3698803425,2.8978922666,1.8646869792,1.3077086934,0.6229523020,0.6152269136,1.0459256395,0.3455736895,0.4344210476,1.8850405579,1.4347315953,1.3635210281,2.5665733218,0.9184809019,1.1181267537,0.8827924452,0.1958014469,3.0421144960,2.1916008665,0.3949827650,0.8199424006,1.5289352204,1.5297581687,0.9270506161,0.0181975527,0.2767659079,0.2367916029,0.0021528411,0.6490977473,0.6507059951,0.9716276427,0.9736804315,-0.0565459333,0.3101019973,0.0870749524,0.9952894231,1.1508108883,0.6516697839,0.6878570232,0.0646639821,0.1683643096,-0.0102027191,0.0064713707,-0.0184766071,0.4824274201,0.8461235408,0.1472806074,1.5210852401,-0.0429140507,-0.1891083614,1.8137846252,1.6247811692,0.1786498111,0.6278304482,-0.0079214406,0.0878606129,-0.1966596610,0.1577770398,Control
