@relation data

@attribute 5682 numeric
@attribute 9861 numeric
@attribute 5686 numeric
@attribute 5685 numeric
@attribute 5684 numeric
@attribute 5683 numeric
@attribute 9491 numeric
@attribute 10197 numeric
@attribute 81620 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5706 numeric
@attribute 5707 numeric
@attribute 5704 numeric
@attribute 5691 numeric
@attribute 5705 numeric
@attribute 5690 numeric
@attribute 5702 numeric
@attribute 5693 numeric
@attribute 51053 numeric
@attribute 5692 numeric
@attribute 7314 numeric
@attribute 5700 numeric
@attribute 5695 numeric
@attribute 5694 numeric
@attribute 5701 numeric
@attribute 5696 numeric
@attribute 5687 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 5717 numeric
@attribute 5718 numeric
@attribute 5719 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 5713 numeric
@attribute 5714 numeric
@attribute 5715 numeric
@attribute 5716 numeric
@attribute 84515 numeric
@attribute 5699 numeric
@attribute 5698 numeric
@attribute 23594 numeric
@attribute 10213 numeric
@attribute 5720 numeric
@attribute 5721 numeric
@attribute 4998 numeric
@attribute 4999 numeric
@attribute 5000 numeric
@attribute 5001 numeric
@attribute 990 numeric
@attribute 23595 numeric
@attribute Class {Control,BRCA}

@data
8.68690091133,10.66538909,11.45443311,10.773474255,9.0509661315,8.849890707,8.2518409835,9.5130720155,5.957224679,10.88129775,8.320869495,8.2415367635,10.75119697,9.52802259133,12.5173582,10.76621026,12.00076422,11.29749826,11.63501532,8.005626128,12.3793121,14.001314075,13.19976669,12.69883927,12.8865864,11.75625619,8.79769619475,12.01088989,6.854560258,13.16916718,7.502913581,7.6478096268,7.1263324395,9.99408498,9.139564862,11.29559693,11.16207045,8.474680533,9.08037601133,8.00728757867,12.26010515,7.8586641855,9.9652661335,9.389707223,9.3046709605,10.57043948,5.790192895,8.8794769,6.798021749,6.47162143767,4.932168974,8.595435709,Control
8.564460088,10.285160686,11.70800194,10.448362625,8.663920189,8.687945234,8.6470158575,9.4460828095,6.483780011,10.53048708,8.224437221,7.999641059,10.11183374,8.66293534567,12.82483353,11.05745385,11.8759414,11.41436827,11.39179686,8.134607448,12.13981521,13.81882705,13.22888561,12.80741335,12.81758135,11.4706641,8.9447929715,12.096668015,6.785227259,13.26600764,7.829676956,7.6935621724,7.061510218,9.75457026633,8.317719126,11.49325267,10.64810838,7.798165773,8.49440965167,8.600459581,12.49390804,8.003615916,10.6067005385,8.918073954,9.371998932,10.25218676,5.868397398,9.341663989,6.6596432,6.35138548033,4.948847562,8.901380658,BRCA
8.90620358967,10.525857853,11.79340834,10.50004144,8.7410247875,9.15137249,8.6963432705,10.021838884,7.625491737,10.68183161,8.504323566,8.1305872305,9.852580664,9.13019918967,12.78740681,10.82365605,12.08449626,11.41436827,11.56454026,8.109858235,12.29328779,13.884698385,13.26600764,13.11183912,12.81545941,11.44340995,9.05267110725,12.02999728,6.345720697,13.02126635,7.058590127,7.6312576694,7.367369481,10.049331671,8.895644291,11.34727825,10.9447818,8.203655262,8.73865177933,8.39000280033,12.68497545,7.9306158695,10.261247663,8.923536316,9.657715067,10.74375964,6.760291233,9.113990271,7.16277178,6.817579064,5.447257868,8.838747853,BRCA
8.06062747867,9.7075407315,12.05836733,10.45335816,8.2768542615,9.228182036,8.687436261,9.9727633615,8.354404912,10.97310559,8.773914859,7.5951142215,10.1206141,6.501491522,12.79764436,11.3345919,11.77387079,11.84795592,11.41998139,7.40586715,12.28120423,13.10949585,13.52332736,12.80568549,13.13613647,11.21903252,8.8475481605,11.55921065,5.846751073,13.30543127,7.779327238,7.8421414368,7.3093172695,9.861676143,8.699078855,11.25835125,10.95004389,7.961624956,7.931835366,8.72557625633,12.81400365,7.136446259,10.6087782065,9.204339515,9.7106639285,10.40029272,5.972354482,9.441502737,6.651773306,6.714916353,5.182703468,8.994142056,Control
8.484101233,10.5959512115,11.70232867,10.78654813,9.400933638,9.234303192,8.7242702675,9.670002224,6.99492227,10.89071479,8.821105186,8.129256569,9.671351374,8.92179205133,12.83066776,11.59208337,11.8407859,11.30008097,11.45657274,7.627900667,12.07828769,13.92393915,13.05669872,13.06098469,12.99332148,11.83572685,9.56101011525,12.108842315,6.117700885,13.09561052,8.209881145,7.9014979902,7.0417430505,9.89827133933,8.485629214,11.22756798,10.76553912,7.495377629,8.806992301,8.393809981,12.58797677,8.101565847,10.471142841,9.125523977,9.527273459,10.51648826,5.712603517,9.666615087,6.921011149,6.839917773,5.455665247,9.287309018,BRCA
8.26577764633,10.848082905,11.41892796,10.42774834,8.8631824515,9.000521984,8.4071374385,9.9087425115,6.399090431,11.24345683,8.70989467,8.3982787515,9.965402326,9.583846924,12.17902899,10.94250372,11.19443078,11.24631027,10.96486087,6.637860622,11.73846187,13.72048402,13.24583793,12.48456748,12.26689494,11.8734596,8.584152548,12.005052055,6.573651447,12.5801856,7.178518271,7.7061769544,6.9303711535,9.731642715,8.698601474,11.64123906,10.52858624,7.914237304,8.989253179,8.15974847467,11.77234975,7.2109038415,10.338767298,8.95814749,9.187016555,9.789085739,6.146803484,9.241638294,6.784605811,6.41271170433,5.342529189,9.318577337,BRCA
7.627110972,8.8728375605,11.62934992,10.644018325,7.3785163565,9.48265729,8.4601267675,9.738500574,7.423118274,10.65680049,7.511675823,7.4298346275,9.622015717,6.90693820733,13.1007987,11.56978693,11.15733448,11.96287081,10.89071479,8.058737407,11.31322333,13.157660585,13.63630348,12.56435203,13.20290364,11.13455645,8.5786057585,11.7354617665,5.765011707,13.15586736,8.323506447,7.875467798,6.686317724,8.73350074767,8.039907589,10.82348291,10.5206165,7.950470054,7.89073473833,8.69044413033,12.88210333,6.83554656,11.251370817,8.944917819,9.300249878,9.808852038,5.301415026,9.669098149,5.968327676,6.868407698,4.998433881,8.337779235,BRCA
8.898296117,10.79613101,11.64258438,10.769831575,9.1253842295,9.291090747,8.620017522,9.2760823915,6.126245653,10.69844447,8.336351598,8.211239684,10.03091577,9.79916599967,12.69358176,11.0497977,12.15122597,11.45279735,11.82808501,8.684959947,12.50318977,14.498215135,13.00161496,13.11366653,13.09426251,11.70725139,8.783384793,12.028265245,6.573196985,13.21631242,7.77748732,7.6144880158,7.234214257,9.853346974,9.248106134,11.40859261,11.11113911,7.468178286,9.42022077033,7.79524891633,12.21574693,8.2246126895,10.1636613075,9.321866737,9.5777333365,10.40712464,5.120093989,8.795261354,6.659429135,6.90348309733,5.346169084,8.482577193,Control
8.88636976267,10.937703845,11.79600727,11.171571995,9.5892770755,9.326081763,9.0434887545,9.7701113155,8.000734017,10.77621939,8.72948575,8.18494516,9.475936612,9.37684093033,12.70613234,11.46641824,12.05268701,11.52775569,12.04345466,7.856053718,12.32769025,14.242274775,13.12983363,13.2409799,12.64414927,11.69149721,9.38378296975,12.202062635,6.4876838,13.25798962,7.904907218,7.5683183254,7.654837992,10.185042339,8.543090924,11.32669367,10.87349431,7.617451165,8.972024704,8.29143898133,12.7295762,8.2093419145,10.517727571,9.43457148,9.713952053,11.33112984,6.614640376,8.989182391,6.944217536,6.783116074,5.620154746,9.139008401,BRCA
8.19283079433,10.2426533225,11.47931054,10.75364457,8.8337158815,9.010990369,8.7916525815,9.6858681675,6.420975498,10.99939073,8.330638085,8.0296321255,10.32115896,8.551578614,12.93429355,11.10029786,12.03287579,11.5798723,11.70928645,7.877009719,12.25199131,13.80215118,13.33363132,13.04382794,12.97797754,11.50843622,8.625664425,11.91235316,5.980660139,13.283571,8.023866778,7.5810767716,7.3863176745,9.840100938,8.590662948,11.35860878,11.21306793,8.383500319,8.73795495033,8.821606451,12.50251243,7.317170943,10.3375133275,9.153799716,9.4034636305,10.61404749,5.431298057,8.984704068,6.773670433,6.49954063167,5.096358059,8.823646775,BRCA
