@relation data

@attribute 57472 numeric
@attribute 9924 numeric
@attribute 246175 numeric
@attribute 4849 numeric
@attribute 4848 numeric
@attribute 5073 numeric
@attribute 255967 numeric
@attribute 9125 numeric
@attribute 85456 numeric
@attribute 1981 numeric
@attribute 1973 numeric
@attribute 23019 numeric
@attribute 1974 numeric
@attribute 1975 numeric
@attribute 25904 numeric
@attribute 10605 numeric
@attribute 55571 numeric
@attribute 1977 numeric
@attribute 4850 numeric
@attribute 29883 numeric
@attribute 26986 numeric
@attribute 9337 numeric
@attribute Class {Control,BRCA}

@data
9.721138129,9.089663079,6.3052870505,8.847324498,11.61281105,9.333972157,10.44906122,8.673575084,10.21059864,8.34459771725,14.29545473,8.17393936433,13.91614961,13.591191,9.395936323,6.04631108567,11.77711773,5.3832028615,8.10850160333,8.62782940467,10.9912300055,8.2661933585,Control
9.660905593,9.730092696,6.334993928,8.70989467,11.83004583,9.39316579,10.94153205,8.032047277,10.13424056,8.3610623935,14.23655206,8.08857312267,13.78053775,13.51771248,9.441502737,5.69345466567,12.01909212,5.478418359,7.69941221333,8.76065427,11.6021332365,8.159184903,BRCA
9.989394899,9.546885359,6.680709448,9.269828638,11.64198185,9.691861758,10.88922276,8.05224351,9.92487229,8.390530265,14.42653276,8.41299090967,13.86848405,13.78998546,10.00575124,6.19618315167,11.95277228,5.231526198,8.02464244,8.814665404,12.0063066285,8.0483604055,BRCA
9.311567328,9.993795036,6.8978044935,9.033919273,11.46435444,9.717509837,10.83708803,7.615171883,10.37493653,8.382971217,14.24390588,8.17156181367,14.02134875,12.77497238,9.90387474,6.11967147233,12.38541089,5.0419966805,7.233467416,8.25021640633,12.00629626,7.6664230865,Control
9.844219734,9.195508242,6.1638040755,9.461004162,11.86752597,9.729417293,10.35054176,7.864822408,10.03870679,8.19236132175,14.56668795,8.09007390567,13.82037647,13.67421216,9.595864053,6.265154688,11.78350281,5.609549966,7.821906853,9.15648449967,12.39124224,8.4220974925,BRCA
9.986276218,9.707713345,6.2947986645,8.626659179,11.68740205,9.169875611,10.74423703,8.480952861,9.918476104,8.41952105375,14.91431039,8.427219493,14.14434519,13.99263349,9.435868748,6.35876999667,12.03158587,5.428588795,7.72017798967,9.18278568,12.125769055,8.642622326,BRCA
9.511985405,10.08514084,6.8866805215,8.470924335,11.46972335,10.14073429,9.880571175,7.65082042,9.959060514,8.41313930575,14.04737959,8.11287023467,14.06996075,12.001308,9.226485123,6.55318815333,12.21133327,5.593019755,7.47748722267,8.360816764,12.074281625,7.196247524,BRCA
9.457976471,9.397268784,6.5530205095,8.513886585,11.53683014,9.106458987,10.63715491,8.712854643,9.868745837,8.26782455825,14.1393823,7.76922956233,14.02580012,13.63630348,9.529880045,6.154861901,11.89968368,5.2934412195,7.69969304333,8.703420692,11.5678588975,8.498362229,Control
9.715962473,9.204596284,6.1064895355,8.92251091,11.78917304,9.755547386,10.50280226,8.619835842,9.668548697,8.44736918625,14.99189227,7.972601695,13.85986526,13.77286407,9.59619028,6.23632496733,11.84250171,5.6159439165,7.57687731567,9.34469247967,12.282941865,8.831398246,BRCA
9.844918005,9.695411499,6.5493841555,8.921038401,11.59799678,9.677755367,10.55708099,7.861042112,9.662477513,8.355856072,14.08054111,7.99981928367,13.85125179,13.33778081,9.426946689,6.07284305833,12.06237178,5.59106726,7.38131578833,8.70877598767,11.7534184995,8.285916844,BRCA
9.161296382,9.552823312,6.020444994,9.067058596,11.1471733,9.740565494,9.973884282,8.04829767,10.27665401,8.61824620425,14.36769016,7.59179827,13.7606441,13.67421216,9.804252501,6.02195798167,11.57190206,5.6362406355,7.504251693,8.08240053067,11.6297132135,8.617434041,BRCA
9.442912986,9.396541167,6.347699926,8.832511198,11.61973409,9.580758442,10.5815916,8.572009618,9.703333097,8.126741237,14.81202536,8.19820945333,13.96600025,13.60139652,9.249848912,6.121537477,11.91853169,4.9107340725,7.59729671967,9.01419790233,11.641617918,8.619489501,Control
9.62228117,9.288163079,6.454843066,8.969948469,11.31140223,9.598164712,10.70365297,8.51524757,10.07553969,8.09491549125,14.29545473,7.86280776567,13.94334633,13.62077142,9.179760538,6.29956120667,11.99166543,5.521543841,7.667420615,8.61454612433,11.266543636,8.344397818,Control
10.16928652,10.26227726,6.545564029,9.504898977,11.5054743,9.082016694,11.10864878,8.343475697,11.07544591,8.5641207665,14.33042537,7.67266758067,14.04206419,13.59555882,9.824513745,6.10873114567,12.35200901,5.296964961,7.91257476667,8.395377966,10.2053931195,6.945359483,BRCA
10.36385855,10.21478693,6.505294601,8.35358919,11.45279735,9.933941823,11.42322901,8.576390928,10.2999524,8.65826985425,14.27361389,7.95463132733,14.34873163,13.91975024,9.797224244,6.24472413433,12.72821502,5.107609878,7.460551862,8.65632757267,10.3790157535,7.258446479,BRCA
9.875242947,9.737214011,6.6212076995,9.232481563,11.44536424,9.519735078,11.23522461,8.247976304,10.65984455,8.2623949255,14.17314893,7.768457758,14.08054111,13.80581744,9.752473112,6.23853554867,12.22921997,5.2643122405,7.95196244133,8.68923989833,10.27975169,6.7530845945,BRCA
10.30716697,9.821678779,6.429667458,9.654904998,11.63297943,9.307081884,11.21515091,8.357575234,10.78908143,8.31187329725,14.21113545,7.86092202233,13.96294256,13.83906107,9.755664213,6.14767871,12.15241487,4.7722227,7.928883986,8.33297810767,10.0762471735,6.6960692115,BRCA
10.24482795,9.458448204,6.390686075,9.072803288,11.42963442,9.225400943,11.0826449,8.662028433,10.34201385,8.358305307,14.66423422,7.814967476,13.99825372,13.94334633,9.728992348,6.30431626767,12.23565236,5.5008898215,7.764128406,8.673316827,10.606262274,6.8506119685,BRCA
10.0436019,9.487147216,6.1806117265,9.757740483,11.81116605,9.130918727,11.16600002,8.591467298,11.36922669,8.26751803975,14.97957035,7.806679927,14.03833906,14.02134875,9.759697278,6.18977178967,12.14106624,5.5432517045,7.81178035733,8.48773502233,10.4569383835,6.9550911195,BRCA
10.02677279,10.0853832,6.858495858,7.732169334,11.81532136,5.323740468,11.43117909,9.189411408,10.56653005,8.31909203125,14.07409548,7.470451756,13.83559602,13.74850791,10.42274839,6.71441095733,12.89557628,5.0158799165,7.675730598,8.055967702,8.549825384,7.042661027,BRCA
