@relation data

@attribute id string
@attribute 3002 numeric
@attribute 3105 numeric
@attribute 3106 numeric
@attribute 3107 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3133 numeric
@attribute 3134 numeric
@attribute 3135 numeric
@attribute 3458 numeric
@attribute 355 numeric
@attribute 3552 numeric
@attribute 3553 numeric
@attribute 3558 numeric
@attribute 356 numeric
@attribute 3569 numeric
@attribute 3812 numeric
@attribute 3824 numeric
@attribute 5551 numeric
@attribute 7124 numeric
@attribute 940 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1187746624,2.2812253023,1.5229048728,2.6123425960,0.2617410254,0.1389303861,-0.0531827862,-0.1349871809,0.2063854276,0.2531676890,0.0626172163,-0.1128758780,-0.1084095063,-0.1696438819,2.3021070256,0.2612027752,0.2401516087,-0.1280158754,0.2668822305,0.1661164924,0.4983481401,-0.0354637797,-0.0072285445,2.1287122038,-0.0164388966,-0.0880914015,0.0059491734,-0.1203307158,-0.1893430850,-0.1083238205,-0.1248357775,BRCA
GSM481003,-0.0930821378,2.5229606927,1.8544525307,2.9124462607,0.2029333366,0.1683829038,0.0041664632,-0.0688427752,0.0259170895,0.6661955884,-0.0168290509,0.1680997744,-0.1357929089,0.0581979249,2.1511375834,0.3748175066,0.4102152153,-0.1236682045,0.0943974674,0.2313655682,1.0770822940,0.0204832373,-0.1151960538,0.8208781174,-0.0057595879,-0.0686461418,-0.0537678694,0.3678463830,-0.1096670431,-0.0904036750,-0.1233471200,BRCA
GSM481004,-0.0634951672,2.3726209051,2.3105667233,3.0650056200,0.2018681579,0.0636798603,-0.0000845569,-0.1151951628,0.2566797595,0.2243358721,-0.0365873504,0.0933492766,-0.1005801593,-0.1419382361,2.3867501019,0.4093895632,0.4255986509,-0.1066800437,0.0639764964,0.4731824256,2.5220021768,0.1090250993,-0.0492128852,2.5183840991,0.0091371963,-0.0786334789,0.0062699269,-0.0368083989,-0.1200933228,-0.1074905293,-0.1491042694,BRCA
GSM481005,-0.0813898504,2.4218538858,2.2198376855,2.7893269853,0.6031133681,0.2108817556,-0.0114979355,-0.0705358872,-0.0677172207,0.8184409532,-0.0462793793,-0.1067173420,-0.1371304145,-0.1191317194,2.4552787683,0.3398955745,0.3398513175,-0.1683066803,0.5774546972,0.1596501422,0.5863126215,-0.0447170497,-0.0388775236,2.3123772144,0.0027882924,-0.0930595888,-0.0255494128,-0.1027448054,-0.1127792553,-0.1229680405,-0.1358126570,BRCA
GSM481006,-0.1201832783,2.5923849594,2.5553631185,3.0099298953,0.4825668019,0.0737393404,0.0283940911,-0.0372671469,0.1826657505,0.3771197924,-0.0371877997,-0.0958439518,-0.0759507445,-0.0455616355,2.4233008693,0.5134105295,0.5036426629,-0.2032751216,0.3577389630,-0.0282404839,0.4520055540,-0.0910276576,-0.0263599712,1.9709999030,0.0295137334,-0.0301416615,0.0121471837,-0.0591356744,-0.1203887555,-0.1057008965,-0.1329987930,BRCA
GSM481007,-0.1325723258,2.7132214616,2.6203098695,3.3078905740,0.2947780871,0.0867929932,0.0340240244,-0.0151853888,0.5064731878,0.5332031575,-0.0577180198,0.1407612562,-0.0705216141,-0.0176842651,2.5416592009,0.4100853755,0.4378683264,-0.1352403009,0.0829495256,0.0713577823,0.3051382034,0.0635063079,0.0419518193,1.5888246496,0.0207221707,-0.0398476611,-0.0230845344,0.1398046748,-0.0767766709,-0.1090042344,-0.1440745181,BRCA
GSM481008,-0.1441555116,2.9042129741,2.3881211680,3.5734345917,0.1060264790,0.0674133619,-0.0094582608,-0.0904161369,0.4952089607,0.6854993951,-0.0684947377,-0.1306113124,-0.1340358588,-0.1062880354,1.7290140671,0.7389904377,0.4788961043,-0.2036045082,0.1062172761,1.0422426972,3.7100130320,0.0322303700,-0.0779219265,2.6366142299,0.0247200953,-0.0673261721,0.0897939847,-0.0821399172,-0.1233326021,-0.1172582052,-0.1213212513,Control
GSM481009,-0.0531995463,2.5609453994,1.5473926863,2.9983181160,0.2899453865,0.0951095528,-0.0167183488,-0.0995618049,0.1146979373,0.0094790388,-0.0653287124,-0.1491544191,-0.1188073308,-0.1019401512,1.6697274938,0.2221694356,0.3684054967,-0.2011497214,0.3526260266,0.0095844022,0.3269794668,-0.2402149611,-0.1702981595,0.9991316413,-0.2593596921,0.0227612859,0.1241364233,-0.1245508698,-0.1733742767,-0.1072094006,-0.1481053627,Control
GSM481010,-0.0895435364,2.0726020042,2.2387732467,3.1118620240,0.2368586194,0.1300376100,0.0475679800,0.0214899665,0.5221772490,0.5275679684,-0.0191521292,-0.0294654327,0.0576899002,-0.0129843161,2.0544098756,0.2942882480,0.4823872663,-0.1147065031,0.2218772557,0.4967245454,1.3842930889,-0.0780208683,-0.0221168976,1.8094631367,0.0688620073,-0.0823049010,-0.0754363183,-0.0689478631,-0.0924790782,-0.0838255351,-0.0909093499,Control
GSM481011,-0.0586675363,2.3672987532,0.8510558853,2.4098413787,0.5747642778,0.0721080420,-0.0076342911,-0.0709248130,0.8291512293,0.5837395656,0.0152344646,-0.1269030198,-0.0791338222,-0.0215034489,2.3644770805,0.1736610190,0.2398299707,-0.0782974666,0.2600723965,0.1365389772,0.0802930284,0.0246799973,-0.0394266611,1.6893038817,0.1142947127,-0.0706275292,0.0364831784,-0.0423061008,-0.0911662719,-0.0831878588,-0.1059971412,Control
