@relation data

@attribute id string
@attribute 10681 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 10991 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 11261 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 116443 numeric
@attribute 116444 numeric
@attribute 156 numeric
@attribute 157 numeric
@attribute 1742 numeric
@attribute 196883 numeric
@attribute 22941 numeric
@attribute 23236 numeric
@attribute 246213 numeric
@attribute 26279 numeric
@attribute 27165 numeric
@attribute 2744 numeric
@attribute 2752 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2775 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2782 numeric
@attribute 2783 numeric
@attribute 2784 numeric
@attribute 2785 numeric
@attribute 2786 numeric
@attribute 2788 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 2890 numeric
@attribute 2891 numeric
@attribute 2892 numeric
@attribute 2893 numeric
@attribute 2898 numeric
@attribute 2899 numeric
@attribute 2900 numeric
@attribute 2901 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2904 numeric
@attribute 2905 numeric
@attribute 2906 numeric
@attribute 2911 numeric
@attribute 2912 numeric
@attribute 2913 numeric
@attribute 2914 numeric
@attribute 2915 numeric
@attribute 2916 numeric
@attribute 2917 numeric
@attribute 2918 numeric
@attribute 30814 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3760 numeric
@attribute 50487 numeric
@attribute 50944 numeric
@attribute 51764 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5337 numeric
@attribute 5338 numeric
@attribute 54331 numeric
@attribute 54407 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 55970 numeric
@attribute 5613 numeric
@attribute 57030 numeric
@attribute 57084 numeric
@attribute 59345 numeric
@attribute 63928 numeric
@attribute 64600 numeric
@attribute 6505 numeric
@attribute 6506 numeric
@attribute 6507 numeric
@attribute 6511 numeric
@attribute 6512 numeric
@attribute 7220 numeric
@attribute 773 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 81539 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 84647 numeric
@attribute 85358 numeric
@attribute 8681 numeric
@attribute 9229 numeric
@attribute 94235 numeric
@attribute 9454 numeric
@attribute 9455 numeric
@attribute 9456 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0959430252,-0.0213125190,0.0324851423,0.6906278624,-0.2513510150,-0.1873276656,0.3041730966,0.8611027989,0.6485430572,-0.0936600890,0.6758355689,-0.0482133235,-0.2171164434,0.0372750837,-0.1522389752,0.3149674230,-0.0496203903,-0.0255353187,0.2858521625,-0.1946051861,-0.1405790460,-0.1491408966,0.7873428764,0.7758860115,0.6288589894,0.7379945731,0.9289300937,-0.0401020524,0.4478188096,1.6287773193,0.8279611501,0.4049960374,-0.0520556581,-0.0282765614,-0.0979167008,-0.0631695779,2.0719431177,-0.1301306970,-0.0066118414,-0.0393430959,-0.0842877695,0.0220461126,-0.1319717542,-0.0529254014,-0.1306850161,-0.3320008600,-0.0773707949,-0.1630744558,0.0317033734,-0.0107358682,0.0490472844,0.3129714777,-0.1346873305,-0.0034810857,0.1193405738,-0.2457708574,-0.1228358736,0.0331129337,-0.0607824670,-0.0618159422,-0.1904537968,0.2178563230,-0.0355535233,0.0663673716,-0.1085960651,0.2648592970,-0.2321846584,-0.1653896839,0.0724902563,0.3919864135,-0.0567561424,0.1942306542,-0.0931709614,1.4761069679,-0.1197500205,-0.0965538729,0.0740791118,0.2650621481,3.6058319348,0.6486776985,1.4788247029,1.0400522820,0.1612316305,0.9091838176,0.8322542454,-0.0220457165,0.2608651281,-0.0981862237,-0.0750473595,0.3768321643,1.1201675758,1.4082001351,0.0696381372,-0.0000698680,-0.0145773978,0.8352787644,-0.1447931698,-0.2286017106,0.4203945094,-0.0002374172,-0.0995750373,-0.1001435465,0.0044516339,0.7853395464,0.0273020777,0.0616552577,-0.1493906910,1.7467228668,0.8918800157,0.0096668727,-0.0773267898,0.0977523329,-0.0101853435,-0.0875672544,-0.1241024184,0.1777521215,0.0750420338,0.1444599552,BRCA
GSM481003,0.0999994444,-0.0692073683,-0.0064876447,0.4153288136,-0.2490484351,-0.1628839508,0.2577621225,0.8260841547,0.8073847730,-0.1100853766,0.4801001175,-0.0012369569,-0.2389727736,0.0550411200,-0.0422936727,0.3193012522,-0.1103498666,0.0173230493,0.1101227322,-0.1598713529,-0.1302135657,-0.0812697706,0.5923549412,1.1830154442,0.8103868588,0.8040623380,0.7902084636,-0.0551309586,0.2624370770,1.5822581693,0.7446148635,0.3861772509,0.0136994388,0.0082499009,-0.0398267657,-0.0038146086,1.4007776942,-0.1463896707,-0.0387087499,-0.0783416078,-0.0567179674,-0.0052098139,-0.1019426028,-0.1177553150,-0.1599343452,-0.2563673688,0.0005512648,-0.1368268711,-0.0741480512,-0.0093582275,0.0126731734,0.3069249565,-0.1340244913,-0.0408153157,0.1549090808,-0.1460558028,-0.0714186487,0.0493448490,-0.0596798245,-0.0649766634,-0.1219833474,0.0514344826,-0.0627746906,0.4280975269,-0.1122310973,0.2367261773,-0.1055018960,-0.0687760951,-0.0359319534,0.0715840599,-0.0835485794,0.2958115291,-0.1266500411,1.5995909609,0.2789530126,-0.0396609936,0.0786821512,0.1972087900,2.5339683616,0.5260021543,1.4940092098,0.8106030215,0.1265427291,0.9189770192,0.6319902162,0.0102665505,0.2829620648,-0.0518483993,-0.0337643415,0.4223379152,1.1333078442,1.5228428889,0.3544240996,-0.0120252059,-0.0321938457,0.3278987228,-0.1587073663,-0.1516569339,0.2530699219,-0.0105612511,-0.0821225408,-0.1381146698,-0.0780879230,0.5097366827,0.0255917369,0.0114212718,0.0389886080,1.0347373160,1.1356858278,0.0912243185,-0.1046172373,0.2197850646,-0.0306176476,-0.0039813639,-0.1113222497,0.5355513093,0.4102350383,0.0884750134,BRCA
GSM481004,0.1646906034,-0.0682730252,-0.0572336419,0.7538955795,-0.1710969960,-0.1865766728,0.4959490365,0.8845133396,1.0032708717,-0.0400951271,0.5932523358,-0.0069354949,-0.1518546946,0.0771399932,-0.0040910338,0.2846439308,0.0553660385,0.1405306545,0.4210706907,-0.1281701670,-0.1334671667,-0.1259364901,0.4479295157,0.9013436298,0.8890818098,0.7018607473,0.7554294536,-0.0439653979,0.3193705141,1.6611578276,0.7807461512,0.5521416770,0.0250083253,-0.0385375693,-0.0696329902,-0.0421145539,1.8515151408,-0.1982034243,0.0844486295,-0.0436245997,-0.0221125116,0.0213758113,-0.1357186183,-0.1273663132,-0.1664864349,-0.2694853792,-0.0474507559,-0.1752176107,-0.0512530341,-0.0007544410,0.0063695379,0.3490753961,-0.1507515820,-0.0117882399,0.2174020186,-0.2716556741,-0.1198508735,0.0667559911,-0.1045762043,-0.0825517342,-0.1383980732,-0.0097076942,-0.0462495909,0.4999212028,-0.0772627148,0.4841016842,-0.1887741618,-0.1454869720,0.0367292284,0.3503516176,-0.0147714728,0.9263242449,-0.1195634382,1.5031896006,-0.0322893260,-0.0652699816,0.1528997510,0.1437460496,2.8747231180,0.5568734760,1.5397735213,1.2435202534,0.1383806468,0.6950635329,0.6800325786,-0.0396932616,0.4684481415,-0.1085750333,-0.0723416345,0.5495924441,1.3982536542,1.3914726415,-0.0129986513,-0.0405235289,-0.0154370845,0.5141371712,-0.0972555234,-0.0981588746,0.3460644549,-0.0069383934,-0.0975107960,-0.1091153453,-0.0291844984,0.5001532906,0.1102480373,0.0692754934,-0.1091377224,1.2379832005,0.9571160324,0.0167640063,-0.0605252561,0.3381848815,0.0138251425,-0.0842297148,-0.0985009841,0.3695603103,0.0311504173,0.1365465718,BRCA
GSM481005,0.1558229845,-0.0925683750,0.0108283770,0.8534066271,-0.1299099901,-0.1859157358,0.4385876315,0.8255034942,1.1066493301,-0.0452075420,0.3788599880,-0.0562221966,-0.2065143086,0.0419046780,0.0069833659,0.3263437854,0.2799949490,0.0737841625,0.2068608563,-0.1736266050,-0.0750139249,-0.0663708361,1.1368004649,0.9893222266,0.9670564680,0.7327531320,1.0908687503,-0.0375340859,0.5904648845,1.4807582746,0.7418772494,0.4407993471,0.1431259238,0.0048406354,-0.0900424109,-0.0373471825,2.0844613116,-0.1005716819,0.0298131270,-0.0572476977,-0.0917996070,0.3089259130,-0.1184574984,-0.0480743865,-0.1578342271,-0.3007958871,-0.0575643019,-0.1828394795,-0.0803474883,-0.0320623397,-0.0289277306,0.3806163611,-0.1478101717,0.0290101339,0.0630725941,-0.1686772572,-0.1098621430,0.0053270124,-0.0563941216,-0.1093957129,-0.1711450809,0.1994229225,0.0021436654,0.1212341356,-0.0904623089,0.2413362460,-0.2616921067,-0.1371271478,-0.0366886569,0.2416097289,0.0360093063,1.5309084753,-0.0819878108,1.3645848670,0.4609039199,-0.0490866930,0.0646837491,0.2903279221,3.5654923733,0.8398691173,1.6021617843,1.1356134855,0.3057993211,0.7765841372,1.2306991819,-0.0333261071,0.3166812967,-0.0871069950,-0.0307554886,0.4403047296,1.3712493853,1.7118040177,0.0699015529,-0.0408336422,0.0002734990,0.7196760476,-0.1152613652,-0.1681138359,0.3768772682,-0.0184596019,-0.1413066680,-0.1192944581,-0.0769762768,1.1553888973,0.0384590172,-0.0445056149,-0.1045152437,1.4542278580,1.0282304035,0.1013291268,-0.0551051659,0.1717704391,0.0939124124,-0.1320294190,0.0019805360,0.2104549461,0.0272026224,0.4319053942,BRCA
GSM481006,0.0940744485,-0.0610226503,-0.0522829933,1.2541987586,-0.2940578683,-0.1669847436,0.5766390173,0.8436095273,0.8823370718,-0.1439105411,0.6523239961,-0.1234728372,-0.1931945820,0.0626578340,-0.0675297627,0.3762047817,-0.0951017123,-0.0304450168,0.1912894818,-0.0955088911,-0.0912184608,-0.1276402877,0.7782562003,1.1381520148,1.2209734655,0.8024770168,1.0996662435,-0.0243946056,0.6643883944,1.3146320589,0.8980883528,0.5024565970,0.0676333264,-0.0312742843,-0.0409805291,-0.0047965163,1.7298908366,-0.1092058139,0.0551767207,-0.1580378624,-0.0737027144,0.0908339184,-0.1433446847,-0.0572339299,-0.1363814300,-0.3021203883,-0.0208250718,-0.1798130357,-0.0373069271,-0.0297564328,0.0425456472,0.0284119511,-0.1016780490,-0.0500853063,-0.0891235750,-0.1608508102,-0.1076248988,-0.0695174617,-0.1221543268,-0.0984801538,-0.1978774663,0.1351932498,0.0168171378,0.2181934865,-0.1059191358,0.1678630912,-0.2095658746,-0.1534552708,-0.0627304080,0.3202906285,0.0852915491,0.5399629881,-0.1256054163,1.5441306196,-0.0461319976,-0.0859348176,0.1188522209,0.1627931487,3.3525722943,0.6594483865,1.5006651944,1.0245994510,0.3482065284,1.0743387982,0.9264100611,-0.0789564253,0.2588561041,-0.1044239603,-0.0489088737,0.3909603753,0.9865753614,1.6287609772,0.2576344930,-0.0717298468,-0.0700602811,0.7344815110,-0.1569815902,-0.0775579248,0.2835446625,-0.0212718913,-0.0851286274,-0.1136380976,-0.1116155404,0.9836672302,0.0539594061,0.0959829012,-0.1013233678,1.5960727593,0.9375375463,-0.0030618567,-0.0416173076,0.1986325438,0.0167937154,-0.0723134426,-0.0675209105,0.4335068673,0.2262772219,0.2741662463,BRCA
GSM481007,0.1175155551,-0.1091924483,-0.0409257532,0.8056753526,-0.1936295373,-0.0611303696,0.6382880130,0.8502483182,0.5886042261,-0.0965363181,0.4626764772,-0.0399053058,-0.0995602174,0.0655492899,-0.0854975810,0.4561188471,0.0258853085,0.1793559859,0.1294501655,-0.0385835303,-0.1956158172,-0.0694483660,0.7552698462,1.2896547464,1.1343356063,0.6969900434,0.6895177521,-0.0594928700,0.3499374598,1.4150039667,0.6832716253,0.7389051489,0.0082447724,-0.0001031797,-0.0702233489,0.0576778140,2.0440874497,-0.0969640405,0.0206030341,-0.0592211258,-0.0584074570,0.0205965252,-0.0903732379,-0.0822621332,-0.1384033857,-0.2389837377,0.0683139586,-0.1595452834,-0.0217085710,0.0342799643,0.1174303185,-0.0651461341,-0.1345450675,0.0023635156,0.1091424327,-0.0168455567,-0.0669705756,0.0132454510,-0.0459768543,-0.0781756377,-0.1225340637,0.0550178691,-0.0743076288,0.3613447715,-0.0773612424,0.3013776672,-0.1964819229,-0.0154575356,0.2451748582,0.1465554425,0.2361062177,-0.1124364039,-0.0836514095,1.4868055220,0.1430614591,-0.0534508653,0.1867953683,0.0063761506,2.8689898437,0.4920493394,1.1625167250,1.0916134130,0.2404658702,0.9259418572,0.7558958770,0.0370700779,0.2214731303,-0.0580448157,-0.0014222495,0.2606000659,1.0516917631,1.7198813632,0.1321595838,-0.0375288918,0.0204820734,0.4905876240,-0.0530207068,-0.0877751080,0.0987624885,0.0059012931,-0.0492060854,-0.0936390980,-0.0630281856,0.4693157312,-0.0918270944,0.0120281918,0.0822912043,1.7362112936,1.2202413425,0.0449932087,-0.0696049801,0.1741270443,0.0332880970,0.0701865234,-0.1091753465,0.7874903362,0.2639298560,0.0476446025,BRCA
GSM481008,0.1762107810,-0.1022847509,0.0073234723,0.9556061970,-0.2063531934,-0.0927685142,0.2863269619,0.7475578486,0.7602961962,-0.0445672441,0.3568348908,-0.0362889688,-0.1748278163,0.0804752711,-0.0125497287,0.3784921228,-0.0347283245,-0.0571374578,0.1979250253,-0.1170537028,-0.1066421580,-0.0211442764,0.1820090788,0.9603943291,0.9561627172,0.6497903308,0.9398854532,0.0040104141,0.3171693577,1.5773606507,0.5812673489,0.5733324594,0.3323945552,-0.0138166144,-0.0801251363,-0.0930239435,2.9869054159,0.0118098752,0.0765580802,-0.0120961942,-0.1242721472,0.0731695570,-0.1381788039,-0.1120995315,-0.1050927590,-0.2653273743,-0.1033674128,-0.1415540114,-0.0586353774,-0.0189730318,-0.0285132210,0.3291079448,-0.1645861934,0.0264090925,0.2058613143,-0.1661363321,-0.0688178298,0.2419746030,-0.0613752167,-0.1005655350,-0.1632898217,0.0515839298,-0.0320775752,0.3614642392,-0.1459368854,0.3109411343,-0.2371916357,-0.0932542066,0.0617635319,-0.0294756517,0.3041578594,-0.1651714859,-0.1060613890,1.6687167920,0.0366716310,0.0303360646,0.1235528539,0.5126946868,2.5674116520,0.7504032691,1.5366616944,0.8087446459,0.2826632336,0.9102283842,0.7458980968,0.0274709704,0.2738108856,-0.1056714096,-0.1196029719,0.4047704326,1.0726860836,0.9962933176,0.1268309088,-0.0125828434,0.0227741264,0.5189527079,-0.1261704511,-0.1806219434,-0.0340403939,0.0051838737,0.1289426096,-0.1616110640,-0.0588638933,0.8262679963,0.0356817876,-0.0574690060,-0.0676376425,0.7785671477,0.9744661360,0.0442506512,-0.0548871543,0.2418304740,0.1876541325,-0.0591200935,-0.0820205758,0.5685051929,0.0164483468,0.1485931650,Control
GSM481009,0.0263316522,-0.1314133674,-0.0292480118,0.4983229081,-0.5304901632,-0.2549137573,-0.0641390445,0.6688206773,0.8146943457,-0.1893536572,0.2691004176,-0.1148323002,-0.2494973944,0.0533827994,-0.1148813550,0.0014383669,-0.0942478679,-0.0921024615,0.2812716372,-0.0632457147,-0.0463956869,-0.1029867966,0.8007515841,1.0882031382,0.7515524406,0.5076287837,0.8664243184,-0.0821720857,0.4197121219,1.4264966791,0.6165255239,0.3277122399,-0.0187472406,0.0075181638,-0.1442451389,-0.1290513484,2.0699307456,-0.1774287639,0.1133095631,-0.0763729922,-0.1016495514,0.0160136828,-0.2096958330,-0.0957222209,-0.1949089160,-0.5894237863,-0.2292002272,-0.3551101820,0.0420216801,-0.0168746994,0.0371915324,0.0576242388,-0.1281526867,-0.0158252585,-0.0938566857,-0.2784209103,-0.1757924709,-0.0920182102,-0.0907830650,-0.0837777099,-0.2374210076,0.2000191124,-0.0548121327,0.1931102983,-0.1220137866,0.0616922838,-0.1123509714,-0.1309069859,-0.0636470687,0.4092911698,0.1206036070,0.4025874838,-0.1955891928,1.2002787294,-0.0985022541,-0.1136806226,-0.0908015867,0.0462389344,4.3183623736,0.6549914120,1.4563478480,0.4472229415,0.1498070048,0.6558841348,0.8545450949,0.0046873059,0.3586061170,-0.1066654161,-0.1903911113,0.2795271149,0.7096309500,1.3603622399,-0.0978849678,-0.0462979846,0.0029147466,0.6463254577,-0.1344264271,-0.1908542063,0.1871386923,0.0177018771,-0.0901544579,-0.1110775308,-0.0714761219,0.8228630960,-0.1560574059,-0.0553855791,-0.1449972377,1.6214433508,0.8410133314,-0.0454398805,-0.0924899587,-0.0084451148,-0.0391394026,-0.1167313884,0.0616575229,-0.1117716925,-0.0953939089,0.1257202038,Control
GSM481010,0.1181509570,-0.0856121376,-0.0299397763,0.5580687042,-0.1427419860,-0.1150484082,0.2565518150,0.7652878618,1.0041584842,-0.1091626319,0.3016868198,-0.0846175863,-0.1867354736,0.0361035111,0.0370729446,0.3254186961,-0.0356908833,-0.0569360516,0.3067598991,-0.0712672847,-0.1037507219,-0.0683442668,0.8437611231,1.0448370703,1.4438292494,0.7358219301,1.3039561975,-0.0533458203,0.6331500416,1.4701154121,0.7687349256,0.3140299377,-0.0330859112,-0.0491772037,-0.0575684468,-0.0147443671,1.7387604249,-0.1416044151,-0.0111925566,-0.0958565252,-0.0837579101,0.2160007836,-0.1628965064,-0.1045793159,-0.1294432464,-0.1613886644,-0.0492343855,-0.1186668222,-0.0592187406,-0.0600506980,-0.0134445900,-0.0026364843,-0.1165893532,-0.0221106855,-0.0360068836,-0.0823059178,-0.1083839479,-0.1308610871,-0.1433485952,-0.1196619831,-0.1049189998,0.4681226672,0.0048748811,0.1122889133,-0.1073289830,0.0982108879,-0.0972907431,-0.1072482466,0.1075761976,0.0486381737,-0.0151800391,0.0399373054,-0.0872663059,1.3031095667,0.0225883950,-0.0288335194,0.0525125199,0.3157774927,3.3643968930,0.7335124992,1.3844987064,1.0618852462,0.3126156600,0.6685453986,1.0751941698,-0.0846129696,0.3844459151,-0.1128206664,-0.0485023446,0.5158594621,1.1154199801,1.9193168806,0.0711872429,-0.0454618105,-0.0910400445,0.8611366566,-0.1212306364,-0.0974640826,0.4820131672,-0.0505535309,-0.0694078648,-0.1110575356,-0.1004565911,0.9160737120,-0.0104726480,-0.0453533062,-0.0724101748,1.6981487054,1.1378867638,0.0982792469,-0.0359266409,0.3238344894,0.1038080066,-0.0153530916,-0.1251607268,0.2703199982,0.1129225998,0.6574956686,Control
GSM481011,0.1424185228,-0.0661589997,0.0080882865,1.1929691749,-0.2387535038,-0.1498224161,0.3705056948,0.7990937517,0.6087986411,-0.0870217879,0.5806935298,-0.0634883972,-0.1186647167,0.0854779879,-0.0716646287,0.3518560062,-0.0181835081,0.0408040112,0.1974606326,-0.1270894704,-0.1059520594,0.1779870909,0.8232015970,1.0994616720,0.7541625414,0.7795279973,0.7538124666,-0.0865289202,0.2530173084,1.5207398576,0.6951909607,0.5910138850,0.0443884449,-0.0113668426,-0.0725463081,-0.0267178286,2.2713911864,-0.1934635937,-0.0012641086,-0.0165605314,-0.0813863640,0.0430135539,-0.1475337556,-0.0898838255,-0.2384817517,-0.3552286748,0.0335665946,-0.1678512817,0.0037944356,-0.0030932098,0.0333168130,0.6123021057,-0.1048085642,-0.0261232360,0.1806296472,-0.2198771728,-0.0811517472,-0.0241413199,-0.0113837001,-0.0309226163,-0.2251044646,0.0141741859,-0.1155827556,0.0571182206,-0.0431503253,0.2946575154,-0.2011606561,-0.1788172826,-0.0610166781,0.0602992324,-0.0271469704,0.1297885573,-0.0478217234,1.4140396192,-0.0093488651,-0.1065715858,0.1506279079,0.1901781862,3.3131939630,0.4358141350,1.4936494496,0.7789269015,0.1755088156,0.8796043668,0.7629880970,0.0440684883,0.2189997299,-0.0728182171,-0.0513703098,0.3978262835,1.5733309313,1.4365228034,-0.0120833156,-0.0255628578,-0.0355500011,0.6016605651,-0.0789207903,-0.1592199401,0.1834911427,0.0254426051,-0.0523704112,-0.0856690468,-0.0474574255,0.4770813386,-0.0060670441,0.0110394834,-0.0610902679,1.1798393836,1.3700665053,0.0436406151,-0.0414344758,0.1071952251,-0.0462587857,-0.0822462560,0.0715863965,0.4344993936,-0.0809409646,0.0367248742,Control
