@relation data

@attribute 51205 numeric
@attribute 5167 numeric
@attribute 5169 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute 55312 numeric
@attribute 645 numeric
@attribute 7299 numeric
@attribute 80308 numeric
@attribute 93650 numeric
@attribute Class {Control,BRCA}

@data
7.713525923,7.490030794,6.60674248,10.94240366,9.161296382,9.048814559,5.474931823,6.1459872105,8.576542096,4.835685705,7.9939771995,6.50702999,Control
8.533136119,7.368334299,6.546165695,10.46539756,9.068832764,9.302502487,5.580530872,6.090401222,8.180905107,4.398221634,8.135484937,6.5360622385,BRCA
8.819397657,6.928136739,5.879712657,11.338476545,8.600155556,8.795634758,5.891669042,6.0676788555,8.183128085,4.806596392,8.1797654395,6.2059534905,BRCA
8.569714298,8.096110446,6.082580853,10.021899053,9.306267438,8.538519855,5.312711681,5.856936617,9.04992417,5.423251451,8.1261387615,6.811465384,Control
8.675799285,7.431708874,6.381807349,11.028609505,9.179860041,9.028003503,5.297935366,6.0414873155,7.887511753,5.092134744,7.966295375,6.6382187995,BRCA
7.435318398,7.628830314,7.581447523,10.98222086,9.175762306,10.9925633,5.913853554,6.120676211,8.022133529,5.118745153,7.7771093585,6.2948014495,BRCA
8.571867453,9.050175926,5.810964386,9.645270522,9.094098227,9.848568613,5.159277237,6.3325782485,8.54193016,5.139972076,7.9784353015,7.015958233,BRCA
8.654905502,7.030118435,6.789080796,11.55447771,8.448953719,9.358629843,5.524589705,6.3151928185,8.570407073,5.013474821,7.9263557185,6.280517096,Control
8.169525606,7.335080175,6.456646518,11.549614035,9.316316114,9.877403442,5.26866948,5.9187487215,8.527478106,5.54798282,8.110555387,6.1501157025,BRCA
8.94941173,8.305344864,5.738505243,10.628681155,9.37470323,9.183449993,6.129803967,6.2476735995,9.337890083,4.799361019,8.0811922995,6.5087497745,BRCA
8.396242055,7.339184439,7.468178286,10.242923905,9.6178674,10.20031661,5.548136995,6.270529035,8.559569365,4.951647528,8.0980786065,6.5202329795,BRCA
9.355059844,6.979742782,9.715018666,11.496515525,8.939638805,10.06018966,5.883810945,6.1587047815,8.456581455,5.281337762,8.110495503,6.3289098845,Control
8.004840011,7.062211113,7.140602614,11.24780675,9.232271688,8.745490404,4.79482043,6.39704386,8.583215486,5.232863381,8.2483310905,6.421976927,Control
8.926667463,6.5826355,7.237642883,11.329325945,9.704578544,9.373703193,5.652064272,6.0432921555,7.064395519,4.80453284,8.46538289,6.253187206,BRCA
8.62549071,7.100770405,8.852288487,11.16790379,9.344218846,9.986276218,5.251351034,5.71018262,6.945271536,4.867539763,8.2897327875,6.4115723935,BRCA
9.05611007,6.862516869,8.845945624,11.285078905,9.514507509,9.565750015,5.193979903,6.086488173,6.839333325,4.969485815,8.416248786,6.1648216155,BRCA
9.001704532,6.707155915,7.511675823,11.44971078,9.567718992,9.734261301,5.37304892,5.8610008835,7.1954488,5.290397907,8.3762712165,6.5817073425,BRCA
8.878327716,6.712049318,7.126294382,11.312210365,9.894151244,9.849022335,4.948613986,5.6937454685,6.721991623,5.36458228,8.5536595465,6.13566876,BRCA
8.765088082,6.707224951,7.129414721,11.66083263,10.15840177,10.07069158,5.408551594,5.796675495,6.99960863,5.01915841,8.2587486335,6.08650113,BRCA
9.133489757,7.53871493,9.133489757,11.330980125,10.04198116,10.55062442,5.345725686,5.899178519,7.997322226,4.659234823,8.720935228,7.1387621325,BRCA
