@relation data

@attribute id string
@attribute 1432 numeric
@attribute 2002 numeric
@attribute 23236 numeric
@attribute 2357 numeric
@attribute 2769 numeric
@attribute 2782 numeric
@attribute 2792 numeric
@attribute 3265 numeric
@attribute 4214 numeric
@attribute 4688 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4775 numeric
@attribute 4776 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5058 numeric
@attribute 5288 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 57172 numeric
@attribute 5879 numeric
@attribute 5894 numeric
@attribute 5970 numeric
@attribute 654817 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 8536 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,7.09994864525,9.719046985,6.8772890085,8.114030058,8.935666829,13.02719506,5.028139516,7.4423513115,10.46146439,6.062322099,6.1646303325,5.358259724,7.5492931052,6.328365825,12.34771002,15.00532806,9.037678125,7.44476877,7.181967161,11.8054921,9.584314798,8.27215776867,11.634256725,10.49127719,11.44994835,5.86129168933,5.85530403967,7.045216672,8.85850435833,10.11570732,8.69026092,7.576562054,13.11037161,13.59313376,12.33572539,10.00123968,Control
GSM427159,6.60639379225,9.192268846,6.8906417385,6.350767395,9.171240063,13.00956452,5.682862067,7.8897640555,11.6627575,6.157756819,6.4733698555,5.287134046,7.2620358308,6.757360421,12.34109771,13.91249272,9.447476465,8.180905107,7.328338472,11.54241539,9.028818534,7.85669691467,11.27623323,9.559434991,11.52169626,5.85702554217,6.054235957,8.076523188,9.23532012167,10.34726733,8.669346719,7.522995597,12.75620088,13.5121695,12.47764072,9.00192967,BRCA
GSM427160,6.58493097,9.676230874,6.771545835,7.183985468,9.060122471,12.9979954,4.963487128,7.856102429,11.77105209,5.48205062,6.05907682475,5.0508794315,7.332988387,6.196140414,12.51631937,14.51605303,9.822754492,8.132681099,7.238491368,11.24175993,8.789730168,8.11094053067,11.198356615,9.65317699,11.72288448,5.82716031317,6.35618041933,7.020066336,9.280236709,10.45388564,9.073024297,7.427105645,12.13760287,13.47944813,12.54827894,8.091489767,BRCA
GSM427162,6.0589973865,9.684192438,7.226006717,5.535750687,9.612320761,13.11510467,5.29683478,8.398114105,12.00382718,5.402254249,5.969107067,4.8161306655,7.1860203686,5.745177655,12.26985874,14.35403309,10.03852848,8.324001746,6.422323287,11.56978693,8.74769044,7.98209816267,11.274247985,9.580847928,11.42772678,5.05698450317,6.36100294267,7.00203053,9.422761191,10.09500831,7.67194989,6.848156962,12.20536419,13.35270561,12.76004735,9.013141976,Control
GSM427163,6.730522711,9.981439248,6.848015995,6.592162207,9.312021348,12.87743566,5.536217098,7.697637374,11.72645885,5.513025813,6.17905477475,5.183721743,7.5168645844,6.162799782,12.37603319,13.73047547,9.507874464,8.367328607,7.7125980515,11.00452968,9.157246578,7.82991936767,11.21839075,9.966174165,11.8471671,6.07725681717,5.979395943,8.468726998,9.29741101033,10.22872886,9.268495874,7.797857857,12.34682957,13.37889296,12.45248586,8.388696618,BRCA
GSM427164,6.87151716925,9.979768545,6.727722821,7.626933929,9.80023708,12.98372673,5.717272857,7.3388634815,11.51112271,6.327872022,7.79825655525,6.0739409315,7.5289073748,6.71596585,12.87483063,13.77694807,9.3312535,8.878894761,7.745704965,11.73619062,9.836169177,8.18650002,11.07534033,10.23164154,11.5852209,7.15443493,5.98125183967,6.590366699,9.14697742367,10.624983,9.673230059,6.935521995,13.11510467,13.71343219,12.66384721,8.825873953,BRCA
GSM427165,6.362735412,9.212867878,7.4861886795,6.475900081,9.550891589,12.64120964,5.442621133,7.9742866725,12.26224618,5.865430938,5.88961529475,5.0860843655,7.3270793584,6.18408747,12.52075501,15.02279519,9.354305108,7.322741917,6.5896621115,11.41213066,7.747456426,8.451561107,11.151396135,8.977681421,11.16076662,5.4415442,6.79660585167,8.33257494,9.62804284167,9.961088297,7.262755244,6.795296567,12.34260121,13.29267684,12.61750082,9.05429304,BRCA
GSM427166,7.0975611175,9.290572499,6.719520862,7.682943904,9.068624547,12.98945487,5.865554662,7.7095138065,10.99477083,5.688328124,5.9603886785,5.2291868665,7.3160751194,6.913221911,12.20475003,14.22362506,8.901176988,8.077831971,7.480559564,11.39154181,9.508320259,8.171538624,11.40345044,10.00443156,11.28922369,5.8607249385,5.93944441167,8.407279583,8.82865486733,10.12277013,9.194320487,7.862251644,12.57155186,13.44200721,12.74796537,9.004115895,Control
GSM427167,6.41978303225,10.01823535,6.995146243,6.470907435,9.270663911,12.96993872,5.659076304,7.94496816,11.9611296,5.612065855,6.02825469225,5.2554434645,7.4954770344,5.801553978,12.42766909,14.37348409,9.625618044,8.94185541,7.5245411315,10.77439198,9.212004536,7.91861634733,10.99057863,9.452231522,11.82274022,6.020187685,6.398579306,7.370755236,9.29235500067,9.9831294,9.012625324,7.297193996,12.3148028,13.70458133,12.4865699,8.559856117,BRCA
GSM427169,6.2012063225,9.726661428,6.432879816,6.444771098,8.89464433,13.02126635,4.958159726,8.148239231,11.43790563,5.964751666,6.0078154565,4.4572839285,7.6296535984,6.110306469,12.09766027,13.54172225,9.599773923,7.920146076,7.3344224225,11.36752411,9.015945424,7.74245236133,11.551814785,9.69476318,11.64681981,5.75900304267,5.92169088967,7.639433192,9.23513699733,10.28660429,8.33670864,7.217839285,12.71572616,13.30755735,12.57561022,9.254793094,BRCA
