@relation data

@attribute 2647 numeric
@attribute 2580 numeric
@attribute 9829 numeric
@attribute 8673 numeric
@attribute 23557 numeric
@attribute 1522 numeric
@attribute 8773 numeric
@attribute 10618 numeric
@attribute 3482 numeric
@attribute 8775 numeric
@attribute 27131 numeric
@attribute 9698 numeric
@attribute 7164 numeric
@attribute 7163 numeric
@attribute 130340 numeric
@attribute 51429 numeric
@attribute 55330 numeric
@attribute 4074 numeric
@attribute 10717 numeric
@attribute 152503 numeric
@attribute 8546 numeric
@attribute 7037 numeric
@attribute 6456 numeric
@attribute 388552 numeric
@attribute 25977 numeric
@attribute 26258 numeric
@attribute 9685 numeric
@attribute 8729 numeric
@attribute 162 numeric
@attribute 408 numeric
@attribute 164 numeric
@attribute 375 numeric
@attribute 5878 numeric
@attribute 2512 numeric
@attribute 10053 numeric
@attribute 54885 numeric
@attribute 6844 numeric
@attribute 1785 numeric
@attribute 3312 numeric
@attribute 6845 numeric
@attribute 8301 numeric
@attribute 8905 numeric
@attribute 9026 numeric
@attribute 81567 numeric
@attribute 8907 numeric
@attribute 6643 numeric
@attribute 1176 numeric
@attribute 5286 numeric
@attribute 1174 numeric
@attribute 6810 numeric
@attribute 286451 numeric
@attribute 1362 numeric
@attribute 2799 numeric
@attribute 6272 numeric
@attribute 1777 numeric
@attribute 23431 numeric
@attribute 84062 numeric
@attribute 1211 numeric
@attribute 2495 numeric
@attribute 1213 numeric
@attribute 4952 numeric
@attribute Class {Control,BRCA}

@data
9.407703867,6.4835135808,5.0427179075,12.26795863,6.72451769,11.75935364,7.854654485,11.03657221,11.71614222,7.434463778,8.9584744345,12.471766115,9.164338106,7.028415209,4.949548063,5.224784328,9.378376757,10.5183387,10.17875856,11.47029296,11.23824666,11.69988051,5.899182429,5.313256056,10.61845,10.516837945,11.2910039,9.254793094,8.592222961,9.851239619,9.8003749615,9.435961159,10.3794363535,14.87845029,6.388969257,5.848756106,10.05577764,8.5364472205,13.00739367,10.55403266,8.9290295525,10.928763925,7.363751588,8.0608451716,11.19411678,11.30449979,10.412142195,8.178255417,9.30100447133,10.35684839,11.95919971,11.05105615,13.8269571,11.53262879,11.08036472,8.732287115,7.145538914,9.38372377367,11.18913904,6.414182583,9.292087988,Control
9.991727722,6.7845918982,5.769536799,12.94623653,6.720419132,10.593284,7.410702718,10.76306733,11.80411298,7.499549197,8.1352180185,12.57342878,9.861506146,7.103480496,4.845755052,5.166927545,9.386358915,10.6857083,10.73217615,10.65394475,11.28307404,11.11536902,6.168126147,5.558429323,10.52692981,10.697482463,11.17659722,9.499970984,9.2814931165,9.618220979,10.226900679,9.02931504067,9.9650670645,14.61752065,6.59182572,5.79709584375,10.58383522,9.195826915,12.993883495,10.09301842,8.193619451,10.61215264,8.06317845333,7.8368116948,10.74445149,11.27014362,9.324505732,7.91055448,8.733876752,10.7254091,12.1476375,10.56458326,13.24583793,10.99825389,10.83920007,8.34613819,7.24627408333,9.53175688367,11.62333067,6.386384717,9.2225408525,BRCA
10.15718937,6.7508280572,5.4216702075,13.2433667,6.436091549,11.10487081,7.665126013,10.81670392,11.81615379,7.084997347,8.7626220055,12.863210695,9.79251898933,7.88721726267,4.565547983,4.713300367,9.811222598,10.70325065,10.41961292,9.912478141,11.35799469,10.5824857,5.956992456,5.535750687,10.52153201,10.491093808,10.96223109,9.393380334,9.089230266,9.7593120705,10.179820315,8.92200073633,10.1124076005,14.450475135,6.497696684,5.54174414725,10.30762238,8.9856132425,13.12928165,10.19721704,8.401285023,9.8452116845,7.77996028633,7.7754893768,10.24052337,10.8875331,9.4887273615,7.379120836,9.78889699433,10.43822556,11.7987959,10.7254091,13.03029388,10.63274105,10.8933738,8.289259417,7.04282256133,9.71986458233,11.53930922,6.314475052,9.354770974,BRCA
10.98982397,7.014254572,5.792439414,13.57316849,6.697492797,11.01557728,6.970589726,10.74160205,12.16093036,7.723082599,7.9460849395,12.59555757,9.64091360133,7.66494069133,4.851263383,5.254944744,9.356689167,10.12513612,10.65680049,9.996191392,11.59799678,11.14654022,6.183293584,4.502624818,10.42864835,10.256485876,10.64717983,9.532073946,9.5572930835,9.832294359,9.084737844,9.036098299,9.464560522,14.14542511,7.270204498,5.467255151,10.51475871,9.120304698,12.94444888,9.926592927,7.9607960825,9.9373209245,7.69290602517,6.8990220706,10.86373739,11.03013967,7.849010927,5.568952692,8.61758522733,10.86526952,11.72288448,10.69235639,13.20549015,10.7627975,10.94111386,8.237641539,6.74797851233,9.798891922,11.53607976,6.015142517,9.140894251,Control
10.85195222,6.6099670112,5.289119573,12.9597684,6.64652676,11.10122084,8.2608094875,11.03103278,11.66377168,7.092072953,8.7143789325,12.740760705,10.3478470763,7.135634247,4.961867826,5.429625378,9.318577337,10.96296126,9.900399337,10.46800313,11.46435444,11.27981094,5.577890454,5.104767778,10.23786157,10.81479083,11.27344029,9.356529619,9.0996435285,9.575311034,10.30333782,9.30135474967,10.401246762,14.71613912,6.539008037,5.77402985975,10.6829685,8.683910162,13.346918195,10.23494347,8.3296660775,10.08567151,7.90822062617,8.418363274,10.11530417,10.99848485,9.6579811175,8.107637037,9.68873284933,10.37805668,12.19541382,10.64076035,12.8619748,11.04525817,10.64114433,8.412867378,7.08864278333,9.756818775,12.13627672,6.41397111,9.1723230225,BRCA
9.108629731,6.7165114516,5.2501297105,11.94707994,6.847624679,11.48188533,8.5564312715,10.79666855,11.95519228,6.380595804,8.9791513785,12.51788146,9.75682195567,7.55590026,4.963718308,5.643936437,9.102619505,11.35725248,10.47788501,10.83500053,11.52942337,12.6473067,5.413806667,5.14017664,10.69932543,10.856859545,11.16548507,8.343586732,9.013759983,9.761911373,10.508658115,9.44563937567,10.3987765675,14.928466305,6.69797923,6.01982782975,9.907754874,8.5819029505,14.0346627,10.97151861,9.64687951,10.554185905,7.791218592,8.6855046804,10.63888864,11.72826504,9.667815823,8.49584616,8.76846916333,10.33342405,11.69988051,11.12236553,13.78998546,11.13812156,10.05335613,7.959250151,7.19149026533,9.413046261,11.38730129,7.03100122,9.53489369,BRCA
10.83660293,7.2001850258,5.5062913435,13.07564465,6.717817344,10.7975726,7.923708555,10.55829421,12.47123454,7.103579269,8.052961528,12.56411415,8.815077408,7.787352253,5.072332275,5.205168882,8.92274875,10.64717983,10.30286483,9.880004788,11.18792748,10.65082538,5.259377247,5.328236218,10.13904003,10.6754290615,10.18228296,9.321195924,8.6343563875,9.6377944955,9.6073954125,8.593332009,9.318331587,14.13206333,6.361071425,5.26116792725,9.785085055,9.112055634,12.701373425,9.823694088,7.447183646,10.266256292,7.437856777,7.4557653406,11.25022455,10.727993,8.4828341005,5.38008113,8.418201138,11.26574119,11.82101269,10.60376104,12.74633592,9.742389917,10.71141341,7.328093974,6.42994720633,9.730725188,11.32669367,5.952340119,8.331241242,BRCA
10.45090222,6.57200037,5.5793787675,13.17297049,6.664060114,11.76992885,8.395175267,11.14837189,11.80861644,7.114786375,9.2314112885,12.53175044,9.493409884,6.96591223533,4.783733416,4.983234478,9.563177738,10.95483991,9.997137528,10.6860017,11.26252082,10.80014785,5.502721434,5.018602184,10.60390937,10.452323585,11.51112271,8.70989467,8.5778568495,9.620566341,9.845217114,9.138314752,10.633209425,14.83470255,6.08693831,5.6504272495,10.28801852,8.241658674,12.980359775,10.60154822,8.4306923695,10.932619925,7.95353282083,8.5111991308,10.76123148,11.13587136,10.757603225,7.509302192,9.77823477233,10.43324145,11.81023031,10.7357001,13.22427159,10.7162281,11.19124141,8.612113902,7.07136443733,9.89617905533,11.25593456,6.394296014,9.379068303,Control
10.47070999,6.7074616156,5.276403948,12.91499054,6.616552979,11.57959421,7.976401326,10.77384001,11.50810934,7.352685983,9.1022875885,12.67762713,10.5367674767,7.31718563167,4.435721265,5.244897759,9.62411055,10.57425791,10.29060673,9.999936995,11.29330224,11.32122928,6.041117697,5.319049979,10.54158093,10.582567075,10.96573399,9.206233641,9.076509823,9.651217869,10.3013856,9.39829013367,10.2274045235,14.47509816,6.640032041,5.87277019125,10.82820416,8.4047203115,13.484557835,10.39442548,8.791773534,9.8712755735,7.61784008617,7.968945044,10.31926034,11.137683,9.7453605085,7.410580934,10.213135914,10.41191374,11.87114877,10.83920007,12.94623653,10.42274839,10.69485433,8.197119763,7.18834874433,10.0363647903,11.91235432,6.61574411,9.3056963645,BRCA
10.66888523,6.7818755144,5.015015778,13.45429804,6.638005485,11.34028702,7.672863814,10.81429428,11.68668229,7.359664193,7.9687705665,12.561644165,8.987746952,7.591134326,4.476070854,5.831251023,9.275729428,10.69048718,10.26387982,10.56803712,11.23315994,10.48897012,5.696975347,5.488652576,10.36118197,10.5733204815,10.48322153,9.616108215,8.909532721,10.120159067,10.10400826,8.762425327,10.0828817995,14.835532695,6.95239509,5.58176235325,10.65531183,8.9795770955,12.892541355,9.612141036,8.004348399,9.9908152835,7.69309572667,7.4509333574,10.6279946,10.74199802,9.071900331,7.434463778,9.401956753,10.73727294,12.09243847,10.69998038,13.58717103,11.42512686,10.99562604,7.920146076,7.54304307433,9.884582852,11.43412272,6.052030675,9.329541657,BRCA
