@relation data

@attribute 5729 numeric
@attribute 5737 numeric
@attribute 5732 numeric
@attribute 5731 numeric
@attribute 5734 numeric
@attribute 5733 numeric
@attribute 5739 numeric
@attribute 1241 numeric
@attribute 57105 numeric
@attribute 56413 numeric
@attribute 6915 numeric
@attribute 11251 numeric
@attribute 2840 numeric
@attribute 165140 numeric
@attribute 10800 numeric
@attribute Class {Control,BRCA}

@data
6.168309021,6.3744538305,7.972923979,5.763286242,10.59454415,6.41951729863,5.890331925,7.720554015,5.571078532,6.033979735,5.45627725533,5.48205062,5.085564076,5.961629839,7.519559841,Control
6.7853474725,6.367342964,6.511440859,5.949949969,10.08386525,5.868355027,5.956411734,7.991821018,5.201056716,6.015254046,5.34176664833,6.322474074,5.980831476,6.497616856,7.67246269,BRCA
6.2446384735,5.9023262565,7.862143138,5.156650685,9.306130703,5.4646551695,5.075116758,8.178840509,5.788040457,6.165314669,5.05988235767,5.860349081,5.34039425,5.970630084,6.436091549,BRCA
6.0280116755,5.3551809995,5.697948398,6.015142517,9.337187648,5.79786690863,5.36300567,8.829493729,5.660003917,5.144669712,5.27411230067,5.967866753,5.470383322,6.217042247,7.112338175,Control
6.843892812,5.8572747,7.667965061,5.464840793,9.687454914,5.89492563012,5.628636003,7.85648953,4.948613986,6.375652555,5.33256408333,6.23103453,5.210049084,5.866173125,7.517238533,BRCA
5.867757762,6.477886041,8.13435075,5.934994833,10.23043514,6.06834753163,5.447257868,7.521327823,5.825856367,6.33396538,5.480868779,5.722063796,5.214330049,5.915766617,7.039744668,BRCA
5.262838291,6.3840198935,5.36650691,6.998198677,10.78342824,5.4667402195,5.209854193,7.933839821,5.306345413,5.486079796,6.24835161833,6.292326809,4.987447357,6.488889022,8.772299004,BRCA
5.7308267435,6.254820035,7.518970032,6.176228636,10.08591759,6.08510841613,6.056264462,6.694466281,4.988243006,5.544895869,5.52508715367,5.418368122,5.130324729,6.126245653,7.042811547,Control
6.0454477175,5.964109779,7.989268356,6.059891283,9.762972088,5.71725231162,5.54798282,8.202859833,5.40668228,6.263509238,5.74249156433,6.08007734,5.126612849,6.111454567,6.601477856,BRCA
6.103402638,6.0776709075,6.508829224,5.586623085,9.538184627,6.16399571312,5.844116484,8.57471757,5.303973626,5.78136709,5.11583337933,5.66903474,5.574866903,6.060593939,7.764508591,BRCA
6.1402825655,6.7346491545,7.539471216,5.431465218,10.32661518,6.1194870425,5.518858678,8.541833388,5.438302209,6.490093237,5.17689135433,5.849005469,5.63866126,5.90665689,6.340567275,BRCA
6.5902786245,6.681591298,7.822174254,6.396267078,10.70468636,6.23131802412,5.851756067,7.696934717,5.142424925,6.055397005,5.525142298,6.23333746,4.903774919,5.887105591,7.348243763,Control
6.4805903955,6.6192459445,7.719698762,5.800648376,9.913970625,6.45882602775,5.816478911,7.943175772,5.694470198,5.972239586,5.234299088,6.427527084,5.092980397,5.962092758,7.103002192,Control
6.856312615,6.01995014,6.414605436,6.316105568,8.396884223,5.80483811338,5.742822246,8.844957665,5.779332779,6.261818145,6.07044564433,6.47249234,5.481404906,6.741605603,6.501961052,BRCA
6.223279127,6.4416914745,6.672782877,7.668106933,9.952104605,5.7713597945,5.729968205,7.981112176,5.425938643,5.520116743,5.95986095067,5.693076567,5.693076567,6.591937891,7.418888025,BRCA
6.467895298,6.803481465,5.967520965,6.193383055,9.02738156,5.602248277,5.930625731,8.787283181,5.442455259,6.044837379,5.73599947067,7.023008907,5.061680356,7.335214194,6.044837379,BRCA
6.7348942355,5.941099521,5.903768142,5.955365844,8.575275572,5.78656087512,5.724521526,9.103754068,5.305251227,6.73478116,5.88052338667,6.914358595,5.2209212,7.07465294,6.062645898,BRCA
6.766438959,6.6446364155,6.183293584,7.224390341,9.293081393,5.87161786012,6.410159284,8.209600948,5.887653968,6.272961555,5.67454364833,6.160482208,4.892647543,6.941080261,6.626005113,BRCA
5.996728308,6.0798495885,6.787155314,6.372304084,8.780237192,5.93539498287,5.775453081,8.302457433,5.713016126,6.400884238,6.06119661767,6.734171472,5.057462456,6.573651447,6.603074102,BRCA
6.4278455715,7.206785699,5.377654117,6.264447878,7.866198824,5.90256496687,6.638874358,8.22256686,5.557280839,5.823692844,5.494402642,5.781235931,4.740943304,6.58304938,6.492658877,BRCA
