@relation data

@attribute id string
@attribute 1387 numeric
@attribute 1616 numeric
@attribute 23411 numeric
@attribute 3265 numeric
@attribute 355 numeric
@attribute 356 numeric
@attribute 5077 numeric
@attribute 5371 numeric
@attribute 5914 numeric
@attribute 5925 numeric
@attribute 6672 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7133 numeric
@attribute 7157 numeric
@attribute 7341 numeric
@attribute 84106 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,9.174412855,9.030281671,8.940387841,7.4423513115,6.109057762,5.714184545,5.22151805025,6.53944071629,6.9343807455,8.976299993,6.77399616367,8.519696323,12.08918571,8.084942721,8.333402628,4.9693604125,6.137611747,Control
GSM427159,9.719195242,9.473939649,8.975526388,7.8897640555,5.4568451785,6.1044474,5.2089640955,6.38494067629,7.03867441275,7.958452847,7.02197893533,7.177920594,12.001308,7.532124306,8.508984299,5.1691702795,6.392236376,BRCA
GSM427160,9.441990946,9.369221698,8.72533313,7.856102429,5.8381822935,6.144867877,5.2290433235,6.26871611786,6.874699479,8.409052632,6.73041582433,8.414834386,11.63162057,7.074920481,9.660905593,5.011064519,7.106330324,BRCA
GSM427162,9.0089772035,9.851765094,8.565864767,8.398114105,5.9473627115,6.331145921,5.40837982875,6.11509249814,7.00693217225,6.610216975,6.667622567,8.370459788,11.41027128,8.059386544,8.338826757,5.3339551165,7.362494272,Control
GSM427163,9.6688997565,9.396953172,8.8371715,7.697637374,6.4964374115,6.16425895,4.81247878025,6.37815762857,6.921019597,8.022008655,6.82124396167,6.675961001,11.76197512,7.497654525,9.701150974,5.2165393865,6.249545485,BRCA
GSM427164,9.509274839,8.235417282,9.462973104,7.3388634815,6.60785894,5.609260937,4.86010456725,6.34072112443,7.5333153725,9.286795183,7.322217021,6.320264091,11.96720294,8.260238737,8.868576523,5.429177349,6.385047554,BRCA
GSM427165,9.006275549,9.700778298,8.558383521,7.9742866725,5.6801733885,5.032113243,5.28245153825,6.08571496271,7.24507937975,8.555107826,7.06396598333,6.423120638,11.42772678,7.800739973,8.315445233,5.2314903635,6.899511381,BRCA
GSM427166,8.7304792815,8.817432296,8.621476022,7.7095138065,6.0495207925,5.582112807,5.27575382,6.37995857,7.1426864325,9.023671978,6.500406085,6.14308278,11.92850738,7.711014946,8.92056956,5.31864344,6.167122676,Control
GSM427167,9.1075112315,9.320067806,8.989523027,7.94496816,6.337979385,6.069858551,5.2328657395,6.23936458629,6.85324334125,8.717951507,6.77729435667,8.252974189,11.36056745,7.59152445,9.680166591,5.5442474735,6.360544799,BRCA
GSM427169,9.532397347,9.83968846,8.537326283,8.148239231,5.7598219305,5.434637608,4.97008205975,6.61383716029,7.14252749825,7.473200667,6.85787314467,6.105390642,11.57911804,7.286837552,7.766597025,5.0296796805,6.79980331,BRCA
GSM427170,8.6873024975,10.1781672,8.425458387,8.198599078,6.208641296,6.110410879,5.16760721175,6.36889233057,6.6900219055,6.142419181,7.047333224,6.992205122,11.97837451,7.427399015,8.06060289,5.833623693,6.189879523,BRCA
GSM427171,9.023964326,8.637042439,8.661173397,7.4409667175,6.375481896,5.613687265,5.17386659825,6.41405415471,7.1168957155,9.062316786,6.74884582067,7.871691396,11.79193625,8.409445169,9.069960645,5.5407591155,6.316422399,Control
GSM427172,8.87704806,8.718842038,8.531109589,7.6537280945,5.903314583,5.647898183,5.0283401465,6.51632174114,7.06909001075,8.997758931,6.93075850967,6.162699096,11.70928645,8.577788631,8.376018051,5.094926583,6.383968294,Control
GSM427178,8.924929238,9.243103231,6.979599894,8.1909422715,5.6600815695,5.601853411,5.630202007,6.67552868643,7.181430757,9.187897079,7.160087979,5.841225451,12.32501877,8.171178205,8.641980482,5.1129510075,7.003436745,BRCA
GSM427181,8.787588937,9.088689621,7.431291005,7.2806843915,6.0033585645,5.964982644,5.467213953,6.29873736514,6.83827886,9.308988054,7.369431318,5.923868951,12.15610687,8.792953849,7.522171761,5.1887208665,6.360325315,BRCA
GSM427182,8.856661681,9.463954014,7.337356807,8.539009948,5.5939594105,6.072969298,5.27172987475,6.30605489943,6.96568463825,8.652093075,6.95146906667,7.264445239,12.03603115,7.964515778,8.151525421,5.447643127,7.045216672,BRCA
GSM427183,9.171450661,9.329651235,7.141496974,8.146852134,5.620415832,5.974650478,5.41668001625,6.52561627729,7.035803178,8.567082519,6.53187373467,6.665268844,11.81753744,7.885637086,8.650083401,5.214980911,7.052353736,BRCA
GSM427187,8.4836949415,9.24711525,7.199724175,8.041917075,5.7709950315,5.963191597,5.45476825175,6.05346090171,7.03017593925,8.774162024,6.93593554433,7.183985468,11.86989657,7.911723223,8.873068105,5.5285104635,6.499372051,BRCA
GSM427189,8.813489955,9.549178746,7.105885271,7.888636145,5.7781471465,6.180213143,5.671829223,6.47115856614,7.213998503,8.989423683,6.87555094467,6.778573689,12.24889125,7.553957774,9.477151683,5.394493189,6.844960312,BRCA
GSM427193,8.456160299,9.867028148,6.684051207,8.85628218,5.81841107,5.606894664,5.45486042725,6.34501541129,7.3141427765,9.119292054,6.461060011,5.97155002,12.56790862,8.530075742,7.632470217,5.494521765,7.260334165,BRCA
