@relation data

@attribute id string
@attribute 23385 numeric
@attribute 4790 numeric
@attribute 4804 numeric
@attribute 51107 numeric
@attribute 55851 numeric
@attribute 5663 numeric
@attribute 5664 numeric
@attribute 5970 numeric
@attribute 6868 numeric
@attribute 83464 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.4093161449,0.0372776528,0.1657428197,0.7524875518,0.0779468772,0.2626772636,0.4059866449,1.2157194917,0.8307499480,0.9753181636,BRCA
GSM481003,0.4201771034,0.0608519517,0.2308445466,0.9200572537,0.1501637864,0.1710262043,0.5494550661,1.5458108518,0.6585335968,1.1439594924,BRCA
GSM481004,0.5729770413,0.1890115326,0.1176411078,0.7784011277,0.0768952314,0.1590112297,0.5722425930,1.4715695732,0.7055937574,1.1097071169,BRCA
GSM481005,0.5262828029,0.0661443981,0.3413315056,0.6939133648,0.1203601334,0.3476366963,0.5030498349,1.2129281088,0.7158623052,1.1017246097,BRCA
GSM481006,0.3676370584,0.1223146532,-0.0104646519,1.0601320580,0.2117960454,0.3838538600,0.5234791567,1.3122026393,0.9194297606,1.0241372809,BRCA
GSM481007,0.4225085249,0.0016019143,0.1564722206,1.1355728010,0.3489399348,0.1124916842,0.5846136941,1.4910032429,0.4872099256,1.4694935381,BRCA
GSM481008,0.4056988864,0.2086261566,0.2377138864,0.8236246168,0.2175885136,0.0936546897,0.3184334290,1.3571830794,0.6243936132,0.5136833181,Control
GSM481009,0.3926302677,0.0623427681,0.0778947607,0.5096664967,-0.1411875799,0.2451832610,0.1466277583,0.9630623995,0.7470869119,0.6422537174,Control
GSM481010,0.3384307082,0.1809599443,-0.0103285441,0.6236649501,0.0747330757,0.3610900180,0.4480392276,1.2152642781,1.1363082715,0.8439756650,Control
GSM481011,0.5121155534,0.0443784665,0.2105630327,0.8828957868,0.2440629703,0.0722549435,0.6786941268,1.4994342731,0.2480157335,1.5542021466,Control
GSM481012,0.4796120361,0.1195168558,0.1296052561,0.5798951526,0.0136120781,0.1902598168,0.3570716307,1.1187853771,0.8170391113,1.0592019075,Control
GSM481013,0.2893412401,0.2367984392,0.0253818649,1.3377688353,0.7476640680,0.0395308296,0.4421245891,1.5556905367,0.4564381413,0.4635878671,Control
GSM481014,0.3272300988,0.3497016751,0.0969291903,0.8460989565,0.2504968699,0.2140933589,0.2632185720,1.1714154971,0.8540615007,0.4717090355,BRCA
GSM481015,0.6915798550,0.1032914892,0.1465168243,1.1412640885,0.2632273267,0.1670459352,0.6466780193,1.3739821009,0.6035511119,1.1121048740,BRCA
GSM481016,0.4832674474,0.0883782635,0.1933950735,0.5456373862,0.1970605878,0.1965749512,0.3927405931,1.1017041531,0.7882592765,0.9917867445,BRCA
GSM481017,0.2339474124,0.1718103302,-0.0090512494,0.4160521238,0.0743824987,0.3209436315,0.2343348392,0.8351121861,1.1660291549,0.6660082601,BRCA
GSM481018,0.5665930922,-0.0151011771,0.1025729681,0.8627332348,0.2603581175,0.2249759724,0.3965527161,1.2476541475,0.6386062392,1.0215007289,BRCA
GSM481019,0.4320318127,0.1585245694,0.0190352948,0.8854035499,0.4734903930,0.2700415744,0.4979437954,1.1705218292,0.8618972225,1.0135365611,BRCA
