@relation data

@attribute id string
@attribute 10113 numeric
@attribute 10130 numeric
@attribute 10134 numeric
@attribute 10273 numeric
@attribute 10277 numeric
@attribute 10294 numeric
@attribute 10299 numeric
@attribute 10427 numeric
@attribute 10477 numeric
@attribute 10483 numeric
@attribute 10484 numeric
@attribute 10525 numeric
@attribute 10802 numeric
@attribute 10808 numeric
@attribute 10905 numeric
@attribute 10952 numeric
@attribute 10956 numeric
@attribute 10960 numeric
@attribute 10961 numeric
@attribute 10970 numeric
@attribute 11231 numeric
@attribute 11253 numeric
@attribute 118424 numeric
@attribute 1388 numeric
@attribute 1409 numeric
@attribute 1410 numeric
@attribute 143630 numeric
@attribute 1603 numeric
@attribute 1649 numeric
@attribute 1650 numeric
@attribute 1965 numeric
@attribute 201595 numeric
@attribute 2081 numeric
@attribute 22824 numeric
@attribute 22872 numeric
@attribute 22926 numeric
@attribute 23193 numeric
@attribute 23471 numeric
@attribute 23480 numeric
@attribute 23640 numeric
@attribute 23645 numeric
@attribute 258010 numeric
@attribute 25956 numeric
@attribute 26232 numeric
@attribute 26270 numeric
@attribute 267 numeric
@attribute 27102 numeric
@attribute 27248 numeric
@attribute 285126 numeric
@attribute 2923 numeric
@attribute 29927 numeric
@attribute 29978 numeric
@attribute 29979 numeric
@attribute 30001 numeric
@attribute 3300 numeric
@attribute 3301 numeric
@attribute 3303 numeric
@attribute 3304 numeric
@attribute 3305 numeric
@attribute 3306 numeric
@attribute 3309 numeric
@attribute 3310 numeric
@attribute 3320 numeric
@attribute 3337 numeric
@attribute 3703 numeric
@attribute 3998 numeric
@attribute 4121 numeric
@attribute 4217 numeric
@attribute 4287 numeric
@attribute 440275 numeric
@attribute 4780 numeric
@attribute 5034 numeric
@attribute 50613 numeric
@attribute 5071 numeric
@attribute 51009 numeric
@attribute 51128 numeric
@attribute 51360 numeric
@attribute 51465 numeric
@attribute 51619 numeric
@attribute 51726 numeric
@attribute 54431 numeric
@attribute 54788 numeric
@attribute 55176 numeric
@attribute 55432 numeric
@attribute 55666 numeric
@attribute 55741 numeric
@attribute 55757 numeric
@attribute 55768 numeric
@attribute 55829 numeric
@attribute 5589 numeric
@attribute 55968 numeric
@attribute 5599 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5609 numeric
@attribute 5610 numeric
@attribute 5611 numeric
@attribute 56605 numeric
@attribute 56681 numeric
@attribute 56886 numeric
@attribute 57134 numeric
@attribute 573 numeric
@attribute 581 numeric
@attribute 5886 numeric
@attribute 5887 numeric
@attribute 596 numeric
@attribute 6184 numeric
@attribute 6185 numeric
@attribute 6238 numeric
@attribute 6396 numeric
@attribute 6400 numeric
@attribute 64215 numeric
@attribute 64374 numeric
@attribute 6500 numeric
@attribute 6745 numeric
@attribute 6746 numeric
@attribute 6747 numeric
@attribute 6748 numeric
@attribute 7095 numeric
@attribute 7184 numeric
@attribute 7186 numeric
@attribute 7321 numeric
@attribute 7322 numeric
@attribute 7323 numeric
@attribute 7324 numeric
@attribute 7325 numeric
@attribute 7326 numeric
@attribute 7327 numeric
@attribute 7353 numeric
@attribute 7415 numeric
@attribute 7466 numeric
@attribute 7494 numeric
@attribute 7841 numeric
@attribute 79139 numeric
@attribute 79748 numeric
@attribute 7991 numeric
@attribute 80267 numeric
@attribute 80331 numeric
@attribute 80700 numeric
@attribute 811 numeric
@attribute 81567 numeric
@attribute 821 numeric
@attribute 823 numeric
@attribute 824 numeric
@attribute 84447 numeric
@attribute 8454 numeric
@attribute 85479 numeric
@attribute 8720 numeric
@attribute 91319 numeric
@attribute 92552 numeric
@attribute 9373 numeric
@attribute 9451 numeric
@attribute 9532 numeric
@attribute 9601 numeric
@attribute 9632 numeric
@attribute 9695 numeric
@attribute 9709 numeric
@attribute 9871 numeric
@attribute 9978 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.8207322508,2.8350574609,2.5313961503,2.4730325586,0.9141472517,1.0587778968,0.6017764075,1.1561846336,0.1096233413,0.9376055666,1.8628501461,1.8174687773,0.8196797770,0.9083151168,0.1466321663,0.9797122596,1.3554362009,2.9539032577,1.6556121112,3.8685898640,0.4601389901,0.9217035088,0.2107820582,-0.0487019105,-0.3149521408,1.8942452406,-0.0138008891,2.7519035041,0.2952290566,2.1857148072,1.8814041996,0.9327039778,0.0737474438,0.1149238629,1.5185113600,0.1757048886,1.7771218531,2.6674259752,2.8657697702,0.4098853876,0.1980713749,0.1659089812,-0.0037574329,0.1348045269,0.0327966719,0.3914036827,2.3954706938,1.6514724139,0.0131321279,1.1801610354,1.7252998953,1.2057722706,1.5479181455,1.1487649241,1.0716648770,1.5618559254,3.3360325097,1.4604665521,0.0961254319,1.6467683423,2.2544924615,-0.0080917718,3.6576530137,1.6709956991,2.0105856956,0.0294160042,0.0284419094,0.0368593611,0.0748622411,0.5089742961,0.7026012652,1.8074132955,-0.1195711404,-0.0806221675,2.7873708308,0.8104806952,0.0409917352,0.8337590144,0.3737353884,1.6871777376,0.6998740477,0.5356096218,1.1157595495,0.0398360132,2.1331788037,0.6617751235,0.0475915324,0.4544187007,1.9172608852,3.0609487967,1.0073898494,0.6904673187,0.2417233829,0.0663815941,0.2973419841,1.9755727945,0.0142407571,-0.0876248646,2.4008100597,0.3438155036,0.3102255501,0.3833990592,0.7895966098,0.9921768611,1.7786250701,-0.0618729870,2.1700664015,2.5707981846,0.4292428350,2.3298205933,0.5934473545,0.7470930680,1.7206779718,1.8756337564,2.0868018977,3.0871202018,1.0725991215,4.3555472196,1.1546783179,1.1364908055,-0.0815773857,0.6258324001,1.0106663759,0.8164846375,0.6255706827,0.6277972254,1.1613107057,1.1958140342,2.4429707530,0.9608444198,2.2278888488,2.3317787437,0.5849651378,1.7305131283,-0.0532709321,0.4309297907,0.2233454655,1.7203784167,1.6210787854,2.3349697627,1.0432517751,1.7492959280,1.3080145917,1.5702710054,0.7026793034,0.6224568851,-0.0271352372,0.5652759028,-0.1612305754,-0.1938275931,0.4494264253,0.0167097403,0.2551463719,1.9341615933,0.8282576336,0.3654714843,1.7110950641,0.1150721488,1.6136349440,BRCA
GSM481003,1.8235767112,2.5817765251,2.6134226323,2.6738787819,0.7668606150,1.0128642698,0.4228612882,1.3249724906,0.1061288568,0.9639880456,1.7851186273,1.6986703351,0.9185977035,0.9484588012,0.0647371607,0.7331075046,1.4535207367,2.5128138810,1.5179746698,3.5361217050,0.3142635731,0.7926073550,0.2578126547,0.0002952463,-0.3095314880,3.3735387591,-0.0759275001,2.7143193483,0.1061600386,2.0933755497,1.5683274246,0.4441029357,0.0263771628,0.0516309134,1.4551079469,0.0997514228,1.8444600775,2.6181523167,2.7846933008,0.7327422401,0.4396155883,0.2640237317,0.0144527720,0.7763399238,0.5589310142,0.4300395595,2.3148648290,1.5377833917,-0.0886311716,1.0252525774,1.5262905462,1.5306127769,1.5386892533,0.7519919705,1.4975104332,1.4703831342,3.7385061980,1.4981101879,0.0768241495,1.5004176329,1.4121392310,0.0151357161,3.2723402183,1.6317007510,1.4732871907,-0.0379800091,0.0205457358,0.0367393828,0.0886606092,0.4833609190,0.6313650076,1.6233224429,-0.1121029600,-0.1237282262,2.5075172635,0.5092549160,-0.0378108222,0.8209199129,0.3873029981,1.2507746088,0.4105909770,0.6582691291,0.7518036929,-0.0150151281,2.4001773862,0.5952411368,-0.0115178909,0.3009758938,1.8482657803,3.1053395718,1.1100634537,0.6729280780,0.1985753451,0.0085564985,0.2656726797,1.7989932150,-0.0011949802,-0.0386555267,2.1808706059,0.2983524332,0.2358448297,0.5809849772,1.1044230957,1.1000925200,1.6318689503,-0.0646676839,2.2368514836,2.5670781862,0.3599379775,2.1691846848,0.3067911127,0.6226281467,1.5277520549,1.7903368573,1.9336085701,2.9323338270,0.6476941315,4.2224757078,0.7699167864,0.8931442964,0.0369979428,0.9530833758,0.8750990996,0.2792292668,0.4567726103,0.5040364588,1.1818292538,1.1631298894,2.5967237950,1.3879723878,2.8896375404,2.2716246172,0.8670480847,1.6023857737,0.0726853476,0.3230211048,0.1991583373,1.9039860845,1.7550488523,2.4549540671,0.8438508673,1.6395633056,1.8928991543,1.7338746871,0.9088587082,0.3056443987,-0.0357613127,0.3733827019,-0.1100887578,-0.1318813890,0.3141810409,0.2228077530,0.2077096945,1.9486407162,1.0249346562,0.2249101509,1.3064252361,0.0829935477,1.4739625027,BRCA
GSM481004,2.0001609400,2.9335309989,2.5616123680,2.7796594675,0.8182014891,1.1501945555,0.4702025933,1.0798423953,0.0587381764,1.0551782008,1.6234801449,1.8160923421,0.9253186292,0.8310367944,0.1484066722,0.7083160076,1.6491299205,2.5188482106,1.6239563823,3.7991682080,0.3111312836,1.0669667735,0.2350571393,-0.0277273477,-0.2675790846,1.6285977099,-0.0828103937,2.3806862385,0.2655171766,2.3583922624,1.5315217208,0.7831535489,0.1668508618,0.1377578820,1.2685558531,0.1924393703,2.0872848183,2.3262112606,2.4496056834,0.6086944797,0.5316690016,0.1146166019,0.0263294540,0.3996394997,0.2216745401,0.6042142738,2.4449367372,1.5354321747,-0.0627005821,1.2309852681,1.3815341338,1.4917334570,1.7543624800,1.1373035505,1.3911491632,1.2186611163,3.5415028036,1.4487049720,0.3432159574,1.7273583860,2.1522390246,0.0078934972,3.2242570717,1.6937214964,1.7529374959,0.0123426216,0.3730946186,0.1053847389,0.1348348590,0.4677596172,0.6196265865,1.8999520741,-0.0656920849,-0.0916958641,2.4697432370,0.5305753065,0.0714026628,0.8739479988,0.3515377335,1.4138548309,0.5801770786,0.8007784175,0.9818763601,-0.0170740155,2.3796615600,0.5722173135,0.0813199045,0.5583343478,2.0008368227,3.3115493507,1.2572847153,0.6871232500,0.3435010134,0.2215437899,0.1269719892,1.7910277940,0.0592425660,-0.0625480371,2.0961583457,0.2361617214,0.3725561436,0.6753690592,0.4883667428,1.1939214986,1.7430832262,-0.0883470983,2.1191958266,2.7180619239,0.4300743980,2.2014432814,0.3960791679,0.8267451861,1.7041644686,1.6383459717,1.6369401786,3.0316497087,0.6777483200,3.9659135938,0.7330621420,1.0181253039,0.0960737533,0.8644867552,0.9980394316,0.4213831761,0.7026128357,0.6247757457,1.1523804565,1.0689744345,2.6129566830,1.4586596589,2.5916587521,2.4486375538,1.0375754423,1.4567593267,-0.0254862107,0.4411257539,0.1251893355,1.7579786961,1.7482586616,2.4934302717,1.0235641110,1.5776952225,1.5651547586,1.7312438213,0.8236049463,0.5872395309,0.0293626598,0.6006609004,-0.1334469901,-0.1642792633,0.4272096935,0.3544005380,0.2655722500,2.0480727627,1.2056676217,0.3310495278,1.5906972572,0.0858069562,1.0936510564,BRCA
GSM481005,1.5643137025,2.9212386536,2.6361465453,2.5977033726,0.7859582966,1.3442225981,0.6753876942,1.6221561829,0.1437972741,1.0150162578,2.2156402663,1.6386404484,1.0900412844,1.1882963531,0.4503365214,1.0987962577,1.4512456490,2.5314455927,1.6160997303,3.5815212026,0.6410212708,0.7977252376,0.1932357331,-0.0546973065,-0.3166821747,1.8899074196,-0.0564615821,2.8546050789,0.2966497555,2.0528731148,2.1133898829,1.1545187333,0.0627568774,0.1937819834,1.4238826647,0.1618657312,1.6478117761,2.9090258441,3.1124505201,0.4265100391,0.3272606604,0.3183764077,0.1729445306,0.3294275651,0.2517096937,0.5524570538,2.1318827421,2.1829161718,-0.0189537369,1.6400326962,1.5356262978,1.3040178954,1.7637376773,1.7196427935,1.2666123211,1.4250255360,3.3680374623,1.9808702840,0.2347528819,1.5588450597,2.0787871359,-0.0180728749,3.6397311690,1.6923804018,2.1140066300,-0.0172356071,0.2543387476,-0.0674943316,0.0921376499,0.5853463492,0.7739725611,1.7108651224,-0.1603433316,-0.0599999450,2.5423471927,0.9570849150,0.0003913604,1.2119591671,0.3137300874,1.5992842847,0.8652929663,0.6116393971,1.3553256293,0.1302994706,1.9854279092,0.6830022821,0.1940505929,0.4762046319,2.1044502657,2.6858536303,1.0582544285,0.8086081992,0.4124403786,-0.0083928048,0.2336956347,2.0473213992,0.1256889529,-0.0866719049,2.5492818753,0.3769037291,0.2422681494,0.5610552976,1.0273913688,1.0793661226,2.0815001320,-0.0833753531,2.2545255720,2.7322246562,0.3719361767,2.2093620630,0.8027120631,0.7586930522,1.6514404019,2.0783624351,2.2659516875,2.9506897001,1.2423096047,4.0664246380,1.5478520148,1.4443103839,-0.0153414088,1.0866450369,0.9364143529,0.5251784270,0.6002506928,0.8300699524,1.2515010623,1.1033948984,2.3638426460,1.1465748168,2.5241626186,2.3187586043,0.6667426267,1.7020598093,0.0482017209,0.6033024423,0.6644105712,1.7848984604,1.4514933419,2.4943833417,1.2033549425,2.2196982105,1.3570049291,1.4583385696,0.8030699459,0.5710789362,-0.0490643234,0.5325894586,-0.1091882748,-0.1144989649,0.6639833465,0.4822234372,0.2458146787,1.8788353527,0.8477584354,0.4535632352,1.6713475569,0.2012475721,1.8273197924,BRCA
GSM481006,1.4359658582,2.8655545387,2.5346895060,2.4758903349,1.1119617159,1.0247719674,0.7652144191,1.5962646272,0.1821622939,0.8339269961,2.0232084617,1.4975027961,0.9076197682,1.0845514395,0.3234770311,0.8450585428,1.1521515085,2.8903008106,1.8472840787,3.5016347381,0.6611015242,0.8541696030,0.2167381548,-0.0212708616,-0.2808194435,2.2807792293,-0.0789727881,2.4808368831,0.3394337982,2.2835418145,1.6681061672,0.8068789419,0.1107520456,0.0547578116,1.1320031848,0.2957226054,1.8078299574,2.6402538866,2.7574262220,0.3454609819,0.4309554270,0.0988179854,0.0100745646,0.7803622343,0.1799825870,0.8617187121,2.3138150723,1.6566212644,-0.0810350893,0.9185606038,1.7912126979,1.4218702484,1.6245853557,1.2747803506,1.3977094739,1.6758906046,3.5637452900,2.5200958339,0.0350272738,1.7369166166,1.3783304394,-0.0188967757,3.5692172050,1.7612305548,2.1201223984,0.0714366944,0.4039398966,0.0920476306,0.2153394229,0.3838178466,0.7330049301,2.2958192463,-0.1076418487,-0.1014075473,2.9319896399,0.6499270645,-0.0381141796,0.8610514130,0.4185993002,1.8601007728,0.7721724497,0.6538769279,0.8184798881,0.0814032055,2.0354106424,0.7523171119,0.0677820943,0.3872349957,1.9481132361,2.8325279579,0.8627775742,0.7695189350,0.0839668039,0.0616213327,0.3444300745,2.0817749200,0.0856713462,-0.0514142560,2.3854097128,0.3412450789,0.5956473130,0.5041129620,0.8656490569,1.1607183255,1.8193695802,-0.0787858003,2.1851503850,2.2457967374,0.2700747047,2.1378961339,0.6141580208,0.5393936889,1.5602317353,1.7652631551,1.9845611117,2.6090323429,0.6640373689,4.2753632365,1.1888860354,1.0420911554,-0.0463810288,1.0241812343,0.9743386708,0.5737405336,0.5884243204,0.8071636276,1.4348619220,1.3432272538,2.2127674420,1.0490470611,2.3515657605,2.1218057328,0.7759371622,1.7559615007,0.0446483769,0.4987611882,0.5065509072,1.9292800368,1.6291388703,2.6509422727,0.9386770503,1.9539475424,1.4081178092,1.5009236618,0.7660367174,0.7288999624,-0.0427557431,0.4772285907,-0.0853761953,-0.1418401058,0.5615948470,0.3069176489,0.3684082213,1.9401681604,0.9504190882,0.6359644366,1.5908533686,0.1494056923,1.7121042693,BRCA
GSM481007,2.1565470248,2.4874297362,2.7547612983,2.8730143098,0.8264176002,0.7486347986,0.4098535862,1.3504874970,0.1544503673,0.8257754907,1.5345090824,1.2222076506,0.8493996896,1.1061746372,0.1836975329,0.6712133711,1.1550210773,2.8085060417,1.9460451232,3.1936847812,0.3972928400,0.9461382528,0.3275024838,0.0255792995,-0.2651017587,3.4013720619,-0.0413762494,2.3501881808,0.1915885950,2.3647985103,0.9793251456,0.7074611038,0.1910706374,0.1309144611,0.7271070987,0.1447611992,1.4812464686,2.7248331383,2.6477840344,1.1276851397,0.3216632819,0.3950980601,-0.0450445620,2.2217173111,1.1820729640,0.5834819043,1.6468955875,1.4244413134,-0.1016381688,0.6531397263,1.2728602224,1.4651037515,1.5073477764,0.7084885545,1.8175506145,1.0566638078,4.0088908971,2.3397507334,0.0523501606,2.0733233160,0.7209900856,-0.0275460564,3.2556382020,1.6196834478,1.1073700041,-0.0664822448,0.1558392380,0.1340240605,0.1723181509,0.1522244551,0.6702479833,1.8971201683,-0.0914158312,-0.0343750997,2.8855049014,0.4824272577,-0.0136581070,0.7547375463,0.3414034858,1.4063895874,0.5539075580,0.5710041390,0.7696563825,0.1042565081,2.2782053287,0.9062202350,0.0203747807,0.1926613287,1.5311121147,2.9110200033,0.8988007961,0.3326362380,0.0752705452,-0.0035135532,0.3625428115,1.9390442867,-0.0063679706,-0.0434679850,2.0171112270,0.2010703450,0.8212976657,0.8573109592,0.9085509542,1.3240244382,1.6784316807,-0.0395099294,2.1867065283,1.9659728616,0.1036517624,1.8596158426,0.2670725779,0.6040810117,1.4000220962,1.5430412068,1.5225942769,2.8195644749,0.4753959262,4.5755586028,0.7875316415,0.7858965514,0.1268612003,1.3976677566,0.8724623323,0.2804294921,0.5942524941,0.6447765145,1.1662938533,1.0976129374,2.2693603833,0.8509416714,2.4309096258,2.0550202282,0.9998374769,1.5292203955,0.0308779315,0.3912758605,0.2144209521,1.7140429735,2.0411818887,2.3564071415,0.7332691776,1.6262721474,1.8933438296,1.2195374586,0.9064219702,0.2852581624,0.0417940918,0.2981920151,-0.0645079648,-0.1840623020,0.3526260493,0.3703389459,0.2018136436,1.9784065733,1.1678582298,0.4563411867,1.3605430320,0.0219436799,1.4867990613,BRCA
GSM481008,2.0424522461,2.7184600397,2.1758478483,2.9165978432,0.7432266217,1.1038520651,0.4548389707,1.3067701923,0.2378865211,1.0401495758,1.6324195424,1.4419822766,1.3575011862,1.7338925879,0.0546794494,0.8557009323,1.7160420352,2.6682185380,1.3307375038,3.2628078181,0.5204926489,0.9509174895,0.3281696821,-0.0437966975,-0.3256674166,-0.1470309812,-0.0260547001,1.7446335776,0.0943769475,2.2562777241,1.5196910524,1.2542906802,0.3623198267,0.1223341055,1.4339759880,0.1131646339,2.0576788261,2.1285354068,2.6736815768,1.2174113756,0.7741532056,0.6865204619,0.0446688557,0.1997324146,0.2527479429,0.1595838172,2.1306690572,2.0261067712,-0.1519866831,1.2110217057,1.0031997347,1.4518846266,1.9934987334,1.2873548112,0.9730270653,1.5591145489,3.3265556395,1.4499554337,0.0775617939,0.9374861609,1.2566341757,0.0790676896,3.6774912677,1.2675358488,1.2286146709,0.0006817838,0.5020122627,0.3502357583,0.1202297621,0.4864594223,0.9071283936,1.5288688046,-0.0932625328,-0.1144835049,2.2478402555,0.6738939918,0.0596543955,0.8245749979,0.1970178297,1.1733163793,0.7443533106,0.6761883798,0.9430520526,0.0986321810,2.0624834962,0.4352434229,0.0473124372,0.3556282668,1.8420521154,3.4451050162,0.9308026552,0.7429268004,0.5512299970,-0.0611492244,0.1903686590,2.1634827453,0.0161561033,-0.0419493677,2.0068615840,0.4717924110,0.1447452591,0.6866195651,0.9423102802,1.5526473730,1.8451703802,-0.0483734958,1.9713908359,3.0459415394,0.3994874357,2.2688062124,0.2085582024,0.7693579825,1.4435623089,1.9077362170,1.8274914138,2.5853229167,0.6665910023,3.8641361595,0.8861575427,1.2282577258,0.3151042461,1.2946610825,1.0481595056,0.4895552786,0.5803456828,0.5742085367,1.3129337231,0.8216701443,2.2741083700,1.2253663242,2.2901109736,1.8479692080,1.2494404426,1.2692561225,0.0381749026,0.5091155731,0.2678017492,1.4247146845,1.5136869873,2.4107195587,1.0255734292,1.5951683029,1.5226526659,1.5650419061,0.8390573508,0.6741153908,0.0474070901,0.4453805279,-0.0759187779,-0.2386945700,0.7251894890,0.2940741609,0.1676078711,2.1766227540,1.0742220150,0.4404107426,0.9562403755,0.1356729619,1.1244572740,Control
GSM481009,1.2488524804,2.9184811097,2.1127427023,1.8957731022,0.7019504453,0.9745020472,0.4173833579,0.9224202467,0.0811861421,0.7397609521,2.1963751903,1.6555106565,0.7147407910,0.8963028035,0.1430442156,0.4392179624,1.2238172168,2.4277099966,1.5408729165,4.0216279451,0.5132276998,0.4284701354,-0.0459461643,-0.1202904492,-0.4420672076,1.6316964891,-0.0931447009,2.5601358710,0.2555055753,2.3118641356,1.6043706046,0.7421516462,0.1421651823,-0.0467948229,1.3781339977,0.0720544069,1.7122342137,2.9523009211,2.6052093174,0.1881126010,0.1389829972,0.1925976791,-0.1018066884,-0.0996136799,0.1086451228,0.2643847183,2.1660677790,1.7297688426,-0.1257850233,1.1490003984,1.3597721459,1.0950109247,1.3905587907,0.8930144371,0.5064561694,1.0633731153,3.9816480276,1.3098543568,-0.0297452279,1.4653621209,1.3611692488,-0.0791558773,4.1336198647,1.3464063860,1.7388441690,-0.0220167418,0.1670315059,-0.0540037800,0.1263889228,0.3358363450,0.8342035935,1.7687625780,-0.2190399400,-0.1169508127,2.3170269879,0.5810412187,0.0492702024,0.6354620911,0.2609199689,1.0262306403,0.6047417200,0.3709093048,0.5416144266,-0.0397191022,1.4631193479,0.4231084679,0.0051302836,0.3029849031,1.5490089126,2.7698374987,0.5851006282,0.6203827706,0.0966468778,0.0261609364,0.0094476892,2.0095697095,-0.0909887849,-0.0247260789,2.4782036710,0.2581819480,0.4368342880,0.2664060391,0.5673530965,0.5896305726,1.9583295781,-0.1458780054,1.9264692963,2.8256817435,0.1387690214,1.8164070117,0.5811533775,0.4939834663,1.6075740359,1.9346299171,2.0863439888,2.8264024373,0.5566157023,4.9024671911,1.0915614670,0.9160660751,-0.4913612215,0.6864672508,0.8018648768,0.6041715740,0.5561507795,0.6070072154,1.0060620668,0.5984214436,2.0700204370,0.6430334083,2.0032124659,2.4757090857,0.0941252945,1.5455886313,0.1596620494,0.4426082496,0.3617012714,0.9878395983,1.1035508231,2.7050820288,0.8881461270,2.0035042280,0.7362443342,1.5366736947,0.4601954637,0.3751777394,0.0114878738,0.2381851094,-0.2036180594,-0.1852634769,0.2653117549,0.1947119617,0.2380573521,1.7718981502,0.2991482857,0.3106695476,1.4829588243,0.1061455702,0.9562944259,Control
GSM481010,1.5517423453,2.8918487520,2.3209884563,2.3912745434,0.8541584610,1.3094676909,0.6799469268,1.4463533560,0.1703391222,1.1163623917,2.0319182984,1.6553071365,1.1625523341,1.4057194871,0.3884677957,1.0752685219,1.4590745139,2.5708448141,1.5085376702,3.4151108826,0.6261051270,0.6414193980,0.2253265117,-0.0210489585,-0.2113377954,1.4161510601,0.0523944547,2.6074465512,0.4586614989,1.9585818927,2.2511457157,1.4749259898,0.0910915945,0.1074743920,1.5833302282,0.2591492412,1.6623069793,2.7556213141,2.8361828724,0.6556165897,0.4627058751,0.2744950061,0.1126247898,0.5959622264,0.2606176130,0.4616448851,2.4862021207,1.9567249865,-0.1212509616,1.7042903775,1.2663701083,1.2521345076,1.8736693755,1.8779063365,1.1214759051,2.1072571543,3.1308566926,1.7001854380,0.3878406688,1.5045344481,2.3768785478,0.1231469990,3.7574702897,1.5377585424,1.9235497370,0.0124926256,0.2374572983,0.2321009186,0.2233252094,0.5731501886,0.8867941425,1.5886308428,-0.0893492514,-0.0853863777,2.6681904792,0.7362773012,-0.0580432325,1.2720481872,0.3056134001,1.5782590177,0.9417091906,0.6397660749,1.1391116994,0.1838528032,1.9555055564,0.5787107906,0.1498719877,0.6447694538,1.4994897907,2.8306171818,1.1393454497,0.8636795770,0.4178132884,0.0607782995,0.1599105977,1.9168759485,0.0952195898,-0.0770075140,2.3682881062,0.5014617130,0.2694449768,0.6300871450,0.8686887410,1.0700518703,1.9557909624,-0.0879259115,2.1394076869,2.7439915927,0.2518827699,2.1272875270,0.8046693094,0.8986074107,1.4130343231,2.2246888975,2.1991564613,2.7600723573,0.9445163405,4.0058680177,1.6186689034,1.5172690485,-0.1288154235,1.0203057610,1.0056680366,0.8752753147,0.6679485638,0.8157273026,1.1219442953,0.9790926966,2.4323144753,1.2244788955,2.3933785028,2.1466471957,0.7741822637,1.6900166025,0.0459132461,0.5967853764,0.4266116581,1.6549547971,1.3838441692,2.6424743764,0.8815472102,2.4085044753,1.3746481937,1.6194998765,0.7304746404,0.6883722000,-0.0567662575,0.4670094209,-0.0467139508,-0.1382358265,0.5679162636,0.5355324250,0.4682434390,1.9353916674,0.8935996790,0.4989412678,1.5627331466,0.1868240348,1.9437944209,Control
GSM481011,2.3755283654,2.6468617139,2.4578860997,3.1458497889,0.5514339904,0.7800690418,0.4410514815,1.1204146876,0.1338685885,0.7206870616,1.6767742166,1.5209095254,0.7949323381,0.5603975898,0.0685970899,1.0213171987,1.0983132273,2.6149187386,1.5943161272,3.8280115689,0.3619320783,0.7563884091,0.3524083489,-0.0517859180,-0.3326802963,2.3745233484,0.0042503114,2.8648335934,0.1770675793,2.1693281013,1.2710189652,0.5291375046,0.0921251166,0.0415241682,0.9193291609,0.0322725756,1.2983304978,3.0047313757,3.4137184489,0.9485047328,0.5454417100,0.2151374861,-0.1375891126,0.6199078684,0.5273848638,0.3995941192,1.8489870131,1.4686564059,-0.0634839009,0.7573588953,1.4725703709,1.4459170456,1.2293766530,0.8352277140,1.5485457554,0.8536020882,3.7609323560,1.4794516588,0.3495889383,1.7575806147,1.6893632411,0.0052794646,3.2908608913,1.6496588357,0.9642790003,0.0186796131,0.0023755932,0.1257654843,0.0440944186,0.4053333829,0.6222352596,1.4578454456,-0.1025564923,-0.0266977968,3.3554992080,0.4579258304,0.1085640784,0.9224423467,0.3604467192,1.5624615881,0.4059985925,0.8311827986,0.9105247925,-0.0734101763,2.2870070007,0.7711454016,0.0465452230,0.2071167014,2.0813521413,3.2764374614,0.9883804041,0.4733123278,0.2790668897,0.0246392575,0.2778184532,1.6695550482,0.0415502166,-0.0827947574,2.3938507702,0.2340693204,0.6915338728,0.4123160116,0.8156974314,1.4835459912,1.6529292224,-0.0457399186,2.0679785981,2.2631916067,0.4528350748,2.5493248172,0.3640658298,0.5847967917,1.6217055751,1.9566083005,1.6610844545,3.2258569600,0.8926877202,4.1587676704,1.0493859004,1.1519685170,-0.0234986019,1.1508108883,0.9089720844,0.3130184096,0.6516697839,0.4544950343,1.0374648210,0.9913927564,2.6093014877,0.9412412811,3.1006353129,2.4444954767,1.1285601183,1.7132033198,-0.1118124761,0.2979853476,0.1656362156,1.7603108166,1.8793093232,2.5080431916,0.7016896010,1.4345671034,1.7356401120,1.4662110086,1.1064697304,0.3824135645,-0.0221296568,0.3233142554,-0.1718796013,-0.2182702134,0.4099375716,0.0262312180,0.3198886721,1.9854242777,1.1320278778,0.2978668509,1.5804925949,0.1054426362,1.4774084773,Control
